[Main]
Experiment = "IvsV"
Header length = 32    
Date = "20201102 15:58:57"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = -10.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 100.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-9
Auto-range = 1
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)
35.833088875E+0	-8.800000191E+0	-1.530637433E-9	32.997599792E-12	5.749238846E+9	123.942534278E+6
38.816684723E+0	-8.699999809E+0	-1.537759133E-9	34.312621736E-12	5.657582921E+9	126.239863252E+6
41.808259010E+0	-8.600000381E+0	-1.510233633E-9	39.469924291E-12	5.694483417E+9	148.825204526E+6
44.791443825E+0	-8.500000000E+0	-1.474310933E-9	38.201053241E-12	5.765405253E+9	149.388129772E+6
47.773053646E+0	-8.399999619E+0	-1.452486567E-9	28.740791759E-12	5.783185753E+9	114.433648642E+6
50.756513596E+0	-8.300000191E+0	-1.447181000E-9	33.642957566E-12	5.735288254E+9	133.329596892E+6
53.739285469E+0	-8.199999809E+0	-1.426254000E-9	28.690602739E-12	5.749326424E+9	115.653761841E+6
56.725246906E+0	-8.100000381E+0	-1.402156933E-9	28.536484330E-12	5.776814413E+9	117.568847003E+6
59.711472034E+0	-8.000000000E+0	-1.394967400E-9	23.281967292E-12	5.734901045E+9	95.715339695E+6
62.692539692E+0	-7.900000095E+0	-1.370756533E-9	36.474044570E-12	5.763240884E+9	153.352327544E+6
65.687170506E+0	-7.800000191E+0	-1.341409933E-9	20.317817129E-12	5.814777420E+9	88.074183232E+6
68.666436672E+0	-7.699999809E+0	-1.320682767E-9	34.357585207E-12	5.830317472E+9	151.675810711E+6
71.642761707E+0	-7.599999905E+0	-1.309661133E-9	31.964545226E-12	5.803027754E+9	141.632929586E+6
74.628839016E+0	-7.500000000E+0	-1.307941200E-9	19.456768680E-12	5.734202730E+9	85.301278136E+6
77.608982086E+0	-7.400000095E+0	-1.291849400E-9	27.894607946E-12	5.728221955E+9	123.688183511E+6
80.591056824E+0	-7.300000191E+0	-1.252859967E-9	24.004099289E-12	5.826668890E+9	111.635731261E+6
83.572074413E+0	-7.199999809E+0	-1.221848800E-9	28.075861559E-12	5.892709318E+9	135.403734921E+6
86.548615932E+0	-7.099999905E+0	-1.206458233E-9	16.701500865E-12	5.884994365E+9	81.468413710E+6
89.532768726E+0	-7.000000000E+0	-1.211601467E-9	29.161430213E-12	5.777477325E+9	139.055214474E+6
92.511641502E+0	-6.900000095E+0	-1.195163733E-9	24.944608831E-12	5.773267631E+9	120.495542756E+6
95.493044853E+0	-6.800000191E+0	-1.182862433E-9	29.259145228E-12	5.748766720E+9	142.200813548E+6
98.470826149E+0	-6.699999809E+0	-1.172983633E-9	25.663783968E-12	5.711929492E+9	124.971670845E+6
101.453867912E+0	-6.599999905E+0	-1.129212067E-9	27.899970377E-12	5.844783367E+9	144.409794760E+6
104.435394287E+0	-6.500000000E+0	-1.117907367E-9	26.561668404E-12	5.814435251E+9	138.151966517E+6
107.414686203E+0	-6.400000095E+0	-1.096356200E-9	23.668581245E-12	5.837518952E+9	126.022721065E+6
110.393678188E+0	-6.300000191E+0	-1.102781133E-9	23.129775123E-12	5.712829137E+9	119.821104360E+6
113.374202251E+0	-6.199999809E+0	-1.061594533E-9	30.440124031E-12	5.840271040E+9	167.463724850E+6
116.361201286E+0	-6.099999905E+0	-1.039477700E-9	21.854668020E-12	5.868331668E+9	123.379693887E+6
119.343315125E+0	-6.000000000E+0	-1.035770817E-9	28.172694123E-12	5.792787269E+9	157.562291977E+6
122.317999840E+0	-5.900000095E+0	-1.017636577E-9	31.991898497E-12	5.797747674E+9	182.266399764E+6
125.294662476E+0	-5.800000191E+0	-1.003620980E-9	30.363079411E-12	5.779074278E+9	174.837408477E+6
128.279515743E+0	-5.699999809E+0	-976.770480000E-12	27.858807346E-12	5.835556997E+9	166.437931399E+6
131.258359909E+0	-5.599999905E+0	-966.307100000E-12	28.669766955E-12	5.795258986E+9	171.941947415E+6
134.256271839E+0	-5.500000000E+0	-954.920173333E-12	26.569191313E-12	5.759643742E+9	160.253265914E+6
137.241276741E+0	-5.400000095E+0	-930.788586667E-12	35.077834250E-12	5.801532349E+9	218.637393108E+6
140.221548080E+0	-5.300000191E+0	-911.674070000E-12	43.138481283E-12	5.813481336E+9	275.081593378E+6
143.205200672E+0	-5.199999809E+0	-912.916436667E-12	44.453492425E-12	5.696030437E+9	277.362128333E+6
146.192543983E+0	-5.099999905E+0	-877.607436667E-12	33.346785639E-12	5.811254203E+9	220.812449958E+6
149.174470901E+0	-5.000000000E+0	-858.363026667E-12	37.875261565E-12	5.825041206E+9	257.029895796E+6
152.160592079E+0	-4.900000095E+0	-842.538396667E-12	34.409896117E-12	5.815758801E+9	237.519924277E+6
155.145719051E+0	-4.800000191E+0	-819.269936667E-12	27.357803386E-12	5.858875049E+9	195.644859516E+6
158.129728794E+0	-4.699999809E+0	-813.209986667E-12	32.228125949E-12	5.779564794E+9	229.048517818E+6
161.111060619E+0	-4.599999905E+0	-801.575553333E-12	29.580920770E-12	5.738697850E+9	211.777873869E+6
164.092683315E+0	-4.500000000E+0	-766.883660000E-12	33.948825080E-12	5.867904396E+9	259.763599525E+6
167.070438385E+0	-4.400000095E+0	-755.812623333E-12	38.230931274E-12	5.821548833E+9	294.468796196E+6
170.053967953E+0	-4.300000191E+0	-720.637346667E-12	29.528158834E-12	5.966940529E+9	244.495748824E+6
173.038218975E+0	-4.199999809E+0	-721.070610000E-12	26.861891523E-12	5.824672024E+9	216.985279794E+6
176.022706985E+0	-4.099999905E+0	-691.487000000E-12	24.882174318E-12	5.929250882E+9	213.355643735E+6
179.001906872E+0	-4.000000000E+0	-666.932400000E-12	25.380529702E-12	5.997609353E+9	228.242775911E+6
181.973198891E+0	-3.900000095E+0	-670.618543333E-12	32.388950541E-12	5.815526776E+9	280.873249029E+6
184.957155228E+0	-3.799999952E+0	-640.821123333E-12	28.950994487E-12	5.929891843E+9	267.900448058E+6
187.943066120E+0	-3.700000048E+0	-631.607000000E-12	30.758026800E-12	5.858073213E+9	285.276719347E+6
190.926261425E+0	-3.599999905E+0	-605.699156667E-12	33.377760661E-12	5.943544522E+9	327.525974495E+6
193.905058861E+0	-3.500000000E+0	-579.251433333E-12	29.080810778E-12	6.042281121E+9	303.347430564E+6
196.888271332E+0	-3.400000095E+0	-566.757996667E-12	45.633221986E-12	5.999033301E+9	483.019595516E+6
199.865928650E+0	-3.299999952E+0	-555.218193333E-12	24.566485665E-12	5.943609183E+9	262.984159275E+6
202.853938103E+0	-3.200000048E+0	-543.460973333E-12	35.298054469E-12	5.888187385E+9	382.440633744E+6
205.834270477E+0	-3.099999905E+0	-518.583550000E-12	31.778406857E-12	5.977821519E+9	366.316371495E+6
208.818222523E+0	-3.000000000E+0	-497.080900000E-12	40.129275157E-12	6.035234908E+9	487.223714046E+6
211.798423767E+0	-2.900000095E+0	-428.506682667E-12	334.429072095E-12	6.767689310E+9	5.281859415E+9
214.780786991E+0	-2.799999952E+0	-491.951490000E-12	36.471034168E-12	5.691617993E+9	421.950534808E+6
217.758489609E+0	-2.700000048E+0	-468.841353333E-12	23.931806636E-12	5.758877771E+9	293.959456155E+6
220.752128601E+0	-2.599999905E+0	-430.284880000E-12	26.608795103E-12	6.042508174E+9	373.668398283E+6
223.732476711E+0	-2.500000000E+0	-415.725666667E-12	48.437870147E-12	6.013581071E+9	700.666527029E+6
226.710375786E+0	-2.400000095E+0	-393.404897700E-12	166.701365206E-12	6.100585197E+9	2.585061566E+9
229.690435886E+0	-2.299999952E+0	-334.820593100E-12	686.075338693E-12	6.869350332E+9	14.075872132E+9
232.670953274E+0	-2.200000048E+0	-404.368688333E-12	134.509449579E-12	5.440579627E+9	1.809757759E+9
235.646112919E+0	-2.099999905E+0	-297.250953333E-12	57.135172091E-12	7.064737324E+9	1.357926621E+9
238.630538940E+0	-2.000000000E+0	-336.655210000E-12	21.623526615E-12	5.940796223E+9	381.580208552E+6
241.605154514E+0	-1.899999976E+0	-308.438850000E-12	29.450763474E-12	6.160054014E+9	588.182369920E+6
244.584325314E+0	-1.799999952E+0	-299.745320000E-12	29.173496366E-12	6.005097769E+9	584.461828904E+6
247.563370228E+0	-1.700000048E+0	-283.757153333E-12	21.697707892E-12	5.991038561E+9	458.109348608E+6
250.551630974E+0	-1.600000024E+0	-250.725240000E-12	27.563459415E-12	6.381487655E+9	701.548340253E+6
253.539390087E+0	-1.500000000E+0	-235.462300000E-12	32.574016186E-12	6.370446564E+9	881.291949869E+6
256.522770882E+0	-1.399999976E+0	-232.506856667E-12	29.570256265E-12	6.021327699E+9	765.793343284E+6
259.502646923E+0	-1.299999952E+0	-211.848670000E-12	26.643099870E-12	6.136455576E+9	771.749941893E+6
262.481367111E+0	-1.200000048E+0	-193.174506667E-12	28.001162043E-12	6.212000064E+9	900.446044312E+6
265.458081722E+0	-1.100000024E+0	-168.691563333E-12	24.332762060E-12	6.520776748E+9	940.583547453E+6
268.440526485E+0	-1.000000000E+0	-166.550006667E-12	20.125255864E-12	6.004202702E+9	725.524531947E+6
271.418995857E+0	-899.999976158E-3	-143.647416000E-12	26.723787883E-12	6.265340521E+9	1.165587490E+9
274.400028706E+0	-800.000011921E-3	-140.443618333E-12	120.772704831E-12	5.696236122E+9	4.898405866E+9
277.393651009E+0	-699.999988079E-3	-97.996070333E-12	24.652457923E-12	7.143143452E+9	1.796970458E+9
280.379431725E+0	-600.000023842E-3	-88.683812333E-12	18.189443014E-12	6.765609282E+9	1.387656453E+9
283.359773636E+0	-500.000000000E-3	-76.879301667E-12	19.055299532E-12	6.503701115E+9	1.612007005E+9
286.343679905E+0	-400.000005960E-3	-39.114665433E-12	22.661298957E-12	10.226343535E+9	5.924689001E+9
289.329945564E+0	-300.000011921E-3	-38.405245667E-12	16.752100139E-12	7.811433223E+9	3.407292658E+9
292.311353683E+0	-200.000002980E-3	-2.129795717E-12	20.150476379E-12	93.905721293E+9	888.463153495E+9
295.295758247E+0	-100.000001490E-3	14.650847327E-12	23.940863626E-12	-6.825543892E+9	11.153581213E+9
298.274011135E+0	-18.790524692E-15	30.702274003E-12	31.012027042E-12	-612.023874510E-6	618.198539456E-6
301.254134178E+0	100.000001490E-3	47.676522000E-12	25.816319891E-12	2.097468467E+9	1.135756440E+9
304.319760799E+0	200.000002980E-3	67.915248433E-12	28.470494448E-12	2.944846814E+9	1.234498096E+9
307.297227859E+0	300.000011921E-3	82.607257860E-12	29.455763078E-12	3.631642300E+9	1.294956375E+9
310.289262295E+0	400.000005960E-3	103.764192000E-12	17.648707703E-12	3.854894432E+9	655.658794647E+6
313.273376465E+0	500.000000000E-3	108.002299000E-12	27.274964000E-12	4.629531081E+9	1.169144497E+9
316.258018970E+0	600.000023842E-3	141.424689333E-12	27.796893391E-12	4.242540865E+9	833.867528302E+6
319.234868526E+0	699.999988079E-3	145.267895333E-12	26.332492877E-12	4.818683347E+9	873.475482103E+6
322.217533588E+0	800.000011921E-3	157.850683333E-12	25.756164171E-12	5.068080765E+9	826.948084457E+6
325.200705528E+0	899.999976158E-3	174.711316667E-12	23.922005882E-12	5.151354780E+9	705.339194321E+6
328.182646275E+0	1.000000000E+0	201.225156667E-12	28.858804054E-12	4.969557567E+9	712.711523939E+6
331.155155659E+0	1.100000024E+0	233.032520000E-12	23.649855831E-12	4.720371319E+9	479.058035188E+6
334.133323669E+0	1.200000048E+0	246.094786667E-12	26.060016744E-12	4.876170129E+9	516.358257457E+6
337.115498066E+0	1.299999952E+0	256.955060000E-12	28.073666293E-12	5.059250253E+9	552.749197831E+6
340.093026161E+0	1.399999976E+0	269.207116667E-12	28.666954177E-12	5.200456784E+9	553.779031450E+6
343.076154232E+0	1.500000000E+0	289.538093333E-12	23.350931605E-12	5.180665462E+9	417.815022104E+6
346.055089474E+0	1.600000024E+0	305.558013333E-12	34.178405709E-12	5.236321595E+9	585.712421533E+6
349.037856102E+0	1.700000048E+0	334.390083333E-12	26.751691168E-12	5.083882963E+9	406.718003140E+6
352.020033360E+0	1.799999952E+0	334.203756667E-12	26.363466881E-12	5.385935725E+9	424.866373480E+6
355.001154900E+0	1.899999976E+0	360.750656667E-12	22.695083062E-12	5.266795614E+9	331.337897009E+6
357.993670940E+0	2.000000000E+0	392.351210000E-12	19.967976603E-12	5.097473766E+9	259.426336148E+6
360.976056576E+0	2.099999905E+0	398.785993333E-12	23.285967019E-12	5.265982105E+9	307.491957264E+6
363.956236839E+0	2.200000048E+0	407.522523333E-12	22.634638454E-12	5.398474739E+9	299.842381514E+6
366.942128658E+0	2.299999952E+0	441.917776667E-12	28.000115275E-12	5.204587988E+9	329.765108645E+6
369.929217339E+0	2.400000095E+0	435.386543333E-12	36.048487123E-12	5.512343301E+9	456.402797780E+6
372.906504631E+0	2.500000000E+0	472.471490000E-12	33.150335250E-12	5.291324562E+9	371.258767714E+6
375.892788887E+0	2.599999905E+0	479.326280000E-12	36.077357246E-12	5.424279897E+9	408.268212713E+6
378.873374939E+0	2.700000048E+0	492.357550000E-12	30.356400729E-12	5.483819732E+9	338.105974605E+6
381.855511189E+0	2.799999952E+0	524.570010000E-12	29.194489330E-12	5.337704975E+9	297.065344914E+6
384.840312481E+0	2.900000095E+0	534.579526667E-12	33.587102328E-12	5.424824466E+9	340.836349635E+6
387.820214272E+0	3.000000000E+0	547.591363333E-12	33.253912516E-12	5.478537831E+9	332.698486403E+6
390.803754330E+0	3.099999905E+0	572.016403333E-12	32.314073600E-12	5.419424839E+9	306.151523108E+6
393.781724930E+0	3.200000048E+0	581.634126667E-12	25.873960721E-12	5.501740529E+9	244.744611455E+6
396.760920048E+0	3.299999952E+0	614.826333333E-12	28.404672972E-12	5.367369245E+9	247.969808463E+6
399.738057613E+0	3.400000095E+0	624.764033333E-12	28.428294153E-12	5.442054782E+9	247.626825317E+6
402.710958481E+0	3.500000000E+0	649.004726667E-12	24.824680005E-12	5.392872896E+9	206.279459083E+6
405.699131966E+0	3.599999905E+0	646.479916667E-12	24.117088556E-12	5.568618316E+9	207.738643680E+6
408.680160046E+0	3.700000048E+0	666.438783333E-12	28.184592844E-12	5.551897849E+9	234.797230142E+6
411.661171913E+0	3.799999952E+0	695.317526667E-12	27.486725183E-12	5.465128961E+9	216.043019323E+6
414.645953655E+0	3.900000095E+0	702.831686667E-12	19.827980688E-12	5.548981597E+9	156.545446137E+6
417.625191212E+0	4.000000000E+0	715.556150000E-12	30.895417278E-12	5.590057468E+9	241.360734694E+6
420.606365681E+0	4.099999905E+0	736.507343333E-12	34.228695381E-12	5.566814699E+9	258.714059397E+6
423.592080593E+0	4.199999809E+0	761.643793333E-12	35.029372419E-12	5.514388545E+9	253.616679728E+6
426.576910973E+0	4.300000191E+0	759.733836667E-12	36.392995819E-12	5.659877161E+9	271.121116266E+6
429.559481621E+0	4.400000095E+0	802.228280000E-12	31.887485661E-12	5.484723245E+9	218.010307292E+6
432.539087296E+0	4.500000000E+0	813.515200000E-12	33.976996859E-12	5.531549994E+9	231.028820094E+6
435.522773266E+0	4.599999905E+0	829.060723333E-12	41.334932135E-12	5.548447508E+9	276.631970081E+6
438.513103008E+0	4.699999809E+0	853.039290000E-12	32.610216529E-12	5.509710824E+9	210.626714480E+6
441.492763996E+0	4.800000191E+0	858.385153333E-12	33.941418195E-12	5.591895633E+9	221.109215903E+6
444.478404522E+0	4.900000095E+0	878.864733333E-12	41.494683809E-12	5.575374582E+9	263.235508979E+6
447.464366436E+0	5.000000000E+0	888.989066667E-12	30.530186591E-12	5.624366134E+9	193.155297365E+6
450.438391209E+0	5.099999905E+0	930.936040000E-12	30.373355257E-12	5.478356928E+9	178.740615965E+6
453.430797577E+0	5.199999809E+0	939.590143333E-12	35.307093376E-12	5.534327756E+9	207.964108854E+6
456.417438507E+0	5.300000191E+0	956.977013333E-12	34.147651642E-12	5.538273247E+9	197.621283370E+6
459.405260086E+0	5.400000095E+0	971.716160000E-12	33.896620565E-12	5.557178441E+9	193.852461027E+6
462.386217594E+0	5.500000000E+0	983.407540000E-12	32.365386333E-12	5.592798282E+9	184.067204806E+6
465.368000031E+0	5.599999905E+0	1.035781647E-9	26.099075225E-12	5.406544828E+9	136.231242004E+6
468.346787930E+0	5.699999809E+0	1.044468517E-9	30.896143774E-12	5.457320846E+9	161.431548005E+6
471.322527885E+0	5.800000191E+0	1.059699827E-9	32.691649752E-12	5.473248221E+9	168.849243280E+6
474.309737682E+0	5.900000095E+0	1.088502033E-9	33.974928999E-12	5.420293132E+9	169.181194590E+6
477.290636539E+0	6.000000000E+0	1.114594033E-9	28.600697900E-12	5.383125892E+9	138.132048794E+6
480.268570423E+0	6.099999905E+0	1.125874867E-9	29.635338237E-12	5.418008773E+9	142.613115634E+6
483.247694969E+0	6.199999809E+0	1.146722733E-9	32.433087733E-12	5.406712215E+9	152.919591209E+6
486.224610329E+0	6.300000191E+0	1.176473333E-9	30.764461487E-12	5.354987667E+9	140.031488331E+6
489.202883720E+0	6.400000095E+0	1.188894500E-9	31.749001824E-12	5.383152244E+9	143.755152714E+6
492.188833714E+0	6.500000000E+0	1.215726233E-9	24.173784037E-12	5.346598454E+9	106.313010959E+6
495.168978214E+0	6.599999905E+0	1.219923200E-9	24.850336281E-12	5.410176562E+9	110.207517092E+6
498.152955055E+0	6.699999809E+0	1.258057067E-9	31.799152153E-12	5.325672409E+9	134.613819792E+6
501.131954193E+0	6.800000191E+0	1.281482900E-9	28.059490043E-12	5.306352657E+9	116.188479402E+6
504.107896805E+0	6.900000095E+0	1.294758867E-9	33.621769312E-12	5.329177713E+9	138.385909751E+6
507.083259106E+0	7.000000000E+0	1.325379567E-9	22.334775107E-12	5.281505899E+9	89.001859883E+6
510.061223030E+0	7.099999905E+0	1.350801733E-9	24.702441940E-12	5.256137692E+9	96.120276539E+6
513.042613506E+0	7.199999809E+0	1.375787567E-9	24.193681522E-12	5.233365952E+9	92.030479275E+6
516.024877548E+0	7.300000191E+0	1.377630300E-9	21.882038555E-12	5.298954437E+9	84.167664787E+6
519.002913475E+0	7.400000095E+0	1.396759500E-9	21.330600680E-12	5.297977279E+9	80.908014409E+6
521.993408680E+0	7.500000000E+0	1.421925067E-9	23.866614149E-12	5.274539549E+9	88.531669626E+6
524.975083828E+0	7.599999905E+0	1.454146433E-9	30.409677136E-12	5.226433687E+9	109.297218864E+6
527.953271866E+0	7.699999809E+0	1.471039933E-9	29.593365067E-12	5.234392102E+9	105.301883979E+6
530.938834190E+0	7.800000191E+0	1.515455033E-9	27.739124294E-12	5.146969075E+9	94.210921314E+6
533.914388657E+0	7.900000095E+0	1.526979867E-9	19.223775554E-12	5.173611171E+9	65.132712038E+6
536.903434277E+0	8.000000000E+0	1.559060633E-9	19.661689020E-12	5.131294979E+9	64.711996439E+6
539.884322166E+0	8.100000381E+0	1.575494767E-9	20.977636857E-12	5.141242328E+9	68.455393714E+6
542.869151115E+0	8.199999809E+0	1.583427133E-9	26.967112009E-12	5.178640454E+9	88.196655375E+6
545.856172562E+0	8.300000191E+0	1.596661433E-9	22.055943158E-12	5.198347012E+9	71.808865558E+6
548.837409496E+0	8.399999619E+0	1.623005000E-9	22.090111138E-12	5.175584560E+9	70.442936484E+6
551.818241596E+0	8.500000000E+0	1.652604767E-9	23.755532271E-12	5.143395548E+9	73.934253003E+6
554.808348656E+0	8.600000381E+0	1.677610100E-9	26.525914317E-12	5.126340370E+9	81.056298736E+6
557.799711227E+0	8.699999809E+0	1.701995667E-9	26.663891453E-12	5.111646275E+9	80.080333978E+6
560.779627323E+0	8.800000191E+0	1.725881100E-9	25.732150536E-12	5.098844985E+9	76.021602358E+6
563.767044067E+0	8.899999619E+0	1.736930133E-9	26.693589122E-12	5.123982507E+9	78.746681328E+6
566.768147945E+0	9.000000000E+0	1.750182433E-9	18.893195219E-12	5.142321068E+9	55.511284976E+6
569.738239765E+0	9.100000381E+0	1.782114667E-9	26.292169292E-12	5.106293412E+9	75.334956471E+6
572.728107929E+0	9.199999809E+0	1.818889433E-9	17.544974287E-12	5.058031368E+9	48.789678292E+6
575.711643219E+0	9.300000191E+0	1.825812867E-9	24.475165358E-12	5.093621784E+9	68.280401406E+6
578.698517323E+0	9.399999619E+0	1.862281133E-9	16.450621539E-12	5.047572813E+9	44.588171221E+6
581.686819077E+0	9.500000000E+0	1.879170300E-9	18.840380661E-12	5.055422598E+9	50.685180661E+6
584.672906876E+0	9.600000381E+0	1.880193067E-9	21.743280141E-12	5.105858835E+9	59.046127223E+6
587.655719757E+0	9.699999809E+0	1.925736733E-9	19.006985739E-12	5.037033174E+9	49.715423734E+6
590.654391766E+0	9.800000191E+0	1.943677233E-9	22.405481075E-12	5.041989494E+9	58.120864028E+6
593.644085407E+0	9.899999619E+0	1.957336300E-9	25.901293232E-12	5.057894046E+9	66.930755248E+6
596.633399010E+0	10.000000000E+0	1.965079333E-9	20.652461664E-12	5.088853071E+9	53.482493647E+6
