[Main]
Experiment = "VvsI"
Header length = 59    
Date = "20181207 20:47:44"
Comments = "SD: 3I+ to 1V+; Voltage1: 2I- to 2I+"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = TRUE
Finish temperature (K) = 2.500000E+2
Delay after setting finish temperature (s) = 0.000000E+0
Finish temperature stabiliation (K) = 2.000000E-1
Finish temperature ramp rate (K/min) = 1.000000E+1
Wait for finish temperature to stabilize = TRUE

[Static Voltage 0]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "09"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 1]
Voltage meter = "Keithley 6430"
Auto-range = TRUE
GPIB = "21"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear+Reveresed"
Current source = "Keithley 6430"
GPIB = "21"
Initial current (A) = -1.000000E-6
Final current (A) = 1.000000E-6
Current step (A) = 1.000000E-8
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 20.000000
Auto-range = TRUE
Manual range (A) = 0.000010
Check output compliance = TRUE
Inital delay (s) = 2.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	Temperature (K)
1.285351390E+3	920.000000000E-9	129.986597767E-6	609.232950000E-6	15.851636908E-9	4.587658077E-6	141.289780181E+0	662.209728261E+0	17.230040118E-3	4.986584866E+0	7.256797678E-3	1.157015486E-3	300.001500000E+0
1.292005570E+3	930.000000000E-9	131.401538700E-6	614.854253333E-6	16.705246669E-9	3.061681946E-6	141.291977097E+0	661.133605735E+0	17.962630827E-3	3.292131125E+0	7.067432827E-3	1.778946875E-3	299.997300000E+0
1.298603658E+3	940.000000000E-9	132.774962867E-6	623.168693333E-6	17.220920138E-9	3.868797636E-6	141.249960496E+0	662.945418440E+0	18.320127806E-3	4.115742165E+0	7.281071822E-3	1.202726822E-3	299.999700000E+0
1.305214619E+3	950.000000000E-9	134.178073867E-6	626.304996667E-6	15.219254324E-9	3.307543756E-6	141.240077754E+0	659.268417544E+0	16.020267710E-3	3.481625006E+0	7.127019887E-3	3.188467102E-3	299.995500000E+0
1.311822955E+3	960.000000000E-9	135.635233400E-6	633.272900000E-6	17.199346378E-9	4.669676323E-6	141.286701458E+0	659.659270833E+0	17.915985811E-3	4.864246170E+0	6.862666559E-3	1.435151942E-3	299.999100000E+0
1.318440805E+3	970.000000000E-9	137.035804833E-6	639.555783333E-6	16.725909142E-9	3.317323159E-6	141.274025601E+0	659.335859107E+0	17.243205301E-3	3.419920782E+0	7.139942856E-3	1.591625925E-3	300.002400000E+0
1.325031694E+3	980.000000000E-9	138.412015933E-6	647.023483333E-6	14.754548435E-9	3.270655710E-6	141.236750952E+0	660.228044218E+0	15.055661668E-3	3.337403786E+0	7.266327092E-3	1.339100392E-3	300.002700000E+0
1.331643075E+3	990.000000000E-9	139.876598700E-6	652.114256667E-6	18.660097587E-9	3.892322490E-6	141.289493636E+0	658.701269360E+0	18.848583421E-3	3.931638879E+0	6.827883154E-3	1.964338097E-3	300.001500000E+0
1.338230353E+3	1.000000000E-6	141.343330900E-6	658.416813333E-6	18.007544268E-9	3.097192332E-6	141.343330900E+0	658.416813333E+0	18.007544268E-3	3.097192332E+0	6.817877183E-3	1.586657690E-3	299.998200000E+0
1.344869170E+3	1.000000000E-6	141.286815500E-6	658.724230000E-6	13.679386119E-9	4.538828823E-6	141.286815500E+0	658.724230000E+0	13.679386119E-3	4.538828823E+0	-0.000000000E+0	0.000000000E+0	300.000900000E+0
1.351448755E+3	990.000000000E-9	139.913036433E-6	652.738693333E-6	19.279513262E-9	4.139711271E-6	141.326299428E+0	659.332013468E+0	19.474255821E-3	4.181526537E+0	7.279190841E-3	1.670693967E-3	299.997600000E+0
1.358047198E+3	980.000000000E-9	138.504105100E-6	645.997186667E-6	13.755506234E-9	4.281097923E-6	141.330719490E+0	659.180802721E+0	14.036230851E-3	4.368467268E+0	7.097577975E-3	1.483347936E-3	300.001200000E+0
1.364632174E+3	970.000000000E-9	137.028524367E-6	640.338883333E-6	17.155652249E-9	5.142765508E-6	141.266519966E+0	660.143178694E+0	17.686239432E-3	5.301820111E+0	6.776992796E-3	1.767314230E-3	300.004500000E+0
1.371236763E+3	960.000000000E-9	135.630685667E-6	632.253290000E-6	16.272911348E-9	4.648354482E-6	141.281964236E+0	658.597177083E+0	16.950949321E-3	4.842035919E+0	7.153901233E-3	1.236767617E-3	300.003000000E+0
1.377829641E+3	950.000000000E-9	134.201598000E-6	627.449523333E-6	15.502007054E-9	3.418488882E-6	141.264840000E+0	660.473182456E+0	16.317902162E-3	3.598409349E+0	6.997471347E-3	2.081699777E-3	299.999400000E+0
1.384465592E+3	940.000000000E-9	132.796429967E-6	619.212503333E-6	17.659077834E-9	4.032388305E-6	141.272797837E+0	658.736705674E+0	18.786253015E-3	4.289774793E+0	7.116586602E-3	1.214031288E-3	299.994700000E+0
1.391070366E+3	930.000000000E-9	131.429730600E-6	612.767313333E-6	15.874004613E-9	3.569868563E-6	141.322290968E+0	658.889584229E+0	17.068822165E-3	3.838568347E+0	7.316898101E-3	1.551544640E-3	299.998500000E+0
1.397678319E+3	920.000000000E-9	130.007116900E-6	608.044110000E-6	19.228073414E-9	4.278266949E-6	141.312083587E+0	660.917510870E+0	20.900079797E-3	4.650290162E+0	7.029315126E-3	2.117207178E-3	299.999700000E+0
1.404275210E+3	910.000000000E-9	128.623833467E-6	598.797303333E-6	14.196956801E-9	3.233459179E-6	141.344871941E+0	658.019014652E+0	15.601051429E-3	3.553251846E+0	7.229176436E-3	1.081454426E-3	299.999700000E+0
1.410894743E+3	900.000000000E-9	127.182437300E-6	594.172170000E-6	19.020941565E-9	3.580387252E-6	141.313819222E+0	660.191300000E+0	21.134379516E-3	3.978208057E+0	6.937717909E-3	2.162099831E-3	300.000900000E+0
1.417504776E+3	890.000000000E-9	125.791451900E-6	586.910813333E-6	13.622795931E-9	3.930617714E-6	141.338710000E+0	659.450352060E+0	15.306512283E-3	4.416424398E+0	7.189148067E-3	1.377153122E-3	300.001500000E+0
1.424125146E+3	880.000000000E-9	124.396518667E-6	583.540940000E-6	15.542334641E-9	3.575105728E-6	141.359680303E+0	663.114704545E+0	17.661743910E-3	4.062620146E+0	7.168801890E-3	2.967470587E-3	299.990800000E+0
1.430747908E+3	870.000000000E-9	122.936479400E-6	574.831293333E-6	20.020117247E-9	4.265640268E-6	141.306298161E+0	660.725624521E+0	23.011629020E-3	4.903034791E+0	6.849130861E-3	1.148152202E-3	299.998500000E+0
1.437302290E+3	860.000000000E-9	121.549317367E-6	570.554083333E-6	11.256489612E-9	4.435528960E-6	141.336415543E+0	663.434980620E+0	13.088941409E-3	5.157591814E+0	7.208963163E-3	2.337972650E-3	300.002400000E+0
1.443916326E+3	850.000000000E-9	120.111038933E-6	566.644476667E-6	16.080805742E-9	2.756240837E-6	141.307104627E+0	666.640560784E+0	18.918594990E-3	3.242636279E+0	6.952756690E-3	2.557802064E-3	300.008300000E+0
1.450524022E+3	840.000000000E-9	118.680550167E-6	560.283926667E-6	22.160861270E-9	3.838507833E-6	141.286369246E+0	667.004674603E+0	26.381977702E-3	4.569652182E+0	6.990617636E-3	1.572191084E-3	300.004800000E+0
1.457135679E+3	830.000000000E-9	117.321066867E-6	551.344250000E-6	13.171924905E-9	4.827947087E-6	141.350682972E+0	664.270180723E+0	15.869789042E-3	5.816803719E+0	7.355735815E-3	1.118608689E-3	300.003600000E+0
1.463737094E+3	820.000000000E-9	115.894670900E-6	545.000850000E-6	14.011073454E-9	3.060440083E-6	141.334964512E+0	664.635182927E+0	17.086674944E-3	3.732244003E+0	7.010676021E-3	1.576441656E-3	300.000600000E+0
1.470318309E+3	810.000000000E-9	114.454040867E-6	539.849100000E-6	17.110052165E-9	4.580976467E-6	141.301285021E+0	666.480370370E+0	21.123521191E-3	5.655526503E+0	6.941407418E-3	1.941087980E-3	299.997900000E+0
1.476945841E+3	800.000000000E-9	113.108197567E-6	533.954830000E-6	16.073054450E-9	4.651629739E-6	141.385246958E+0	667.443537500E+0	20.091318063E-3	5.814537174E+0	7.430285532E-3	1.696562933E-3	299.998800000E+0
1.483547591E+3	790.000000000E-9	111.693367533E-6	526.405933333E-6	16.876804796E-9	4.417332309E-6	141.384009536E+0	666.336624473E+0	21.363044045E-3	5.591559885E+0	7.067986800E-3	1.324696898E-3	300.004000000E+0
1.490185900E+3	780.000000000E-9	110.241875600E-6	518.405000000E-6	13.718435147E-9	3.730197570E-6	141.335737949E+0	664.621794872E+0	17.587737367E-3	4.782304576E+0	6.889463021E-3	1.249854184E-3	300.000700000E+0
1.496856245E+3	770.000000000E-9	108.930419700E-6	510.336423333E-6	13.120957380E-9	4.094898210E-6	141.468077532E+0	662.774575758E+0	17.040204389E-3	5.318049624E+0	7.625113433E-3	1.239375966E-3	299.999300000E+0
1.503453236E+3	760.000000000E-9	107.498215533E-6	504.117980000E-6	14.488271925E-9	4.160721672E-6	141.445020439E+0	663.313131579E+0	19.063515690E-3	5.474633779E+0	6.982244733E-3	1.608119503E-3	299.998700000E+0
1.510071021E+3	750.000000000E-9	106.084022067E-6	496.370343333E-6	12.541455016E-9	3.540412662E-6	141.445362756E+0	661.827124444E+0	16.721940022E-3	4.720550215E+0	7.071168292E-3	1.290716180E-3	299.999500000E+0
1.516668115E+3	740.000000000E-9	104.692265800E-6	491.475036667E-6	16.226079649E-9	3.788968781E-6	141.476034865E+0	664.155454955E+0	21.927134661E-3	5.120228082E+0	7.185166138E-3	2.042772942E-3	299.999900000E+0
1.523291343E+3	730.000000000E-9	103.243329867E-6	483.700176667E-6	13.829109824E-9	3.274983818E-6	141.429218995E+0	662.602981735E+0	18.943986061E-3	4.486279202E+0	6.901616400E-3	1.286196793E-3	299.999500000E+0
1.529903998E+3	720.000000000E-9	101.820076600E-6	476.485376667E-6	15.678198103E-9	3.112701669E-6	141.416773056E+0	661.785245370E+0	21.775275143E-3	4.323196763E+0	7.026156366E-3	1.386039807E-3	300.000700000E+0
1.536504673E+3	710.000000000E-9	100.442341233E-6	471.458793333E-6	17.120954388E-9	4.246689268E-6	141.468086244E+0	664.026469484E+0	24.114020265E-3	5.981252490E+0	7.258287943E-3	1.989422902E-3	300.000500000E+0
1.543088303E+3	700.000000000E-9	99.000436380E-6	467.897043333E-6	15.604957258E-9	3.404990919E-6	141.429194829E+0	668.424347619E+0	22.292796083E-3	4.864272742E+0	6.935270366E-3	2.807608619E-3	300.012800000E+0
1.549684801E+3	690.000000000E-9	97.610112023E-6	461.097750000E-6	42.327566440E-9	3.555008133E-6	141.463930469E+0	668.257608696E+0	61.344299189E-3	5.152185700E+0	7.192566218E-3	1.470741077E-3	300.005100000E+0
1.556300215E+3	680.000000000E-9	96.153259217E-6	453.826073333E-6	15.970508988E-9	4.548067849E-6	141.401851789E+0	667.391284314E+0	23.486042629E-3	6.688335072E+0	6.864111429E-3	1.375198659E-3	299.998300000E+0
1.562947557E+3	670.000000000E-9	94.748755567E-6	448.012853333E-6	18.109173431E-9	3.521855573E-6	141.416053085E+0	668.675900498E+0	27.028617061E-3	5.256500855E+0	7.119953017E-3	1.720217023E-3	299.994400000E+0
1.569566493E+3	660.000000000E-9	93.395051283E-6	440.234393333E-6	17.979410425E-9	3.874589439E-6	141.507653460E+0	667.021808081E+0	27.241530947E-3	5.870590059E+0	7.387137740E-3	1.285601520E-3	299.994100000E+0
1.576177561E+3	650.000000000E-9	91.930706360E-6	435.031963333E-6	18.812717102E-9	4.438646612E-6	141.431855938E+0	669.279943590E+0	28.942641696E-3	6.828687095E+0	6.828992159E-3	1.922178674E-3	299.995300000E+0
1.582808920E+3	640.000000000E-9	90.513406993E-6	426.878776667E-6	18.156744743E-9	3.824081248E-6	141.427198427E+0	666.998088542E+0	28.369913661E-3	5.975126949E+0	7.055672383E-3	1.226514295E-3	299.998300000E+0
1.589442237E+3	630.000000000E-9	89.096922897E-6	421.700163333E-6	19.627429751E-9	4.058793677E-6	141.423687138E+0	669.365338624E+0	31.154650398E-3	6.442529645E+0	7.059733338E-3	1.931018857E-3	300.001800000E+0
1.596086356E+3	620.000000000E-9	87.625913910E-6	414.502556667E-6	18.293393847E-9	3.185138289E-6	141.332119210E+0	668.552510753E+0	29.505473946E-3	5.137319822E+0	6.798055002E-3	1.389350719E-3	300.002400000E+0
1.602684534E+3	610.000000000E-9	86.212818190E-6	408.013683333E-6	20.451356755E-9	3.263778183E-6	141.332488836E+0	668.874890710E+0	33.526814353E-3	5.350456038E+0	7.076661445E-3	1.541099585E-3	299.986000000E+0
1.609322375E+3	600.000000000E-9	84.835299040E-6	403.007073333E-6	23.536086188E-9	2.883410195E-6	141.392165067E+0	671.678455556E+0	39.226810313E-3	4.805683658E+0	7.259427210E-3	1.997359491E-3	299.992200000E+0
1.615954548E+3	590.000000000E-9	83.399862790E-6	395.887003333E-6	16.380391554E-9	5.098991776E-6	141.355699644E+0	670.994920904E+0	27.763375516E-3	8.642358942E+0	6.966523243E-3	1.404480574E-3	300.001800000E+0
1.622570556E+3	580.000000000E-9	82.010557580E-6	388.537833333E-6	14.033779692E-9	4.401513569E-6	141.397513069E+0	669.892816092E+0	24.196171883E-3	7.588816498E+0	7.197842438E-3	1.360697875E-3	300.005600000E+0
1.629192913E+3	570.000000000E-9	80.553796400E-6	386.755403333E-6	14.949317149E-9	3.542591956E-6	141.322449825E+0	678.518251462E+0	26.226872191E-3	6.215073606E+0	6.864543164E-3	5.610318498E-3	300.008600000E+0
1.635789805E+3	560.000000000E-9	79.187333217E-6	378.710246667E-6	16.093437015E-9	4.256402686E-6	141.405952173E+0	676.268297619E+0	28.738280384E-3	7.600719082E+0	7.318162774E-3	1.242983874E-3	300.002400000E+0
1.642425012E+3	550.000000000E-9	77.769713923E-6	372.987826667E-6	19.725721377E-9	4.571040450E-6	141.399479861E+0	678.159684848E+0	35.864947958E-3	8.310982636E+0	7.054080067E-3	1.747512416E-3	299.999400000E+0
1.649042115E+3	540.000000000E-9	76.377829270E-6	366.583886667E-6	12.511352510E-9	3.896639590E-6	141.440424574E+0	678.859049383E+0	23.169171314E-3	7.215999240E+0	7.184503383E-3	1.561538678E-3	299.996700000E+0
1.655709315E+3	530.000000000E-9	74.968807900E-6	362.728810000E-6	15.482250535E-9	7.087547954E-6	141.450580943E+0	684.393981132E+0	29.211793463E-3	13.372731989E+0	7.097124439E-3	2.593982134E-3	299.996700000E+0
1.662309988E+3	520.000000000E-9	73.548247117E-6	354.649576667E-6	15.205114152E-9	3.896371337E-6	141.438936763E+0	682.018416667E+0	29.240604138E-3	7.493021801E+0	7.039473507E-3	1.237741205E-3	300.000300000E+0
1.668939271E+3	510.000000000E-9	72.171626123E-6	346.527210000E-6	12.385724007E-9	4.093659477E-6	141.512992399E+0	679.465117647E+0	24.285733347E-3	8.026783289E+0	7.264163520E-3	1.231168256E-3	300.003900000E+0
1.675578702E+3	500.000000000E-9	70.797651370E-6	339.795403333E-6	13.244775200E-9	3.124781900E-6	141.595302740E+0	679.590806667E+0	26.489550399E-3	6.249563800E+0	7.278154111E-3	1.485485323E-3	300.000000000E+0
1.682188464E+3	490.000000000E-9	69.406393060E-6	333.360716667E-6	13.309360903E-9	4.177416774E-6	141.645700122E+0	680.327993197E+0	27.161961026E-3	8.525340354E+0	7.187737840E-3	1.554077225E-3	299.995200000E+0
1.688805412E+3	480.000000000E-9	68.031963483E-6	326.294660000E-6	12.043781742E-9	4.719573996E-6	141.733257257E+0	679.780541667E+0	25.091211962E-3	9.832445824E+0	7.275745640E-3	1.415216502E-3	299.996100000E+0
1.695410508E+3	470.000000000E-9	66.612013457E-6	319.886926667E-6	12.327972188E-9	5.363280773E-6	141.727688206E+0	680.610482270E+0	26.229728059E-3	11.411235686E+0	7.042501364E-3	1.560614258E-3	299.998500000E+0
1.702059345E+3	460.000000000E-9	65.187576713E-6	315.720980000E-6	20.424130478E-9	4.968348016E-6	141.712123290E+0	686.349956522E+0	44.400283648E-3	10.800756557E+0	7.020318766E-3	2.400414792E-3	299.999100000E+0
1.708666543E+3	450.000000000E-9	63.856476267E-6	310.893476667E-6	12.324969536E-9	5.330371105E-6	141.903280593E+0	690.874392593E+0	27.388821192E-3	11.845269123E+0	7.512581057E-3	2.071464132E-3	300.002100000E+0
1.715292414E+3	440.000000000E-9	62.417589823E-6	306.504670000E-6	15.299481832E-9	6.596256257E-6	141.858158689E+0	696.601522727E+0	34.771549619E-3	14.991491494E+0	6.949818762E-3	2.278523699E-3	299.998200000E+0
1.721912349E+3	430.000000000E-9	60.999506603E-6	301.592490000E-6	15.940783229E-9	2.983844176E-6	141.859317682E+0	701.377883721E+0	37.071588904E-3	6.939172503E+0	7.051772321E-3	2.035756019E-3	299.998500000E+0
1.728532074E+3	420.000000000E-9	59.543341100E-6	291.960863333E-6	16.007853095E-9	5.611576802E-6	141.769859762E+0	695.144912698E+0	38.113935940E-3	13.360897148E+0	6.867351257E-3	1.038246222E-3	299.999100000E+0
1.735128666E+3	410.000000000E-9	58.115767753E-6	284.081416667E-6	15.559670953E-9	4.635567120E-6	141.745775008E+0	692.881504065E+0	37.950416959E-3	11.306261268E+0	7.004894021E-3	1.269124651E-3	300.000000000E+0
1.741772599E+3	400.000000000E-9	56.734372317E-6	279.695926667E-6	15.781074753E-9	4.211256729E-6	141.835930792E+0	699.239816667E+0	39.452686883E-3	10.528141822E+0	7.239056779E-3	2.280246905E-3	299.997600000E+0
1.748387305E+3	390.000000000E-9	55.407424863E-6	269.044703333E-6	14.987821535E-9	5.088283888E-6	142.070320162E+0	689.858213675E+0	38.430311627E-3	13.046881764E+0	7.536093441E-3	938.859292219E-6	299.998800000E+0
1.755004583E+3	380.000000000E-9	53.995924193E-6	262.373870000E-6	13.595341501E-9	3.636065968E-6	142.094537351E+0	690.457552632E+0	35.777214478E-3	9.568594653E+0	7.084658345E-3	1.499063086E-3	300.002400000E+0
1.761607222E+3	370.000000000E-9	52.571097000E-6	257.802590000E-6	16.996695111E-9	3.603951168E-6	142.084045946E+0	696.763756757E+0	45.937013814E-3	9.740408563E+0	7.018394965E-3	2.187571096E-3	299.998800000E+0
1.768223054E+3	360.000000000E-9	51.148577923E-6	251.057486667E-6	15.760909043E-9	4.075631842E-6	142.079383120E+0	697.381907407E+0	43.780302898E-3	11.321199562E+0	7.029782703E-3	1.482556976E-3	299.997300000E+0
1.774840411E+3	350.000000000E-9	49.736830463E-6	244.602536667E-6	15.329820641E-9	4.081454531E-6	142.105229895E+0	698.864390476E+0	43.799487545E-3	11.661298661E+0	7.083419863E-3	1.549198677E-3	299.998500000E+0
1.781481668E+3	340.000000000E-9	48.346787143E-6	241.418990000E-6	14.705981914E-9	2.633055378E-6	142.196432775E+0	710.055852941E+0	43.252887984E-3	7.744280524E+0	7.194020399E-3	3.141150750E-3	299.997900000E+0
1.788148214E+3	330.000000000E-9	46.924178730E-6	234.822250000E-6	12.450073744E-9	3.686260764E-6	142.194481000E+0	711.582575758E+0	37.727496194E-3	11.170487163E+0	7.029341248E-3	1.515900278E-3	300.002600000E+0
1.794777560E+3	320.000000000E-9	45.516899000E-6	229.967473333E-6	12.762488525E-9	3.606397265E-6	142.240309375E+0	718.648354167E+0	39.882776640E-3	11.269991454E+0	7.105907793E-3	2.059826988E-3	300.000500000E+0
1.801425386E+3	310.000000000E-9	44.164448637E-6	223.246030000E-6	11.584470631E-9	4.005352444E-6	142.465963344E+0	720.148483871E+0	37.369260101E-3	12.920491755E+0	7.393986701E-3	1.487775691E-3	299.998700000E+0
1.808071700E+3	300.000000000E-9	42.704950537E-6	215.150166667E-6	14.026604002E-9	4.041984161E-6	142.349835122E+0	717.167222222E+0	46.755346673E-3	13.473280537E+0	6.851670448E-3	1.235198717E-3	299.994800000E+0
1.814691276E+3	290.000000000E-9	41.253226277E-6	209.714996667E-6	13.195304361E-9	2.508148084E-6	142.252504402E+0	723.155160920E+0	45.501049522E-3	8.648786496E+0	6.888360466E-3	1.839868854E-3	299.999300000E+0
1.821321115E+3	280.000000000E-9	39.875070437E-6	203.715766667E-6	15.215200073E-9	4.229079428E-6	142.410965845E+0	727.556309524E+0	54.340000259E-3	15.103855099E+0	7.256073450E-3	1.666880583E-3	299.997500000E+0
1.827945871E+3	270.000000000E-9	38.468430007E-6	195.886923333E-6	12.665983055E-9	2.971731451E-6	142.475666691E+0	725.507123457E+0	46.911048350E-3	11.006412783E+0	7.109137337E-3	1.277327898E-3	300.000800000E+0
1.834560656E+3	260.000000000E-9	37.045090147E-6	189.030410000E-6	17.798214940E-9	3.472254910E-6	142.481115949E+0	727.040038462E+0	68.454672847E-3	13.354826577E+0	7.025728908E-3	1.458467229E-3	300.002600000E+0
1.841160861E+3	250.000000000E-9	35.679947233E-6	181.890166667E-6	14.230800708E-9	2.538670941E-6	142.719788933E+0	727.560666667E+0	56.923202834E-3	10.154683763E+0	7.325240385E-3	1.400512494E-3	300.001100000E+0
1.847767106E+3	240.000000000E-9	34.201249477E-6	169.976193333E-6	14.727240756E-9	4.581671744E-6	142.505206153E+0	708.234138889E+0	61.363503149E-3	19.090298935E+0	6.762707223E-3	839.350544123E-6	299.999400000E+0
1.854388234E+3	230.000000000E-9	32.826432713E-6	164.287840000E-6	17.629852340E-9	3.365211776E-6	142.723620493E+0	714.294956522E+0	76.651531914E-3	14.631355549E+0	7.273696588E-3	1.757977997E-3	299.999400000E+0
1.860999135E+3	220.000000000E-9	31.450119820E-6	157.731653333E-6	15.862872518E-9	3.709035243E-6	142.955090091E+0	716.962060606E+0	72.103965992E-3	16.859251106E+0	7.265789668E-3	1.525276889E-3	300.000300000E+0
1.867590458E+3	210.000000000E-9	30.016177133E-6	150.861486667E-6	15.184298286E-9	3.626895375E-6	142.934176825E+0	718.388031746E+0	72.306182314E-3	17.270930355E+0	6.973779422E-3	1.455568763E-3	300.000600000E+0
1.874127539E+3	200.000000000E-9	28.598187040E-6	145.679236667E-6	12.838477659E-9	4.362438259E-6	142.990935200E+0	728.396183333E+0	64.192388295E-3	21.812191294E+0	7.052235447E-3	1.929663756E-3	300.000600000E+0
1.880752736E+3	190.000000000E-9	27.169169810E-6	139.534960000E-6	16.264727024E-9	4.504694525E-6	142.995630579E+0	734.394526316E+0	85.603826441E-3	23.708918552E+0	6.997816254E-3	1.627530878E-3	300.002100000E+0
1.887381907E+3	180.000000000E-9	25.740311393E-6	134.319080000E-6	16.246958956E-9	3.701823174E-6	143.001729963E+0	746.217111111E+0	90.260883090E-3	20.565684301E+0	6.998594041E-3	1.917222022E-3	299.998500000E+0
1.893992551E+3	170.000000000E-9	24.403355657E-6	128.140993333E-6	14.240980069E-9	4.440261192E-6	143.549150922E+0	753.770549020E+0	83.770470993E-3	26.119183485E+0	7.479679189E-3	1.618624105E-3	300.003300000E+0
1.900602218E+3	160.000000000E-9	22.940507827E-6	121.024346667E-6	9.956588405E-9	6.010661509E-6	143.378173917E+0	756.402166667E+0	62.228677528E-3	37.566634430E+0	6.835981019E-3	1.405156174E-3	300.000300000E+0
1.907198766E+3	150.000000000E-9	21.576515243E-6	116.736916667E-6	12.759518779E-9	3.913432794E-6	143.843434956E+0	778.246111111E+0	85.063458528E-3	26.089551960E+0	7.331418163E-3	2.332399596E-3	299.999400000E+0
1.913801511E+3	140.000000000E-9	20.209630633E-6	108.047093333E-6	12.364398754E-9	3.386709497E-6	144.354504524E+0	771.764952381E+0	88.317133957E-3	24.190782118E+0	7.315906498E-3	1.150771381E-3	300.002700000E+0
1.920419366E+3	130.000000000E-9	18.733830223E-6	101.166817667E-6	16.617696482E-9	4.199394110E-6	144.106386333E+0	778.206289744E+0	127.828434477E-3	32.303031614E+0	6.775984023E-3	1.453430136E-3	299.996700000E+0
1.927034915E+3	120.000000000E-9	17.350390463E-6	95.434391667E-6	17.611904848E-9	3.248370250E-6	144.586587194E+0	795.286597222E+0	146.765873733E-3	27.069752081E+0	7.228359549E-3	1.744462118E-3	300.000600000E+0
1.933631477E+3	110.000000000E-9	15.901850750E-6	89.978841667E-6	13.481674994E-9	3.911446803E-6	144.562279545E+0	817.989469697E+0	122.560681761E-3	35.558607300E+0	6.903504204E-3	1.832995757E-3	300.000900000E+0
1.940278910E+3	100.000000000E-9	14.463799110E-6	123.137806667E-6	17.234699885E-9	3.721648170E-6	144.637991100E+0	1.231378067E+3	172.346998854E-3	37.216481700E+0	6.953853201E-3	-301.577567334E-6	300.000000000E+0
1.946896200E+3	90.000000000E-9	13.153674383E-6	112.351523333E-6	14.048166559E-9	3.128008554E-6	146.151937593E+0	1.248350259E+3	156.090739542E-3	34.755650606E+0	7.632861052E-3	927.103404478E-6	300.000300000E+0
1.953501323E+3	80.000000000E-9	11.712875407E-6	99.911026333E-6	18.609828845E-9	4.171215798E-6	146.410942583E+0	1.248887829E+3	232.622860566E-3	52.140197476E+0	6.940593491E-3	803.826406614E-6	300.001500000E+0
1.960128163E+3	70.000000000E-9	10.314078960E-6	92.335215667E-6	13.186065247E-9	3.961749451E-6	147.343985143E+0	1.319074510E+3	188.372360675E-3	56.596420733E+0	7.149003005E-3	1.319990750E-3	299.999100000E+0
1.966761179E+3	60.000000000E-9	8.906781367E-6	80.883846667E-6	14.576463674E-9	3.818737551E-6	148.446356122E+0	1.348064111E+3	242.941061240E-3	63.645625857E+0	7.105817598E-3	873.258035786E-6	299.989900000E+0
1.973397307E+3	50.000000000E-9	7.478381212E-6	71.448039000E-6	14.882142420E-9	3.702085622E-6	149.567624240E+0	1.428960780E+3	297.642848399E-3	74.041712447E+0	7.000839339E-3	1.059792691E-3	299.994700000E+0
1.980009498E+3	40.000000000E-9	6.084278605E-6	61.954699667E-6	16.050828813E-9	3.524110426E-6	152.106965117E+0	1.548867492E+3	401.270720327E-3	88.102760653E+0	7.173073164E-3	1.053370121E-3	300.001200000E+0
1.986660819E+3	30.000000000E-9	4.651659124E-6	54.206809667E-6	16.094944292E-9	3.549421728E-6	155.055304144E+0	1.806893656E+3	536.498143083E-3	118.314057614E+0	6.980220594E-3	1.290673977E-3	300.005000000E+0
1.993276943E+3	20.000000000E-9	3.283489055E-6	40.621857667E-6	14.217834449E-9	3.655633224E-6	164.174452767E+0	2.031092883E+3	710.891722462E-3	182.781661185E+0	7.309032866E-3	736.108600163E-6	300.003300000E+0
1.999894663E+3	10.000000000E-9	1.857095823E-6	65.911394333E-6	13.912709684E-9	3.785914177E-6	185.709582300E+0	6.591139433E+3	1.391270968E+0	378.591417712E+0	7.010689460E-3	-395.420451225E-6	299.999400000E+0
2.006534590E+3	486.382200181E-24	417.781648867E-9	4.408402567E-3	11.310546085E-9	60.661686672E-9	NaN	NaN	NaN	NaN	6.947753437E-3	-2.302825637E-6	299.997600000E+0
2.025155942E+3	-10.000000000E-9	-992.570840433E-9	-27.620544667E-6	14.967291480E-9	3.402426567E-6	99.257084043E+0	2.762054467E+3	1.496729148E+0	340.242656684E+0	7.090426029E-3	2.254271393E-6	300.000000000E+0
