[Main]
Experiment = ""
Header length = 58    
Date = "20181213 13:05:50"
Comments = "SD: 3I- to 2I+; voltage1: 1V+ to 1I-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Magnetic Field]
Set initial magnetic field = FALSE
Set finish magnetic field = FALSE

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Static Voltage 0]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "07"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 1]
Voltage meter = "Keithley 6430"
Auto-range = TRUE
GPIB = "21"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear+Reveresed"
Current source = "Keithley 6430"
GPIB = "21"
Initial current (A) = -1.000000E-6
Final current (A) = 1.000000E-6
Current step (A) = 1.000000E-8
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 20.000000
Auto-range = TRUE
Manual range (A) = 0.000010
Check output compliance = TRUE
Inital delay (s) = 1.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	Magnetic Field (T)	Temperature (K)
1.003408276E+3	770.000000000E-9	74.680513843E-6	1.061138567E-3	51.280620756E-9	4.900511020E-6	96.987680316E+0	1.378102035E+3	66.598208774E-3	6.364300026E+0	10.607868299E-3	630.379236148E-6	-4.353326932E-6	300.002900000E+0
1.008971969E+3	780.000000000E-9	75.643447753E-6	1.071982067E-3	51.632271469E-9	3.601811067E-6	96.978779171E+0	1.374335983E+3	66.195219833E-3	4.617706496E+0	10.384928702E-3	922.211463088E-6	-4.353326932E-6	300.003200000E+0
1.014501297E+3	790.000000000E-9	76.625605140E-6	1.086103267E-3	38.198588696E-9	4.691825260E-6	96.994436886E+0	1.374814262E+3	48.352643919E-3	5.939019317E+0	10.181667557E-3	708.155114296E-6	-4.353326932E-6	300.001400000E+0
1.020038006E+3	800.000000000E-9	77.611884813E-6	1.097602867E-3	29.358600105E-9	4.005660320E-6	97.014856017E+0	1.372003583E+3	36.698250131E-3	5.007075400E+0	10.139111928E-3	869.595464190E-6	-4.353326932E-6	300.000900000E+0
1.026118520E+3	810.000000000E-9	78.609591333E-6	1.111153700E-3	47.285496110E-9	3.584973324E-6	97.048878189E+0	1.371794691E+3	58.377155691E-3	4.425892993E+0	10.022987521E-3	737.961994957E-6	-4.353326932E-6	299.997700000E+0
1.031640557E+3	820.000000000E-9	79.588944703E-6	1.123680467E-3	51.339564056E-9	5.189479894E-6	97.059688663E+0	1.370342033E+3	62.609224459E-3	6.328634017E+0	10.210819002E-3	798.290593742E-6	-4.353326932E-6	299.998300000E+0
1.037236389E+3	830.000000000E-9	80.536138247E-6	1.136833200E-3	38.703589067E-9	5.219286022E-6	97.031491863E+0	1.369678554E+3	46.630830201E-3	6.288296412E+0	10.557504399E-3	760.298239656E-6	-4.353326932E-6	300.002800000E+0
1.042837400E+3	840.000000000E-9	81.529949520E-6	1.149676167E-3	41.943691892E-9	3.590401784E-6	97.059463714E+0	1.368662103E+3	49.932966538E-3	4.274287838E+0	10.062272655E-3	778.636296390E-6	-4.353326932E-6	300.000700000E+0
1.048382443E+3	850.000000000E-9	82.565236357E-6	1.162669533E-3	50.969220879E-9	4.478605369E-6	97.135572184E+0	1.367846510E+3	59.963789269E-3	5.268947493E+0	9.659158840E-3	769.623474542E-6	-4.353326932E-6	300.004000000E+0
1.053916166E+3	860.000000000E-9	83.569937497E-6	1.175718100E-3	53.562234437E-9	4.294822050E-6	97.174345926E+0	1.367114070E+3	62.281667950E-3	4.993979127E+0	9.953208573E-3	766.367698112E-6	-4.353326932E-6	300.001900000E+0
1.059432259E+3	870.000000000E-9	84.529035727E-6	1.190069533E-3	46.853248809E-9	4.034964656E-6	97.159811180E+0	1.367896015E+3	53.854308976E-3	4.637890409E+0	10.426460697E-3	696.794512975E-6	-4.353326932E-6	300.003600000E+0
1.064968078E+3	880.000000000E-9	85.477126137E-6	1.203573300E-3	53.258205069E-9	4.143441075E-6	97.133097883E+0	1.367696932E+3	60.520687579E-3	4.708455767E+0	10.547517298E-3	740.534122578E-6	-4.353326932E-6	300.000100000E+0
1.070607024E+3	890.000000000E-9	86.466928733E-6	1.218121000E-3	50.906873165E-9	4.821265766E-6	97.153852509E+0	1.368675281E+3	57.198733893E-3	5.417152546E+0	10.103024617E-3	687.393883569E-6	-4.353326932E-6	300.001300000E+0
1.076131076E+3	900.000000000E-9	87.442883473E-6	1.232262500E-3	44.615813112E-9	3.211978483E-6	97.158759415E+0	1.369180556E+3	49.573125680E-3	3.568864981E+0	10.246376794E-3	707.138563802E-6	-4.353326932E-6	300.003100000E+0
1.081657706E+3	910.000000000E-9	88.461109817E-6	1.246080833E-3	41.574212457E-9	3.595905364E-6	97.210010788E+0	1.369319597E+3	45.685947755E-3	3.951544356E+0	9.820999099E-3	723.676275479E-6	-4.353326932E-6	300.001600000E+0
1.087247497E+3	920.000000000E-9	89.483895950E-6	1.259071233E-3	46.951202821E-9	4.181812441E-6	97.265104293E+0	1.368555688E+3	51.033916110E-3	4.545448305E+0	9.777215074E-3	769.799236359E-6	-4.353326932E-6	300.002600000E+0
1.092846913E+3	930.000000000E-9	90.452555380E-6	1.269759300E-3	40.598193215E-9	4.438423440E-6	97.260812237E+0	1.365332581E+3	43.653971199E-3	4.772498322E+0	10.323545810E-3	935.622906544E-6	-4.353326932E-6	300.000500000E+0
1.098365192E+3	940.000000000E-9	91.437650750E-6	1.282420000E-3	51.610777451E-9	3.376469407E-6	97.274096543E+0	1.364276596E+3	54.905082395E-3	3.591988731E+0	10.151301391E-3	789.845743126E-6	-4.353326932E-6	300.001700000E+0
1.103870839E+3	950.000000000E-9	92.378156363E-6	1.295930433E-3	63.945968945E-9	5.097693371E-6	97.240164593E+0	1.364137298E+3	67.311546258E-3	5.365993022E+0	10.632578752E-3	740.168709121E-6	-4.353326932E-6	300.002600000E+0
1.109398992E+3	960.000000000E-9	93.347105937E-6	1.312513000E-3	41.180086590E-9	5.186867296E-6	97.236568684E+0	1.367201042E+3	42.895923531E-3	5.402986767E+0	10.320454516E-3	603.042954750E-6	-4.353326932E-6	300.000500000E+0
1.114922589E+3	970.000000000E-9	94.343162863E-6	1.325216167E-3	49.403582748E-9	4.907195007E-6	97.260992643E+0	1.366202234E+3	50.931528606E-3	5.058963924E+0	10.039586827E-3	787.205290020E-6	-4.353326932E-6	300.003800000E+0
1.120459886E+3	980.000000000E-9	95.350314050E-6	1.338136733E-3	44.410256164E-9	4.461060095E-6	97.296238827E+0	1.365445646E+3	45.316587923E-3	4.552102137E+0	9.928995897E-3	773.959862442E-6	-4.353326932E-6	300.000900000E+0
1.126003428E+3	990.000000000E-9	96.281319733E-6	1.350586533E-3	65.104868863E-9	4.153673677E-6	97.253858316E+0	1.364228822E+3	65.762493801E-3	4.195629977E+0	10.741072991E-3	803.225754631E-6	-4.353326932E-6	300.002600000E+0
1.131530569E+3	1.000000000E-6	97.294240957E-6	1.358348300E-3	55.227308534E-9	3.368484926E-6	97.294240957E+0	1.358348300E+3	55.227308534E-3	3.368484926E+0	9.872436049E-3	1.288366480E-3	-4.353326932E-6	300.001700000E+0
1.137050696E+3	1.000000000E-6	97.290676460E-6	1.359300833E-3	60.307241904E-9	4.148384082E-6	97.290676460E+0	1.359300833E+3	60.307241904E-3	4.148384082E+0	-0.000000000E+0	0.000000000E+0	-4.353326932E-6	300.003500000E+0
1.142603972E+3	990.000000000E-9	96.286704997E-6	1.345499700E-3	60.926931647E-9	3.682608213E-6	97.259297976E+0	1.359090606E+3	61.542355199E-3	3.719806276E+0	9.960442468E-3	724.578174739E-6	-4.353326932E-6	300.002300000E+0
1.148133853E+3	980.000000000E-9	95.336330763E-6	1.332073700E-3	50.476321594E-9	3.672248181E-6	97.281970167E+0	1.359258878E+3	51.506450606E-3	3.747192021E+0	10.522170793E-3	744.823476836E-6	-4.353326932E-6	299.999000000E+0
1.153660625E+3	970.000000000E-9	94.382761207E-6	1.317296700E-3	36.310952566E-9	5.259786066E-6	97.301815677E+0	1.358037835E+3	37.433971718E-3	5.422459862E+0	10.486911972E-3	676.727346552E-6	-4.353326932E-6	300.000200000E+0
1.159274782E+3	960.000000000E-9	93.405003367E-6	1.303593500E-3	48.328042407E-9	3.956490179E-6	97.296878507E+0	1.357909896E+3	50.341710841E-3	4.121343936E+0	10.227481275E-3	729.756553214E-6	-4.353326932E-6	300.003500000E+0
1.164861190E+3	950.000000000E-9	92.385205447E-6	1.291740300E-3	42.237214344E-9	4.178118807E-6	97.247584681E+0	1.359726632E+3	44.460225625E-3	4.398019797E+0	9.805864283E-3	843.654034354E-6	-4.353326932E-6	300.006200000E+0
1.170387427E+3	940.000000000E-9	91.424621030E-6	1.278466533E-3	58.617252773E-9	4.806628675E-6	97.260235138E+0	1.360070780E+3	62.358779546E-3	5.113434761E+0	10.410329198E-3	753.365661091E-6	-4.353326932E-6	300.002000000E+0
1.175897207E+3	930.000000000E-9	90.415745783E-6	1.266772600E-3	47.466055812E-9	3.800521140E-6	97.221232025E+0	1.362121075E+3	51.038769690E-3	4.086581871E+0	9.912028304E-3	855.144262837E-6	-4.353326932E-6	300.000200000E+0
1.181475851E+3	920.000000000E-9	89.454175563E-6	1.252491100E-3	36.625420686E-9	3.754535715E-6	97.232799525E+0	1.361403370E+3	39.810239876E-3	4.081017082E+0	10.399656512E-3	700.206560935E-6	-4.353326932E-6	300.000500000E+0
1.187034525E+3	910.000000000E-9	88.475750287E-6	1.243761067E-3	47.850501630E-9	5.424885220E-6	97.226099216E+0	1.366770403E+3	52.582968824E-3	5.961412330E+0	10.220504558E-3	1.145470999E-3	-4.353326932E-6	300.000800000E+0
1.192558866E+3	900.000000000E-9	87.517833303E-6	1.223690733E-3	44.158997946E-9	4.382765832E-6	97.242037004E+0	1.359656370E+3	49.065553274E-3	4.869739814E+0	10.439317993E-3	498.247828470E-6	-4.353326932E-6	300.001100000E+0
1.198106653E+3	890.000000000E-9	86.556439147E-6	1.213805967E-3	50.213263501E-9	4.156716422E-6	97.254426007E+0	1.363826929E+3	56.419397193E-3	4.670467890E+0	10.401561036E-3	1.011657669E-3	-4.353326932E-6	300.002300000E+0
1.203693311E+3	880.000000000E-9	85.578618857E-6	1.199484600E-3	67.348999561E-9	3.633701358E-6	97.248430519E+0	1.363050682E+3	76.532954046E-3	4.129206089E+0	10.226828081E-3	698.257382326E-6	-4.353326932E-6	299.996800000E+0
1.209432302E+3	870.000000000E-9	84.602198627E-6	1.185778400E-3	49.347217489E-9	4.303844717E-6	97.243906467E+0	1.362963678E+3	56.720939642E-3	4.946947951E+0	10.241492026E-3	729.596824795E-6	-4.353326932E-6	299.999200000E+0
1.214940729E+3	860.000000000E-9	83.603224410E-6	1.171001567E-3	37.109487557E-9	4.545066485E-6	97.213051640E+0	1.361629729E+3	43.150566926E-3	5.284961030E+0	10.010268366E-3	676.734979303E-6	-4.353326932E-6	300.003000000E+0
1.220499420E+3	850.000000000E-9	82.599193710E-6	1.156444800E-3	62.833191377E-9	4.155344738E-6	97.175522012E+0	1.360523294E+3	73.921401620E-3	4.888640868E+0	9.959854813E-3	686.965741019E-6	-4.353326932E-6	300.003900000E+0
1.226079881E+3	840.000000000E-9	81.641192247E-6	1.145047267E-3	44.648358462E-9	3.880399028E-6	97.191895532E+0	1.363151508E+3	53.152807693E-3	4.619522652E+0	10.438397417E-3	877.382825524E-6	-4.353326932E-6	300.000700000E+0
1.231639492E+3	830.000000000E-9	80.647855397E-6	1.133552367E-3	43.845979027E-9	4.536390404E-6	97.166090839E+0	1.365725743E+3	52.826480755E-3	5.465530607E+0	10.067078454E-3	869.951021757E-6	-4.353326932E-6	300.004200000E+0
1.237195898E+3	820.000000000E-9	79.660897337E-6	1.120382667E-3	47.991592686E-9	3.636508389E-6	97.147435776E+0	1.366320325E+3	58.526332544E-3	4.434766328E+0	10.132142798E-3	759.318739227E-6	-4.353326932E-6	299.999500000E+0
1.242700534E+3	810.000000000E-9	78.667566060E-6	1.105090200E-3	55.776597722E-9	4.701901328E-6	97.120451926E+0	1.364308889E+3	68.859997188E-3	5.804816454E+0	10.067134938E-3	653.916743320E-6	-4.353326932E-6	299.999200000E+0
1.248337377E+3	800.000000000E-9	77.716107867E-6	1.091728533E-3	49.410536881E-9	3.835693830E-6	97.145134833E+0	1.364660667E+3	61.763171101E-3	4.794617287E+0	10.510183285E-3	748.409629537E-6	-4.353326932E-6	299.999200000E+0
1.253865840E+3	790.000000000E-9	76.725235520E-6	1.080495633E-3	51.015983041E-9	4.968400592E-6	97.120551291E+0	1.367715992E+3	64.577193723E-3	6.289114674E+0	10.092117349E-3	890.242056815E-6	-4.353326932E-6	299.998300000E+0
1.259455589E+3	780.000000000E-9	75.753485440E-6	1.065880933E-3	44.203069721E-9	4.275808050E-6	97.119853128E+0	1.366514017E+3	56.670602206E-3	5.481805192E+0	10.290711785E-3	684.242577679E-6	-4.353326932E-6	299.998600000E+0
1.264969647E+3	770.000000000E-9	74.767108597E-6	1.052347333E-3	54.625713376E-9	3.973615468E-6	97.100141035E+0	1.366684848E+3	70.942484904E-3	5.160539568E+0	10.138113103E-3	738.901696518E-6	-4.353326932E-6	300.003600000E+0
1.270506636E+3	760.000000000E-9	73.834343787E-6	1.037914867E-3	36.464022800E-9	4.041986996E-6	97.150452351E+0	1.365677456E+3	47.978977368E-3	5.318403942E+0	10.720816108E-3	692.882251590E-6	-4.353326932E-6	300.000700000E+0
1.276017309E+3	750.000000000E-9	72.863471290E-6	1.025477633E-3	42.486254790E-9	5.040762418E-6	97.151295053E+0	1.367303511E+3	56.648339720E-3	6.721016558E+0	10.300013683E-3	804.037339494E-6	-4.353326932E-6	300.003100000E+0
1.281505554E+3	740.000000000E-9	71.919451403E-6	1.011848100E-3	56.804543606E-9	4.637600073E-6	97.188447842E+0	1.367362297E+3	76.762896765E-3	6.267027126E+0	10.592997183E-3	733.700835930E-6	-4.353326932E-6	300.001300000E+0
1.287037234E+3	730.000000000E-9	70.966899593E-6	997.962753333E-6	52.101926228E-9	5.016036248E-6	97.214930950E+0	1.367072265E+3	71.372501682E-3	6.871282531E+0	10.498116633E-3	720.183675645E-6	-4.353326932E-6	299.995600000E+0
1.292623198E+3	720.000000000E-9	69.974090720E-6	985.107603333E-6	60.403037063E-9	3.869921911E-6	97.186237111E+0	1.368205005E+3	83.893107032E-3	5.374891543E+0	10.072432135E-3	777.898352022E-6	-4.353326932E-6	299.997100000E+0
1.298179731E+3	710.000000000E-9	69.045431643E-6	974.104816667E-6	52.929263613E-9	4.617759407E-6	97.247086822E+0	1.371978615E+3	74.548258610E-3	6.503886489E+0	10.768214355E-3	908.860664389E-6	-4.353326932E-6	299.998600000E+0
1.303698752E+3	700.000000000E-9	68.066533467E-6	962.053120000E-6	53.942389717E-9	4.660230755E-6	97.237904952E+0	1.374361600E+3	77.060556738E-3	6.657472507E+0	10.215567092E-3	829.758686813E-6	-4.353326932E-6	300.001600000E+0
1.309272326E+3	690.000000000E-9	67.059861157E-6	946.797383333E-6	50.601939073E-9	2.913114767E-6	97.188204575E+0	1.372170121E+3	73.336143584E-3	4.221905459E+0	9.933719146E-3	655.491125633E-6	-4.353326932E-6	300.000700000E+0
1.314837361E+3	680.000000000E-9	66.098835787E-6	934.434590000E-6	52.349287072E-9	2.603523978E-6	97.204170275E+0	1.374168515E+3	76.984245694E-3	3.828711733E+0	10.405552561E-3	808.878683836E-6	-4.353326932E-6	300.003300000E+0
1.320403816E+3	670.000000000E-9	65.055572833E-6	919.191756667E-6	50.432937880E-9	4.322402862E-6	97.097869900E+0	1.371927995E+3	75.273041612E-3	6.451347555E+0	9.585311132E-3	656.046010694E-6	-4.353326932E-6	300.000900000E+0
1.325899293E+3	660.000000000E-9	64.056888033E-6	903.247853333E-6	46.989132181E-9	4.944129186E-6	97.055890960E+0	1.368557354E+3	71.195654819E-3	7.491104828E+0	10.013169320E-3	627.198985777E-6	-4.353326932E-6	299.996900000E+0
1.331417813E+3	650.000000000E-9	63.081351727E-6	892.360220000E-6	54.079199686E-9	4.770312565E-6	97.048233426E+0	1.372861877E+3	83.198768748E-3	7.338942407E+0	10.250771736E-3	918.473252528E-6	-4.353326932E-6	300.002000000E+0
1.336982545E+3	640.000000000E-9	62.130318793E-6	878.329213333E-6	51.504303116E-9	3.946270670E-6	97.078623115E+0	1.372389396E+3	80.475473619E-3	6.166047922E+0	10.514882976E-3	712.707237447E-6	-4.353326932E-6	299.999900000E+0
1.342551806E+3	630.000000000E-9	61.178564473E-6	865.351703333E-6	44.366105963E-9	3.995601278E-6	97.108832497E+0	1.373574132E+3	70.422390418E-3	6.342224251E+0	10.506913171E-3	770.563844682E-6	-4.353326932E-6	300.000800000E+0
1.348087484E+3	620.000000000E-9	60.201317223E-6	853.660976667E-6	43.396758132E-9	3.527846107E-6	97.098898747E+0	1.376872543E+3	69.994771180E-3	5.690074365E+0	10.232824907E-3	855.378821619E-6	-4.353326932E-6	300.004700000E+0
1.353639107E+3	610.000000000E-9	59.238018123E-6	839.204360000E-6	43.453037207E-9	3.600316290E-6	97.111505120E+0	1.375744852E+3	71.234487224E-3	5.902157853E+0	10.380991740E-3	691.724781156E-6	-4.353326932E-6	300.001400000E+0
1.359199805E+3	600.000000000E-9	58.275092280E-6	826.291573333E-6	51.385505185E-9	3.712110545E-6	97.125153800E+0	1.377152622E+3	85.642508642E-3	6.186850909E+0	10.385015699E-3	774.426176018E-6	-4.353326932E-6	300.002000000E+0
1.364709612E+3	590.000000000E-9	57.301079937E-6	812.348786667E-6	59.300895508E-9	4.080561950E-6	97.120474469E+0	1.376862350E+3	100.509992387E-3	6.916206695E+0	10.266810342E-3	717.216740030E-6	-4.353326932E-6	299.997300000E+0
1.370226605E+3	580.000000000E-9	56.371339507E-6	800.610680000E-6	44.711404053E-9	3.927224247E-6	97.191964667E+0	1.380363241E+3	77.088627678E-3	6.771076288E+0	10.755690166E-3	851.926148226E-6	-4.353326932E-6	299.999300000E+0
1.375793555E+3	570.000000000E-9	55.408988867E-6	785.527060000E-6	54.021305493E-9	3.895452794E-6	97.208752398E+0	1.378117649E+3	94.774220163E-3	6.834127708E+0	10.391222891E-3	662.970825306E-6	-4.353326932E-6	300.001700000E+0
1.381348018E+3	560.000000000E-9	54.482789033E-6	771.840306667E-6	54.493294778E-9	4.877551434E-6	97.290694702E+0	1.378286262E+3	97.309454961E-3	8.709913275E+0	10.796806089E-3	730.633464084E-6	-4.353326932E-6	300.003500000E+0
1.386906593E+3	550.000000000E-9	53.536816010E-6	757.374530000E-6	51.814671585E-9	3.852046063E-6	97.339665473E+0	1.377044600E+3	94.208493791E-3	7.003720114E+0	10.571125976E-3	691.286768103E-6	-4.353326932E-6	300.013300000E+0
1.392408948E+3	540.000000000E-9	52.545952240E-6	744.549320000E-6	75.394698866E-9	5.394423556E-6	97.307318963E+0	1.378795037E+3	139.619812715E-3	9.989673252E+0	10.092204703E-3	779.714328264E-6	-4.353326932E-6	300.008000000E+0
1.398004659E+3	530.000000000E-9	51.582049070E-6	730.735010000E-6	57.461096484E-9	4.209654424E-6	97.324620887E+0	1.378745302E+3	108.417163178E-3	7.942744197E+0	10.374486060E-3	723.887041770E-6	-4.353326932E-6	300.001200000E+0
1.403639164E+3	520.000000000E-9	50.542055187E-6	718.898763333E-6	58.383537116E-9	4.171864817E-6	97.196259974E+0	1.382497622E+3	112.276032915E-3	8.022816955E+0	9.615441168E-3	844.862419787E-6	-4.353326932E-6	299.995500000E+0
1.409134312E+3	510.000000000E-9	49.526737030E-6	704.608413333E-6	51.598291489E-9	5.286300160E-6	97.111249078E+0	1.381585124E+3	101.173120567E-3	10.365294432E+0	9.849129491E-3	699.772923686E-6	-4.353326932E-6	299.993700000E+0
1.414667511E+3	500.000000000E-9	48.539213630E-6	693.873443333E-6	55.897299578E-9	3.506697635E-6	97.078427260E+0	1.387746887E+3	111.794599157E-3	7.013395270E+0	10.126342323E-3	931.534974015E-6	-4.353326932E-6	299.994000000E+0
1.420189283E+3	490.000000000E-9	47.644904247E-6	679.275186667E-6	50.789858935E-9	3.875724952E-6	97.234498463E+0	1.386275891E+3	103.652773336E-3	7.909642760E+0	11.181812677E-3	685.013301817E-6	-4.353326932E-6	299.996700000E+0
1.425749481E+3	480.000000000E-9	46.665180863E-6	667.081556667E-6	47.999763696E-9	3.971533087E-6	97.219126799E+0	1.389753243E+3	99.999507700E-3	8.274027264E+0	10.206962669E-3	820.100331075E-6	-4.353326932E-6	299.997900000E+0
1.431330433E+3	470.000000000E-9	45.666721213E-6	653.249910000E-6	62.154077455E-9	4.306110068E-6	97.163236624E+0	1.389893426E+3	132.242717989E-3	9.161936316E+0	10.015427263E-3	722.979717527E-6	-4.353326932E-6	300.002700000E+0
1.436926522E+3	460.000000000E-9	44.703171093E-6	640.755356667E-6	56.579451403E-9	4.538483910E-6	97.180806725E+0	1.392946428E+3	122.998807399E-3	9.866269371E+0	10.378287328E-3	800.348738624E-6	-4.353326932E-6	300.003200000E+0
1.442778978E+3	450.000000000E-9	43.735716173E-6	626.238770000E-6	58.537901222E-9	3.972151903E-6	97.190480385E+0	1.391641711E+3	130.084224937E-3	8.827004229E+0	10.336398930E-3	688.867171713E-6	-4.353326932E-6	300.003200000E+0
1.448304785E+3	440.000000000E-9	42.714166983E-6	612.312616667E-6	48.636162166E-9	4.345921422E-6	97.077652235E+0	1.391619583E+3	110.536732196E-3	9.877094141E+0	9.789053819E-3	718.073380397E-6	-4.353326932E-6	299.997600000E+0
1.453816577E+3	430.000000000E-9	41.738144380E-6	598.227700000E-6	52.302956935E-9	3.895392794E-6	97.065452047E+0	1.391227209E+3	121.634783570E-3	9.059053008E+0	10.245664358E-3	709.979351434E-6	-4.353326932E-6	300.000800000E+0
1.459335561E+3	420.000000000E-9	40.760936637E-6	585.044486667E-6	61.038102046E-9	4.352785026E-6	97.049849135E+0	1.392963063E+3	145.328814396E-3	10.363773872E+0	10.233238601E-3	758.540406436E-6	-4.353326932E-6	299.996700000E+0
1.464900500E+3	410.000000000E-9	39.841277730E-6	574.842523333E-6	51.180701050E-9	4.879537620E-6	97.173848122E+0	1.402054935E+3	124.830978171E-3	11.901311268E+0	10.873596643E-3	980.203483709E-6	-4.353326932E-6	299.999700000E+0
1.470431329E+3	400.000000000E-9	38.864430003E-6	560.407526667E-6	47.535017140E-9	3.718441209E-6	97.161075008E+0	1.401018817E+3	118.837542851E-3	9.296103023E+0	10.237010055E-3	692.760811167E-6	-4.353326932E-6	300.000800000E+0
1.475952389E+3	390.000000000E-9	37.886528050E-6	545.181603333E-6	50.289275657E-9	4.382432528E-6	97.144943718E+0	1.397901547E+3	128.946860660E-3	11.237006481E+0	10.225974052E-3	656.774619251E-6	-4.353326932E-6	299.999400000E+0
1.481458784E+3	380.000000000E-9	36.908490157E-6	532.700693333E-6	39.053358269E-9	4.843262065E-6	97.127605675E+0	1.401843930E+3	102.771995446E-3	12.745426486E+0	10.224552717E-3	801.223628726E-6	-4.353326932E-6	300.003200000E+0
1.486979557E+3	370.000000000E-9	35.962489130E-6	519.494013333E-6	52.282481453E-9	2.364659361E-6	97.195916568E+0	1.404037874E+3	141.304003927E-3	6.390971245E+0	10.570813052E-3	757.192572244E-6	-4.353326932E-6	299.999700000E+0
1.492573666E+3	360.000000000E-9	34.965469040E-6	505.416406667E-6	52.206587489E-9	3.780603229E-6	97.126302889E+0	1.403934463E+3	145.018298579E-3	10.501675636E+0	10.029888164E-3	710.348018437E-6	-4.353326932E-6	300.000500000E+0
1.498157114E+3	350.000000000E-9	33.955844363E-6	495.838756667E-6	55.570184980E-9	3.206707493E-6	97.016698181E+0	1.416682162E+3	158.771957085E-3	9.162021410E+0	9.904670747E-3	1.044097456E-3	-4.353326932E-6	300.000800000E+0
1.503718389E+3	340.000000000E-9	32.995555323E-6	478.526290000E-6	62.679987274E-9	4.286444210E-6	97.045750951E+0	1.407430265E+3	184.352903747E-3	12.607188853E+0	10.413531326E-3	577.618440661E-6	-4.353326932E-6	300.000200000E+0
1.509257025E+3	330.000000000E-9	32.052161793E-6	465.680826667E-6	37.203151536E-9	3.242080952E-6	97.127763010E+0	1.411154020E+3	112.736822836E-3	9.824487732E+0	10.600030297E-3	778.484959281E-6	-4.353326932E-6	300.003800000E+0
1.514779084E+3	320.000000000E-9	31.078497160E-6	453.436390000E-6	46.754462603E-9	3.518900397E-6	97.120303625E+0	1.416988719E+3	146.107695633E-3	10.996563742E+0	10.270476772E-3	816.697433474E-6	-4.353326932E-6	300.000500000E+0
1.520312245E+3	310.000000000E-9	30.101714123E-6	444.503293333E-6	53.314725510E-9	4.304061884E-6	97.102303624E+0	1.433881591E+3	171.982985517E-3	13.884070592E+0	10.237688028E-3	1.119432642E-3	-4.353326932E-6	299.998200000E+0
1.525829006E+3	300.000000000E-9	29.105592533E-6	424.898886667E-6	53.689813165E-9	3.228349667E-6	97.018641778E+0	1.416329622E+3	178.966043882E-3	10.761165557E+0	10.038935106E-3	510.089398268E-6	-4.353326932E-6	299.998800000E+0
1.531337185E+3	290.000000000E-9	28.132475027E-6	412.846703333E-6	40.720303976E-9	3.145832515E-6	97.008534575E+0	1.423609322E+3	140.414841295E-3	10.847698327E+0	10.276251256E-3	829.725181191E-6	-4.353326932E-6	299.997900000E+0
1.536870352E+3	280.000000000E-9	27.175456497E-6	400.770900000E-6	63.116793401E-9	4.279505210E-6	97.055201774E+0	1.431324643E+3	225.417119290E-3	15.283947179E+0	10.449118472E-3	828.102257379E-6	-4.353326932E-6	300.000500000E+0
1.542386225E+3	270.000000000E-9	26.200720803E-6	387.391800000E-6	58.631851803E-9	3.645674443E-6	97.039706679E+0	1.434784444E+3	217.155006679E-3	13.502497937E+0	10.259191357E-3	747.434431315E-6	-4.353326932E-6	299.998800000E+0
1.547918349E+3	260.000000000E-9	25.225285820E-6	373.277120000E-6	50.869707945E-9	3.678856767E-6	97.020330077E+0	1.435681231E+3	195.652722866E-3	14.149449102E+0	10.251836535E-3	708.482232683E-6	-4.353326932E-6	299.996700000E+0
1.553419945E+3	250.000000000E-9	24.212927643E-6	360.087066667E-6	39.885341024E-9	3.065329851E-6	96.851710573E+0	1.440348267E+3	159.541364094E-3	12.261319404E+0	9.877926835E-3	758.147048180E-6	-4.353326932E-6	300.000500000E+0
1.559003795E+3	240.000000000E-9	23.213585100E-6	346.731826667E-6	56.384137503E-9	3.588362677E-6	96.723271250E+0	1.444715944E+3	234.933906263E-3	14.951511152E+0	10.006578892E-3	748.769771266E-6	-4.353326932E-6	300.002300000E+0
1.564545457E+3	230.000000000E-9	22.216583737E-6	331.880983333E-6	42.856616185E-9	4.153140589E-6	96.593842333E+0	1.442960797E+3	186.333113849E-3	18.057132994E+0	10.030076555E-3	673.362433065E-6	-4.353326932E-6	299.998800000E+0
