[Main]
Experiment = ""
Header length = 65    
Date = "20181214 13:25:38"
Comments = "SD: 3I+ to 1I-; voltage1: 2I- to 2I+; voltage2h: 2I- to 3I-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Magnetic Field]
Set initial magnetic field = FALSE
Set finish magnetic field = FALSE

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Static Voltage 0]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "07"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 1]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "08"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 2]
Voltage meter = "Keithley 6430"
Auto-range = TRUE
GPIB = "21"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear+Reveresed"
Current source = "Keithley 6430"
GPIB = "21"
Initial current (A) = -1.000000E-6
Final current (A) = 1.000000E-6
Current step (A) = 1.000000E-8
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 20.000000
Auto-range = TRUE
Manual range (A) = 0.000010
Check output compliance = TRUE
Inital delay (s) = 1.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	dI/dV 3 (A/V)	Magnetic Field (T)	Temperature (K)
435.781407356E+0	-270.000000000E-9	-45.019504907E-6	9.048122809E-6	-302.679006667E-6	99.491393004E-9	83.809702554E-9	4.073995327E-6	166.738907062E+0	-33.511565960E+0	1.121033358E+3	368.486640755E-3	310.406305756E-3	15.088871582E+0	6.477559555E-3	-21.049252989E-3	823.684555173E-6	-4.353326932E-6	300.006400000E+0
441.790823936E+0	-260.000000000E-9	-43.427297467E-6	8.699867937E-6	-291.966800000E-6	76.022463928E-9	109.038734161E-9	4.299552390E-6	167.028067179E+0	-33.461030527E+0	1.122949231E+3	292.394092032E-3	419.379746774E-3	16.536739963E+0	6.280588665E-3	-28.714601846E-3	933.514476631E-6	-4.353326932E-6	300.006200000E+0
447.775162697E+0	-250.000000000E-9	-41.871482317E-6	8.246270907E-6	-280.946986667E-6	105.360209380E-9	108.986279405E-9	3.761084422E-6	167.485929267E+0	-32.985083628E+0	1.123787947E+3	421.440837522E-3	435.945117618E-3	15.044337687E+0	6.427498794E-3	-22.045999728E-3	907.456387646E-6	-4.353326932E-6	300.001100000E+0
453.746489048E+0	-240.000000000E-9	-40.259066867E-6	7.860423388E-6	-267.310923333E-6	120.820671683E-9	108.595347292E-9	4.280034504E-6	167.746111944E+0	-32.751764115E+0	1.113795514E+3	503.419465346E-3	452.480613718E-3	17.833477100E+0	6.201875577E-3	-25.916973672E-3	733.349483319E-6	-4.353326932E-6	300.002000000E+0
459.680864811E+0	-230.000000000E-9	-38.654549447E-6	7.432263282E-6	-256.244020000E-6	103.289350848E-9	84.745175399E-9	2.207618888E-6	168.063258464E+0	-32.314188181E+0	1.114104435E+3	449.084134123E-3	368.457284345E-3	9.598342992E+0	6.232403510E-3	-23.355749076E-3	903.595133959E-6	-4.353326932E-6	300.000200000E+0
465.656181812E+0	-220.000000000E-9	-37.040622743E-6	7.068150097E-6	-244.214980000E-6	79.741899771E-9	108.331307907E-9	4.393980836E-6	168.366467015E+0	-32.127954985E+0	1.110068091E+3	362.463180779E-3	492.415035943E-3	19.972640165E+0	6.196068247E-3	-27.463987606E-3	831.321535218E-6	-4.353326932E-6	300.012300000E+0
471.994044304E+0	-210.000000000E-9	-35.459608253E-6	6.638860048E-6	-232.732800000E-6	86.513147034E-9	99.484729472E-9	4.531682564E-6	168.855277397E+0	-31.613619275E+0	1.108251429E+3	411.967366828E-3	473.736807009E-3	21.579440780E+0	6.325052720E-3	-23.294273937E-3	870.914756605E-6	-4.353326932E-6	300.005400000E+0
477.957635880E+0	-200.000000000E-9	-33.926274147E-6	6.204114809E-6	-220.220803333E-6	78.830522078E-9	121.643889163E-9	3.261563509E-6	169.631370733E+0	-31.020574045E+0	1.101104017E+3	394.152610389E-3	608.219445813E-3	16.307817545E+0	6.521735841E-3	-23.001977044E-3	799.232949497E-6	-4.353326932E-6	300.000700000E+0
483.930135250E+0	-190.000000000E-9	-32.311976837E-6	5.761441915E-6	-204.255150000E-6	78.478987467E-9	89.747856881E-9	3.455434111E-6	170.063035982E+0	-30.323378500E+0	1.075027105E+3	413.047302459E-3	472.357141477E-3	18.186495323E+0	6.194645768E-3	-22.590043654E-3	626.344552974E-6	-4.353326932E-6	300.001600000E+0
489.900239944E+0	-180.000000000E-9	-30.702944863E-6	5.324399551E-6	-194.720970000E-6	74.238821114E-9	112.439688585E-9	4.277067778E-6	170.571915907E+0	-29.579997507E+0	1.081783167E+3	412.437895079E-3	624.664936583E-3	23.761487656E+0	6.214916898E-3	-22.881077056E-3	1.048857899E-3	-4.353326932E-6	299.997100000E+0
495.854672909E+0	-170.000000000E-9	-29.081155893E-6	4.952730156E-6	-181.770253333E-6	83.478143121E-9	98.487114832E-9	3.444009067E-6	171.065622902E+0	-29.133706800E+0	1.069236784E+3	491.047900714E-3	579.335969603E-3	20.258876865E+0	6.166030344E-3	-26.905632063E-3	772.158040160E-6	-4.353326932E-6	299.998900000E+0
501.808853626E+0	-160.000000000E-9	-27.468433627E-6	4.560568695E-6	-166.993073333E-6	94.786055104E-9	77.588003591E-9	3.763324645E-6	171.677710167E+0	-28.503554346E+0	1.043706708E+3	592.412844400E-3	484.925022442E-3	23.520779034E+0	6.200695685E-3	-25.499701024E-3	676.719103374E-6	-4.353326932E-6	300.003400000E+0
507.768616199E+0	-150.000000000E-9	-25.888661050E-6	4.160604117E-6	-156.793813333E-6	90.947072181E-9	92.819014192E-9	3.691516053E-6	172.591073667E+0	-27.737360780E+0	1.045292089E+3	606.313814542E-3	618.793427944E-3	24.610107021E+0	6.330025060E-3	-25.002214050E-3	980.463288513E-6	-4.353326932E-6	300.003700000E+0
513.707799435E+0	-140.000000000E-9	-24.334576490E-6	3.682761875E-6	-145.848500000E-6	69.539317559E-9	83.539482655E-9	4.047895875E-6	173.818403500E+0	-26.305441967E+0	1.041775000E+3	496.709411138E-3	596.710590391E-3	28.913541967E+0	6.434656297E-3	-20.927408940E-3	913.633049640E-6	-4.353326932E-6	300.003700000E+0
519.628055096E+0	-130.000000000E-9	-22.700341013E-6	3.370021710E-6	-134.579086667E-6	93.982334177E-9	91.807166547E-9	3.468845857E-6	174.618007795E+0	-25.923243926E+0	1.035223744E+3	722.941032128E-3	706.208973440E-3	26.683429666E+0	6.119069218E-3	-31.975425990E-3	887.357638256E-6	-4.353326932E-6	300.003400000E+0
525.607851505E+0	-120.000000000E-9	-21.145883997E-6	2.893756468E-6	-123.306266667E-6	101.197370483E-9	92.709749402E-9	4.236876896E-6	176.215699972E+0	-24.114637233E+0	1.027552222E+3	843.311420695E-3	772.581245019E-3	35.307307469E+0	6.433114517E-3	-20.996703331E-3	887.089477167E-6	-4.353326932E-6	299.999800000E+0
531.542673111E+0	-110.000000000E-9	-19.585031120E-6	2.461058114E-6	-111.159060000E-6	69.629167615E-9	101.450465623E-9	3.467225059E-6	178.045737455E+0	-22.373255585E+0	1.010536909E+3	632.992432863E-3	922.276960212E-3	31.520227805E+0	6.406753737E-3	-23.110788186E-3	823.234532384E-6	-4.353326932E-6	299.998600000E+0
537.495053768E+0	-100.000000000E-9	-18.026913517E-6	2.018747006E-6	-133.883670000E-6	86.074622185E-9	77.372161745E-9	4.998161615E-6	180.269135167E+0	-20.187470057E+0	1.338836700E+3	860.746221853E-3	773.721617452E-3	49.981616154E+0	6.418000784E-3	-22.608521025E-3	-440.051556440E-6	-4.353326932E-6	299.999500000E+0
543.463920116E+0	-90.000000000E-9	-16.360544600E-6	1.670871350E-6	-119.521613333E-6	73.049739586E-9	81.177211143E-9	3.545231617E-6	181.783828889E+0	-18.565237222E+0	1.328017926E+3	811.663773174E-3	901.969012702E-3	39.391462407E+0	6.001072092E-3	-28.745903420E-3	696.279107658E-6	-4.353326932E-6	300.003900000E+0
549.443124771E+0	-80.000000000E-9	-14.767818263E-6	1.236025766E-6	-103.171181333E-6	66.324360654E-9	104.414518897E-9	4.195435966E-6	184.597728292E+0	-15.450322071E+0	1.289639767E+3	829.054508180E-3	1.305181486E+0	52.442949575E+0	6.278542503E-3	-22.996669071E-3	611.604635278E-6	-4.353326932E-6	300.003100000E+0
555.410053730E+0	-70.000000000E-9	-13.143346117E-6	840.281525000E-9	-87.742278667E-6	73.830319043E-9	85.785543578E-9	4.127911290E-6	187.762087381E+0	-12.004021786E+0	1.253461124E+3	1.054718843E+0	1.225507765E+0	58.970161279E+0	6.155845775E-3	-25.268845311E-3	648.134233266E-6	-4.353326932E-6	300.005100000E+0
561.384826660E+0	-60.000000000E-9	-11.534324463E-6	467.128653433E-9	-72.131122000E-6	82.561113296E-9	124.620562201E-9	4.074655212E-6	192.238741056E+0	-7.785477557E+0	1.202185367E+3	1.376018555E+0	2.077009370E+0	67.910920199E+0	6.214956759E-3	-26.798668219E-3	640.567525746E-6	-4.353326932E-6	300.002500000E+0
567.339521885E+0	-50.000000000E-9	-9.920722755E-6	47.609201653E-9	-55.247217333E-6	90.978170637E-9	108.805044774E-9	3.253992546E-6	198.414455100E+0	-952.184033053E-3	1.104944347E+3	1.819563413E+0	2.176100895E+0	65.079850920E+0	6.197316195E-3	-23.836796977E-3	592.280055913E-6	-4.353326932E-6	300.001300000E+0
573.281426430E+0	-40.000000000E-9	-8.345062144E-6	-377.164216740E-9	-38.680642333E-6	74.028005411E-9	108.948478742E-9	3.923758394E-6	208.626553600E+0	9.429105419E+0	967.016058333E+0	1.850700135E+0	2.723711969E+0	98.093959860E+0	6.346544383E-3	-23.541962767E-3	603.625070360E-6	-4.353326932E-6	300.002200000E+0
579.233040810E+0	-30.000000000E-9	-6.691869455E-6	-734.867924867E-9	-23.917004333E-6	79.180991970E-9	98.238173950E-9	3.018867946E-6	223.062315167E+0	24.495597496E+0	797.233477778E+0	2.639366399E+0	3.274605798E+0	100.628931545E+0	6.048901660E-3	-27.956098225E-3	677.339826403E-6	-4.353326932E-6	299.999800000E+0
585.235179901E+0	-20.000000000E-9	-5.132677480E-6	-1.183134608E-6	-7.894658597E-6	84.851491977E-9	99.030058126E-9	4.078614297E-6	256.633873983E+0	59.156730405E+0	394.732929833E+0	4.242574599E+0	4.951502906E+0	203.930714855E+0	6.413578416E-3	-22.308149086E-3	624.128337033E-6	-4.353326932E-6	300.006200000E+0
591.194599152E+0	-10.000000000E-9	-3.557224783E-6	-1.658286340E-6	-28.822418667E-6	93.312403031E-9	92.551694527E-9	3.809784383E-6	355.722478300E+0	165.828634000E+0	2.882241867E+3	9.331240303E+0	9.255169453E+0	380.978438271E+0	6.347381944E-3	-21.045908767E-3	-477.834224329E-6	-4.353326932E-6	300.005000000E+0
597.171220779E+0	486.382200181E-24	-1.917010414E-6	-2.019096508E-6	4.414186900E-3	64.919588116E-9	122.063943059E-9	288.941152582E-9	NaN	NaN	NaN	NaN	NaN	NaN	6.096764050E-3	-27.715405208E-3	2.250726767E-6	-4.353326932E-6	299.998800000E+0
617.283839226E+0	10.000000000E-9	-271.261024670E-9	-2.388919185E-6	75.839406667E-6	88.659640222E-9	118.292798517E-9	3.968667675E-6	-27.126102467E+0	-238.891918500E+0	7.583940667E+3	8.865964022E+0	11.829279852E+0	396.866767543E+0	6.076259280E-3	-27.039985952E-3	-2.305025131E-6	-4.353326932E-6	299.998800000E+0
623.284682274E+0	20.000000000E-9	1.348039244E-6	-2.839207883E-6	55.472248333E-6	98.867648152E-9	87.735685097E-9	3.303097082E-6	67.401962200E+0	-141.960394150E+0	2.773612417E+3	4.943382408E+0	4.386784255E+0	165.154854087E+0	6.175506911E-3	-22.207974671E-3	-490.986510555E-6	-4.353326932E-6	300.001200000E+0
629.234515190E+0	30.000000000E-9	2.910455764E-6	-3.270682206E-6	73.570850000E-6	102.261081932E-9	104.324236759E-9	4.179670084E-6	97.015192133E+0	-109.022740200E+0	2.452361667E+3	3.408702731E+0	3.477474559E+0	139.322336150E+0	6.400341952E-3	-23.176350172E-3	552.528874008E-6	-4.353326932E-6	300.001200000E+0
635.192260742E+0	40.000000000E-9	4.499311871E-6	-3.673946290E-6	87.584433000E-6	86.614182281E-9	105.391875057E-9	3.654143949E-6	112.482796775E+0	-91.848657242E+0	2.189610825E+3	2.165354557E+0	2.634796876E+0	91.353598722E+0	6.293836148E-3	-24.797646022E-3	713.593375798E-6	-4.353326932E-6	300.001500000E+0
641.172296047E+0	50.000000000E-9	6.088354826E-6	-4.039432430E-6	102.050474333E-6	84.315378368E-9	102.279228093E-9	3.815525383E-6	121.767096520E+0	-80.788648600E+0	2.041009487E+3	1.686307567E+0	2.045584562E+0	76.310507667E+0	6.293096086E-3	-27.360818637E-3	691.274120513E-6	-4.353326932E-6	300.002700000E+0
647.139776230E+0	60.000000000E-9	7.659922181E-6	-4.512296768E-6	116.918246667E-6	66.385201380E-9	93.951664737E-9	3.469570189E-6	127.665369678E+0	-75.204946139E+0	1.948637444E+3	1.106420023E+0	1.565861079E+0	57.826169813E+0	6.363074399E-3	-21.147714449E-3	672.595717489E-6	-4.353326932E-6	299.986900000E+0
653.149045944E+0	70.000000000E-9	9.315067334E-6	-4.831295119E-6	134.216656667E-6	75.716890315E-9	88.370457965E-9	4.235783408E-6	133.072390486E+0	-69.018501695E+0	1.917380810E+3	1.081669862E+0	1.262435114E+0	60.511191536E+0	6.041766174E-3	-31.348124495E-3	578.087812695E-6	-4.353326932E-6	299.994900000E+0
659.149530411E+0	80.000000000E-9	10.887272543E-6	-5.298096190E-6	148.777336667E-6	99.306641818E-9	93.721715888E-9	4.153848819E-6	136.090906792E+0	-66.226202371E+0	1.859716708E+3	1.241333023E+0	1.171521449E+0	51.923110236E+0	6.360492855E-3	-21.422401578E-3	686.781111871E-6	-4.353326932E-6	300.002600000E+0
665.103442669E+0	90.000000000E-9	12.473370227E-6	-5.692573737E-6	164.887426667E-6	96.198378174E-9	100.166042525E-9	4.144044375E-6	138.593002519E+0	-63.250819300E+0	1.832082519E+3	1.068870869E+0	1.112956028E+0	46.044937503E+0	6.304781922E-3	-25.349985234E-3	620.728996548E-6	-4.353326932E-6	300.008800000E+0
671.058356762E+0	100.000000000E-9	14.096344863E-6	-6.104549111E-6	182.381696667E-6	75.737337448E-9	100.035420947E-9	3.825454920E-6	140.963448633E+0	-61.045491113E+0	1.823816967E+3	757.373374483E-3	1.000354209E+0	38.254549196E+0	6.161525740E-3	-24.273295500E-3	571.615734752E-6	-4.353326932E-6	300.010900000E+0
677.007453918E+0	110.000000000E-9	15.713210300E-6	-6.511095281E-6	156.650116667E-6	80.343234126E-9	93.054072554E-9	3.662524325E-6	142.847366364E+0	-59.191775279E+0	1.424091970E+3	730.393037511E-3	845.946114128E-3	33.295675677E+0	6.184806585E-3	-24.597452281E-3	-388.627515294E-6	-4.353326932E-6	300.007000000E+0
682.969932079E+0	120.000000000E-9	17.262543197E-6	-6.954612108E-6	169.624110000E-6	74.778710485E-9	107.433673183E-9	3.183900484E-6	143.854526639E+0	-57.955100897E+0	1.413534250E+3	623.155920708E-3	895.280609860E-3	26.532504030E+0	6.454390804E-3	-22.547058852E-3	770.772709919E-6	-4.353326932E-6	300.003200000E+0
688.954574585E+0	130.000000000E-9	18.897157133E-6	-7.281934802E-6	182.084590000E-6	65.435559950E-9	106.926311330E-9	5.413622275E-6	145.362747179E+0	-56.014883092E+0	1.400650692E+3	503.350461155E-3	822.510087155E-3	41.643248269E+0	6.117652478E-3	-30.550891133E-3	802.537301934E-6	-4.353326932E-6	300.001400000E+0
694.936800957E+0	140.000000000E-9	20.410761963E-6	-7.828000484E-6	193.458173333E-6	52.501457104E-9	66.180210606E-9	5.047689965E-6	145.791156881E+0	-55.914289169E+0	1.381844095E+3	375.010407883E-3	472.715790044E-3	36.054928320E+0	6.606744245E-3	-18.312815355E-3	879.230380340E-6	-4.353326932E-6	299.999300000E+0
700.886744976E+0	150.000000000E-9	22.123340913E-6	-8.081686362E-6	205.395703333E-6	103.985283044E-9	108.985932478E-9	5.477587176E-6	147.488939422E+0	-53.877909080E+0	1.369304689E+3	693.235220293E-3	726.572883186E-3	36.517247837E+0	5.839146861E-3	-39.418827984E-3	837.694229878E-6	-4.353326932E-6	300.002000000E+0
706.838081837E+0	160.000000000E-9	23.707889047E-6	-8.565479487E-6	216.958396667E-6	101.343712976E-9	115.305782549E-9	4.316619097E-6	148.174306542E+0	-53.534246794E+0	1.355989979E+3	633.398206097E-3	720.661140931E-3	26.978869358E+0	6.310947449E-3	-20.669991952E-3	864.850403943E-6	-4.353326932E-6	300.003900000E+0
712.823551178E+0	170.000000000E-9	25.294918287E-6	-8.980885432E-6	231.566100000E-6	94.198239897E-9	108.724237239E-9	7.318348062E-6	148.793636980E+0	-52.828737835E+0	1.362153529E+3	554.107293514E-3	639.554336699E-3	43.049106247E+0	6.301081132E-3	-24.072837956E-3	684.570310049E-6	-4.353326932E-6	300.003900000E+0
718.780504227E+0	180.000000000E-9	26.898318243E-6	-9.428713297E-6	241.633276667E-6	80.137555034E-9	113.453022487E-9	4.108962331E-6	149.435101352E+0	-52.381740539E+0	1.342407093E+3	445.208639075E-3	630.294569370E-3	22.827568505E+0	6.236747081E-3	-22.330008429E-3	993.327159253E-6	-4.353326932E-6	299.999800000E+0
724.738771915E+0	190.000000000E-9	28.492679623E-6	-9.793966102E-6	252.004223333E-6	81.942572653E-9	97.064594569E-9	5.001319243E-6	149.961471702E+0	-51.547190011E+0	1.326338018E+3	431.276698175E-3	510.866287205E-3	26.322732857E+0	6.272103756E-3	-27.378297615E-3	964.232130529E-6	-4.353326932E-6	300.004500000E+0
730.675375462E+0	200.000000000E-9	30.076407930E-6	-10.230134563E-6	266.210343333E-6	86.161841732E-9	102.879829333E-9	5.128692970E-6	150.382039650E+0	-51.150672817E+0	1.331051717E+3	430.809208661E-3	514.399146663E-3	25.643464849E+0	6.314214350E-3	-22.926921331E-3	703.921971657E-6	-4.353326932E-6	300.001800000E+0
736.629479885E+0	210.000000000E-9	31.685937493E-6	-10.631508770E-6	278.880603333E-6	68.177933041E-9	101.803925061E-9	4.408335107E-6	150.885416635E+0	-50.626232238E+0	1.328002873E+3	324.656824007E-3	484.780595531E-3	20.992071940E+0	6.212995541E-3	-24.914406142E-3	789.249786508E-6	-4.353326932E-6	300.001000000E+0
742.558171272E+0	220.000000000E-9	33.347389210E-6	-11.002896390E-6	288.910453333E-6	83.009822244E-9	101.415986759E-9	5.543306231E-6	151.579041864E+0	-50.013165409E+0	1.313229333E+3	377.317373836E-3	460.981757994E-3	25.196846505E+0	6.018832747E-3	-26.926045623E-3	997.023883707E-6	-4.353326932E-6	300.001000000E+0
748.487764835E+0	230.000000000E-9	34.896568663E-6	-11.457853837E-6	300.770440000E-6	78.691169783E-9	104.224117404E-9	6.828744550E-6	151.724211580E+0	-49.816755812E+0	1.307697565E+3	342.135520795E-3	453.148336538E-3	29.690193697E+0	6.455030099E-3	-21.980077639E-3	843.171268321E-6	-4.353326932E-6	300.001300000E+0
754.402341843E+0	240.000000000E-9	36.473757487E-6	-11.863610930E-6	314.169740000E-6	81.773919531E-9	98.914316324E-9	5.255657280E-6	151.973989528E+0	-49.431712208E+0	1.309040583E+3	340.724664713E-3	412.142984683E-3	21.898572000E+0	6.340394918E-3	-24.645286957E-3	746.307642937E-6	-4.353326932E-6	300.004800000E+0
760.349265575E+0	250.000000000E-9	38.093451450E-6	-12.241399600E-6	328.044783333E-6	75.953801763E-9	93.938073117E-9	3.993871105E-6	152.373805800E+0	-48.965598400E+0	1.312179133E+3	303.815207053E-3	375.752292469E-3	15.975484419E+0	6.174005847E-3	-26.469825048E-3	720.718469828E-6	-4.353326932E-6	300.003400000E+0
766.325385571E+0	260.000000000E-9	39.684796783E-6	-12.642480367E-6	340.984863333E-6	78.349808709E-9	96.622828465E-9	3.566209184E-6	152.633833782E+0	-48.624924487E+0	1.311480244E+3	301.345418112E-3	371.626263325E-3	13.716189169E+0	6.283991155E-3	-24.932634100E-3	772.792749349E-6	-4.353326932E-6	300.022400000E+0
772.276535988E+0	270.000000000E-9	41.290898423E-6	-13.068074427E-6	352.405780000E-6	94.916950336E-9	94.343583097E-9	4.180369878E-6	152.929253420E+0	-48.400275654E+0	1.305206593E+3	351.544260505E-3	349.420678137E-3	15.482851401E+0	6.226256017E-3	-23.496568538E-3	875.586460515E-6	-4.353326932E-6	300.013500000E+0
778.222044945E+0	280.000000000E-9	42.922591150E-6	-13.462594013E-6	363.927840000E-6	81.220627936E-9	100.637302500E-9	3.347839702E-6	153.294968393E+0	-48.080692905E+0	1.299742286E+3	290.073671200E-3	359.418937500E-3	11.956570363E+0	6.128604876E-3	-25.347283983E-3	867.900358096E-6	-4.353326932E-6	300.002200000E+0
784.165632248E+0	290.000000000E-9	44.545263217E-6	-13.857108853E-6	376.030703333E-6	76.597809728E-9	101.253206484E-9	3.450548967E-6	153.604355920E+0	-47.783133977E+0	1.296657598E+3	264.130378373E-3	349.148987876E-3	11.898444713E+0	6.162674644E-3	-25.347588953E-3	826.250757741E-6	-4.353326932E-6	299.996000000E+0
790.115983486E+0	300.000000000E-9	46.115159417E-6	-14.306940863E-6	390.749863333E-6	72.963611598E-9	96.817452505E-9	4.458035087E-6	153.717198056E+0	-47.689802878E+0	1.302499544E+3	243.212038661E-3	322.724841685E-3	14.860116956E+0	6.369847892E-3	-22.230521123E-3	679.386595431E-6	-4.353326932E-6	299.990300000E+0
796.086666584E+0	310.000000000E-9	47.701847740E-6	-14.707851400E-6	402.612833333E-6	87.139801154E-9	89.937490446E-9	4.153650425E-6	153.876928194E+0	-47.444681935E+0	1.298751075E+3	281.096132754E-3	290.120936923E-3	13.398872337E+0	6.302434985E-3	-24.943220707E-3	842.959225219E-6	-4.353326932E-6	299.990900000E+0
802.031064034E+0	320.000000000E-9	49.316771607E-6	-15.100231297E-6	413.129170000E-6	74.951773037E-9	107.923598592E-9	4.596144336E-6	154.114911271E+0	-47.188222802E+0	1.291028656E+3	234.224290742E-3	337.261245600E-3	14.362951050E+0	6.192242375E-3	-25.485505463E-3	950.901470442E-6	-4.353326932E-6	299.996000000E+0
807.976840973E+0	330.000000000E-9	50.955009340E-6	-15.519354177E-6	426.531963333E-6	74.319982358E-9	95.405656345E-9	3.793909092E-6	154.409119212E+0	-47.028345990E+0	1.292521101E+3	225.212067752E-3	289.108049531E-3	11.496694219E+0	6.104120175E-3	-23.859351224E-3	746.113123682E-6	-4.353326932E-6	300.004000000E+0
813.929431438E+0	340.000000000E-9	52.553377557E-6	-15.928898050E-6	437.368793333E-6	69.730134889E-9	96.895121212E-9	3.336259854E-6	154.568757520E+0	-46.849700147E+0	1.286378804E+3	205.088632026E-3	284.985650622E-3	9.812528982E+0	6.256380661E-3	-24.417408369E-3	922.779078384E-6	-4.353326932E-6	300.005800000E+0
819.868239880E+0	350.000000000E-9	54.129784023E-6	-16.336262010E-6	449.518980000E-6	88.093521132E-9	97.050800283E-9	4.038773989E-6	154.656525781E+0	-46.675034314E+0	1.284339943E+3	251.695774664E-3	277.288000807E-3	11.539354255E+0	6.343541600E-3	-24.548072441E-3	823.032622818E-6	-4.353326932E-6	300.004000000E+0
825.846579075E+0	360.000000000E-9	55.773382460E-6	-16.743077007E-6	460.190236667E-6	76.104009911E-9	103.095816818E-9	3.681844888E-6	154.926062389E+0	-46.508547241E+0	1.278306213E+3	211.400027530E-3	286.377268938E-3	10.227346910E+0	6.084211190E-3	-24.581198043E-3	937.096755552E-6	-4.353326932E-6	300.003100000E+0
831.833477020E+0	370.000000000E-9	57.375532770E-6	-17.141112013E-6	471.462616667E-6	86.487393623E-9	107.732870426E-9	3.763640244E-6	155.069007486E+0	-46.327329766E+0	1.274223288E+3	233.749712494E-3	291.169920070E-3	10.172000659E+0	6.241611625E-3	-25.123418374E-3	887.124103339E-6	-4.353326932E-6	299.991200000E+0
837.738173485E+0	380.000000000E-9	58.988740710E-6	-17.591215653E-6	485.213213333E-6	77.311951433E-9	90.290578721E-9	3.849236266E-6	155.233528184E+0	-46.292672772E+0	1.276876877E+3	203.452503771E-3	237.606786107E-3	10.129569121E+0	6.198828900E-3	-22.217105376E-3	727.241169414E-6	-4.353326932E-6	299.997700000E+0
843.714704037E+0	390.000000000E-9	60.581926957E-6	-17.952542067E-6	494.841230000E-6	75.109545466E-9	117.003934825E-9	3.175679496E-6	155.338274248E+0	-46.032159145E+0	1.268823667E+3	192.588578118E-3	300.010089294E-3	8.142767938E+0	6.276730056E-3	-27.675806780E-3	1.038635510E-3	-4.353326932E-6	300.007500000E+0
849.677677631E+0	400.000000000E-9	62.228243123E-6	-18.401838717E-6	506.191350000E-6	73.521393210E-9	93.843857062E-9	3.575819675E-6	155.570607808E+0	-46.004596792E+0	1.265478375E+3	183.803483026E-3	234.609642655E-3	8.939549186E+0	6.074167406E-3	-22.257009929E-3	881.047953678E-6	-4.353326932E-6	300.011000000E+0
855.651880741E+0	410.000000000E-9	63.842829173E-6	-18.798558750E-6	516.960346667E-6	75.595266506E-9	109.407799463E-9	3.591142510E-6	155.714217496E+0	-45.850143293E+0	1.260878894E+3	184.378698796E-3	266.848291374E-3	8.758884171E+0	6.193537966E-3	-25.206692780E-3	928.591614384E-6	-4.353326932E-6	300.008400000E+0
861.617373943E+0	420.000000000E-9	65.476024340E-6	-19.189626200E-6	531.234390000E-6	68.321680295E-9	97.677813426E-9	4.137071698E-6	155.895296048E+0	-45.689586190E+0	1.264843786E+3	162.670667369E-3	232.566222443E-3	9.850170709E+0	6.122966933E-3	-25.571036403E-3	700.572344253E-6	-4.353326932E-6	300.003100000E+0
867.553414345E+0	430.000000000E-9	67.077651707E-6	-19.620759597E-6	542.783286667E-6	72.106184861E-9	84.243088276E-9	3.606011292E-6	155.994538853E+0	-45.629673481E+0	1.262286713E+3	167.688802003E-3	195.914158782E-3	8.386072771E+0	6.243649558E-3	-23.194677279E-3	865.883580798E-6	-4.353326932E-6	300.002100000E+0
873.487188339E+0	440.000000000E-9	68.637618067E-6	-20.061741383E-6	554.595506667E-6	27.965681176E-9	64.297830832E-9	3.689460344E-6	155.994586515E+0	-45.594866780E+0	1.260444333E+3	63.558366308E-3	146.131433709E-3	8.385137146E+0	6.410394645E-3	-22.676673510E-3	846.580913664E-6	-4.353326932E-6	299.999200000E+0
879.435404301E+0	450.000000000E-9	70.271376180E-6	-20.426168240E-6	568.852183333E-6	82.693568491E-9	83.860224577E-9	3.381616982E-6	156.158613733E+0	-45.391484978E+0	1.264115963E+3	183.763485536E-3	186.356054615E-3	7.514704404E+0	6.120857132E-3	-27.440348638E-3	701.425741343E-6	-4.353326932E-6	299.997100000E+0
