[Main]
Experiment = ""
Header length = 65    
Date = "20181214 13:25:38"
Comments = "SD: 3I+ to 1I-; voltage1: 2I- to 2I+; voltage2h: 2I- to 3I-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Magnetic Field]
Set initial magnetic field = FALSE
Set finish magnetic field = FALSE

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Static Voltage 0]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "07"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 1]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "08"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 2]
Voltage meter = "Keithley 6430"
Auto-range = TRUE
GPIB = "21"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear+Reveresed"
Current source = "Keithley 6430"
GPIB = "21"
Initial current (A) = -1.000000E-6
Final current (A) = 1.000000E-6
Current step (A) = 1.000000E-8
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 20.000000
Auto-range = TRUE
Manual range (A) = 0.000010
Check output compliance = TRUE
Inital delay (s) = 1.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	dI/dV 3 (A/V)	Magnetic Field (T)	Temperature (K)
1.923924887E+3	-170.000000000E-9	-28.771190847E-6	5.102160107E-6	-182.114923333E-6	78.749266180E-9	90.373802632E-9	4.120346884E-6	169.242299098E+0	-30.012706514E+0	1.071264255E+3	463.230977532E-3	531.610603720E-3	24.237334614E+0	6.327917440E-3	-21.743174539E-3	875.807056202E-6	-4.353326932E-6	300.000800000E+0
1.929919281E+3	-180.000000000E-9	-30.461370590E-6	5.470664793E-6	-195.636153333E-6	102.816595020E-9	99.754703838E-9	4.278561165E-6	169.229836611E+0	-30.392582183E+0	1.086867519E+3	571.203305669E-3	554.192799102E-3	23.769784249E+0	5.916530499E-3	-27.136697005E-3	739.577686350E-6	-4.353326932E-6	299.995500000E+0
1.935871731E+3	-190.000000000E-9	-32.091131843E-6	5.857007849E-6	-209.967660000E-6	95.459855243E-9	101.614654107E-9	4.001431745E-6	168.900693912E+0	-30.826357098E+0	1.105092947E+3	502.420290753E-3	534.813968987E-3	21.060167078E+0	6.135868048E-3	-25.883731708E-3	697.763342863E-6	-4.353326932E-6	299.995500000E+0
1.941824623E+3	-200.000000000E-9	-33.694363637E-6	6.299305870E-6	-221.635526667E-6	91.559150488E-9	100.142288245E-9	3.923411676E-6	168.471818183E+0	-31.496529348E+0	1.108177633E+3	457.795752441E-3	500.711441227E-3	19.617058382E+0	6.237401255E-3	-22.609190015E-3	857.054702945E-6	-4.353326932E-6	300.000200000E+0
1.947784787E+3	-210.000000000E-9	-35.367908173E-6	6.619311213E-6	-234.883613333E-6	93.164105095E-9	83.479772334E-9	3.971622702E-6	168.418610349E+0	-31.520529584E+0	1.118493397E+3	443.638595692E-3	397.522725402E-3	18.912489058E+0	5.975341427E-3	-31.249478231E-3	754.825979903E-6	-4.353326932E-6	300.001400000E+0
1.953754072E+3	-220.000000000E-9	-36.949067783E-6	7.048887142E-6	-244.096860000E-6	91.224828576E-9	91.244956710E-9	3.607058999E-6	167.950308106E+0	-32.040396098E+0	1.109531182E+3	414.658311710E-3	414.749803226E-3	16.395722723E+0	6.324472202E-3	-23.278771749E-3	1.085393712E-3	-4.353326932E-6	300.002900000E+0
1.959690361E+3	-230.000000000E-9	-38.552010140E-6	7.464210935E-6	-256.554866667E-6	79.111984737E-9	93.273074329E-9	3.677476012E-6	167.617435391E+0	-32.453091022E+0	1.115455942E+3	343.965151028E-3	405.535105780E-3	15.989026139E+0	6.238527517E-3	-24.077599599E-3	802.696632581E-6	-4.353326932E-6	299.998800000E+0
1.965661738E+3	-240.000000000E-9	-40.179697160E-6	7.865729854E-6	-269.026146667E-6	73.524242667E-9	77.354788935E-9	3.804001040E-6	167.415404833E+0	-32.773874393E+0	1.120942278E+3	306.351011113E-3	322.311620563E-3	15.850004333E+0	6.143687255E-3	-24.905426665E-3	801.842312898E-6	-4.353326932E-6	300.002300000E+0
1.971637615E+3	-250.000000000E-9	-41.701452273E-6	8.385734837E-6	-281.386036667E-6	42.983667563E-9	86.758040940E-9	3.755085760E-6	166.805809093E+0	-33.542939349E+0	1.125544147E+3	171.934670253E-3	347.032163759E-3	15.020343039E+0	6.571359552E-3	-19.230584950E-3	809.068689123E-6	-4.353326932E-6	299.999700000E+0
1.977617609E+3	-260.000000000E-9	-43.401825163E-6	8.723019534E-6	-294.411106667E-6	93.566994219E-9	102.619772148E-9	3.897089755E-6	166.930096782E+0	-33.550075131E+0	1.132350410E+3	359.873054690E-3	394.691431338E-3	14.988806750E+0	5.881062947E-3	-29.648543497E-3	767.750192513E-6	-4.353326932E-6	300.004000000E+0
1.983566505E+3	-270.000000000E-9	-45.072411910E-6	9.070497601E-6	-303.688656667E-6	25.788955301E-9	67.995647285E-9	3.303052702E-6	166.934858926E+0	-33.594435559E+0	1.124772802E+3	95.514649264E-3	251.835730684E-3	12.233528525E+0	5.985920827E-3	-28.778794835E-3	1.077870774E-3	-4.353326932E-6	299.999500000E+0
1.989519930E+3	-280.000000000E-9	-46.694982547E-6	9.510983087E-6	-319.623876667E-6	96.087810961E-9	103.240435511E-9	3.931646567E-6	166.767794810E+0	-33.967796740E+0	1.141513845E+3	343.170753432E-3	368.715841111E-3	14.041594881E+0	6.163059884E-3	-22.702223593E-3	627.540755634E-6	-4.353326932E-6	299.997700000E+0
1.995514073E+3	-290.000000000E-9	-48.262900710E-6	9.963158871E-6	-330.430496667E-6	90.772680815E-9	96.653859669E-9	4.216901300E-6	166.423795552E+0	-34.355720245E+0	1.139415506E+3	313.009244190E-3	333.289171274E-3	14.541038964E+0	6.377883893E-3	-22.115293125E-3	925.358715306E-6	-4.353326932E-6	300.002200000E+0
2.001474813E+3	-300.000000000E-9	-49.861701923E-6	10.419563103E-6	-341.679806667E-6	94.070291665E-9	123.597796329E-9	4.195942817E-6	166.205673078E+0	-34.731877011E+0	1.138932689E+3	313.567638883E-3	411.992654430E-3	13.986476056E+0	6.254686272E-3	-21.910401551E-3	888.943410751E-6	-4.353326932E-6	300.001900000E+0
2.007388288E+3	-310.000000000E-9	-51.482159317E-6	10.780202643E-6	-354.374110000E-6	69.780564676E-9	110.379213727E-9	3.310114856E-6	166.071481667E+0	-34.774847237E+0	1.143142290E+3	225.098595728E-3	356.061979765E-3	10.677789859E+0	6.171097149E-3	-27.728518065E-3	787.754927341E-6	-4.353326932E-6	299.999200000E+0
2.013348597E+3	-320.000000000E-9	-53.075102900E-6	11.228227370E-6	-366.892596667E-6	93.725019819E-9	93.997277915E-9	4.669220946E-6	165.859696563E+0	-35.088210531E+0	1.146539365E+3	292.890686933E-3	293.741493483E-3	14.591315457E+0	6.277686231E-3	-22.320196643E-3	798.818600544E-6	-4.353326932E-6	300.000700000E+0
2.019339486E+3	-330.000000000E-9	-54.729682343E-6	11.592109590E-6	-379.573470000E-6	75.816596713E-9	88.200329765E-9	3.937877669E-6	165.847522253E+0	-35.127604818E+0	1.150222636E+3	229.747262766E-3	267.273726559E-3	11.932962633E+0	6.043831887E-3	-27.481419675E-3	788.589219144E-6	-4.353326932E-6	300.001900000E+0
2.025273814E+3	-340.000000000E-9	-56.303679910E-6	11.992020993E-6	-390.859996667E-6	82.617700557E-9	110.994095113E-9	4.354103722E-6	165.599058559E+0	-35.270649980E+0	1.149588225E+3	242.993236934E-3	326.453220921E-3	12.806187417E+0	6.353249974E-3	-25.005538518E-3	886.012171445E-6	-4.353326932E-6	300.000400000E+0
2.031133646E+3	-350.000000000E-9	-57.927660723E-6	12.429726467E-6	-403.999756667E-6	82.576838244E-9	105.988630238E-9	4.161063682E-6	165.507602067E+0	-35.513504190E+0	1.154285019E+3	235.933823554E-3	302.824657823E-3	11.888753378E+0	6.157708218E-3	-22.846412963E-3	761.048908047E-6	-4.353326932E-6	300.004000000E+0
2.037108162E+3	-360.000000000E-9	-59.614675847E-6	12.864245087E-6	-413.267250000E-6	85.167175719E-9	111.699911820E-9	3.039765009E-6	165.596321796E+0	-35.734014130E+0	1.147964583E+3	236.575488109E-3	310.277532833E-3	8.443791693E+0	5.927629137E-3	-23.013973486E-3	1.079040431E-3	-4.353326932E-6	299.996800000E+0
2.043074680E+3	-370.000000000E-9	-61.269102210E-6	13.242084367E-6	-426.633286667E-6	85.361183329E-9	93.253458456E-9	3.377846040E-6	165.592168135E+0	-35.789417207E+0	1.153062937E+3	230.705900888E-3	252.036374205E-3	9.129313621E+0	6.044391108E-3	-26.466279525E-3	748.164938447E-6	-4.353326932E-6	299.998600000E+0
2.049010014E+3	-380.000000000E-9	-62.890454263E-6	13.657692270E-6	-437.541423333E-6	80.865245684E-9	98.076499095E-9	4.237392029E-6	165.501195430E+0	-35.941295447E+0	1.151424798E+3	212.803278115E-3	258.096050251E-3	11.151031656E+0	6.167691945E-3	-24.061140127E-3	916.746856551E-6	-4.353326932E-6	300.005100000E+0
2.054964229E+3	-390.000000000E-9	-64.477911420E-6	14.074041463E-6	-448.240580000E-6	101.614542538E-9	85.599631733E-9	4.245274920E-6	165.327978000E+0	-36.087285803E+0	1.149334821E+3	260.550109072E-3	219.486235213E-3	10.885320308E+0	6.299382606E-3	-24.018300408E-3	934.653105058E-6	-4.353326932E-6	300.007500000E+0
2.060927228E+3	-400.000000000E-9	-66.066985837E-6	14.485836827E-6	-460.813170000E-6	78.117663841E-9	97.944218996E-9	4.957301615E-6	165.167464592E+0	-36.214592067E+0	1.152032925E+3	195.294159604E-3	244.860547491E-3	12.393254036E+0	6.292971490E-3	-24.283906256E-3	795.381063090E-6	-4.353326932E-6	300.009200000E+0
2.066936648E+3	-410.000000000E-9	-67.702006583E-6	14.886340070E-6	-474.702516667E-6	71.455402601E-9	89.127464857E-9	4.849275565E-6	165.126845325E+0	-36.308146512E+0	1.157811016E+3	174.281469758E-3	217.384060627E-3	11.827501378E+0	6.116130343E-3	-24.968586813E-3	719.976269582E-6	-4.353326932E-6	300.007800000E+0
2.072933865E+3	-420.000000000E-9	-69.325018620E-6	15.293646663E-6	-487.109700000E-6	74.828053117E-9	95.696242603E-9	4.042006245E-6	165.059568143E+0	-36.413444437E+0	1.159785000E+3	178.162031232E-3	227.848196673E-3	9.623824394E+0	6.161383757E-3	-24.551529888E-3	805.984705097E-6	-4.353326932E-6	300.004200000E+0
2.078898478E+3	-430.000000000E-9	-70.985505220E-6	15.713503260E-6	-497.231123333E-6	75.289495665E-9	92.581966441E-9	4.906142019E-6	165.082570279E+0	-36.543030837E+0	1.156351450E+3	175.091850383E-3	215.306898700E-3	11.409632602E+0	6.022331044E-3	-23.817656027E-3	988.003334182E-6	-4.353326932E-6	300.001600000E+0
2.084835655E+3	-440.000000000E-9	-72.630218940E-6	16.149544937E-6	-508.659330000E-6	71.893374516E-9	95.953377680E-9	4.872951044E-6	165.068679409E+0	-36.703511220E+0	1.156043932E+3	163.394032991E-3	218.075858364E-3	11.074888737E+0	6.080085475E-3	-22.933587625E-3	875.027927975E-6	-4.353326932E-6	300.003300000E+0
2.090801265E+3	-450.000000000E-9	-74.295319840E-6	16.534693817E-6	-520.658103333E-6	56.999758956E-9	84.237711415E-9	3.413993921E-6	165.100710756E+0	-36.743764037E+0	1.157018007E+3	126.666131014E-3	187.194914256E-3	7.586653158E+0	6.005642060E-3	-25.963985667E-3	833.418527227E-6	-4.353326932E-6	300.001300000E+0
2.096746630E+3	-460.000000000E-9	-75.922411530E-6	16.937947353E-6	-533.848536667E-6	84.188059645E-9	101.029404230E-9	4.280110663E-6	165.048720717E+0	-36.821624681E+0	1.160540297E+3	183.017520967E-3	219.629139630E-3	9.304588397E+0	6.145935144E-3	-24.798294598E-3	758.125206905E-6	-4.353326932E-6	300.004700000E+0
2.102715674E+3	-470.000000000E-9	-77.543466747E-6	17.381398800E-6	-545.300280000E-6	65.636967706E-9	113.761280518E-9	4.551800943E-6	164.986099461E+0	-36.981699574E+0	1.160213362E+3	139.653122780E-3	242.045277697E-3	9.684682856E+0	6.168821331E-3	-22.550383081E-3	873.229490823E-6	-4.353326932E-6	300.003200000E+0
2.108669942E+3	-480.000000000E-9	-79.145192520E-6	17.782783053E-6	-555.280313333E-6	83.373969995E-9	102.182091516E-9	3.986664954E-6	164.885817750E+0	-37.047464694E+0	1.156833986E+3	173.695770823E-3	212.879357326E-3	8.305551987E+0	6.243265961E-3	-24.913782534E-3	1.002000661E-3	-4.353326932E-6	300.005000000E+0
2.114642224E+3	-490.000000000E-9	-80.760858787E-6	18.179730120E-6	-569.723143333E-6	76.499458417E-9	109.808025847E-9	3.881152565E-6	164.818079156E+0	-37.101490041E+0	1.162700293E+3	156.121343709E-3	224.098011933E-3	7.920719521E+0	6.189397035E-3	-25.192275847E-3	692.385079655E-6	-4.353326932E-6	300.003800000E+0
2.120585894E+3	-500.000000000E-9	-82.372604750E-6	18.613440143E-6	-579.139003333E-6	80.118538942E-9	105.067210966E-9	4.263269080E-6	164.745209500E+0	-37.226880287E+0	1.158278007E+3	160.237077883E-3	210.134421933E-3	8.526538161E+0	6.204451711E-3	-23.056880086E-3	1.062037881E-3	-4.353326932E-6	300.005900000E+0
2.126559378E+3	-510.000000000E-9	-83.970258967E-6	19.002465673E-6	-588.146670000E-6	91.548697957E-9	95.884448096E-9	3.080065303E-6	164.647566601E+0	-37.259736614E+0	1.153228765E+3	179.507250895E-3	188.008721757E-3	6.039343730E+0	6.259176670E-3	-25.705253843E-3	1.110165415E-3	-4.353326932E-6	300.004100000E+0
2.132522524E+3	-520.000000000E-9	-85.566596773E-6	19.395549400E-6	-605.006916667E-6	68.993176745E-9	86.850433153E-9	3.770701187E-6	164.551147641E+0	-37.299133462E+0	1.163474840E+3	132.679186048E-3	167.020063756E-3	7.251348436E+0	6.264338261E-3	-25.439872784E-3	593.111132815E-6	-4.353326932E-6	300.002600000E+0
2.138497044E+3	-530.000000000E-9	-87.158965983E-6	19.816483587E-6	-612.815976667E-6	81.769024622E-9	82.047844414E-9	4.498408247E-6	164.450879214E+0	-37.389591673E+0	1.156256560E+3	154.281178532E-3	154.807253611E-3	8.487562730E+0	6.279950615E-3	-23.756682913E-3	1.280563858E-3	-4.353326932E-6	300.005000000E+0
2.144450881E+3	-540.000000000E-9	-88.791358253E-6	20.235666610E-6	-628.295816667E-6	69.893616060E-9	111.488563072E-9	4.599816957E-6	164.428441210E+0	-37.473456685E+0	1.163510772E+3	129.432622333E-3	206.460301985E-3	8.518179551E+0	6.125978531E-3	-23.855927944E-3	646.001509060E-6	-4.353326932E-6	300.005600000E+0
2.150379790E+3	-550.000000000E-9	-90.423638970E-6	20.660950850E-6	-639.632270000E-6	78.200341426E-9	86.164770416E-9	4.882332471E-6	164.406616309E+0	-37.565365182E+0	1.162967764E+3	142.182438956E-3	156.663218939E-3	8.876968129E+0	6.126397193E-3	-23.513685812E-3	882.110101454E-6	-4.353326932E-6	300.002900000E+0
2.156303362E+3	-560.000000000E-9	-92.072881813E-6	21.091396117E-6	-653.514983333E-6	84.294775669E-9	114.925388856E-9	3.715082832E-6	164.415860381E+0	-37.663207351E+0	1.166991042E+3	150.526385123E-3	205.223908671E-3	6.634076485E+0	6.063388445E-3	-23.231757379E-3	720.320283211E-6	-4.353326932E-6	300.003900000E+0
2.162313803E+3	-570.000000000E-9	-93.729235697E-6	21.521458863E-6	-666.215703333E-6	77.856849557E-9	97.115208511E-9	5.471691200E-6	164.437255608E+0	-37.756945374E+0	1.168799480E+3	136.590964136E-3	170.377558792E-3	9.599458246E+0	6.037357174E-3	-23.252420903E-3	787.356937244E-6	-4.353326932E-6	300.006900000E+0
2.168263371E+3	-580.000000000E-9	-95.360497790E-6	21.945517870E-6	-678.984326667E-6	90.518432940E-9	105.239066728E-9	4.122146019E-6	164.414651362E+0	-37.837099776E+0	1.170662632E+3	156.066263690E-3	181.446666772E-3	7.107148308E+0	6.130222753E-3	-23.581623884E-3	783.169785727E-6	-4.353326932E-6	300.006000000E+0
2.174241110E+3	-590.000000000E-9	-97.023564853E-6	22.340040563E-6	-692.738423333E-6	74.420585064E-9	87.363971801E-9	4.002164676E-6	164.446720090E+0	-37.864475531E+0	1.174132921E+3	126.136584855E-3	148.074528476E-3	6.783329960E+0	6.012986620E-3	-25.347084386E-3	727.056108616E-6	-4.353326932E-6	300.007500000E+0
2.180179706E+3	-600.000000000E-9	-98.630948713E-6	22.774227063E-6	-701.705490000E-6	84.923735502E-9	93.699861785E-9	4.009364073E-6	164.384914522E+0	-37.957045106E+0	1.169509150E+3	141.539559170E-3	156.166436309E-3	6.682273455E+0	6.221289294E-3	-23.031577444E-3	1.115191887E-3	-4.353326932E-6	300.005100000E+0
2.186161841E+3	-610.000000000E-9	-100.281336967E-6	23.202835680E-6	-713.532506667E-6	80.669001631E-9	93.733887570E-9	3.857034269E-6	164.395634372E+0	-38.037435541E+0	1.169725421E+3	132.244264968E-3	153.662110771E-3	6.323006999E+0	6.059180305E-3	-23.331308824E-3	845.521764435E-6	-4.353326932E-6	300.003300000E+0
2.192130999E+3	-620.000000000E-9	-101.881224933E-6	23.617568700E-6	-724.380136667E-6	81.362384263E-9	91.434540819E-9	4.449111998E-6	164.324556344E+0	-38.092852742E+0	1.168355059E+3	131.229652037E-3	147.475065837E-3	7.175987094E+0	6.250437661E-3	-24.111897336E-3	921.860351063E-6	-4.353326932E-6	300.003900000E+0
2.198128783E+3	-630.000000000E-9	-103.484503567E-6	24.084166633E-6	-735.112596667E-6	100.089449737E-9	95.438598730E-9	4.650227188E-6	164.261116772E+0	-38.228835926E+0	1.166845392E+3	158.872142439E-3	151.489839254E-3	7.381312996E+0	6.237219029E-3	-21.431728016E-3	931.752832063E-6	-4.353326932E-6	300.006600000E+0
2.204050756E+3	-640.000000000E-9	-105.119053633E-6	24.443564800E-6	-747.371106667E-6	85.308235643E-9	90.581213711E-9	3.627990873E-6	164.248521302E+0	-38.193070000E+0	1.167767354E+3	133.294118193E-3	141.533146424E-3	5.668735739E+0	6.117891525E-3	-27.824293298E-3	815.759827255E-6	-4.353326932E-6	300.006600000E+0
2.210006684E+3	-650.000000000E-9	-106.758859667E-6	24.858588937E-6	-760.558286667E-6	60.235623330E-9	104.131026896E-9	3.832556529E-6	164.244399487E+0	-38.243982979E+0	1.170089672E+3	92.670189738E-3	160.201579841E-3	5.896240814E+0	6.098282234E-3	-24.094984162E-3	758.312239615E-6	-4.353326932E-6	300.004500000E+0
2.215932974E+3	-660.000000000E-9	-108.346314767E-6	25.263106220E-6	-773.792766667E-6	108.713197061E-9	97.837575914E-9	4.011499577E-6	164.161082980E+0	-38.277433667E+0	1.172413283E+3	164.716965243E-3	148.238751385E-3	6.078029662E+0	6.299390767E-3	-24.720822600E-3	755.602033476E-6	-4.353326932E-6	300.010700000E+0
2.221887018E+3	-670.000000000E-9	-109.991684533E-6	25.628542657E-6	-783.684843333E-6	76.839793099E-9	102.390264271E-9	4.048478807E-6	164.166693333E+0	-38.251556204E+0	1.169678871E+3	114.686258357E-3	152.821289957E-3	6.042505682E+0	6.077661206E-3	-27.364540031E-3	1.010910079E-3	-4.353326932E-6	300.008300000E+0
2.227814218E+3	-680.000000000E-9	-111.585627800E-6	26.088946390E-6	-798.252753333E-6	62.906895731E-9	92.240495786E-9	4.155826254E-6	164.096511471E+0	-38.366097632E+0	1.173901108E+3	92.510140781E-3	135.647787920E-3	6.111509197E+0	6.273749015E-3	-21.720067141E-3	686.440264938E-6	-4.353326932E-6	300.003800000E+0
2.233736860E+3	-690.000000000E-9	-113.151289300E-6	26.491987340E-6	-810.717030000E-6	86.881359448E-9	96.972701919E-9	4.152788479E-6	163.987375797E+0	-38.394184551E+0	1.174952217E+3	125.915013693E-3	140.540147709E-3	6.018534027E+0	6.387076645E-3	-24.811374626E-3	802.292845981E-6	-4.353326932E-6	300.003800000E+0
2.239726721E+3	-700.000000000E-9	-114.778493867E-6	26.897192147E-6	-823.769253333E-6	70.926078262E-9	108.462244823E-9	4.682207446E-6	163.969276952E+0	-38.424560210E+0	1.176813219E+3	101.322968945E-3	154.946064033E-3	6.688867779E+0	6.145508810E-3	-24.678878028E-3	766.152995135E-6	-4.353326932E-6	299.997300000E+0
2.245724980E+3	-710.000000000E-9	-116.378466567E-6	27.303010940E-6	-834.940856667E-6	84.521371203E-9	98.875490677E-9	4.209192800E-6	163.913333192E+0	-38.454944986E+0	1.175973038E+3	119.044184792E-3	139.261254475E-3	5.928440563E+0	6.250106642E-3	-24.641539929E-3	895.126661915E-6	-4.353326932E-6	300.001200000E+0
2.251728396E+3	-720.000000000E-9	-118.028805100E-6	27.721165553E-6	-844.694443333E-6	73.178191488E-9	117.770271181E-9	4.387173893E-6	163.928895972E+0	-38.501618824E+0	1.173186727E+3	101.636377066E-3	163.569821085E-3	6.093297073E+0	6.059362851E-3	-23.914599244E-3	1.025263869E-3	-4.353326932E-6	300.001200000E+0
2.257685521E+3	-730.000000000E-9	-119.617067400E-6	28.107895467E-6	-859.592990000E-6	82.507606105E-9	106.210421215E-9	4.194768180E-6	163.858996438E+0	-38.503966393E+0	1.177524644E+3	113.024117952E-3	145.493727692E-3	5.746257780E+0	6.296189238E-3	-25.857839425E-3	671.206408500E-6	-4.353326932E-6	300.005000000E+0
2.263647382E+3	-740.000000000E-9	-121.286121767E-6	28.475667740E-6	-871.807646667E-6	74.488356503E-9	85.240947592E-9	3.871823480E-6	163.900164550E+0	-38.480632081E+0	1.178118441E+3	100.659941220E-3	115.190469719E-3	5.232193893E+0	5.991416577E-3	-27.190739284E-3	818.688586417E-6	-4.353326932E-6	300.003500000E+0
2.269576718E+3	-750.000000000E-9	-122.923186967E-6	28.886061913E-6	-885.258180000E-6	89.711878596E-9	100.717318584E-9	4.826684167E-6	163.897582622E+0	-38.514749218E+0	1.180344240E+3	119.615838128E-3	134.289758113E-3	6.435578890E+0	6.108492197E-3	-24.366817684E-3	743.464943150E-6	-4.353326932E-6	300.003800000E+0
2.275522739E+3	-760.000000000E-9	-124.534298533E-6	29.299262023E-6	-896.201006667E-6	95.672122512E-9	94.624892208E-9	5.435634704E-6	163.860919123E+0	-38.551660557E+0	1.179211851E+3	125.884371727E-3	124.506437115E-3	7.152150926E+0	6.206894797E-3	-24.201348833E-3	913.840665179E-6	-4.353326932E-6	300.002300000E+0
2.281479651E+3	-770.000000000E-9	-126.161965167E-6	29.729990940E-6	-906.781603333E-6	68.754460850E-9	101.901606756E-9	4.149139350E-6	163.846708009E+0	-38.610377844E+0	1.177638446E+3	89.291507598E-3	132.339749034E-3	5.388492663E+0	6.143764205E-3	-23.216458457E-3	945.126283048E-6	-4.353326932E-6	300.009800000E+0
2.287421255E+3	-780.000000000E-9	-127.795662533E-6	30.104323303E-6	-918.682426667E-6	82.987393454E-9	105.707181440E-9	2.982119315E-6	163.840592991E+0	-38.595286286E+0	1.177797983E+3	106.394094172E-3	135.522027488E-3	3.823229891E+0	6.121084727E-3	-26.714227728E-3	840.277997573E-6	-4.353326932E-6	300.003200000E+0
2.293335836E+3	-790.000000000E-9	-129.402097000E-6	30.474057270E-6	-930.137380000E-6	67.170872888E-9	104.431237320E-9	3.969982851E-6	163.800122785E+0	-38.574756038E+0	1.177389089E+3	85.026421377E-3	132.191439645E-3	5.025294748E+0	6.224966040E-3	-27.046473685E-3	872.984787367E-6	-4.353326932E-6	300.002300000E+0
2.299333487E+3	-800.000000000E-9	-131.045026033E-6	30.887138047E-6	-942.629256667E-6	83.958201146E-9	102.251007306E-9	4.624262554E-6	163.806282542E+0	-38.608922558E+0	1.178286571E+3	104.947751432E-3	127.813759132E-3	5.780328193E+0	6.086690172E-3	-24.208340269E-3	800.520231414E-6	-4.353326932E-6	299.998200000E+0
2.305341605E+3	-810.000000000E-9	-132.691101500E-6	31.284067033E-6	-956.295123333E-6	82.502240121E-9	92.322638928E-9	3.367556712E-6	163.816174691E+0	-38.622304979E+0	1.180611263E+3	101.854617433E-3	113.978566578E-3	4.157477422E+0	6.075055611E-3	-25.193423348E-3	731.750151228E-6	-4.353326932E-6	300.000900000E+0
2.311304492E+3	-820.000000000E-9	-134.297567933E-6	31.722491557E-6	-967.260650000E-6	89.813092423E-9	88.977894362E-9	3.979048512E-6	163.777521870E+0	-38.685965313E+0	1.179586159E+3	109.528161491E-3	108.509627271E-3	4.852498186E+0	6.224842171E-3	-22.808943086E-3	911.948901679E-6	-4.353326932E-6	300.002900000E+0
2.317263406E+3	-830.000000000E-9	-135.919818167E-6	32.137906937E-6	-979.353626667E-6	103.484720732E-9	93.607152910E-9	3.900004321E-6	163.758817068E+0	-38.720369803E+0	1.179944129E+3	124.680386424E-3	112.779702301E-3	4.698800386E+0	6.164277122E-3	-24.072291209E-3	826.926262710E-6	-4.353326932E-6	300.002000000E+0
2.323208410E+3	-840.000000000E-9	-137.564910433E-6	32.480617337E-6	-990.491963333E-6	71.641903409E-9	93.561321288E-9	4.163785854E-6	163.767750516E+0	-38.667401591E+0	1.179157099E+3	85.287980249E-3	111.382525343E-3	4.956887921E+0	6.078686407E-3	-29.179155345E-3	897.800120365E-6	-4.353326932E-6	300.006800000E+0
2.329169295E+3	-850.000000000E-9	-139.188751633E-6	32.877476020E-6	-998.864466667E-6	94.704687911E-9	101.138792270E-9	3.649775450E-6	163.751472510E+0	-38.679383553E+0	1.175134667E+3	111.417279896E-3	118.986814435E-3	4.293853470E+0	6.158237640E-3	-25.197886351E-3	1.194385908E-3	-4.353326932E-6	300.007100000E+0
2.335091041E+3	-860.000000000E-9	-140.825957700E-6	33.307029357E-6	-1.013503200E-3	111.856847229E-9	78.662841655E-9	4.714797881E-6	163.751113605E+0	-38.729103903E+0	1.178492093E+3	130.066101429E-3	91.468420529E-3	5.482323118E+0	6.107966617E-3	-23.279996095E-3	683.119213411E-6	-4.353326932E-6	300.002600000E+0
2.341038267E+3	-870.000000000E-9	-142.434806633E-6	33.713916230E-6	-1.025737933E-3	77.293429521E-9	104.316192829E-9	3.720946866E-6	163.718168544E+0	-38.751627851E+0	1.179009119E+3	88.843022438E-3	119.903669919E-3	4.276950421E+0	6.215623974E-3	-24.576855768E-3	817.345153961E-6	-4.353326932E-6	300.004900000E+0
2.346962518E+3	-880.000000000E-9	-144.113422867E-6	34.105220220E-6	-1.039026167E-3	66.844149897E-9	97.456640776E-9	4.432953636E-6	163.765253258E+0	-38.755932068E+0	1.180711553E+3	75.959261247E-3	110.746182700E-3	5.037447313E+0	5.957287795E-3	-25.555578925E-3	752.545485103E-6	-4.353326932E-6	300.001600000E+0
