[Main]
Experiment = "IvsV_400.0K"
Header length = 55    
Date = "20201201 17:53:20"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 4.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = -10.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 100.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 10.000000E-6
Auto-range = 1
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
997.341082096E+0	5.699999809E+0	1.458749200E-6	444.999294846E-12	3.907457025E+6	1.191990796E+3	1.259450067E+0	594.481680000E-3	528.577830808E-6	256.248690520E-6	863.376697653E+3	407.528367453E+3	362.350039889E+0	175.663294636E+0	399.999500000E+0
1.003662265E+3	5.800000191E+0	1.476693900E-6	345.691845036E-12	3.927692930E+6	919.467071469E+0	1.275116498E+0	601.874184467E-3	505.645446386E-6	306.556389157E-6	863.494118856E+3	407.582224364E+3	342.417237849E+0	207.596434953E+0	399.999500000E+0
1.009973014E+3	5.900000095E+0	1.494857967E-6	311.785457109E-12	3.946863332E+6	823.205023882E+0	1.291507597E+0	609.042569767E-3	696.918038536E-6	296.131516251E-6	863.966761703E+3	407.425041942E+3	466.210204632E+0	198.100102387E+0	400.010100000E+0
1.016477543E+3	6.000000000E+0	1.512051767E-6	374.946403833E-12	3.968118111E+6	983.981930039E+0	1.306121549E+0	615.572836900E-3	386.479983527E-6	278.325283009E-6	863.807428727E+3	407.110953785E+3	255.599703692E+0	184.071266041E+0	400.010100000E+0
1.022803352E+3	6.099999905E+0	1.528613967E-6	325.652817386E-12	3.990543092E+6	850.137202109E+0	1.320698513E+0	622.166931200E-3	431.314700309E-6	283.380331427E-6	863.984329246E+3	407.013768530E+3	282.160643377E+0	185.383842884E+0	400.010100000E+0
1.029139053E+3	6.199999809E+0	1.542647400E-6	492.574769399E-12	4.019064764E+6	1.283306801E+3	1.332842726E+0	628.287925567E-3	430.901800098E-6	279.207665526E-6	863.997000438E+3	407.279022780E+3	279.326176609E+0	180.992536289E+0	400.010100000E+0
1.035467925E+3	6.300000191E+0	1.557031000E-6	284.482470219E-12	4.046162338E+6	739.267398478E+0	1.345432043E+0	634.332701967E-3	564.837884690E-6	334.367714663E-6	864.100999488E+3	407.398890559E+3	362.765985193E+0	214.746986195E+0	400.010100000E+0
1.041796564E+3	6.400000095E+0	1.570866167E-6	312.179223870E-12	4.074185460E+6	809.665445536E+0	1.357516319E+0	639.809988433E-3	522.001379188E-6	297.701025216E-6	864.183306938E+3	407.297580157E+3	332.301624584E+0	189.513932843E+0	400.010100000E+0
1.048127777E+3	6.500000000E+0	1.582573633E-6	393.396920148E-12	4.107233852E+6	1.020978180E+3	1.368952720E+0	644.833894567E-3	407.798362759E-6	238.526896840E-6	865.016762043E+3	407.459015483E+3	257.680498506E+0	150.720883892E+0	400.010100000E+0
1.054455557E+3	6.599999905E+0	1.594404300E-6	373.661579323E-12	4.139476985E+6	970.120005186E+0	1.379158543E+0	649.669606233E-3	362.071127456E-6	263.202765205E-6	864.999261898E+3	407.468548745E+3	227.088654651E+0	165.079061318E+0	400.010100000E+0
1.060784431E+3	6.699999809E+0	1.604671567E-6	357.521128706E-12	4.175309109E+6	930.259659582E+0	1.388982116E+0	654.297365433E-3	465.768747974E-6	210.866943651E-6	865.586544428E+3	407.745347412E+3	290.257992757E+0	131.408163534E+0	400.010100000E+0
1.067307781E+3	6.800000191E+0	1.614511767E-6	390.125857971E-12	4.211799710E+6	1.017726851E+3	1.397191496E+0	658.495240133E-3	657.521324419E-6	199.239177787E-6	865.395672661E+3	407.860291717E+3	407.257065569E+0	123.405218779E+0	400.010100000E+0
1.073651600E+3	6.900000095E+0	1.623511867E-6	451.849054238E-12	4.250045988E+6	1.182855081E+3	1.405871830E+0	662.319508800E-3	499.905279825E-6	256.783589918E-6	865.944905731E+3	407.954830758E+3	307.915999931E+0	158.165514641E+0	399.998800000E+0
1.080132776E+3	7.000000000E+0	1.633080200E-6	588.456859814E-12	4.286378587E+6	1.544534606E+3	1.413918784E+0	666.473787667E-3	389.203850839E-6	255.357230747E-6	865.798742768E+3	408.108424600E+3	238.325007454E+0	156.365395127E+0	399.998800000E+0
1.086466234E+3	7.099999905E+0	1.641870933E-6	469.976957127E-12	4.324334977E+6	1.237818243E+3	1.421664377E+0	669.696826233E-3	446.794307462E-6	338.665604871E-6	865.880714578E+3	407.886401201E+3	272.125109466E+0	206.268104268E+0	399.998800000E+0
1.092810827E+3	7.199999809E+0	1.648541467E-6	367.687060845E-12	4.367496939E+6	974.116905866E+0	1.427234100E+0	672.848273433E-3	707.475193068E-6	250.252303770E-6	865.755656657E+3	408.147618388E+3	429.152197487E+0	151.802249946E+0	399.998800000E+0
1.099138499E+3	7.300000191E+0	1.654789733E-6	640.149116967E-12	4.411436718E+6	1.706547523E+3	1.434340813E+0	676.408678000E-3	447.172873614E-6	251.275269717E-6	866.781309899E+3	408.758082296E+3	270.229422268E+0	151.847249627E+0	399.998800000E+0
1.105470107E+3	7.400000095E+0	1.662888167E-6	666.288489001E-12	4.450088854E+6	1.783068181E+3	1.440479434E+0	679.340729100E-3	420.521120217E-6	313.665440167E-6	866.251539064E+3	408.530617222E+3	252.885989958E+0	188.626900145E+0	399.998800000E+0
1.111796505E+3	7.500000000E+0	1.669535267E-6	485.061740353E-12	4.492268088E+6	1.305170020E+3	1.446533023E+0	681.742540133E-3	491.317494261E-6	271.450932965E-6	866.428551634E+3	408.342700957E+3	294.283986730E+0	162.590715144E+0	399.998800000E+0
1.118131271E+3	7.599999905E+0	1.677081900E-6	592.248512029E-12	4.531680835E+6	1.600328065E+3	1.453266835E+0	685.107908233E-3	509.682952160E-6	291.114040331E-6	866.544940550E+3	408.511896905E+3	303.910591462E+0	173.583675509E+0	399.998800000E+0
1.124469975E+3	7.699999809E+0	1.683784833E-6	734.008742001E-12	4.573030744E+6	1.993511568E+3	1.459097575E+0	687.472480000E-3	575.369831360E-6	284.850986531E-6	866.558212258E+3	408.289982420E+3	341.712206910E+0	169.173032618E+0	399.998800000E+0
1.130800526E+3	7.800000191E+0	1.688487633E-6	692.451939492E-12	4.619518696E+6	1.894473266E+3	1.463382580E+0	689.960159067E-3	693.225657257E-6	334.778956227E-6	866.682438638E+3	408.626125206E+3	410.560103356E+0	198.271488412E+0	399.998800000E+0
1.137127991E+3	7.900000095E+0	1.694694067E-6	618.138916054E-12	4.661608399E+6	1.700319615E+3	1.469929514E+0	693.371472733E-3	690.287940093E-6	255.141330199E-6	867.371605636E+3	409.142562290E+3	407.323040583E+0	150.553032088E+0	399.998700000E+0
1.143638045E+3	8.000000000E+0	1.700905800E-6	564.306678665E-12	4.703376283E+6	1.560431300E+3	1.474137216E+0	695.421517000E-3	523.272883616E-6	387.594534658E-6	866.677752721E+3	408.853633752E+3	307.643658817E+0	227.875367735E+0	399.998700000E+0
1.149965383E+3	8.100000381E+0	1.706665633E-6	590.429445307E-12	4.746096847E+6	1.641935757E+3	1.479529360E+0	698.089531333E-3	712.047963134E-6	317.790671000E-6	866.912259068E+3	409.037082425E+3	417.215856010E+0	186.205584031E+0	399.998700000E+0
1.156297198E+3	8.199999809E+0	1.712331167E-6	534.727328731E-12	4.788793178E+6	1.495445877E+3	1.483762102E+0	700.241410467E-3	514.090868854E-6	373.713566932E-6	866.515853485E+3	408.940410651E+3	300.228646690E+0	218.248417249E+0	399.998700000E+0
1.162619925E+3	8.300000191E+0	1.718175167E-6	779.139936231E-12	4.830706643E+6	2.190577852E+3	1.489560765E+0	703.191975767E-3	517.266180672E-6	267.501275104E-6	866.943484129E+3	409.266755456E+3	301.055556329E+0	155.689175524E+0	399.998700000E+0
1.168939651E+3	8.399999619E+0	1.724474233E-6	507.217744396E-12	4.871049655E+6	1.432716576E+3	1.494152609E+0	705.814425267E-3	630.110957297E-6	294.377271077E-6	866.439509573E+3	409.292531963E+3	365.393083363E+0	170.705520203E+0	399.998700000E+0
1.175265045E+3	8.500000000E+0	1.729556500E-6	456.013214418E-12	4.914554685E+6	1.295766793E+3	1.498796487E+0	707.814819033E-3	396.670599715E-6	255.087854019E-6	866.578505337E+3	409.246427644E+3	229.348159320E+0	147.487436241E+0	399.998700000E+0
1.181591506E+3	8.600000381E+0	1.735181100E-6	619.593601512E-12	4.956255218E+6	1.769765715E+3	1.503448932E+0	710.242978367E-3	375.249970296E-6	289.774489897E-6	866.450730513E+3	409.319222280E+3	216.259830341E+0	166.999565577E+0	399.998700000E+0
1.187926379E+3	8.699999809E+0	1.739795667E-6	538.285485935E-12	5.000587124E+6	1.547160693E+3	1.507383054E+0	712.655819200E-3	513.761696258E-6	351.987103624E-6	866.413845534E+3	409.620412819E+3	295.300020630E+0	202.315197335E+0	399.998700000E+0
1.194260312E+3	8.800000191E+0	1.744866433E-6	707.295611190E-12	5.043366084E+6	2.044368915E+3	1.513272701E+0	714.997202467E-3	562.451223892E-6	221.724736190E-6	867.271369367E+3	409.771882138E+3	322.346291468E+0	127.072612525E+0	399.998700000E+0
1.200589318E+3	8.899999619E+0	1.750330500E-6	354.278552983E-12	5.084753776E+6	1.029188036E+3	1.517692291E+0	717.407925367E-3	356.118329143E-6	353.329780738E-6	867.088981576E+3	409.869979051E+3	203.457763630E+0	201.864608277E+0	399.998400000E+0
1.207082558E+3	9.000000000E+0	1.756637933E-6	455.914384986E-12	5.123423461E+6	1.329723338E+3	1.522854758E+0	720.083423067E-3	431.375569556E-6	318.582385954E-6	866.914421636E+3	409.921367063E+3	245.568857059E+0	181.359163382E+0	399.998400000E+0
1.213410727E+3	9.100000381E+0	1.761712767E-6	468.779830928E-12	5.165427959E+6	1.374485382E+3	1.527621566E+0	722.260202300E-3	540.995970995E-6	310.456695551E-6	867.122946811E+3	409.976141381E+3	307.085230482E+0	176.224354744E+0	399.998400000E+0
1.219742780E+3	9.199999809E+0	1.768040733E-6	482.504524426E-12	5.203499917E+6	1.420053399E+3	1.532062860E+0	724.224903267E-3	477.234278764E-6	252.790540191E-6	866.531427198E+3	409.620032849E+3	269.922671897E+0	142.977780673E+0	399.998400000E+0
1.226077761E+3	9.300000191E+0	1.772551400E-6	466.782057983E-12	5.246674478E+6	1.381654439E+3	1.537068001E+0	726.755725700E-3	536.991883344E-6	255.115345065E-6	867.150030929E+3	410.005445089E+3	302.948553900E+0	143.925499179E+0	399.998400000E+0
1.232411411E+3	9.399999619E+0	1.777676200E-6	556.091557830E-12	5.287801917E+6	1.654126891E+3	1.541340872E+0	728.994584800E-3	572.140324945E-6	314.294687024E-6	867.053781598E+3	410.082885061E+3	321.847322333E+0	176.800863411E+0	399.998400000E+0
1.238744640E+3	9.500000000E+0	1.788111700E-6	1.043216649E-9	5.312867200E+6	3.099622643E+3	1.550782513E+0	733.948575933E-3	495.872053248E-6	334.226773141E-6	867.273846856E+3	410.460138443E+3	277.316038617E+0	186.916048444E+0	399.998400000E+0
1.245075827E+3	9.600000381E+0	1.793886167E-6	529.806281014E-12	5.351510347E+6	1.580514888E+3	1.555008769E+0	736.022884667E-3	489.230889203E-6	320.786416142E-6	866.838039983E+3	410.295200634E+3	272.721256395E+0	178.822058001E+0	399.998400000E+0
1.251402531E+3	9.699999809E+0	1.800322267E-6	453.070667650E-12	5.387924145E+6	1.355929677E+3	1.559831662E+0	738.135822567E-3	385.517054971E-6	319.376022488E-6	866.418024825E+3	410.002051429E+3	214.137803053E+0	177.399362548E+0	399.998400000E+0
1.257734080E+3	9.800000191E+0	1.806117133E-6	389.837077670E-12	5.426004776E+6	1.171163158E+3	1.565033125E+0	740.435440100E-3	633.343377867E-6	350.714972870E-6	866.518065809E+3	409.959811817E+3	350.665727144E+0	194.181742921E+0	399.998400000E+0
1.264059902E+3	9.899999619E+0	1.811146133E-6	472.200259485E-12	5.466151757E+6	1.425129773E+3	1.568904964E+0	742.526127233E-3	521.777519570E-6	257.748189352E-6	866.249793685E+3	409.975823357E+3	288.092445975E+0	142.312199225E+0	400.006300000E+0
1.270555439E+3	10.000000000E+0	1.815483967E-6	440.418021127E-12	5.508173128E+6	1.336227008E+3	1.572405612E+0	744.307039033E-3	633.643560063E-6	282.957731566E-6	866.108233876E+3	409.977203159E+3	349.021843044E+0	155.858017345E+0	400.006300000E+0
