[Main]
Experiment = "IvsV_300.0K"
Header length = 55    
Date = "20201130 11:46:23"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = -10.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 100.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 10.000000E-6
Auto-range = 1
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
63.687509060E+0	-9.000000000E+0	-937.403413333E-12	60.187322876E-12	9.600989149E+9	616.445199195E+6	-4.807825302E+0	-2.612635078E+0	271.004373343E-3	200.024560358E-3	5.128875395E+9	2.787097893E+9	289.101116433E+6	213.381514845E+6	300.049800000E+0
70.009303570E+0	-8.899999619E+0	-870.222876667E-12	59.658810740E-12	10.227264598E+9	701.138132973E+6	-4.775676211E+0	-2.610276275E+0	274.165580616E-3	196.996103902E-3	5.487877117E+9	2.999549133E+9	315.052141201E+6	226.374310747E+6	300.049800000E+0
76.330736160E+0	-8.800000191E+0	-935.733763333E-12	61.252013303E-12	9.404384597E+9	615.599771012E+6	-4.747222543E+0	-2.596644415E+0	273.846032705E-3	198.185580778E-3	5.073261999E+9	2.774982069E+9	292.653790465E+6	211.796975319E+6	300.049800000E+0
82.663812160E+0	-8.699999809E+0	-855.229610000E-12	52.026148793E-12	10.172706496E+9	618.835848998E+6	-4.714365763E+0	-2.580871492E+0	271.661523914E-3	197.010821582E-3	5.512397733E+9	3.017752732E+9	317.647472372E+6	230.360150395E+6	300.049800000E+0
88.988346577E+0	-8.600000381E+0	-866.406313333E-12	47.855441634E-12	9.926059228E+9	548.260026175E+6	-4.685940607E+0	-2.566228584E+0	274.541601057E-3	196.567887252E-3	5.408479295E+9	2.961922766E+9	316.873961826E+6	226.877256348E+6	300.049800000E+0
95.308995247E+0	-8.500000000E+0	-875.674936667E-12	60.886807238E-12	9.706798315E+9	674.926200547E+6	-4.655045983E+0	-2.553014871E+0	272.796821516E-3	198.664645847E-3	5.315952059E+9	2.915482405E+9	311.527497355E+6	226.870311721E+6	300.049800000E+0
101.638674736E+0	-8.399999619E+0	-880.735300000E-12	61.509489023E-12	9.537484893E+9	666.086419307E+6	-4.619638779E+0	-2.541101377E+0	270.841109970E-3	199.273708657E-3	5.245206794E+9	2.885204416E+9	307.517037151E+6	226.258341930E+6	300.049800000E+0
107.968855381E+0	-8.300000191E+0	-817.268786667E-12	59.744053200E-12	10.155777788E+9	742.408542178E+6	-4.582804126E+0	-2.521868264E+0	271.582060534E-3	197.152424444E-3	5.607462564E+9	3.085726881E+9	332.304457193E+6	241.233273142E+6	300.049800000E+0
114.301074028E+0	-8.199999809E+0	-838.532290000E-12	46.725227970E-12	9.778991110E+9	544.911143409E+6	-4.546726327E+0	-2.504782169E+0	273.238313188E-3	199.728268523E-3	5.422243581E+9	2.987102821E+9	325.853060695E+6	238.187927769E+6	300.049800000E+0
120.636457920E+0	-8.100000381E+0	-811.203523333E-12	49.057091940E-12	9.985164202E+9	603.847375157E+6	-4.516625059E+0	-2.489505984E+0	272.556457227E-3	197.270161640E-3	5.567807498E+9	3.068904304E+9	335.990228577E+6	243.182081889E+6	300.128200000E+0
127.096004009E+0	-8.000000000E+0	-793.058036667E-12	42.403539810E-12	10.087534115E+9	539.364251613E+6	-4.471723328E+0	-2.464456893E+0	274.531942022E-3	201.661170445E-3	5.638582703E+9	3.107536622E+9	346.168791349E+6	254.282992065E+6	300.128200000E+0
133.422920227E+0	-7.900000095E+0	-773.736903333E-12	57.835387730E-12	10.210189098E+9	763.192556476E+6	-4.452634952E+0	-2.462124100E+0	274.485552478E-3	200.289786159E-3	5.754714468E+9	3.182120550E+9	354.753083762E+6	258.860324868E+6	300.128200000E+0
139.752089024E+0	-7.800000191E+0	-752.115516667E-12	40.106900496E-12	10.370747602E+9	553.024811907E+6	-4.444891984E+0	-2.459605559E+0	276.103623949E-3	198.375635694E-3	5.909852790E+9	3.270249722E+9	367.102682807E+6	263.756871516E+6	300.128200000E+0
146.080378532E+0	-7.699999809E+0	-686.315250000E-12	50.061965086E-12	11.219333694E+9	818.373031482E+6	-4.432837863E+0	-2.452511747E+0	274.820966305E-3	200.140633441E-3	6.458894602E+9	3.573447839E+9	400.429636825E+6	291.616182856E+6	300.128200000E+0
152.409426689E+0	-7.599999905E+0	-697.816146667E-12	53.704397537E-12	10.891120736E+9	838.187938756E+6	-4.414232847E+0	-2.446134345E+0	273.456411289E-3	198.300280503E-3	6.325782039E+9	3.505413793E+9	391.874582718E+6	284.172674207E+6	300.128200000E+0
158.733157158E+0	-7.500000000E+0	-691.971876667E-12	60.768331222E-12	10.838590776E+9	951.835033322E+6	-4.381928995E+0	-2.431678634E+0	271.291488235E-3	199.383081166E-3	6.332524692E+9	3.514129282E+9	392.055656281E+6	288.137549935E+6	300.128200000E+0
165.059178829E+0	-7.400000095E+0	-645.747930000E-12	56.457047789E-12	11.459580049E+9	1.001898773E+9	-4.355617283E+0	-2.420516291E+0	273.789742273E-3	200.168912251E-3	6.745073551E+9	3.748391870E+9	423.988571319E+6	309.979951853E+6	300.128200000E+0
171.383049965E+0	-7.300000191E+0	-615.437216667E-12	43.964062475E-12	11.861486425E+9	847.331159214E+6	-4.329919038E+0	-2.405279932E+0	273.889886097E-3	197.978628405E-3	7.035517062E+9	3.908245824E+9	445.033024782E+6	321.687774226E+6	300.128200000E+0
177.703910828E+0	-7.199999809E+0	-632.032096667E-12	60.142834440E-12	11.391826218E+9	1.084022033E+9	-4.295477176E+0	-2.388061418E+0	273.335350728E-3	200.008672901E-3	6.796295946E+9	3.778386304E+9	432.470680159E+6	316.453347790E+6	300.128200000E+0
184.027026653E+0	-7.099999905E+0	-606.049420000E-12	49.094816290E-12	11.715216070E+9	949.025544444E+6	-4.042474806E+0	-2.548753309E+0	283.611452929E-3	187.212340081E-3	6.670206542E+9	4.205520581E+9	467.967534610E+6	308.906062612E+6	299.986300000E+0
190.568492889E+0	-7.000000000E+0	-563.880676667E-12	50.961188352E-12	12.413973895E+9	1.121923286E+9	-4.326130156E+0	-2.262528986E+0	269.735119459E-3	202.346853930E-3	7.672066690E+9	4.012425110E+9	478.354961645E+6	358.846937487E+6	299.986300000E+0
196.906429768E+0	-6.900000095E+0	-544.133530000E-12	61.133711945E-12	12.680711103E+9	1.424685113E+9	-4.254327340E+0	-2.298498913E+0	270.561996574E-3	197.766313540E-3	7.818535534E+9	4.224144968E+9	497.234560373E+6	363.451804817E+6	299.986300000E+0
203.231750011E+0	-6.800000191E+0	-512.818116667E-12	54.359928207E-12	13.260062330E+9	1.405597838E+9	-4.206810875E+0	-2.309165711E+0	273.371792574E-3	200.887769756E-3	8.203319536E+9	4.502894176E+9	533.077486324E+6	391.732981396E+6	299.986300000E+0
209.557744026E+0	-6.699999809E+0	-475.368446667E-12	48.165857296E-12	14.094330106E+9	1.428082779E+9	-4.171010933E+0	-2.306929154E+0	274.143064200E-3	198.484434003E-3	8.774269648E+9	4.852928650E+9	576.695963147E+6	417.538091548E+6	299.986300000E+0
215.880857944E+0	-6.599999905E+0	-495.899370000E-12	72.934854578E-12	13.309151622E+9	1.957455679E+9	-4.136466680E+0	-2.295736549E+0	271.274063406E-3	198.208274446E-3	8.341342882E+9	4.629440342E+9	547.034498966E+6	399.694547799E+6	299.986300000E+0
222.205679417E+0	-6.500000000E+0	-490.924500000E-12	47.237425399E-12	13.240325142E+9	1.274002155E+9	-4.099021273E+0	-2.284788193E+0	273.458371341E-3	198.651106577E-3	8.349596064E+9	4.654052085E+9	557.027346040E+6	404.646960128E+6	299.986300000E+0
228.525680065E+0	-6.400000095E+0	-435.449130000E-12	46.111252846E-12	14.697469014E+9	1.556367124E+9	-4.071106603E+0	-2.274162246E+0	274.477792214E-3	199.358058592E-3	9.349212853E+9	5.222566977E+9	630.332622812E+6	457.821694562E+6	299.986300000E+0
234.843517780E+0	-6.300000191E+0	-474.193033333E-12	79.026819878E-12	13.285729118E+9	2.214138227E+9	-4.038607688E+0	-2.258944824E+0	272.102698106E-3	197.891224067E-3	8.516800974E+9	4.763766368E+9	573.822639682E+6	417.322082267E+6	299.986300000E+0
241.170265675E+0	-6.199999809E+0	-434.205156667E-12	51.777110450E-12	14.278964020E+9	1.702705474E+9	-4.003620297E+0	-2.241699429E+0	272.818408297E-3	197.816196325E-3	9.220572892E+9	5.162765560E+9	628.316831590E+6	455.582328509E+6	299.986300000E+0
247.502452374E+0	-6.099999905E+0	-384.045003333E-12	44.444548871E-12	15.883554926E+9	1.838163307E+9	-3.976353652E+0	-2.226876073E+0	274.000026092E-3	198.171094041E-3	10.353874200E+9	5.798476880E+9	713.458120047E+6	516.010082988E+6	300.004400000E+0
253.977999210E+0	-6.000000000E+0	-375.526300000E-12	47.021207807E-12	15.977576005E+9	2.000618656E+9	-3.925932320E+0	-2.199164470E+0	273.920760979E-3	199.488005181E-3	10.454480339E+9	5.856219577E+9	729.431629632E+6	531.222460800E+6	300.004400000E+0
260.312473774E+0	-5.900000095E+0	-361.282693333E-12	50.696756119E-12	16.330702257E+9	2.291595044E+9	-3.904489537E+0	-2.192704916E+0	273.800525868E-3	198.910232095E-3	10.807297467E+9	6.069222126E+9	757.856744649E+6	550.566732826E+6	300.004400000E+0
266.627192020E+0	-5.800000191E+0	-312.468703333E-12	60.639828092E-12	18.561859568E+9	3.602242277E+9	-3.877036624E+0	-2.180869294E+0	272.542834229E-3	197.816831706E-3	12.407759826E+9	6.979480731E+9	872.224422226E+6	633.077263725E+6	300.004400000E+0
272.960454464E+0	-5.699999809E+0	-297.321686667E-12	71.297355942E-12	19.171153888E+9	4.597217909E+9	-3.842553438E+0	-2.170917909E+0	269.649324436E-3	200.033861850E-3	12.923892235E+9	7.301579421E+9	906.927871487E+6	672.785978353E+6	300.004400000E+0
279.283515453E+0	-5.599999905E+0	-268.937100000E-12	55.095789469E-12	20.822712466E+9	4.265844252E+9	-3.816395603E+0	-2.154503861E+0	274.117554629E-3	197.923970892E-3	14.190662439E+9	8.011181281E+9	1.019262700E+9	735.948929665E+6	300.004400000E+0
285.604717255E+0	-5.500000000E+0	-240.364373333E-12	65.002648551E-12	22.881926817E+9	6.188046200E+9	-3.789560471E+0	-2.143973256E+0	272.178304664E-3	199.864637481E-3	15.765899156E+9	8.919679845E+9	1.132357100E+9	831.506910570E+6	300.004400000E+0
291.960453033E+0	-5.400000095E+0	-210.718526667E-12	53.093450144E-12	25.626603321E+9	6.456977501E+9	-3.756609390E+0	-2.129095819E+0	272.288115633E-3	198.925348289E-3	17.827617958E+9	10.103980189E+9	1.292188779E+9	944.033500214E+6	300.004400000E+0
298.277429104E+0	-5.300000191E+0	-200.580150000E-12	61.487795222E-12	26.423353411E+9	8.100072433E+9	-3.728237390E+0	-2.114377585E+0	273.206642820E-3	197.557573334E-3	18.587269928E+9	10.541310221E+9	1.362082154E+9	984.930828568E+6	300.004400000E+0
304.603468895E+0	-5.199999809E+0	-207.055223333E-12	53.594643060E-12	25.114072109E+9	6.500583317E+9	-3.700312432E+0	-2.098202360E+0	272.227695032E-3	197.155123109E-3	17.871137816E+9	10.133539865E+9	1.314758887E+9	952.186184609E+6	300.004400000E+0
311.059473038E+0	-5.099999905E+0	-203.885573333E-12	45.647614375E-12	25.014030278E+9	5.600351165E+9	-3.655188329E+0	-2.072667743E+0	274.306164522E-3	200.582887089E-3	17.927645736E+9	10.165838165E+9	1.345392712E+9	983.801275441E+6	299.994100000E+0
317.543219566E+0	-5.000000000E+0	-174.699995667E-12	53.347969428E-12	28.620492982E+9	8.739812378E+9	-3.611320841E+0	-2.048263947E+0	273.426801562E-3	197.196370185E-3	20.671556559E+9	11.724464784E+9	1.565121971E+9	1.128771466E+9	299.994100000E+0
323.873534679E+0	-4.900000095E+0	-151.782932667E-12	44.625739131E-12	32.282945185E+9	9.491517030E+9	-3.597367690E+0	-2.046247545E+0	273.507922194E-3	201.114554577E-3	23.700739122E+9	13.481407356E+9	1.801967569E+9	1.325014289E+9	299.994100000E+0
330.202156067E+0	-4.800000191E+0	-116.719096067E-12	54.094824629E-12	41.124377694E+9	19.059571863E+9	-3.352263724E+0	-2.213454242E+0	283.975444473E-3	187.923098476E-3	28.720782088E+9	18.963942630E+9	2.432981869E+9	1.610045869E+9	299.994100000E+0
336.530244827E+0	-4.699999809E+0	-93.070462200E-12	50.574784936E-12	50.499371102E+9	27.441518743E+9	-3.672971077E+0	-1.947898325E+0	267.235623364E-3	204.011859044E-3	39.464412129E+9	20.929286041E+9	2.871325843E+9	2.192015106E+9	299.994100000E+0
342.861611366E+0	-4.599999905E+0	-81.638209667E-12	44.944102855E-12	56.346163438E+9	31.020128631E+9	-3.579133034E+0	-1.975624975E+0	266.784915425E-3	200.251115589E-3	43.841395448E+9	24.199758700E+9	3.267892774E+9	2.452909200E+9	299.994100000E+0
349.183910847E+0	-4.500000000E+0	-56.932590333E-12	49.419092350E-12	79.040844157E+9	68.609679516E+9	-3.519405142E+0	-1.981693486E+0	271.823156485E-3	198.556989735E-3	61.817056295E+9	34.807716882E+9	4.774473722E+9	3.487580463E+9	299.994100000E+0
355.504583359E+0	-4.400000095E+0	-36.062421300E-12	55.526046513E-12	122.010667525E+9	187.862316389E+9	-3.249863833E+0	-2.147816188E+0	279.095106752E-3	186.450102223E-3	90.117737953E+9	59.558291168E+9	7.739222623E+9	5.170204759E+9	299.994100000E+0
361.829109192E+0	-4.300000191E+0	-43.013216333E-12	69.049499426E-12	99.969278219E+9	160.481573048E+9	-3.553268495E+0	-1.877701786E+0	263.894994663E-3	201.565784916E-3	82.608760707E+9	43.654066038E+9	6.135207203E+9	4.686136079E+9	299.994100000E+0
368.156314850E+0	-4.199999809E+0	-16.910873900E-12	57.203015939E-12	248.360896906E+9	840.109886004E+9	-3.458977221E+0	-1.913473067E+0	268.734866754E-3	201.809513347E-3	204.541600952E+9	113.150454434E+9	15.891246564E+9	11.933712861E+9	299.994100000E+0
374.489758492E+0	-4.099999905E+0	13.740835367E-12	46.472517551E-12	-298.380687580E+9	1.009145468E+12	-3.394170232E+0	-1.917145020E+0	270.001289911E-3	198.553407756E-3	-247.013383206E+9	-139.521722552E+9	19.649554245E+9	14.449878953E+9	300.003200000E+0
380.994521141E+0	-4.000000000E+0	1.762665333E-12	66.777983421E-12	NaN	NaN	-3.326823228E+0	-1.893497598E+0	272.063354933E-3	198.308551335E-3	NaN	NaN	NaN	NaN	300.003200000E+0
387.317359447E+0	-3.900000095E+0	14.575382900E-12	45.683943397E-12	-267.574452220E+9	838.664494337E+9	-3.075068153E+0	-2.066667111E+0	280.880541851E-3	188.698011109E-3	-210.976835012E+9	-141.791617060E+9	19.270885971E+9	12.946350185E+9	300.003200000E+0
393.643078804E+0	-3.799999952E+0	54.937669400E-12	47.913028195E-12	-69.169296656E+9	60.324919079E+9	-3.150089917E+0	-1.960583111E+0	277.609497436E-3	192.974922244E-3	-57.339343873E+9	-35.687409618E+9	5.053172085E+9	3.512615740E+9	300.003200000E+0
399.973289013E+0	-3.700000048E+0	71.669348033E-12	55.209413793E-12	-51.625976086E+9	39.769301025E+9	-3.422724262E+0	-1.763455806E+0	262.482848529E-3	206.314002236E-3	-47.757156380E+9	-24.605439486E+9	3.662414348E+9	2.878692327E+9	300.003200000E+0
406.300577641E+0	-3.599999905E+0	112.321333000E-12	57.390115007E-12	-32.050900826E+9	16.376273637E+9	-3.305084199E+0	-1.815958001E+0	268.205125041E-3	201.778646789E-3	-29.425257967E+9	-16.167525374E+9	2.387837803E+9	1.796440991E+9	300.003200000E+0
412.628870010E+0	-3.500000000E+0	129.939215000E-12	70.625456855E-12	-26.935671421E+9	14.640261601E+9	-3.233977488E+0	-1.830240198E+0	269.277971480E-3	200.642163384E-3	-24.888387141E+9	-14.085356744E+9	2.072337989E+9	1.544123253E+9	300.003200000E+0
418.956922531E+0	-3.400000095E+0	100.974934833E-12	44.569226706E-12	-33.671723591E+9	14.862328803E+9	-3.180846559E+0	-1.827086640E+0	269.944963464E-3	199.239459833E-3	-31.501347972E+9	-18.094457237E+9	2.673385865E+9	1.973157598E+9	300.003200000E+0
425.285869122E+0	-3.299999952E+0	168.291850333E-12	51.157036010E-12	-19.608792379E+9	5.960643346E+9	-3.140177874E+0	-1.817435331E+0	270.860057314E-3	198.930522458E-3	-18.659120261E+9	-10.799306845E+9	1.609466274E+9	1.182056779E+9	300.003200000E+0
431.613270760E+0	-3.200000048E+0	139.395543000E-12	58.056677758E-12	-22.956257989E+9	9.561023573E+9	-3.100675557E+0	-1.803025923E+0	270.282682365E-3	198.928849802E-3	-22.243720930E+9	-12.934602388E+9	1.938962154E+9	1.427081853E+9	300.003200000E+0
437.939275265E+0	-3.099999905E+0	163.776527333E-12	52.619175421E-12	-18.928230773E+9	6.081383649E+9	-3.068113579E+0	-1.789528452E+0	270.798754345E-3	199.295954206E-3	-18.733536659E+9	-10.926647924E+9	1.653464991E+9	1.216877397E+9	299.999700000E+0
444.447791576E+0	-3.000000000E+0	201.532164333E-12	60.469986339E-12	-14.885961305E+9	4.466551926E+9	-2.790587140E+0	-1.926498291E+0	280.668940669E-3	187.226324458E-3	-13.846857395E+9	-9.559259673E+9	1.392675663E+9	929.014607059E+6	299.999700000E+0
450.782231331E+0	-2.900000095E+0	173.794772667E-12	48.202603799E-12	-16.686348219E+9	4.628018551E+9	-3.110220692E+0	-1.671638514E+0	263.624478602E-3	203.424724831E-3	-17.895939241E+9	-9.618462558E+9	1.516872312E+9	1.170488167E+9	299.999700000E+0
457.103786469E+0	-2.799999952E+0	215.333376667E-12	38.226283718E-12	-13.003093137E+9	2.308327372E+9	-3.027512472E+0	-1.705550766E+0	268.701930959E-3	198.924035654E-3	-14.059652615E+9	-7.920512798E+9	1.247841534E+9	923.795645306E+6	299.999700000E+0
463.434226513E+0	-2.700000048E+0	212.846020000E-12	42.472359621E-12	-12.685226849E+9	2.531273625E+9	-2.971723171E+0	-1.708364554E+0	268.508822077E-3	198.108857842E-3	-13.961845145E+9	-8.026293156E+9	1.261516763E+9	930.761391930E+6	299.999700000E+0
469.751588345E+0	-2.599999905E+0	278.834440000E-12	60.365230576E-12	-9.324529296E+9	2.018679475E+9	-2.927395194E+0	-1.707924123E+0	268.649715415E-3	199.024468826E-3	-10.498685867E+9	-6.125226578E+9	963.473936058E+6	713.772907055E+6	299.999700000E+0
476.074282646E+0	-2.500000000E+0	286.007016667E-12	61.617352806E-12	-8.741044290E+9	1.883170617E+9	-2.888880927E+0	-1.696516611E+0	270.855601536E-3	198.731235400E-3	-10.100734452E+9	-5.931730733E+9	947.024323715E+6	694.847412192E+6	299.999700000E+0
482.414011478E+0	-2.400000095E+0	242.031506667E-12	44.648746815E-12	-9.916064765E+9	1.829265418E+9	-2.634463771E+0	-1.861683648E+0	278.215233447E-3	187.391981917E-3	-10.884796807E+9	-7.691906207E+9	1.149500068E+9	774.246231402E+6	299.999700000E+0
488.735733032E+0	-2.299999952E+0	308.155466667E-12	55.823970857E-12	-7.463764889E+9	1.352099958E+9	-2.946569954E+0	-1.591318979E+0	263.248862155E-3	200.204129359E-3	-9.561959053E+9	-5.164013463E+9	854.272893493E+6	649.685470533E+6	299.999700000E+0
495.052851200E+0	-2.200000048E+0	328.908026667E-12	69.251996428E-12	-6.688800118E+9	1.408335232E+9	-2.858315216E+0	-1.618323693E+0	266.306525650E-3	197.389012693E-3	-8.690317609E+9	-4.920292487E+9	809.668673485E+6	600.134374017E+6	299.999700000E+0
501.380914688E+0	-2.099999905E+0	314.052143333E-12	61.032797810E-12	-6.686787367E+9	1.299508219E+9	-2.796368261E+0	-1.623368107E+0	268.026916064E-3	197.639016811E-3	-8.904152766E+9	-5.169103736E+9	853.447179883E+6	629.319114696E+6	300.000100000E+0
507.854070663E+0	-2.000000000E+0	367.908686667E-12	35.328773890E-12	-5.436131498E+9	522.009584142E+6	-2.510829521E+0	-1.773422964E+0	280.295354468E-3	186.333962757E-3	-6.824599724E+9	-4.820280217E+9	761.861202593E+6	506.467962051E+6	300.000100000E+0
514.195590019E+0	-1.899999976E+0	359.048920000E-12	52.767886735E-12	-5.291757948E+9	777.707071320E+6	-2.823577479E+0	-1.523141968E+0	263.055019436E-3	202.839628858E-3	-7.864046714E+9	-4.242157220E+9	732.643951236E+6	564.935911402E+6	300.000100000E+0
520.521949768E+0	-1.799999952E+0	403.467350000E-12	44.087163971E-12	-4.461327422E+9	487.492416847E+6	-2.735060521E+0	-1.556372845E+0	266.200845414E-3	198.905493633E-3	-6.778889348E+9	-3.857493909E+9	659.782868214E+6	492.990309210E+6	300.000100000E+0
526.844734669E+0	-1.700000048E+0	435.293506667E-12	41.467712193E-12	-3.905410997E+9	372.044279826E+6	-2.455189169E+0	-1.737342279E+0	278.280997387E-3	187.769447920E-3	-5.640307360E+9	-3.991197323E+9	639.295080503E+6	431.362850683E+6	300.000100000E+0
533.176452160E+0	-1.600000024E+0	457.273003333E-12	53.172808364E-12	-3.499003904E+9	406.872618098E+6	-2.760052041E+0	-1.484207654E+0	263.861971360E-3	201.687604729E-3	-6.035895452E+9	-3.245780187E+9	577.033783836E+6	441.066066133E+6	300.000100000E+0
539.501204967E+0	-1.500000000E+0	468.364866667E-12	49.558268135E-12	-3.202631339E+9	338.874398834E+6	-2.661499323E+0	-1.518847869E+0	264.789923154E-3	200.872909537E-3	-5.682534093E+9	-3.242873189E+9	565.349670735E+6	428.881250138E+6	300.000100000E+0
545.828417778E+0	-1.399999976E+0	499.458950000E-12	43.142470708E-12	-2.803033114E+9	242.121547792E+6	-2.594454743E+0	-1.523909064E+0	262.751572346E-3	198.486819482E-3	-5.194530487E+9	-3.051119744E+9	526.072407645E+6	397.403669474E+6	300.000100000E+0
