[Main]
Experiment = "VvsI_400.0K"
Header length = 61    
Date = "20201201 16:56:00"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 4.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration3]
Voltage meter = "Keithley 6430"
Auto-range = "Manual"
GPIB = "GPIB0::9::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear"
Current source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial current (A) = -1.000000E-9
Final current (A) = 1.000000E-9
Current step (A) = 1.000000E-11
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 10.000000
Auto-range = 1
Manual range (A) = 0.000010
Check output compliance = "Abort"
Inital delay (s) = 1.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	dI/dV 3 (A/V)	Temperature (K)
169.668861389E+0	-900.000000000E-12	-3.869289456E-3	-1.922576089E-3	5.646514267E-3	385.480848258E-6	223.987724831E-6	28.992249696E-6	4.299210507E+6	2.136195654E+6	-6.273904741E+6	428.312053620E+3	248.875249812E+3	32.213610773E+3	477.637764105E-9	-1.391428826E-6	476.522529191E-9	400.004000000E+0
186.491763115E+0	-890.000000000E-12	-3.871205128E-3	-1.911978052E-3	5.689598267E-3	330.833284192E-6	216.256372697E-6	20.832415918E-6	4.349668684E+6	2.148289946E+6	-6.392807041E+6	371.722791227E+3	242.984688424E+3	23.407208896E+3	-5.220099401E-6	943.570994753E-9	232.104725652E-9	400.002600000E+0
203.504162312E+0	-880.000000000E-12	-3.820437675E-3	-1.895698029E-3	5.719906633E-3	296.123781042E-6	219.359509781E-6	21.713681969E-6	4.341406449E+6	2.154202306E+6	-6.499893902E+6	336.504296639E+3	249.272170205E+3	24.674638601E+3	196.976594433E-9	614.249746453E-9	329.941897232E-9	400.002600000E+0
220.323566437E+0	-870.000000000E-12	-3.831652135E-3	-1.878747123E-3	5.737960500E-3	316.697090094E-6	190.383102695E-6	8.538160271E-6	4.404197856E+6	2.159479452E+6	-6.595356897E+6	364.019643786E+3	218.831152523E+3	9.813977323E+3	-891.705913369E-9	589.938968454E-9	553.897964610E-9	400.002600000E+0
237.148213387E+0	-860.000000000E-12	-3.816808884E-3	-1.890054010E-3	5.784913767E-3	342.113767457E-6	234.227420642E-6	24.313143950E-6	4.438149866E+6	2.197737221E+6	-6.726643915E+6	397.806706345E+3	272.357465862E+3	28.271097616E+3	673.706873553E-9	-884.416779757E-9	212.977726789E-9	400.002600000E+0
254.123662949E+0	-850.000000000E-12	-3.809677868E-3	-1.891742374E-3	5.844806100E-3	277.032630805E-6	210.544353501E-6	25.948868585E-6	4.481973963E+6	2.225579263E+6	-6.876242471E+6	325.920742124E+3	247.699239413E+3	30.528080688E+3	1.402324718E-6	-5.922893405E-6	166.966278377E-9	400.000900000E+0
271.107247829E+0	-840.000000000E-12	-3.792044605E-3	-1.876824029E-3	5.887263467E-3	345.825289371E-6	181.140315678E-6	23.800868203E-6	4.514338816E+6	2.234314320E+6	-7.008646984E+6	411.696773061E+3	215.643232950E+3	28.334366908E+3	567.110012480E-9	670.315641581E-9	235.530386953E-9	400.000900000E+0
287.935415268E+0	-830.000000000E-12	-3.807691762E-3	-1.862902720E-3	5.948903567E-3	383.069986741E-6	190.571170527E-6	19.620305792E-6	4.587580437E+6	2.244461108E+6	-7.167353695E+6	461.530104507E+3	229.603819912E+3	23.638922641E+3	-639.093734408E-9	718.323255378E-9	162.232053485E-9	400.000900000E+0
304.760687351E+0	-820.000000000E-12	-3.800506969E-3	-1.879600851E-3	5.964797967E-3	332.850448480E-6	192.151246466E-6	36.626412842E-6	4.634764596E+6	2.292196159E+6	-7.274143862E+6	405.915181074E+3	234.330788373E+3	44.666357125E+3	1.391828482E-6	-598.869418380E-9	629.152405879E-9	400.000900000E+0
321.590016842E+0	-810.000000000E-12	-3.776309193E-3	-1.873738349E-3	5.996674933E-3	339.716836020E-6	218.142313367E-6	39.126546572E-6	4.662110114E+6	2.313257221E+6	-7.403302387E+6	419.403501259E+3	269.311497983E+3	48.304378484E+3	413.261113841E-9	1.705756445E-6	313.706134733E-9	400.018900000E+0
338.622536182E+0	-800.000000000E-12	-3.763780078E-3	-1.862504404E-3	6.048086167E-3	400.983807372E-6	180.686661651E-6	20.661443918E-6	4.704725097E+6	2.328130505E+6	-7.560107708E+6	501.229759215E+3	225.858327064E+3	25.826804897E+3	798.140991287E-9	890.159218625E-9	194.510019535E-9	400.018900000E+0
355.429292679E+0	-790.000000000E-12	-3.757326016E-3	-1.867421727E-3	6.082977533E-3	329.955532099E-6	176.281059186E-6	24.448727371E-6	4.756108881E+6	2.363824971E+6	-7.699971561E+6	417.665230505E+3	223.140581249E+3	30.947756166E+3	1.549411828E-6	-2.033626557E-6	286.603849472E-9	400.018900000E+0
372.248303890E+0	-780.000000000E-12	-3.796005265E-3	-1.861724160E-3	6.127810900E-3	360.346758297E-6	186.049255665E-6	39.072065500E-6	4.866673417E+6	2.386825846E+6	-7.856167821E+6	461.983023458E+3	238.524686750E+3	50.092391667E+3	-258.536560521E-9	1.755135028E-6	223.048161302E-9	400.018900000E+0
389.075739384E+0	-770.000000000E-12	-3.752913040E-3	-1.848874182E-3	6.140264533E-3	364.824902472E-6	158.879805930E-6	29.999609409E-6	4.873913039E+6	2.401135302E+6	-7.974369524E+6	473.798574639E+3	206.337410299E+3	38.960531700E+3	232.060425688E-9	778.211469265E-9	802.978514972E-9	399.999000000E+0
406.059505463E+0	-760.000000000E-12	-3.738069111E-3	-1.858166466E-3	6.180083767E-3	325.747155275E-6	199.551485842E-6	22.987802123E-6	4.918511988E+6	2.444955876E+6	-8.131689167E+6	428.614677994E+3	262.567744529E+3	30.247108057E+3	673.676056446E-9	-1.076161723E-6	251.134920562E-9	399.999000000E+0
422.890376568E+0	-750.000000000E-12	-3.713216018E-3	-1.851106866E-3	6.193190267E-3	256.875608442E-6	199.241203785E-6	20.254400281E-6	4.950954691E+6	2.468142488E+6	-8.257587022E+6	342.500811256E+3	265.654938380E+3	27.005867042E+3	402.364411308E-9	1.416510850E-6	762.980200664E-9	399.999000000E+0
439.726371765E+0	-740.000000000E-12	-3.722350296E-3	-1.855499085E-3	6.229400000E-3	316.743372406E-6	279.323460838E-6	13.212935822E-6	5.030203103E+6	2.507431196E+6	-8.418108108E+6	428.031584332E+3	377.464136268E+3	17.855318678E+3	-1.094777237E-6	-2.276753332E-6	276.168838581E-9	399.999000000E+0
456.551032543E+0	-730.000000000E-12	-3.690875519E-3	-1.825898145E-3	6.237338533E-3	340.623903509E-6	229.581371729E-6	18.810811007E-6	5.055993861E+6	2.501230336E+6	-8.544299361E+6	466.608086999E+3	314.495029765E+3	25.768234256E+3	317.714714490E-9	337.827109544E-9	1.259678530E-6	399.999800000E+0
473.568793774E+0	-720.000000000E-12	-3.703858712E-3	-1.838983235E-3	6.268738033E-3	323.542053431E-6	194.397527663E-6	15.885539040E-6	5.144248211E+6	2.554143381E+6	-8.706580602E+6	449.363963099E+3	269.996566198E+3	22.063248666E+3	-770.226533893E-9	-764.228638052E-9	318.476408860E-9	399.999800000E+0
490.394409657E+0	-710.000000000E-12	-3.693646969E-3	-1.828637425E-3	6.310491433E-3	314.157361691E-6	180.091335494E-6	19.078934040E-6	5.202319674E+6	2.575545669E+6	-8.888016103E+6	442.475157312E+3	253.649768301E+3	26.871738085E+3	979.264722347E-9	966.574905415E-9	239.501453774E-9	399.999800000E+0
507.217331886E+0	-700.000000000E-12	-3.677492844E-3	-1.828348179E-3	6.356085733E-3	340.954611888E-6	215.181537572E-6	30.397732267E-6	5.253561206E+6	2.611925970E+6	-9.080122476E+6	487.078016983E+3	307.402196532E+3	43.425331810E+3	619.036958838E-9	34.572687347E-6	219.325661322E-9	399.999800000E+0
524.040961742E+0	-690.000000000E-12	-3.677198566E-3	-1.829673314E-3	6.411154800E-3	446.195134453E-6	252.618926914E-6	36.266992605E-6	5.329273285E+6	2.651700455E+6	-9.291528696E+6	646.659615149E+3	366.114386831E+3	52.560858847E+3	33.981473301E-6	-7.546402831E-6	181.590148613E-9	400.001300000E+0
541.045406342E+0	-680.000000000E-12	-3.669322528E-3	-1.809728016E-3	6.446423767E-3	342.896803515E-6	206.604654866E-6	48.237790007E-6	5.396062541E+6	2.661364729E+6	-9.480034951E+6	504.260005169E+3	303.830374803E+3	70.937926481E+3	1.269673807E-6	501.371292265E-9	283.535383798E-9	400.001300000E+0
558.076215267E+0	-670.000000000E-12	-3.658435729E-3	-1.814483388E-3	6.466596033E-3	391.267407274E-6	207.953052364E-6	27.243441149E-6	5.460351834E+6	2.708184162E+6	-9.651635871E+6	583.981204887E+3	310.377690095E+3	40.661852461E+3	918.543641708E-9	-2.102884611E-6	495.730111308E-9	400.001300000E+0
574.900431156E+0	-660.000000000E-12	-3.642024772E-3	-1.806460265E-3	6.505601700E-3	314.913008289E-6	209.150363263E-6	23.060715895E-6	5.518219351E+6	2.737061008E+6	-9.856972273E+6	477.140921649E+3	316.894489793E+3	34.940478629E+3	609.348985559E-9	1.246397444E-6	256.373005632E-9	400.001300000E+0
591.720073700E+0	-650.000000000E-12	-3.632031235E-3	-1.783628449E-3	6.536330800E-3	334.753441479E-6	228.049424440E-6	14.676216038E-6	5.587740362E+6	2.744043768E+6	-10.055893538E+6	515.005294583E+3	350.845268369E+3	22.578793905E+3	1.000646751E-6	437.985303228E-9	325.424434819E-9	400.013400000E+0
608.712551117E+0	-640.000000000E-12	-3.613777888E-3	-1.810035529E-3	6.509429100E-3	326.716408381E-6	186.797241479E-6	40.162938406E-6	5.646527950E+6	2.828180514E+6	-10.170982969E+6	510.494388095E+3	291.870689811E+3	62.754591259E+3	547.844732257E-9	-378.686322002E-9	-371.723720062E-9	400.013400000E+0
625.536641598E+0	-630.000000000E-12	-3.631631075E-3	-1.805934117E-3	6.532804000E-3	334.580716845E-6	191.027439326E-6	17.236402627E-6	5.764493770E+6	2.866562091E+6	-10.369530159E+6	531.080502928E+3	303.218157661E+3	27.359369249E+3	-560.124083168E-9	2.438184901E-6	427.809316831E-9	400.013400000E+0
642.362112045E+0	-620.000000000E-12	-3.622421127E-3	-1.790380212E-3	6.592453033E-3	386.093503837E-6	185.142976916E-6	23.307287195E-6	5.842614720E+6	2.887710020E+6	-10.632988763E+6	622.731457802E+3	298.617704704E+3	37.592398701E+3	1.085782421E-6	642.925361830E-9	167.647310294E-9	400.013400000E+0
659.185436726E+0	-610.000000000E-12	-3.622239838E-3	-1.781414749E-3	6.638698300E-3	379.354532102E-6	166.477141979E-6	27.033055594E-6	5.938098095E+6	2.920352048E+6	-10.883111967E+6	621.892675577E+3	272.913347507E+3	44.316484581E+3	55.160646189E-6	1.115391364E-6	216.238346555E-9	399.993500000E+0
676.185871124E+0	-600.000000000E-12	-3.603674552E-3	-1.793411499E-3	6.699536600E-3	287.993009402E-6	200.143592931E-6	15.475473339E-6	6.006124254E+6	2.989019165E+6	-11.165894333E+6	479.988349003E+3	333.572654885E+3	25.792455566E+3	538.639705284E-9	-833.559112081E-9	164.370141835E-9	399.993500000E+0
693.016523361E+0	-590.000000000E-12	-3.570689389E-3	-1.784245688E-3	6.687692967E-3	345.305690180E-6	218.566608757E-6	26.176244799E-6	6.052015914E+6	3.024145234E+6	-11.335072825E+6	585.263881661E+3	370.451879249E+3	44.366516608E+3	303.166605511E-9	1.091010971E-6	-844.335493894E-9	399.993500000E+0
709.850535870E+0	-580.000000000E-12	-3.584019554E-3	-1.770307815E-3	6.708685833E-3	342.314866383E-6	204.216581569E-6	23.579599416E-6	6.179344059E+6	3.052254853E+6	-11.566699713E+6	590.198045487E+3	352.097554430E+3	40.654481752E+3	-750.178261109E-9	717.469570920E-9	476.352284744E-9	399.993500000E+0
726.677839756E+0	-570.000000000E-12	-3.576852725E-3	-1.770434377E-3	6.757825733E-3	304.642233516E-6	217.431671170E-6	33.542156418E-6	6.275180219E+6	3.106025223E+6	-11.855834620E+6	534.460058801E+3	381.459072229E+3	58.845888453E+3	1.395317167E-6	-79.012449728E-6	203.500617624E-9	399.996400000E+0
743.647212982E+0	-560.000000000E-12	-3.589926828E-3	-1.787240693E-3	6.801975900E-3	332.825114440E-6	193.586713003E-6	25.650310710E-6	6.410583621E+6	3.191501237E+6	-12.146385536E+6	594.330561500E+3	345.690558933E+3	45.804126269E+3	-764.870828997E-9	-595.014421761E-9	226.499711213E-9	399.996400000E+0
760.470261574E+0	-550.000000000E-12	-3.544248302E-3	-1.778221299E-3	6.870629833E-3	293.595205875E-6	219.469742782E-6	24.960208748E-6	6.444087821E+6	3.233129635E+6	-12.492054242E+6	533.809465227E+3	399.035895967E+3	45.382197724E+3	218.921249779E-9	1.108722020E-6	145.658078343E-9	399.996400000E+0
777.298527241E+0	-540.000000000E-12	-3.560749162E-3	-1.757077114E-3	6.932161133E-3	339.522788097E-6	169.943362695E-6	18.285343671E-6	6.593979930E+6	3.253846508E+6	-12.837335432E+6	628.745903884E+3	314.709930917E+3	33.861747538E+3	-606.028994609E-9	472.943270218E-9	162.518913139E-9	399.996400000E+0
794.104959965E+0	-530.000000000E-12	-3.531630688E-3	-1.760997822E-3	6.991886967E-3	325.100179801E-6	193.005393659E-6	30.016121123E-6	6.663454128E+6	3.322637400E+6	-13.192239560E+6	613.396565662E+3	364.161120112E+3	56.634190798E+3	343.424582313E-9	-2.550559963E-6	167.431736686E-9	400.000900000E+0
811.137651920E+0	-520.000000000E-12	-3.541585349E-3	-1.738819433E-3	7.012513867E-3	371.342662498E-6	219.276640978E-6	38.273033840E-6	6.810741055E+6	3.343883526E+6	-13.485603590E+6	714.120504804E+3	421.685848034E+3	73.601988153E+3	-1.004554550E-6	450.889383818E-9	484.803824133E-9	400.000900000E+0
827.945772648E+0	-510.000000000E-12	-3.529386527E-3	-1.753464969E-3	7.032218000E-3	289.353031707E-6	216.339544087E-6	33.177540131E-6	6.920365739E+6	3.438166605E+6	-13.788662745E+6	567.358885700E+3	424.195184483E+3	65.054000258E+3	819.751306581E-9	-682.801944238E-9	507.507731034E-9	400.000900000E+0
844.746681690E+0	-500.000000000E-12	-3.523588649E-3	-1.745479751E-3	7.053975200E-3	300.473221900E-6	211.181159207E-6	32.109274045E-6	7.047177298E+6	3.490959501E+6	-14.107950400E+6	600.946443800E+3	422.362318415E+3	64.218548090E+3	1.724768959E-6	1.252313963E-6	459.617965547E-9	400.000900000E+0
861.743732929E+0	-490.000000000E-12	-3.500830173E-3	-1.751378455E-3	7.091210833E-3	330.058998111E-6	222.731800939E-6	25.830174406E-6	7.144551373E+6	3.574241744E+6	-14.471858844E+6	673.589792064E+3	454.554695793E+3	52.714641646E+3	439.396726456E-9	-1.695287643E-6	268.559954667E-9	399.993600000E+0
878.718351364E+0	-480.000000000E-12	-3.482852368E-3	-1.736623684E-3	7.149085467E-3	323.800430654E-6	190.751040936E-6	15.158939940E-6	7.255942433E+6	3.617966009E+6	-14.893928056E+6	674.584230529E+3	397.398001951E+3	31.581124876E+3	556.241432144E-9	677.746909920E-9	172.787271798E-9	399.993600000E+0
895.527192116E+0	-470.000000000E-12	-3.484857689E-3	-1.744809459E-3	7.183798967E-3	352.921226789E-6	195.453147529E-6	34.742651564E-6	7.414590827E+6	3.712360552E+6	-15.284678652E+6	750.896227211E+3	415.857760699E+3	73.920535242E+3	-4.986732797E-6	-1.221631428E-6	288.072363778E-9	399.993600000E+0
912.350266933E+0	-460.000000000E-12	-3.482448812E-3	-1.734754581E-3	7.222413300E-3	365.046699629E-6	185.240979026E-6	32.772912120E-6	7.570540896E+6	3.771205610E+6	-15.700898478E+6	793.579781803E+3	402.697780491E+3	71.245461131E+3	4.151313150E-6	994.542085640E-9	258.971193771E-9	399.993600000E+0
929.173286915E+0	-450.000000000E-12	-3.477725573E-3	-1.720888595E-3	7.218926867E-3	348.748675286E-6	213.551289584E-6	33.921807426E-6	7.728279052E+6	3.824196878E+6	-16.042059704E+6	774.997056191E+3	474.558421297E+3	75.381794279E+3	2.117191190E-6	721.189264175E-9	-2.868260782E-6	399.993000000E+0
946.193234921E+0	-440.000000000E-12	-3.463484932E-3	-1.713538449E-3	7.269830933E-3	340.992502425E-6	212.106254148E-6	27.524214203E-6	7.871556663E+6	3.894405565E+6	-16.522343030E+6	774.982960057E+3	482.059668518E+3	62.555032280E+3	702.215548574E-9	1.360517131E-6	196.447958971E-9	399.993000000E+0
962.999387741E+0	-430.000000000E-12	-3.434489953E-3	-1.708493115E-3	7.295596000E-3	303.953255277E-6	264.349169479E-6	37.754563958E-6	7.987185936E+6	3.973239802E+6	-16.966502326E+6	706.868035529E+3	614.765510416E+3	87.801311530E+3	344.887299280E-9	1.982029336E-6	388.122418986E-9	399.993000000E+0
979.813168049E+0	-420.000000000E-12	-3.404165518E-3	-1.707403482E-3	7.357746000E-3	303.531727644E-6	186.739824192E-6	28.595937041E-6	8.105155995E+6	4.065246385E+6	-17.518442857E+6	722.694589629E+3	444.618629029E+3	68.085564383E+3	329.767071008E-9	9.177401933E-6	160.901045857E-9	399.993000000E+0
996.633043289E+0	-410.000000000E-12	-3.414011623E-3	-1.699636272E-3	7.420073200E-3	332.243392041E-6	198.440982021E-6	17.422452352E-6	8.326857616E+6	4.145454321E+6	-18.097739512E+6	810.349736685E+3	484.002395173E+3	42.493786224E+3	-1.015630073E-6	1.287463581E-6	160.443594450E-9	400.000000000E+0
1.013624958E+3	-400.000000000E-12	-3.418845250E-3	-1.707440648E-3	7.415321367E-3	305.000697930E-6	220.818287639E-6	25.759974884E-6	8.547113126E+6	4.268601621E+6	-18.538303417E+6	762.501744825E+3	552.045719099E+3	64.399937210E+3	-2.068839532E-6	-1.281332312E-6	-2.104450914E-6	400.000000000E+0
1.030446456E+3	-390.000000000E-12	-3.423421915E-3	-1.699980472E-3	7.463501067E-3	359.238905485E-6	194.569292150E-6	17.487216740E-6	8.778004910E+6	4.358924287E+6	-19.137182222E+6	921.125398680E+3	498.895620896E+3	44.839017282E+3	-2.184997313E-6	1.340450889E-6	207.556294456E-9	400.000000000E+0
1.047248978E+3	-380.000000000E-12	-3.410130020E-3	-1.690198907E-3	7.508964867E-3	444.929240137E-6	189.031596395E-6	16.556812974E-6	8.974026368E+6	4.447891861E+6	-19.760433860E+6	1.170866421E+6	497.451569460E+3	43.570560457E+3	752.338154132E-9	1.022331328E-6	219.955217118E-9	400.000000000E+0
1.064064020E+3	-370.000000000E-12	-3.397840167E-3	-1.707404332E-3	7.568932233E-3	351.196595888E-6	264.279905781E-6	29.458444767E-6	9.183351802E+6	4.614606304E+6	-20.456573604E+6	949.179988887E+3	714.270015625E+3	79.617418290E+3	813.679382496E-9	-581.212030508E-9	166.757364144E-9	399.993000000E+0
1.081067990E+3	-360.000000000E-12	-3.369062952E-3	-1.691287896E-3	7.567330000E-3	419.764577217E-6	210.492482388E-6	33.835038993E-6	9.358508200E+6	4.698021933E+6	-21.020361111E+6	1.166012714E+6	584.701339966E+3	93.986219425E+3	347.497147164E-9	620.484565767E-9	-6.241288202E-6	399.993000000E+0
1.097893400E+3	-350.000000000E-12	-3.393936139E-3	-1.675008047E-3	7.642930100E-3	396.270745617E-6	217.498347893E-6	36.422679869E-6	9.696960397E+6	4.785737277E+6	-21.836943143E+6	1.132202130E+6	621.423851124E+3	104.064799626E+3	-402.039352657E-9	614.256311591E-9	132.274957308E-9	399.993000000E+0
1.114725453E+3	-340.000000000E-12	-3.362263679E-3	-1.669018480E-3	7.661575333E-3	402.931477067E-6	185.593937890E-6	29.465729223E-6	9.889010820E+6	4.908877881E+6	-22.534045098E+6	1.185092580E+6	545.864523206E+3	86.663909479E+3	315.731708076E-9	1.669569677E-6	536.330107606E-9	399.993000000E+0
1.131546355E+3	-330.000000000E-12	-3.368242725E-3	-1.678529004E-3	7.701910300E-3	374.748011805E-6	179.413768836E-6	25.700760197E-6	10.206796136E+6	5.086451527E+6	-23.339122121E+6	1.135600036E+6	543.678087381E+3	77.881091506E+3	-1.672507528E-6	-1.051466738E-6	247.923844406E-9	400.000300000E+0
1.148520667E+3	-320.000000000E-12	-3.308867479E-3	-1.664263721E-3	7.734831333E-3	351.484290678E-6	189.021275237E-6	41.059989173E-6	10.340210873E+6	5.200824127E+6	-24.171347917E+6	1.098388408E+6	590.691485116E+3	128.312466167E+3	168.420355785E-9	701.002550481E-9	303.757172466E-9	400.000300000E+0
1.165505355E+3	-310.000000000E-12	-3.374898062E-3	-1.671541667E-3	7.777702867E-3	373.507064038E-6	210.789926071E-6	52.139144978E-6	10.886767943E+6	5.392069894E+6	-25.089364086E+6	1.204861497E+6	679.967503454E+3	168.190790251E+3	-151.444975126E-9	-1.374013979E-6	233.255011484E-9	400.000300000E+0
1.182339620E+3	-300.000000000E-12	-3.325571572E-3	-1.665788231E-3	7.864119767E-3	373.391379782E-6	222.816997584E-6	28.756041135E-6	11.085238573E+6	5.552627436E+6	-26.213732556E+6	1.244637933E+6	742.723325282E+3	95.853470451E+3	202.730823386E-9	1.738091711E-6	115.718106065E-9	400.000300000E+0
