[Main]
Experiment = ""
Header length = 65    
Date = "20181214 22:04:59"
Comments = "SD: 3I+ to 1I-; voltage1: 2I- to 2I+; voltage2h: 2I- to 3I-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Magnetic Field]
Set initial magnetic field = FALSE
Set finish magnetic field = FALSE

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+0
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Static Voltage 0]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "07"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 1]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "08"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 2]
Voltage meter = "Keithley 6430"
Auto-range = TRUE
GPIB = "21"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear+Reveresed"
Current source = "Keithley 6430"
GPIB = "21"
Initial current (A) = -1.000000E-6
Final current (A) = 1.000000E-6
Current step (A) = 1.000000E-8
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 20.000000
Auto-range = TRUE
Manual range (A) = 0.000010
Check output compliance = TRUE
Inital delay (s) = 1.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	dI/dV 3 (A/V)	Magnetic Field (T)	Temperature (K)
2.199669836E+3	110.000000000E-9	2.007378315E-3	-72.740085357E-6	16.890295667E-3	20.260416715E-6	14.483988367E-6	17.552573185E-6	18.248893773E+3	-661.273503242E+0	153.548142424E+3	184.185606504E+0	131.672621515E+0	159.568847133E+0	56.760384804E-6	-599.881494491E-6	6.481940019E-6	-41.356602311E-6	2.999800000E+0
2.205777844E+3	100.000000000E-9	1.825919009E-3	-69.696814573E-6	15.411628000E-3	8.909084217E-6	14.152422661E-6	16.798318348E-6	18.259190087E+3	-696.968145733E+0	154.116280000E+3	89.090842165E+0	141.524226610E+0	167.983183477E+0	55.108774535E-6	-3.285938292E-3	6.762844840E-6	-41.356602311E-6	3.000000000E+0
2.211787478E+3	90.000000000E-9	1.642199360E-3	-65.522918477E-6	13.881432333E-3	9.145149781E-6	13.491874262E-6	16.769357252E-6	18.246659556E+3	-728.032427519E+0	154.238137037E+3	101.612775348E+0	149.909714023E+0	186.326191688E+0	54.430759435E-6	-2.395843061E-3	6.535111958E-6	-41.356602311E-6	2.999800000E+0
2.217816906E+3	80.000000000E-9	1.453318536E-3	-65.660432317E-6	12.346596000E-3	39.858940797E-6	23.667418393E-6	14.114202092E-6	18.166481704E+3	-820.755403958E+0	154.332450000E+3	498.236759964E+0	295.842729919E+0	176.427526148E+0	52.943437062E-6	72.719953133E-3	6.515352668E-6	-41.356602311E-6	3.000100000E+0
2.224420611E+3	70.000000000E-9	1.274892568E-3	-61.907652467E-6	10.812781000E-3	7.746879088E-6	15.741724071E-6	12.831728281E-6	18.212750971E+3	-884.395035238E+0	154.468300000E+3	110.669701260E+0	224.881772443E+0	183.310404021E+0	56.045653519E-6	-2.664691349E-3	6.519691097E-6	-41.356602311E-6	2.999600000E+0
2.230433104E+3	60.000000000E-9	1.085847021E-3	-44.627576823E-6	9.268580267E-3	11.327490455E-6	11.157919130E-6	17.130761961E-6	18.097450350E+3	-743.792947056E+0	154.476337778E+3	188.791507579E+0	185.965318826E+0	285.512699355E+0	52.897305219E-6	-578.701170435E-6	6.475842022E-6	-41.356602311E-6	3.000300000E+0
2.236373104E+3	50.000000000E-9	907.448796167E-6	-30.905389597E-6	7.730605100E-3	11.144988836E-6	11.603488054E-6	16.119016635E-6	18.148975923E+3	-618.107791933E+0	154.612102000E+3	222.899776722E+0	232.069761081E+0	322.380332691E+0	56.054369427E-6	-728.746797782E-6	6.502055571E-6	-41.356602311E-6	3.000200000E+0
2.242435185E+3	40.000000000E-9	716.917407867E-6	-28.464115651E-6	6.196318333E-3	43.337033785E-6	20.673762427E-6	15.997373626E-6	17.922935197E+3	-711.602891283E+0	154.907958333E+3	1.083425845E+3	516.844060680E+0	399.934340642E+0	52.484790507E-6	-4.096221982E-3	6.517686405E-6	-41.356602311E-6	3.000800000E+0
2.248625293E+3	30.000000000E-9	535.504042867E-6	-21.057532107E-6	4.653303733E-3	9.147255618E-6	13.035697648E-6	16.119312998E-6	17.850134762E+3	-701.917736897E+0	155.110124444E+3	304.908520608E+0	434.523254941E+0	537.310433251E+0	55.122730346E-6	-1.350150166E-3	6.480820078E-6	-41.356602311E-6	3.000600000E+0
2.254565668E+3	20.000000000E-9	354.906660333E-6	-9.844592605E-6	3.111661500E-3	12.695997888E-6	12.054473575E-6	13.908938718E-6	17.745333017E+3	-492.229630251E+0	155.583075000E+3	634.799894399E+0	602.723678744E+0	695.446935896E+0	55.371788116E-6	-891.826804052E-6	6.486589290E-6	-41.356602311E-6	2.999800000E+0
2.260451131E+3	10.000000000E-9	170.098542567E-6	-1.614360819E-6	1.603103200E-3	9.969154560E-6	10.408526990E-6	21.372726241E-6	17.009854257E+3	-161.436081947E+0	160.310320000E+3	996.915456047E+0	1.040852699E+3	2.137272624E+3	54.110177198E-6	-1.215032609E-3	6.628845567E-6	-41.356602311E-6	3.000600000E+0
2.266417295E+3	486.382200181E-24	-21.997668409E-6	-3.534699150E-6	4.412782800E-3	10.516089272E-6	11.327009844E-6	2.586622460E-6	NaN	NaN	NaN	NaN	NaN	NaN	52.057247508E-6	5.207415714E-3	-3.559124677E-6	-41.356602311E-6	3.000400000E+0
2.286446749E+3	-10.000000000E-9	-200.077302133E-6	10.341801634E-6	-1.539638200E-3	10.046660493E-6	11.675324519E-6	24.418534633E-6	20.007730213E+3	-1.034180163E+3	153.963820000E+3	1.004666049E+3	1.167532452E+3	2.441853463E+3	56.154652786E-6	-720.642772639E-6	1.679988697E-6	-41.356602311E-6	3.000300000E+0
2.292389219E+3	-20.000000000E-9	-391.704049167E-6	10.676086981E-6	-3.059555133E-3	13.553478681E-6	14.611915726E-6	18.554270487E-6	19.585202458E+3	-533.804349033E+0	152.977756667E+3	677.673934034E+0	730.595786324E+0	927.713524333E+0	52.184781899E-6	-29.914562842E-3	6.579306922E-6	-41.356602311E-6	2.999500000E+0
2.298304847E+3	-30.000000000E-9	-569.202191767E-6	14.411303071E-6	-4.595997800E-3	11.640598131E-6	13.630850851E-6	24.322030728E-6	18.973406392E+3	-480.376769033E+0	153.199926667E+3	388.019937707E+0	454.361695028E+0	810.734357589E+0	56.338617709E-6	-2.677221279E-3	6.508540941E-6	-41.356602311E-6	3.000500000E+0
2.304239136E+3	-40.000000000E-9	-763.652970433E-6	20.560754947E-6	-6.144528667E-3	11.098504127E-6	12.402441449E-6	19.834587571E-6	19.091324261E+3	-514.018873683E+0	153.613216667E+3	277.462603177E+0	310.061036236E+0	495.864689263E+0	51.426896146E-6	-1.626161193E-3	6.457733724E-6	-41.356602311E-6	3.000800000E+0
2.310232444E+3	-50.000000000E-9	-944.982131100E-6	26.994190680E-6	-7.686143367E-3	9.301278988E-6	10.593529728E-6	21.495679454E-6	18.899642622E+3	-539.883813600E+0	153.722867333E+3	186.025579762E+0	211.870594563E+0	429.913589088E+0	55.148327843E-6	-1.554379404E-3	6.486705141E-6	-41.356602311E-6	3.000200000E+0
2.316204858E+3	-60.000000000E-9	-1.138634320E-3	29.655293197E-6	-9.236724833E-3	9.226052774E-6	8.539343541E-6	17.547940331E-6	18.977238672E+3	-494.254886611E+0	153.945413889E+3	153.767546237E+0	142.322392356E+0	292.465672187E+0	51.638972116E-6	-3.757840947E-3	6.449193554E-6	-41.356602311E-6	2.999500000E+0
2.322119328E+3	-70.000000000E-9	-1.318737787E-3	34.442652060E-6	-10.773427667E-3	4.434152491E-6	9.384090760E-6	18.341070680E-6	18.839111248E+3	-492.037886571E+0	153.906109524E+3	63.345035583E+0	134.058439422E+0	262.015295424E+0	55.523639642E-6	-2.088834425E-3	6.507439033E-6	-41.356602311E-6	2.999500000E+0
2.328037028E+3	-80.000000000E-9	-1.492893005E-3	55.074202570E-6	-12.315119667E-3	13.492173813E-6	11.382359987E-6	18.351366102E-6	18.661162567E+3	-688.427532125E+0	153.938995833E+3	168.652172658E+0	142.279499840E+0	229.392076277E+0	57.420042390E-6	-484.694545626E-6	6.486379899E-6	-41.356602311E-6	2.998400000E+0
2.333992895E+3	-90.000000000E-9	-1.684098010E-3	51.225348940E-6	-13.861593333E-3	10.122075424E-6	12.203961889E-6	22.986863315E-6	18.712200107E+3	-569.170543778E+0	154.017703704E+3	112.467504713E+0	135.599576548E+0	255.409592388E+0	52.299886370E-6	2.598176226E-3	6.466324138E-6	-41.356602311E-6	2.998900000E+0
2.339996380E+3	-100.000000000E-9	-1.861868875E-3	64.033505120E-6	-15.403061333E-3	8.797081129E-6	11.742092667E-6	18.969494882E-6	18.618688753E+3	-640.335051200E+0	154.030613333E+3	87.970811291E+0	117.420926668E+0	189.694948824E+0	56.252187120E-6	-780.752503285E-6	6.487322474E-6	-41.356602311E-6	2.999200000E+0
2.345953023E+3	-110.000000000E-9	-2.056217474E-3	58.889691067E-6	-16.903509000E-3	2.644830146E-6	8.235882857E-6	15.438159250E-6	18.692886130E+3	-535.360827879E+0	153.668263636E+3	24.043910415E+0	74.871662336E+0	140.346902275E+0	51.453934072E-6	1.944082717E-3	6.664677631E-6	-41.356602311E-6	3.000500000E+0
2.351897855E+3	-120.000000000E-9	-2.232190550E-3	71.534555320E-6	-18.434240333E-3	13.923844458E-6	10.200760828E-6	14.007021265E-6	18.601587917E+3	-596.121294333E+0	153.618669444E+3	116.032037148E+0	85.006340236E+0	116.725177207E+0	56.826875146E-6	-790.834903377E-6	6.532825051E-6	-41.356602311E-6	3.000800000E+0
2.357831422E+3	-130.000000000E-9	-2.422354165E-3	73.262609843E-6	-19.963766667E-3	19.035314864E-6	12.478685937E-6	19.358890915E-6	18.633493577E+3	-563.558537256E+0	153.567435897E+3	146.425498956E+0	95.989891820E+0	148.914545502E+0	52.586295228E-6	-5.786854445E-3	6.537971777E-6	-41.356602311E-6	3.001300000E+0
2.364008172E+3	-140.000000000E-9	-2.600608586E-3	90.860761067E-6	-21.494985333E-3	28.740530530E-6	11.723670437E-6	15.672685603E-6	18.575775617E+3	-649.005436190E+0	153.535609524E+3	205.289503784E+0	83.740503120E+0	111.947754310E+0	56.099590267E-6	-568.241508616E-6	6.530745881E-6	-41.356602311E-6	3.000100000E+0
2.370487994E+3	-150.000000000E-9	-2.777674101E-3	95.986711620E-6	-23.035885000E-3	14.928465468E-6	47.447236614E-6	15.568372614E-6	18.517827338E+3	-639.911410800E+0	153.572566667E+3	99.523103121E+0	316.314910757E+0	103.789150763E+0	56.476271157E-6	-1.950857679E-3	6.489715208E-6	-41.356602311E-6	3.000300000E+0
2.376904138E+3	-160.000000000E-9	-2.994852297E-3	85.116655887E-6	-24.551948333E-3	63.290066155E-6	33.125441369E-6	16.615685170E-6	18.717826858E+3	-531.979099292E+0	153.449677083E+3	395.562913466E+0	207.034008558E+0	103.848032314E+0	46.045137834E-6	919.958484601E-6	6.596030509E-6	-41.356602311E-6	3.001000000E+0
2.386625976E+3	-170.000000000E-9	-3.187177956E-3	76.278130800E-6	-26.101616333E-3	110.977671284E-6	61.251468102E-6	16.488639450E-6	18.748105624E+3	-448.694887059E+0	153.538919608E+3	652.809831084E+0	360.302753544E+0	96.991996766E+0	51.995142350E-6	1.131410490E-3	6.452995093E-6	-41.356602311E-6	2.998800000E+0
2.396321074E+3	-180.000000000E-9	-3.320845974E-3	91.904052490E-6	-27.624150667E-3	52.918155176E-6	35.414644000E-6	17.018541802E-6	18.449144302E+3	-510.578069389E+0	153.467503704E+3	293.989750977E+0	196.748022225E+0	94.547454454E+0	74.812211064E-6	-639.962249804E-6	6.567996387E-6	-41.356602311E-6	3.001100000E+0
2.406084233E+3	-190.000000000E-9	-3.550011082E-3	105.161909723E-6	-29.141038333E-3	74.359193286E-6	30.704352180E-6	18.308765393E-6	18.684268853E+3	-553.483735386E+0	153.373885965E+3	391.364175189E+0	161.601853577E+0	96.361923123E+0	43.636660493E-6	-754.269700149E-6	6.592445980E-6	-41.356602311E-6	3.000800000E+0
2.415865404E+3	-200.000000000E-9	-3.709827642E-3	104.187757520E-6	-30.654983667E-3	96.107068742E-6	62.818420877E-6	16.261258696E-6	18.549138210E+3	-520.938787600E+0	153.274918333E+3	480.535343709E+0	314.092104384E+0	81.306293478E+0	62.571738498E-6	10.265336326E-3	6.605258314E-6	-41.356602311E-6	2.999400000E+0
2.425570783E+3	-210.000000000E-9	-3.856660344E-3	113.969595273E-6	-32.166898333E-3	81.979696625E-6	41.127904804E-6	14.324120502E-6	18.365049257E+3	-542.712358444E+0	153.175706349E+3	390.379507738E+0	195.847165734E+0	68.210097629E+0	68.104719615E-6	-1.022302787E-3	6.614129898E-6	-41.356602311E-6	3.000300000E+0
2.435396820E+3	-220.000000000E-9	-4.045170867E-3	104.194847170E-6	-33.671395000E-3	73.937113710E-6	63.208909034E-6	16.910397689E-6	18.387140306E+3	-473.612941682E+0	153.051795455E+3	336.077789591E+0	287.313222883E+0	76.865444041E+0	53.047436415E-6	1.023044266E-3	6.646741214E-6	-41.356602311E-6	3.000900000E+0
2.445119483E+3	-230.000000000E-9	-4.209197235E-3	98.816726904E-6	-35.177613333E-3	64.405345387E-6	63.890670218E-6	17.087021760E-6	18.300857542E+3	-429.637943061E+0	152.946144928E+3	280.023240815E+0	277.785522686E+0	74.291398959E+0	60.965807892E-6	1.859385716E-3	6.639143728E-6	-41.356602311E-6	3.000600000E+0
2.454901865E+3	-240.000000000E-9	-4.426278797E-3	122.571330800E-6	-36.676787667E-3	92.756913528E-6	64.112729144E-6	18.057084326E-6	18.442828322E+3	-510.713878333E+0	152.819948611E+3	386.487139700E+0	267.136371432E+0	75.237851360E+0	46.065634857E-6	-420.971027083E-6	6.670338317E-6	-41.356602311E-6	3.001200000E+0
2.464632234E+3	-250.000000000E-9	-4.605910433E-3	133.891891877E-6	-38.153825333E-3	95.526123410E-6	60.109519801E-6	19.976782167E-6	18.423641733E+3	-535.567567507E+0	152.615301333E+3	382.104493641E+0	240.438079202E+0	79.907128668E+0	55.669481293E-6	-883.348442915E-6	6.770308047E-6	-41.356602311E-6	3.000100000E+0
2.474339607E+3	-260.000000000E-9	-4.775891161E-3	144.231833203E-6	-39.638061333E-3	74.715701709E-6	30.918107092E-6	15.257430690E-6	18.368812158E+3	-554.737820013E+0	152.454082051E+3	287.368083496E+0	118.915796508E+0	58.682425731E+0	58.830198795E-6	-967.123476244E-6	6.737473016E-6	-41.356602311E-6	2.999100000E+0
2.483933676E+3	-270.000000000E-9	-4.953270211E-3	148.630737303E-6	-41.123690333E-3	70.007333378E-6	35.538629136E-6	18.138040514E-6	18.345445227E+3	-550.484212235E+0	152.309964198E+3	259.286419919E+0	131.624552354E+0	67.177927829E+0	56.376443448E-6	-2.273293478E-3	6.731155625E-6	-41.356602311E-6	2.999000000E+0
2.493693587E+3	-280.000000000E-9	-5.129129329E-3	146.708086663E-6	-42.606207667E-3	75.975267246E-6	61.937097468E-6	12.923725491E-6	18.318319032E+3	-523.957452369E+0	152.165027381E+3	271.340240166E+0	221.203919527E+0	46.156162469E+0	56.863699379E-6	5.201152925E-3	6.745283698E-6	-41.356602311E-6	2.998700000E+0
2.503037236E+3	-290.000000000E-9	-5.296873723E-3	144.302069287E-6	-44.077165667E-3	93.726554687E-6	70.426047721E-6	20.242437785E-6	18.265081802E+3	-497.593342368E+0	151.990226437E+3	323.195016161E+0	242.848440418E+0	69.801509603E+0	59.614510991E-6	4.156245959E-3	6.798290638E-6	-41.356602311E-6	3.000300000E+0
2.512811610E+3	-300.000000000E-9	-5.484286432E-3	159.695875367E-6	-45.552280000E-3	65.980526141E-6	66.631467187E-6	17.790773665E-6	18.280954774E+3	-532.319584556E+0	151.840933333E+3	219.935087135E+0	222.104890622E+0	59.302578882E+0	53.358174148E-6	-649.611924954E-6	6.779135538E-6	-41.356602311E-6	2.999900000E+0
2.522500551E+3	-310.000000000E-9	-5.679140000E-3	159.021792697E-6	-47.010566000E-3	68.217725581E-6	64.193429112E-6	21.948500946E-6	18.319806451E+3	-512.973524828E+0	151.646987097E+3	220.057179292E+0	207.075577779E+0	70.801615956E+0	51.320589799E-6	14.834975657E-3	6.857365428E-6	-41.356602311E-6	3.000100000E+0
2.532217400E+3	-320.000000000E-9	-5.852647447E-3	177.349602867E-6	-48.445289333E-3	57.962619791E-6	63.567940561E-6	21.436504465E-6	18.289523272E+3	-554.217508958E+0	151.391529167E+3	181.133186846E+0	198.649814253E+0	66.989076453E+0	57.634413702E-6	-545.618920495E-6	6.969984922E-6	-41.356602311E-6	3.001100000E+0
2.541963514E+3	-330.000000000E-9	-5.990842016E-3	184.509119933E-6	-49.903829000E-3	66.532394677E-6	40.778042818E-6	18.518745089E-6	18.154066714E+3	-559.118545253E+0	151.223724242E+3	201.613317204E+0	123.569826722E+0	56.117409359E+0	72.361744000E-6	-1.396742253E-3	6.856172807E-6	-41.356602311E-6	2.999400000E+0
2.551731565E+3	-340.000000000E-9	-6.203796146E-3	196.153980867E-6	-51.345377667E-3	95.030319205E-6	65.257666511E-6	14.331998365E-6	18.246459252E+3	-576.923473137E+0	151.015816667E+3	279.500938838E+0	191.934313267E+0	42.152936367E+0	46.958469413E-6	-858.747910967E-6	6.936983975E-6	-41.356602311E-6	3.001000000E+0
2.561423018E+3	-350.000000000E-9	-6.381575340E-3	196.911446563E-6	-52.777506333E-3	78.422460801E-6	65.636932898E-6	19.564271003E-6	18.233072400E+3	-562.604133038E+0	150.792875238E+3	224.064173717E+0	187.534093993E+0	55.897917152E+0	56.249551797E-6	-13.201917980E-3	6.982612829E-6	-41.356602311E-6	3.000500000E+0
2.571119059E+3	-360.000000000E-9	-6.540014260E-3	186.747380180E-6	-54.211000333E-3	63.402450958E-6	84.051139270E-6	14.543455332E-6	18.166706277E+3	-518.742722722E+0	150.586112037E+3	176.117919327E+0	233.475386862E+0	40.398487033E+0	63.115805265E-6	983.858194433E-6	6.975962229E-6	-41.356602311E-6	3.000600000E+0
2.580853805E+3	-370.000000000E-9	-6.745640485E-3	198.177175990E-6	-55.641445000E-3	78.565665905E-6	80.458060905E-6	14.384900309E-6	18.231460771E+3	-535.613989162E+0	150.382283784E+3	212.339637582E+0	217.454218662E+0	38.878108943E+0	48.631928965E-6	-874.906268339E-6	6.990833154E-6	-41.356602311E-6	3.000000000E+0
2.590562652E+3	-380.000000000E-9	-6.901059438E-3	215.382618607E-6	-57.043685667E-3	90.393734055E-6	64.677951334E-6	19.314581000E-6	18.160682732E+3	-566.796364754E+0	150.114962281E+3	237.878247514E+0	170.205135090E+0	50.827844736E+0	64.342217139E-6	-581.211435404E-6	7.131443437E-6	-41.356602311E-6	2.999900000E+0
2.600288074E+3	-390.000000000E-9	-7.069352331E-3	230.123320710E-6	-58.449236333E-3	76.526918190E-6	62.866940951E-6	16.825408430E-6	18.126544438E+3	-590.059796692E+0	149.869836752E+3	196.222867153E+0	161.197284489E+0	43.142072899E+0	59.420215683E-6	-678.393737958E-6	7.114649253E-6	-41.356602311E-6	3.000000000E+0
2.610033890E+3	-400.000000000E-9	-7.232405926E-3	224.903097027E-6	-59.844654000E-3	32.069741282E-6	79.219397047E-6	18.657965037E-6	18.081014814E+3	-562.257742567E+0	149.611635000E+3	80.174353205E+0	198.048492618E+0	46.644912592E+0	61.329528002E-6	1.915626725E-3	7.166313168E-6	-41.356602311E-6	3.000000000E+0
2.619735752E+3	-410.000000000E-9	-7.393097210E-3	221.145669280E-6	-61.247652667E-3	71.775871731E-6	82.017256137E-6	22.543227584E-6	18.031944415E+3	-539.379681171E+0	149.384518699E+3	175.063101782E+0	200.042088138E+0	54.983481911E+0	62.231128723E-6	2.661395155E-3	7.127590523E-6	-41.356602311E-6	2.999200000E+0
2.629421473E+3	-420.000000000E-9	-7.597577384E-3	243.085937493E-6	-62.665790667E-3	84.757748376E-6	66.952040085E-6	17.424886668E-6	18.089469961E+3	-578.776041651E+0	149.204263492E+3	201.804162800E+0	159.409619251E+0	41.487825401E+0	48.904496806E-6	-455.782942249E-6	7.051499925E-6	-41.356602311E-6	3.000200000E+0
2.639146835E+3	-430.000000000E-9	-7.756200593E-3	244.569854777E-6	-64.046568333E-3	69.543978007E-6	83.763733282E-6	14.428780168E-6	18.037675797E+3	-568.767104132E+0	148.945507752E+3	161.730181410E+0	194.799379726E+0	33.555302715E+0	63.042476968E-6	-6.738920095E-3	7.242295586E-6	-41.356602311E-6	2.999500000E+0
2.648937972E+3	-440.000000000E-9	-7.929954135E-3	261.827304037E-6	-65.426271000E-3	78.221788809E-6	66.115315539E-6	14.723124048E-6	18.022623035E+3	-595.062054629E+0	148.696070455E+3	177.776792748E+0	150.262080770E+0	33.461645563E+0	57.552783365E-6	-579.459910288E-6	7.247938445E-6	-41.356602311E-6	2.999300000E+0
2.658669936E+3	-450.000000000E-9	-8.084078563E-3	262.488488493E-6	-66.807732667E-3	57.434334816E-6	82.206821411E-6	17.777197509E-6	17.964619029E+3	-583.307752207E+0	148.461628148E+3	127.631855147E+0	182.681825358E+0	39.504883353E+0	64.882641586E-6	-15.124372479E-3	7.238709724E-6	-41.356602311E-6	2.999500000E+0
2.668353079E+3	-460.000000000E-9	-8.268217796E-3	289.223160400E-6	-68.182267000E-3	48.075505873E-6	31.606431984E-6	19.616740414E-6	17.974386512E+3	-628.746000870E+0	148.222319565E+3	104.511969288E+0	68.709634748E+0	42.645087857E+0	54.306732222E-6	-374.046108922E-6	7.275191137E-6	-41.356602311E-6	3.001300000E+0
2.678010541E+3	-470.000000000E-9	-8.444322522E-3	278.027240283E-6	-69.560536333E-3	75.727930482E-6	65.107475947E-6	20.546202851E-6	17.966643664E+3	-591.547319752E+0	148.001141135E+3	161.123256345E+0	138.526544569E+0	43.715325216E+0	56.784393061E-6	893.182507181E-6	7.255475950E-6	-41.356602311E-6	3.001400000E+0
2.687730771E+3	-480.000000000E-9	-8.603251288E-3	291.438567300E-6	-70.929630000E-3	48.728069810E-6	34.904207444E-6	21.439141935E-6	17.923440184E+3	-607.163681875E+0	147.770062500E+3	101.516812105E+0	72.717098841E+0	44.664879031E+0	62.921271150E-6	-745.638368789E-6	7.304102154E-6	-41.356602311E-6	3.000300000E+0
2.697407563E+3	-490.000000000E-9	-8.790652182E-3	311.497826167E-6	-72.281808667E-3	56.749397866E-6	29.378395915E-6	19.208689975E-6	17.940106495E+3	-635.709849320E+0	147.513895238E+3	115.815097685E+0	59.955910030E+0	39.201408113E+0	53.361538393E-6	-498.522904882E-6	7.395472393E-6	-41.356602311E-6	2.999800000E+0
2.707145769E+3	-500.000000000E-9	-8.941436331E-3	304.867558367E-6	-73.614707000E-3	48.653171523E-6	34.349761314E-6	18.179671131E-6	17.882872661E+3	-609.735116733E+0	147.229414000E+3	97.306343046E+0	68.699522627E+0	36.359342261E+0	66.319968714E-6	1.508234705E-3	7.502447674E-6	-41.356602311E-6	2.999900000E+0
2.716863032E+3	-510.000000000E-9	-9.121144246E-3	316.919062433E-6	-74.942610000E-3	79.741985661E-6	35.353365808E-6	13.805738187E-6	17.884596561E+3	-621.409926340E+0	146.946294118E+3	156.356834630E+0	69.320325114E+0	27.070074877E+0	55.645851564E-6	-829.771947525E-6	7.530670538E-6	-41.356602311E-6	2.999500000E+0
2.726213964E+3	-520.000000000E-9	-9.302498482E-3	306.936401124E-6	-76.288053667E-3	89.330291783E-6	86.848889597E-6	24.003948595E-6	17.889420157E+3	-590.262309854E+0	146.707795513E+3	171.789022659E+0	167.017095379E+0	46.161439606E+0	55.140702844E-6	1.001736881E-3	7.432492528E-6	-41.356602311E-6	2.999700000E+0
2.735943743E+3	-530.000000000E-9	-9.464202832E-3	326.040530933E-6	-77.608694667E-3	77.001479769E-6	35.841700257E-6	16.765894514E-6	17.856986475E+3	-615.170813082E+0	146.431499371E+3	145.285810886E+0	67.625849541E+0	31.633763234E+0	61.841255225E-6	-523.447029506E-6	7.572080528E-6	-41.356602311E-6	2.999900000E+0
2.745636743E+3	-540.000000000E-9	-9.612917968E-3	331.695761740E-6	-78.943058667E-3	47.263774989E-6	65.923476308E-6	18.692614757E-6	17.801699941E+3	-614.251410630E+0	146.190849383E+3	87.525509239E+0	122.080511681E+0	34.615953253E+0	67.242650927E-6	-1.768274424E-3	7.494206978E-6	-41.356602311E-6	2.999900000E+0
2.755294424E+3	-550.000000000E-9	-9.799546508E-3	342.262891527E-6	-80.247638000E-3	78.482211990E-6	62.551746050E-6	21.323984133E-6	17.817357287E+3	-622.296166412E+0	145.904796364E+3	142.694930890E+0	113.730447363E+0	38.770880242E+0	53.582372962E-6	-946.330763593E-6	7.665306160E-6	-41.356602311E-6	3.000100000E+0
2.765062482E+3	-560.000000000E-9	-9.975327234E-3	347.927284560E-6	-81.554303333E-3	70.617139401E-6	67.042181090E-6	21.028051598E-6	17.813084346E+3	-621.298722429E+0	145.632684524E+3	126.102034644E+0	119.718180517E+0	37.550092140E+0	56.889058366E-6	-1.765414218E-3	7.653069034E-6	-41.356602311E-6	2.999800000E+0
2.774731528E+3	-570.000000000E-9	-10.120101313E-3	348.969937333E-6	-82.875934333E-3	10.494617618E-6	45.593958207E-6	17.437944098E-6	17.754563708E+3	-612.227960234E+0	145.396376023E+3	18.411609857E+0	79.989400363E+0	30.592884383E+0	69.073138272E-6	-9.590920636E-3	7.566408476E-6	-41.356602311E-6	2.999400000E+0
2.780622749E+3	-580.000000000E-9	-10.290946077E-3	362.635290067E-6	-84.184467000E-3	11.752188514E-6	43.574588735E-6	25.958647772E-6	17.743010477E+3	-625.233258736E+0	145.145632759E+3	20.262393990E+0	75.128601267E+0	44.756289262E+0	58.532669102E-6	-731.777671249E-6	7.642147770E-6	-41.356602311E-6	2.999400000E+0
2.786457313E+3	-590.000000000E-9	-10.459193973E-3	346.726299167E-6	-85.473822000E-3	6.225859763E-6	39.804085934E-6	17.633481750E-6	17.727447412E+3	-587.671693503E+0	144.870884746E+3	10.552304683E+0	67.464552430E+0	29.887257203E+0	59.436107067E-6	628.575379976E-6	7.755815892E-6	-41.356602311E-6	2.999000000E+0
2.792319393E+3	-600.000000000E-9	-10.622226167E-3	355.382914867E-6	-86.768329000E-3	11.939669897E-6	42.864928288E-6	17.342140096E-6	17.703710278E+3	-592.304858111E+0	144.613881667E+3	19.899449828E+0	71.441547146E+0	28.903566826E+0	61.337578766E-6	-1.155185854E-3	7.724948571E-6	-41.356602311E-6	3.001100000E+0
2.798181008E+3	-610.000000000E-9	-10.792125657E-3	376.385499833E-6	-88.068396333E-3	10.703487169E-6	46.378020350E-6	19.515291526E-6	17.692009273E+3	-617.025409563E+0	144.374420219E+3	17.546700277E+0	76.029541557E+0	31.992281190E+0	58.858328533E-6	-476.131867381E-6	7.691909291E-6	-41.356602311E-6	3.001300000E+0
