[Main]
Experiment = ""
Header length = 58    
Date = "20181213 18:12:55"
Comments = "SD: 3I- to 2I+; voltage1: 1V+ to 1I-"

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Magnetic Field]
Set initial magnetic field = FALSE
Set finish magnetic field = FALSE

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 2.000000E+0
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Static Voltage 0]
Voltage meter = "Keithley 2182A"
Auto-range = TRUE
GPIB = "07"
Range (V) = 1.000000E-3
Speed = 1.000000

[Static Voltage 1]
Voltage meter = "Keithley 6430"
Auto-range = TRUE
GPIB = "21"
Range (V) = 2.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear+Reveresed"
Current source = "Keithley 6430"
GPIB = "21"
Initial current (A) = -1.000000E-6
Final current (A) = 1.000000E-6
Current step (A) = 1.000000E-8
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 20.000000
Auto-range = TRUE
Manual range (A) = 0.000010
Check output compliance = TRUE
Inital delay (s) = 1.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	Magnetic Field (T)	Temperature (K)
2.574245450E+3	740.000000000E-9	2.804031291E-3	309.747256667E-3	795.344852734E-9	105.735710483E-6	3.789231475E+3	418.577373874E+3	1.074790342E+0	142.886095247E+0	324.628942086E-6	4.009960742E-6	-4.353326932E-6	17.912000000E+0
2.579724511E+3	750.000000000E-9	2.834883438E-3	312.150106667E-3	738.438118439E-9	113.883312735E-6	3.779844584E+3	416.200142222E+3	984.584157918E-3	151.844416980E+0	324.126558067E-6	4.161724619E-6	-4.353326932E-6	17.996200000E+0
2.585236135E+3	760.000000000E-9	2.865784933E-3	314.713226667E-3	605.707999642E-9	157.622775208E-6	3.770769649E+3	414.096350877E+3	796.984210055E-3	207.398388432E+0	323.608931680E-6	3.901495053E-6	-4.353326932E-6	18.067800000E+0
2.590731821E+3	770.000000000E-9	2.896774262E-3	317.122853333E-3	687.817400097E-9	138.207135235E-6	3.762044496E+3	411.847861472E+3	893.269350776E-3	179.489786020E+0	322.691730922E-6	4.150020473E-6	-4.353326932E-6	18.157400000E+0
2.596266973E+3	780.000000000E-9	2.927133612E-3	319.753296667E-3	847.897072477E-9	96.618158796E-6	3.752735400E+3	409.940123932E+3	1.087047529E+0	123.869434354E+0	329.387809041E-6	3.801640535E-6	-4.353326932E-6	18.238900000E+0
2.601784612E+3	790.000000000E-9	2.957500133E-3	322.147053333E-3	819.008566160E-9	120.872927671E-6	3.743671055E+3	407.781080169E+3	1.036719704E+0	153.003705912E+0	329.310031926E-6	4.177534057E-6	-4.353326932E-6	18.315300000E+0
2.607318325E+3	800.000000000E-9	2.988126705E-3	324.706740000E-3	687.562100111E-9	115.005449946E-6	3.735158381E+3	405.883425000E+3	859.452625138E-3	143.756812432E+0	326.513855643E-6	3.906728167E-6	-4.353326932E-6	18.395200000E+0
2.612831575E+3	810.000000000E-9	3.018650113E-3	327.189893333E-3	842.294077529E-9	108.142071093E-6	3.726728534E+3	403.938139918E+3	1.039869232E+0	133.508729744E+0	327.617417728E-6	4.027137537E-6	-4.353326932E-6	18.476900000E+0
2.618346459E+3	820.000000000E-9	3.048728506E-3	329.610623333E-3	668.277426666E-9	139.368530766E-6	3.717961592E+3	401.964174797E+3	814.972471544E-3	169.961622885E+0	332.464570165E-6	4.130985281E-6	-4.353326932E-6	18.552300000E+0
2.623843143E+3	830.000000000E-9	3.079115457E-3	331.962773333E-3	600.818834502E-9	70.564340576E-6	3.709777659E+3	399.955148594E+3	723.878113857E-3	85.017277802E+0	329.088627549E-6	4.251429543E-6	-4.353326932E-6	18.629700000E+0
2.629328758E+3	840.000000000E-9	3.109385770E-3	334.480556667E-3	626.354740661E-9	119.011067823E-6	3.701649727E+3	398.191138889E+3	745.660405548E-3	141.679842646E+0	330.356669248E-6	3.971747635E-6	-4.353326932E-6	18.705200000E+0
2.634836577E+3	850.000000000E-9	3.140102673E-3	336.711076667E-3	767.060174082E-9	133.776562772E-6	3.694238439E+3	396.130678431E+3	902.423734214E-3	157.384191497E+0	325.553657168E-6	4.483259509E-6	-4.353326932E-6	18.782800000E+0
2.640364470E+3	860.000000000E-9	3.169714874E-3	339.182180000E-3	745.186693643E-9	108.780051417E-6	3.685714969E+3	394.397883721E+3	866.496155399E-3	126.488431880E+0	337.698643629E-6	4.046775327E-6	-4.353326932E-6	18.861500000E+0
2.645898984E+3	870.000000000E-9	3.199844980E-3	341.467100000E-3	687.309526449E-9	128.145259710E-6	3.677982735E+3	392.490919540E+3	790.010949942E-3	147.293401966E+0	331.893953509E-6	4.376520841E-6	-4.353326932E-6	18.938500000E+0
2.651444627E+3	880.000000000E-9	3.229516649E-3	343.967753333E-3	725.728788400E-9	135.197571222E-6	3.669905283E+3	390.872446970E+3	824.691805000E-3	153.633603662E+0	337.021819961E-6	3.998954940E-6	-4.353326932E-6	19.009300000E+0
2.656914131E+3	890.000000000E-9	3.259340881E-3	346.256536667E-3	696.003868281E-9	130.026290401E-6	3.662180765E+3	389.052288390E+3	782.026818293E-3	146.096955507E+0	335.297824660E-6	4.369133528E-6	-4.353326932E-6	19.085600000E+0
2.662398834E+3	900.000000000E-9	3.289361874E-3	348.583696667E-3	538.562372206E-9	195.809605772E-6	3.654846527E+3	387.315218519E+3	598.402635784E-3	217.566228636E+0	333.100237190E-6	4.297083140E-6	-4.353326932E-6	19.154300000E+0
2.667898598E+3	910.000000000E-9	3.318942321E-3	350.731333333E-3	704.884186821E-9	147.038876711E-6	3.647189364E+3	385.419047619E+3	774.598007495E-3	161.581183199E+0	338.061152355E-6	4.656281090E-6	-4.353326932E-6	19.229200000E+0
2.673421942E+3	920.000000000E-9	3.348650579E-3	353.022816667E-3	980.192187851E-9	170.671228780E-6	3.639837586E+3	383.720452899E+3	1.065426291E+0	185.512205196E+0	336.606740382E-6	4.363985482E-6	-4.353326932E-6	19.302200000E+0
2.678936886E+3	930.000000000E-9	3.378355411E-3	355.136063333E-3	784.389274632E-9	191.178034886E-6	3.632640227E+3	381.866734767E+3	843.429327562E-3	205.567779448E+0	336.645574176E-6	4.732055258E-6	-4.353326932E-6	19.374100000E+0
2.684454735E+3	940.000000000E-9	3.407984954E-3	357.468990000E-3	667.463477382E-9	126.369453833E-6	3.625515909E+3	380.286159574E+3	710.067529130E-3	134.435589184E+0	337.500982972E-6	4.286461355E-6	-4.353326932E-6	19.446400000E+0
2.689968235E+3	950.000000000E-9	3.436943590E-3	360.059036667E-3	689.680431427E-9	154.669296785E-6	3.617835358E+3	379.009512281E+3	725.979401502E-3	162.809786089E+0	345.320135766E-6	3.860934295E-6	-4.353326932E-6	19.517200000E+0
2.695468972E+3	960.000000000E-9	3.466386363E-3	362.330273333E-3	604.617205405E-9	136.950809023E-6	3.610819128E+3	377.427368056E+3	629.809588963E-3	142.657092732E+0	339.641913945E-6	4.402887707E-6	-4.353326932E-6	19.587100000E+0
2.700972072E+3	970.000000000E-9	3.496206837E-3	364.535233333E-3	606.882329343E-9	167.628113298E-6	3.604336946E+3	375.809518900E+3	625.651885920E-3	172.812487936E+0	335.340075413E-6	4.535229664E-6	-4.353326932E-6	19.656600000E+0
2.706499959E+3	980.000000000E-9	3.524982408E-3	366.815186667E-3	902.158756181E-9	118.260016659E-6	3.596920824E+3	374.301210884E+3	920.570159369E-3	120.673486387E+0	347.517000300E-6	4.386054685E-6	-4.353326932E-6	19.727500000E+0
2.711992165E+3	990.000000000E-9	3.554453232E-3	369.042790000E-3	588.820113594E-9	115.403655443E-6	3.590356800E+3	372.770494949E+3	594.767791509E-3	116.569348933E+0	339.318646574E-6	4.489129573E-6	-4.353326932E-6	19.797700000E+0
2.717508558E+3	1.000000000E-6	3.583357522E-3	371.383470000E-3	407.165097445E-9	79.505329034E-6	3.583357522E+3	371.383470000E+3	407.165097445E-3	79.505329034E+0	345.969396562E-6	4.272262761E-6	-4.353326932E-6	19.864100000E+0
2.723013442E+3	1.000000000E-6	3.577073618E-3	370.854526667E-3	632.102588668E-9	176.133575748E-6	3.577073618E+3	370.854526667E+3	632.102588668E-3	176.133575748E+0	-0.000000000E+0	-0.000000000E+0	-4.353326932E-6	19.933500000E+0
2.728512616E+3	990.000000000E-9	3.534733558E-3	367.380660000E-3	625.241630214E-9	153.488246433E-6	3.570437938E+3	371.091575758E+3	631.557202236E-3	155.038632761E+0	236.182943529E-6	2.878636678E-6	-4.353326932E-6	19.997200000E+0
2.733986130E+3	980.000000000E-9	3.492899547E-3	364.345776667E-3	760.074123685E-9	167.564731050E-6	3.564183212E+3	371.781404762E+3	775.585840495E-3	170.984419439E+0	239.039952444E-6	3.295019578E-6	-4.353326932E-6	20.066900000E+0
2.739518478E+3	970.000000000E-9	3.450292944E-3	360.939883333E-3	788.644639175E-9	151.066815734E-6	3.557003035E+3	372.102972509E+3	813.035710490E-3	155.738985293E+0	234.705401027E-6	2.936087253E-6	-4.353326932E-6	20.135800000E+0
2.745004621E+3	960.000000000E-9	3.409171070E-3	357.445213333E-3	767.772519759E-9	128.515469975E-6	3.551219865E+3	372.338763889E+3	799.763041415E-3	133.870281224E+0	243.179580801E-6	2.861500514E-6	-4.353326932E-6	20.201800000E+0
2.750529417E+3	950.000000000E-9	3.367399401E-3	353.853430000E-3	651.766885299E-9	188.053351106E-6	3.544630948E+3	372.477294737E+3	686.070405578E-3	197.950895901E+0	239.396704982E-6	2.784132302E-6	-4.353326932E-6	20.264500000E+0
2.756014450E+3	940.000000000E-9	3.325856745E-3	350.472416667E-3	586.083787906E-9	160.419080651E-6	3.538145474E+3	372.842996454E+3	623.493391390E-3	170.658596437E+0	240.716437593E-6	2.957693157E-6	-4.353326932E-6	20.330600000E+0
2.761532880E+3	930.000000000E-9	3.284422887E-3	347.006190000E-3	645.530890502E-9	123.600162789E-6	3.531637513E+3	373.124935484E+3	694.119237099E-3	132.903400848E+0	241.348512610E-6	2.884981555E-6	-4.353326932E-6	20.397700000E+0
2.767040669E+3	920.000000000E-9	3.243982774E-3	343.835156667E-3	426.297821810E-9	90.745550602E-6	3.526068233E+3	373.733865942E+3	463.367197620E-3	98.636468045E+0	247.279227869E-6	3.153546163E-6	-4.353326932E-6	20.464500000E+0
2.772549810E+3	910.000000000E-9	3.203138358E-3	340.430030000E-3	764.662667932E-9	126.363016059E-6	3.519932261E+3	374.098934066E+3	840.288646079E-3	138.860457208E+0	244.831506916E-6	2.936748315E-6	-4.353326932E-6	20.525600000E+0
2.778027106E+3	900.000000000E-9	3.162140347E-3	337.343573333E-3	477.739666966E-9	108.110147960E-6	3.513489275E+3	374.826192593E+3	530.821852184E-3	120.122386622E+0	243.914275807E-6	3.239961250E-6	-4.353326932E-6	20.592800000E+0
2.783542393E+3	890.000000000E-9	3.121555593E-3	333.922160000E-3	744.697096015E-9	127.055284193E-6	3.507365834E+3	375.193438202E+3	836.738310129E-3	142.758746284E+0	246.397941348E-6	2.922768758E-6	-4.353326932E-6	20.656000000E+0
2.789044808E+3	880.000000000E-9	3.081590843E-3	330.583203333E-3	483.976323879E-9	125.336293787E-6	3.501807776E+3	375.662731061E+3	549.973095317E-3	142.427606576E+0	250.220506822E-6	2.994947524E-6	-4.353326932E-6	20.720600000E+0
2.794525357E+3	870.000000000E-9	3.041267678E-3	327.260533333E-3	451.005410904E-9	137.843742953E-6	3.495709975E+3	376.161532567E+3	518.397024028E-3	158.441083854E+0	247.996408086E-6	3.009627799E-6	-4.353326932E-6	20.785300000E+0
2.800068780E+3	860.000000000E-9	3.001290774E-3	323.666846667E-3	588.441413780E-9	136.714819552E-6	3.489872993E+3	376.356798450E+3	684.234202070E-3	158.970720409E+0	250.144431310E-6	2.782657735E-6	-4.353326932E-6	20.849300000E+0
2.805567162E+3	850.000000000E-9	2.961562377E-3	320.438000000E-3	651.277436513E-9	130.743658117E-6	3.484191032E+3	376.985882353E+3	766.208748839E-3	153.816068373E+0	251.709125941E-6	3.097081104E-6	-4.353326932E-6	20.908700000E+0
2.811078461E+3	840.000000000E-9	2.921976929E-3	316.791963333E-3	347.354322816E-9	110.932808130E-6	3.478543963E+3	377.133289683E+3	413.517050971E-3	132.062866821E+0	252.618085419E-6	2.742704178E-6	-4.353326932E-6	20.973600000E+0
2.816609872E+3	830.000000000E-9	2.882323800E-3	313.364783333E-3	548.299801490E-9	124.158600139E-6	3.472679278E+3	377.547931727E+3	660.602170470E-3	149.588674866E+0	252.186908125E-6	2.917850828E-6	-4.353326932E-6	21.032800000E+0
2.822120399E+3	820.000000000E-9	2.843332007E-3	309.760413333E-3	432.626285931E-9	122.872672345E-6	3.467478057E+3	377.756601626E+3	527.593031623E-3	149.844722372E+0	256.464221305E-6	2.774409952E-6	-4.353326932E-6	21.096800000E+0
2.827624237E+3	810.000000000E-9	2.803937702E-3	306.350330000E-3	711.951874548E-9	129.043465412E-6	3.461651484E+3	378.210283951E+3	878.952931540E-3	159.312920262E+0	253.843800128E-6	2.932479656E-6	-4.353326932E-6	21.158500000E+0
2.833136671E+3	800.000000000E-9	2.765119857E-3	302.999733333E-3	855.109929309E-9	146.224606008E-6	3.456399821E+3	378.749666667E+3	1.068887412E+0	182.780757510E+0	257.613474270E-6	2.984543052E-6	-4.353326932E-6	21.220800000E+0
2.838655026E+3	790.000000000E-9	2.726154351E-3	299.482863333E-3	851.532984008E-9	130.494781197E-6	3.450828293E+3	379.092232068E+3	1.077889853E+0	165.183267337E+0	256.637246571E-6	2.843437488E-6	-4.353326932E-6	21.276200000E+0
2.844144464E+3	780.000000000E-9	2.687664548E-3	296.103986667E-3	348.542862504E-9	125.613967303E-6	3.445723779E+3	379.620495726E+3	446.849823724E-3	161.043547824E+0	259.809069779E-6	2.959563484E-6	-4.353326932E-6	21.338100000E+0
2.849639426E+3	770.000000000E-9	2.649174685E-3	292.750113333E-3	487.614279633E-9	181.478707278E-6	3.440486603E+3	380.194952381E+3	633.265298224E-3	235.686632829E+0	259.808664775E-6	2.981627213E-6	-4.353326932E-6	21.400400000E+0
2.855136917E+3	760.000000000E-9	2.610447573E-3	289.500670000E-3	387.756017316E-9	106.205078617E-6	3.434799438E+3	380.921934211E+3	510.205285943E-3	139.743524497E+0	258.217034103E-6	3.077450189E-6	-4.353326932E-6	21.461400000E+0
2.860690475E+3	750.000000000E-9	2.572166649E-3	285.837863333E-3	449.139131607E-9	104.904283083E-6	3.429555532E+3	381.117151111E+3	598.852175475E-3	139.872377444E+0	261.226716656E-6	2.730146827E-6	-4.353326932E-6	21.522900000E+0
2.866217061E+3	740.000000000E-9	2.533898027E-3	282.596386667E-3	385.936659358E-9	148.679439326E-6	3.424186523E+3	381.887009009E+3	521.536026160E-3	200.918161251E+0	261.310687197E-6	3.085013723E-6	-4.353326932E-6	21.577900000E+0
2.871757349E+3	730.000000000E-9	2.495932409E-3	279.078633333E-3	458.678477065E-9	108.280791856E-6	3.419085491E+3	382.299497717E+3	628.326680910E-3	148.329851858E+0	263.396212858E-6	2.842723481E-6	-4.353326932E-6	21.639300000E+0
2.877276413E+3	720.000000000E-9	2.458091380E-3	275.515026667E-3	407.864838489E-9	118.567812500E-6	3.414015806E+3	382.659759259E+3	566.478942346E-3	164.677517360E+0	264.263429202E-6	2.806145834E-6	-4.353326932E-6	21.697600000E+0
2.882772332E+3	710.000000000E-9	2.420148754E-3	271.933153333E-3	367.887654053E-9	111.596235672E-6	3.408660217E+3	383.004441315E+3	518.151625427E-3	157.177796721E+0	263.555824730E-6	2.791835185E-6	-4.353326932E-6	21.754600000E+0
2.888270437E+3	700.000000000E-9	2.382416856E-3	268.798420000E-3	411.151520025E-9	74.116699221E-6	3.403452651E+3	383.997742857E+3	587.359314321E-3	105.880998887E+0	265.027744518E-6	3.190064014E-6	-4.353326932E-6	21.813500000E+0
2.893762159E+3	690.000000000E-9	2.344934651E-3	265.357750000E-3	352.667894468E-9	134.868169988E-6	3.398456016E+3	384.576449275E+3	511.112890534E-3	195.461115924E+0	266.793271339E-6	2.906410670E-6	-4.353326932E-6	21.872300000E+0
2.899287967E+3	680.000000000E-9	2.307429835E-3	261.982726667E-3	532.834903121E-9	114.563612606E-6	3.393279169E+3	385.268715686E+3	783.580739884E-3	168.475900891E+0	266.632423953E-6	2.962942478E-6	-4.353326932E-6	21.930800000E+0
2.904829696E+3	670.000000000E-9	2.270105924E-3	258.366563333E-3	331.738646566E-9	124.921077108E-6	3.388217798E+3	385.621736318E+3	495.132308307E-3	186.449368817E+0	267.924765154E-6	2.765361815E-6	-4.353326932E-6	21.988900000E+0
2.910361184E+3	660.000000000E-9	2.232896358E-3	254.903890000E-3	372.928371336E-9	125.150514485E-6	3.383176300E+3	386.218015152E+3	565.042986873E-3	189.621991644E+0	268.748093176E-6	2.887942072E-6	-4.353326932E-6	22.042300000E+0
2.915870678E+3	650.000000000E-9	2.195952516E-3	251.237883333E-3	458.808497431E-9	102.623322224E-6	3.378388486E+3	386.519820513E+3	705.859226816E-3	157.882034191E+0	270.681105663E-6	2.727763725E-6	-4.353326932E-6	22.099000000E+0
2.921359926E+3	640.000000000E-9	2.159291533E-3	247.926893333E-3	380.150153076E-9	149.825275096E-6	3.373893020E+3	387.385770833E+3	593.984614181E-3	234.101992337E+0	272.769554488E-6	3.020244700E-6	-4.353326932E-6	22.156000000E+0
2.926835013E+3	630.000000000E-9	2.122511197E-3	244.322330000E-3	408.256744737E-9	136.903162730E-6	3.369065392E+3	387.813222222E+3	648.026578947E-3	217.306607508E+0	271.884408815E-6	2.774261145E-6	-4.353326932E-6	22.211100000E+0
2.932306507E+3	620.000000000E-9	2.086010326E-3	240.603940000E-3	367.052973699E-9	102.576832768E-6	3.364532783E+3	388.070870968E+3	592.020925321E-3	165.446504464E+0	273.966065084E-6	2.689335976E-6	-4.353326932E-6	22.268800000E+0
2.937859468E+3	610.000000000E-9	2.049734985E-3	236.900983333E-3	409.153944974E-9	156.729303387E-6	3.360221286E+3	388.362267760E+3	670.744172089E-3	256.933284241E+0	275.669358973E-6	2.700544700E-6	-4.353326932E-6	22.322400000E+0
2.943343831E+3	600.000000000E-9	2.013072908E-3	233.508433333E-3	760.734606564E-9	103.967625377E-6	3.355121513E+3	389.180722222E+3	1.267891011E+0	173.279375628E+0	272.761417497E-6	2.947635260E-6	-4.353326932E-6	22.381100000E+0
2.948825861E+3	590.000000000E-9	1.977030394E-3	229.998193333E-3	571.166900879E-9	120.497482971E-6	3.350898973E+3	389.827446328E+3	968.079493015E-3	204.233021984E+0	277.450127160E-6	2.848808059E-6	-4.353326932E-6	22.436100000E+0
2.954345022E+3	580.000000000E-9	1.940902822E-3	226.358600000E-3	643.880770180E-9	103.723824284E-6	3.346384175E+3	390.273448276E+3	1.110139259E+0	178.834179800E+0	276.796896716E-6	2.747559709E-6	-4.353326932E-6	22.490200000E+0
2.959915923E+3	570.000000000E-9	1.903913841E-3	222.901366667E-3	546.545091213E-9	144.092686486E-6	3.340199722E+3	391.055029240E+3	958.851037216E-3	252.794186818E+0	270.350788529E-6	2.892486285E-6	-4.353326932E-6	22.542500000E+0
2.965416237E+3	560.000000000E-9	1.868211542E-3	219.233456667E-3	705.682080203E-9	94.788183766E-6	3.336092039E+3	391.488315476E+3	1.260146572E+0	169.264613867E+0	280.094004776E-6	2.726348247E-6	-4.353326932E-6	22.600700000E+0
2.970939544E+3	550.000000000E-9	1.832758369E-3	215.512650000E-3	745.193047677E-9	138.296415168E-6	3.332287944E+3	391.841181818E+3	1.354896450E+0	251.448027578E+0	282.062200751E-6	2.687589250E-6	-4.353326932E-6	22.655400000E+0
2.976423303E+3	540.000000000E-9	1.796470322E-3	211.927160000E-3	493.211351468E-9	115.981980170E-6	3.326796893E+3	392.457703704E+3	913.354354570E-3	214.781444759E+0	275.572835320E-6	2.789019074E-6	-4.353326932E-6	22.706700000E+0
2.981920851E+3	530.000000000E-9	1.761196447E-3	208.138346667E-3	506.820751896E-9	117.031341907E-6	3.323012164E+3	392.713861635E+3	956.265569616E-3	220.813852654E+0	283.495930062E-6	2.639348820E-6	-4.353326932E-6	22.761200000E+0
2.987429763E+3	520.000000000E-9	1.725895351E-3	204.521920000E-3	652.083408571E-9	128.808613441E-6	3.319029521E+3	393.311384615E+3	1.254006555E+0	247.708872002E+0	283.277323741E-6	2.765160453E-6	-4.353326932E-6	22.815000000E+0
2.992948427E+3	510.000000000E-9	1.690500304E-3	200.713730000E-3	721.142193089E-9	139.963190112E-6	3.314706479E+3	393.556333333E+3	1.414004300E+0	274.437627670E+0	282.525407981E-6	2.625919400E-6	-4.353326932E-6	22.870700000E+0
2.998465071E+3	500.000000000E-9	1.652432164E-3	195.153440000E-3	698.530018513E-9	6.801145925E-3	3.304864329E+3	390.306880000E+3	1.397060037E+0	13.602291851E+3	262.686855728E-6	1.798467346E-6	-4.353326932E-6	22.983000000E+0
3.010306646E+3	490.000000000E-9	1.614591158E-3	189.662963333E-3	459.040440492E-9	8.656038536E-3	3.295083997E+3	387.067272109E+3	936.817225495E-3	17.665384768E+3	264.263587496E-6	1.821335488E-6	-4.353326932E-6	23.094200000E+0
3.021702610E+3	480.000000000E-9	1.577571785E-3	186.841863333E-3	679.420938801E-9	7.146661832E-3	3.286607885E+3	389.253881944E+3	1.415460289E+0	14.888878816E+3	270.128827409E-6	3.544716600E-6	-4.353326932E-6	23.206700000E+0
3.033320150E+3	470.000000000E-9	1.541150793E-3	182.297436667E-3	725.949725470E-9	7.497658319E-3	3.279044240E+3	387.866886525E+3	1.544573884E+0	15.952464508E+3	274.566931071E-6	2.200497606E-6	-4.353326932E-6	23.312500000E+0
3.044726335E+3	460.000000000E-9	1.503985100E-3	179.224383333E-3	535.399181295E-9	6.116688007E-3	3.269532826E+3	389.618224638E+3	1.163911264E+0	13.297147841E+3	269.065347165E-6	3.254092564E-6	-4.353326932E-6	23.421200000E+0
3.056377054E+3	450.000000000E-9	1.467413634E-3	175.298803333E-3	268.964237369E-9	5.590168410E-3	3.260919187E+3	389.552896296E+3	597.698305264E-3	12.422596467E+3	273.437220154E-6	2.547394270E-6	-4.353326932E-6	23.530300000E+0
3.067960505E+3	440.000000000E-9	1.431039449E-3	170.784190000E-3	377.435707060E-9	5.810887113E-3	3.252362383E+3	388.145886364E+3	857.808425136E-3	13.206561621E+3	274.920246553E-6	2.215029120E-6	-4.353326932E-6	23.634900000E+0
3.079350345E+3	430.000000000E-9	1.394774691E-3	167.024083333E-3	315.521404141E-9	5.244552359E-3	3.243662072E+3	388.428100775E+3	733.770707306E-3	12.196633393E+3	275.749809000E-6	2.659499021E-6	-4.353326932E-6	23.741600000E+0
3.090742973E+3	420.000000000E-9	1.358990984E-3	163.717216667E-3	602.154858291E-9	4.178423124E-3	3.235692820E+3	389.802896825E+3	1.433702044E+0	9.948626486E+3	279.456795607E-6	3.024010645E-6	-4.353326932E-6	23.844100000E+0
3.102351924E+3	410.000000000E-9	1.323567127E-3	159.442546667E-3	363.340430756E-9	4.234917869E-3	3.228212505E+3	388.884260163E+3	886.196172575E-3	10.329067974E+3	282.295626529E-6	2.339361869E-6	-4.353326932E-6	23.948400000E+0
3.113746118E+3	400.000000000E-9	1.288487012E-3	154.522920000E-3	473.852429920E-9	4.728449023E-3	3.221217530E+3	386.307300000E+3	1.184631075E+0	11.821122557E+3	285.061779301E-6	2.032674566E-6	-4.353326932E-6	24.048100000E+0
3.124454298E+3	390.000000000E-9	1.253147920E-3	150.213706667E-3	345.236165205E-9	4.612764064E-3	3.213199795E+3	385.163350427E+3	885.220936423E-3	11.827600163E+3	282.972748706E-6	2.320609175E-6	-4.353326932E-6	24.139600000E+0
3.134696066E+3	380.000000000E-9	1.123545259E-3	146.239093333E-3	450.577324156E-9	4.284382145E-3	2.956698050E+3	384.839719298E+3	1.185729800E+0	11.274689855E+3	77.158909569E-6	2.515968010E-6	-4.353326932E-6	24.233100000E+0
3.144829004E+3	370.000000000E-9	1.183686254E-3	142.117423333E-3	319.625365286E-9	4.031817699E-3	3.199152037E+3	384.101144144E+3	863.852338611E-3	10.896804592E+3	-166.275933004E-6	2.426201030E-6	-4.353326932E-6	24.315600000E+0
3.154322474E+3	360.000000000E-9	1.149574959E-3	138.446786667E-3	252.023279422E-9	3.621337047E-3	3.193263774E+3	384.574407407E+3	700.064665061E-3	10.059269576E+3	293.158028741E-6	2.724323028E-6	-4.353326932E-6	24.401600000E+0
3.163891170E+3	350.000000000E-9	1.115368212E-3	135.178463333E-3	323.832558867E-9	3.113029766E-3	3.186766320E+3	386.224180952E+3	925.235882476E-3	8.894370760E+3	292.339990630E-6	3.059672799E-6	-4.353326932E-6	24.490800000E+0
3.173932743E+3	340.000000000E-9	1.020778447E-3	131.409776667E-3	335.220045048E-9	2.731400588E-3	3.002289549E+3	386.499343137E+3	985.941308966E-3	8.033531142E+3	105.719682936E-6	2.653444259E-6	-4.353326932E-6	24.581700000E+0
3.184017265E+3	330.000000000E-9	994.779226667E-6	127.681680000E-3	380.142960522E-9	2.372565786E-3	3.014482505E+3	386.914181818E+3	1.151948365E+0	7.189593290E+3	384.626923423E-6	2.682333881E-6	-4.353326932E-6	24.669900000E+0
3.194049636E+3	320.000000000E-9	1.013373009E-3	123.956276667E-3	371.274415831E-9	2.054308564E-3	3.166790653E+3	387.363364583E+3	1.160232549E+0	6.419714263E+3	-537.814190826E-6	2.684273112E-6	-4.353326932E-6	24.757200000E+0
3.204033716E+3	310.000000000E-9	941.552618333E-6	119.597763333E-3	384.392314305E-9	1.834704969E-3	3.037266511E+3	385.799236559E+3	1.239975207E+0	5.918403127E+3	139.236223963E-6	2.294360309E-6	-4.353326932E-6	24.835800000E+0
3.213004658E+3	300.000000000E-9	914.681983433E-6	115.636680000E-3	414.557744701E-9	1.517001077E-3	3.048939945E+3	385.455600000E+3	1.381859149E+0	5.056670256E+3	372.153469288E-6	2.524561883E-6	-4.353326932E-6	24.906800000E+0
3.221447791E+3	290.000000000E-9	886.533263833E-6	111.592073333E-3	562.765320835E-9	1.197741875E-3	3.057011255E+3	384.800252874E+3	1.940570072E+0	4.130144396E+3	355.255945638E-6	2.472428304E-6	-4.353326932E-6	24.974900000E+0
3.228970290E+3	280.000000000E-9	857.748281300E-6	107.679776667E-3	453.607530923E-9	832.930769853E-6	3.063386719E+3	384.570630952E+3	1.620026896E+0	2.974752749E+3	347.403372172E-6	2.556043381E-6	-4.353326932E-6	25.031800000E+0
3.235594090E+3	270.000000000E-9	829.102418667E-6	104.052326667E-3	526.318334119E-9	731.426438158E-6	3.070749699E+3	385.378987654E+3	1.949327163E+0	2.708986808E+3	349.090552028E-6	2.756757502E-6	-4.353326932E-6	25.091600000E+0
3.242478722E+3	260.000000000E-9	799.298428767E-6	100.284550667E-3	643.714935360E-9	604.777725820E-6	3.074224726E+3	385.709810256E+3	2.475826674E+0	2.326068176E+3	335.525546531E-6	2.654085593E-6	-4.353326932E-6	25.149200000E+0
