[Main]
Experiment = "RvsB_75.00Vg_5.0K"
Header length = 71    
Date = "20200220 23:23:28"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Gate Voltage]
Set initial gate voltage = TRUE
Initial gate voltage (V) = 7.500000E+1
Initial gate volt. ramp step (V) = 1.000000E-1
Initial voltage ramp delay (s) = 5.000000E-2
Delay after inital voltage set = 1.000000
Leak current threshold for initial set = 1.000000
Set final gate voltage = FALSE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Auto-range = TRUE
Manual range (V) = 5.000000
Check Compliance = TRUE
Measuement speed = 1.000000
Number of measurements = 0

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 5.000000E+0
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic magnetic field]
Initial field (T) = -9.000000E+0
Final field (T) = 9.000000E+0
Measurement interval (T) = 2.000000E-1
Ramp rate (G/s) = 1.000000E+2
Delay after field step (s) = 1.000000E+0
Measurement Pattern = "Linear"
Go to other field at finish = TRUE
Finish field (T) = 0.000000
Finish ramp rate (G/s) = 100.000000
Delay before setting finish field (s) = 0.000000
Stabilize finish field = TRUE

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Magnetic Field (T)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Gate Voltage (V)	Gate Leak Current (A)	Temperature (K)
4.009294953E+3	3.200020508E+0	100.000001490E-3	1.118910132E-6	1.609175994E-9	89.372683829E+3	128.532554306E+0	75.000000000E+0	77.045644344E-12	5.000100000E+0
4.060524194E+3	3.400013672E+0	100.000001490E-3	1.117932436E-6	2.255015637E-9	89.450845396E+3	180.434030364E+0	75.000000000E+0	89.204719306E-12	4.998500000E+0
4.111440978E+3	3.600018359E+0	100.000001490E-3	1.122204198E-6	2.045100544E-9	89.110343471E+3	162.394341664E+0	75.000000000E+0	71.906504015E-12	4.998500000E+0
4.162640373E+3	3.800011328E+0	100.000001490E-3	1.120384764E-6	2.415041550E-9	89.255053008E+3	192.393424597E+0	75.000000000E+0	81.671965718E-12	5.000700000E+0
4.213918199E+3	4.000018359E+0	100.000001490E-3	1.119554472E-6	717.003824845E-12	89.321246954E+3	57.204608884E+0	75.000000000E+0	87.811843213E-12	5.000700000E+0
4.264497101E+3	4.200025391E+0	100.000001490E-3	1.119713042E-6	1.033730074E-9	89.308597558E+3	82.450574073E+0	75.000000000E+0	80.887479353E-12	4.999900000E+0
4.314438891E+3	4.400021484E+0	100.000001490E-3	1.121803919E-6	2.274256536E-9	89.142139538E+3	180.719722930E+0	75.000000000E+0	84.628685310E-12	4.999900000E+0
4.365341922E+3	4.600026563E+0	100.000001490E-3	1.122341897E-6	2.118480053E-9	89.099410553E+3	168.179878574E+0	75.000000000E+0	80.163389121E-12	5.000200000E+0
4.416240366E+3	4.800028125E+0	100.000001490E-3	1.122575149E-6	2.046772745E-9	89.080897275E+3	162.419730127E+0	75.000000000E+0	75.300765970E-12	5.000200000E+0
4.467430449E+3	5.000008984E+0	100.000001490E-3	1.121845545E-6	1.808426314E-9	89.138831964E+3	143.692694719E+0	75.000000000E+0	89.013578106E-12	4.998900000E+0
4.518115821E+3	5.200030469E+0	100.000001490E-3	1.121138729E-6	2.261315789E-9	89.195029065E+3	179.904700809E+0	75.000000000E+0	91.145661851E-12	4.998900000E+0
4.570009001E+3	5.400032031E+0	100.000001490E-3	1.121060069E-6	2.193111247E-9	89.201287441E+3	174.503001255E+0	75.000000000E+0	84.759457786E-12	4.999100000E+0
4.621780416E+3	5.600035938E+0	100.000001490E-3	1.120941262E-6	1.901709852E-9	89.210741815E+3	151.348649901E+0	75.000000000E+0	86.936804977E-12	4.999100000E+0
4.671670193E+3	5.800033984E+0	100.000001490E-3	1.123061739E-6	1.118210259E-9	89.042301110E+3	88.657650026E+0	75.000000000E+0	80.454976362E-12	4.997500000E+0
4.721602633E+3	6.000041016E+0	100.000001490E-3	1.124565054E-6	1.454769304E-9	88.923269597E+3	115.033667958E+0	75.000000000E+0	89.611927601E-12	4.997500000E+0
4.772513152E+3	6.200050781E+0	100.000001490E-3	1.123734275E-6	2.581046834E-9	88.989010777E+3	204.394232375E+0	75.000000000E+0	87.690978784E-12	5.001300000E+0
4.824438180E+3	6.400035547E+0	100.000001490E-3	1.122350124E-6	1.752386823E-9	89.098757463E+3	139.114778155E+0	75.000000000E+0	84.648704018E-12	5.001300000E+0
4.874311821E+3	6.600012500E+0	100.000001490E-3	1.121513934E-6	2.239755977E-9	89.165188644E+3	178.070247842E+0	75.000000000E+0	89.043561413E-12	5.000400000E+0
4.925701435E+3	6.800027344E+0	100.000001490E-3	1.123220912E-6	1.177861793E-9	89.029682804E+3	93.360674391E+0	75.000000000E+0	90.612463366E-12	5.000400000E+0
4.975559190E+3	7.000038281E+0	100.000001490E-3	1.121928757E-6	692.813933377E-12	89.132220632E+3	55.040967609E+0	75.000000000E+0	84.296653338E-12	4.999400000E+0
5.025444728E+3	7.200048437E+0	100.000001490E-3	1.121913253E-6	1.436825551E-9	89.133452385E+3	114.152517140E+0	75.000000000E+0	86.277874255E-12	4.999400000E+0
5.075299510E+3	7.400027344E+0	100.000001490E-3	1.122418286E-6	2.395764160E-9	89.093346657E+3	190.166758137E+0	75.000000000E+0	89.224571828E-12	5.000600000E+0
5.126216435E+3	7.600027344E+0	100.000001490E-3	1.118353525E-6	683.774791956E-12	89.417164871E+3	54.670729750E+0	75.000000000E+0	90.210065112E-12	5.000600000E+0
5.176498064E+3	7.800032031E+0	100.000001490E-3	1.119722765E-6	944.583169135E-12	89.307822125E+3	75.338885944E+0	75.000000000E+0	87.047132002E-12	4.999600000E+0
5.226440032E+3	8.000039063E+0	100.000001490E-3	1.119482836E-6	2.074758038E-9	89.326962650E+3	165.551295473E+0	75.000000000E+0	95.947647050E-12	4.999600000E+0
5.276326306E+3	8.200044531E+0	100.000001490E-3	1.120662102E-6	1.228277242E-9	89.232964439E+3	97.801843479E+0	75.000000000E+0	87.509686997E-12	5.002100000E+0
5.326964526E+3	8.400043750E+0	100.000001490E-3	1.121711860E-6	1.583411148E-9	89.149455463E+3	125.843584876E+0	75.000000000E+0	86.302905794E-12	5.002100000E+0
5.377544550E+3	8.600046875E+0	100.000001490E-3	1.119326371E-6	1.566907148E-9	89.339449223E+3	125.063274872E+0	75.000000000E+0	81.510648231E-12	5.000600000E+0
5.428798269E+3	8.800039062E+0	100.000001490E-3	1.121545156E-6	1.982459487E-9	89.162706428E+3	157.605293310E+0	75.000000000E+0	78.382920293E-12	5.000600000E+0
5.479688317E+3	9.000029687E+0	100.000001490E-3	1.118206158E-6	1.405493956E-9	89.428948976E+3	112.404896297E+0	75.000000000E+0	80.077507472E-12	5.000700000E+0
