[Main]
Experiment = "RvsB_75.00Vg_50.0K"
Header length = 71    
Date = "20200225 13:16:52"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Gate Voltage]
Set initial gate voltage = TRUE
Initial gate voltage (V) = 7.500000E+1
Initial gate volt. ramp step (V) = 1.000000E-1
Initial voltage ramp delay (s) = 5.000000E-2
Delay after inital voltage set = 1.000000
Leak current threshold for initial set = 1.000000
Set final gate voltage = FALSE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Auto-range = TRUE
Manual range (V) = 5.000000
Check Compliance = TRUE
Measuement speed = 1.000000
Number of measurements = 0

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 5.000000E+1
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic magnetic field]
Initial field (T) = -9.000000E+0
Final field (T) = 9.000000E+0
Measurement interval (T) = 5.000000E-2
Ramp rate (G/s) = 1.000000E+2
Delay after field step (s) = 1.000000E+0
Measurement Pattern = "Linear"
Go to other field at finish = TRUE
Finish field (T) = 0.000000
Finish ramp rate (G/s) = 100.000000
Delay before setting finish field (s) = 0.000000
Stabilize finish field = TRUE

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 50.000000E-3
Final Voltage (V) = 50.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Magnetic Field (T)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Gate Voltage (V)	Gate Leak Current (A)	Temperature (K)
1.446712460E+3	-8.399962500E+0	50.000000745E-3	751.218586946E-9	391.136019497E-12	66.558524528E+3	34.654941717E+0	75.000000000E+0	65.841368468E-12	49.995600000E+0
1.485325788E+3	-8.349956250E+0	50.000000745E-3	751.241334705E-9	441.610568331E-12	66.556509121E+3	39.124654703E+0	75.000000000E+0	69.356265869E-12	49.995600000E+0
1.523868194E+3	-8.299962500E+0	50.000000745E-3	750.720538140E-9	366.189242746E-12	66.602681297E+3	32.487702401E+0	75.000000000E+0	71.870519258E-12	49.999700000E+0
1.562463006E+3	-8.249961719E+0	50.000000745E-3	751.274547629E-9	331.842201853E-12	66.553566739E+3	29.397085523E+0	75.000000000E+0	75.883237194E-12	49.999700000E+0
1.601017891E+3	-8.199958594E+0	50.000000745E-3	751.195784245E-9	378.613949656E-12	66.560544925E+3	33.547513623E+0	75.000000000E+0	73.429302916E-12	50.000300000E+0
1.639642687E+3	-8.149965625E+0	50.000000745E-3	750.793921215E-9	397.317556408E-12	66.596171509E+3	35.242464520E+0	75.000000000E+0	81.550361603E-12	50.000300000E+0
1.678165677E+3	-8.099971875E+0	50.000000745E-3	751.108908772E-9	412.624337879E-12	66.568243515E+3	36.569500219E+0	75.000000000E+0	81.188315099E-12	50.002800000E+0
1.716691761E+3	-8.049967969E+0	50.000000745E-3	750.762069859E-9	426.014814282E-12	66.598996876E+3	37.791146389E+0	75.000000000E+0	74.882613998E-12	50.002800000E+0
1.755215362E+3	-7.999958594E+0	50.000000745E-3	750.973400982E-9	471.742723974E-12	66.580255279E+3	41.824052552E+0	75.000000000E+0	80.102193628E-12	50.001400000E+0
1.793810019E+3	-7.949966406E+0	50.000000745E-3	750.517271345E-9	341.941237386E-12	66.620719674E+3	30.352894185E+0	75.000000000E+0	83.838416071E-12	50.001400000E+0
1.832325322E+3	-7.899973437E+0	50.000000745E-3	750.596117218E-9	407.230001272E-12	66.613721545E+3	36.140749049E+0	75.000000000E+0	81.057689727E-12	49.995800000E+0
1.870879924E+3	-7.849957031E+0	50.000000745E-3	750.657775156E-9	286.879189444E-12	66.608249991E+3	25.455702185E+0	75.000000000E+0	78.633976414E-12	49.995800000E+0
1.909428765E+3	-7.799946875E+0	50.000000745E-3	751.269841276E-9	406.879684932E-12	66.553983666E+3	36.044923431E+0	75.000000000E+0	82.953496156E-12	50.001700000E+0
1.947969245E+3	-7.749970313E+0	50.000000745E-3	750.666532882E-9	352.457095049E-12	66.607472899E+3	31.273908424E+0	75.000000000E+0	83.974213000E-12	50.001700000E+0
1.986477809E+3	-7.699960156E+0	50.000000745E-3	751.036592660E-9	418.853192277E-12	66.574653264E+3	37.128691620E+0	75.000000000E+0	79.227337885E-12	50.003700000E+0
2.025084972E+3	-7.649987500E+0	50.000000745E-3	750.779633845E-9	350.200273007E-12	66.597438837E+3	31.064296647E+0	75.000000000E+0	84.039673137E-12	50.003700000E+0
2.063634129E+3	-7.599982031E+0	50.000000745E-3	751.484658138E-9	441.058817962E-12	66.534958769E+3	39.050471557E+0	75.000000000E+0	82.244500793E-12	50.001500000E+0
2.102193396E+3	-7.549978906E+0	50.000000745E-3	750.818289202E-9	395.194143869E-12	66.594010114E+3	35.051840362E+0	75.000000000E+0	81.077845826E-12	50.001500000E+0
2.140743717E+3	-7.499985937E+0	50.000000745E-3	750.873026980E-9	344.560917834E-12	66.589155488E+3	30.556458560E+0	75.000000000E+0	85.110720555E-12	49.997600000E+0
2.179298984E+3	-7.449978906E+0	50.000000745E-3	751.109050556E-9	421.425986452E-12	66.568230949E+3	37.349546478E+0	75.000000000E+0	84.084943175E-12	49.997600000E+0
2.217886960E+3	-7.399982813E+0	50.000000745E-3	751.156274096E-9	434.122370218E-12	66.564045951E+3	38.469946130E+0	75.000000000E+0	90.798027430E-12	49.999900000E+0
2.256469205E+3	-7.349991406E+0	50.000000745E-3	751.182333788E-9	374.257102103E-12	66.561736740E+3	33.162657830E+0	75.000000000E+0	81.379671751E-12	49.999900000E+0
2.294982655E+3	-7.299973438E+0	50.000000745E-3	751.120763701E-9	446.508847866E-12	66.567192869E+3	39.571320658E+0	75.000000000E+0	93.699467629E-12	49.998800000E+0
2.333617476E+3	-7.249977344E+0	50.000000745E-3	750.820788188E-9	434.108734829E-12	66.593788467E+3	38.503123134E+0	75.000000000E+0	90.808147113E-12	49.998800000E+0
2.372141010E+3	-7.199977344E+0	50.000000745E-3	750.859743856E-9	332.722237017E-12	66.590333487E+3	29.507620967E+0	75.000000000E+0	81.731633267E-12	49.998300000E+0
2.410752266E+3	-7.149975781E+0	50.000000745E-3	751.005502881E-9	322.762906154E-12	66.577409291E+3	28.613263185E+0	75.000000000E+0	88.047424213E-12	49.998300000E+0
2.449280191E+3	-7.099970312E+0	50.000000745E-3	750.782736933E-9	374.504215498E-12	66.597163581E+3	33.219888090E+0	75.000000000E+0	90.275117937E-12	50.001200000E+0
2.487915215E+3	-7.049984375E+0	50.000000745E-3	751.642594690E-9	387.230163885E-12	66.520978319E+3	34.270183087E+0	75.000000000E+0	86.659610737E-12	50.001200000E+0
2.526468660E+3	-6.999969531E+0	50.000000745E-3	751.206904363E-9	342.538575099E-12	66.559559630E+3	30.350116036E+0	75.000000000E+0	84.980059795E-12	49.999800000E+0
2.565067871E+3	-6.949965625E+0	50.000000745E-3	751.448372482E-9	402.316669580E-12	66.538171584E+3	35.623758826E+0	75.000000000E+0	90.476164755E-12	49.999800000E+0
2.603597949E+3	-6.899975000E+0	50.000000745E-3	751.010519814E-9	369.351762543E-12	66.576964538E+3	32.742975695E+0	75.000000000E+0	89.626408378E-12	50.002600000E+0
2.642183988E+3	-6.849984375E+0	50.000000745E-3	751.188484849E-9	379.694857804E-12	66.561191703E+3	33.643942537E+0	75.000000000E+0	88.791698993E-12	50.002600000E+0
2.680722296E+3	-6.799994531E+0	50.000000745E-3	750.919128829E-9	397.348552517E-12	66.585067320E+3	35.233461372E+0	75.000000000E+0	91.924448609E-12	50.004700000E+0
2.719409099E+3	-6.749986719E+0	50.000000745E-3	751.807451080E-9	393.072933555E-12	66.506391594E+3	34.772018296E+0	75.000000000E+0	89.576153439E-12	50.004700000E+0
2.757906785E+3	-6.699991406E+0	50.000000745E-3	751.750138589E-9	414.106811396E-12	66.511461958E+3	36.638303100E+0	75.000000000E+0	93.950972002E-12	49.998200000E+0
2.796463850E+3	-6.649980469E+0	50.000000745E-3	751.378224433E-9	421.247805381E-12	66.544383533E+3	37.307010787E+0	75.000000000E+0	90.239900274E-12	49.998200000E+0
2.834997777E+3	-6.599982813E+0	50.000000745E-3	751.777388750E-9	407.570787765E-12	66.509051075E+3	36.057411071E+0	75.000000000E+0	89.958340777E-12	49.999800000E+0
2.873610025E+3	-6.549978516E+0	50.000000745E-3	751.845996709E-9	404.396657994E-12	66.502981946E+3	35.770069620E+0	75.000000000E+0	93.191612066E-12	49.999800000E+0
2.912169158E+3	-6.499990234E+0	50.000000745E-3	750.939559687E-9	360.788036741E-12	66.583255736E+3	31.989847661E+0	75.000000000E+0	96.223808088E-12	49.999500000E+0
2.950709385E+3	-6.449983594E+0	50.000000745E-3	751.681823851E-9	340.644767225E-12	66.517506688E+3	30.144191150E+0	75.000000000E+0	99.215810567E-12	49.999500000E+0
2.989300327E+3	-6.399970703E+0	50.000000745E-3	751.454952978E-9	367.764787087E-12	66.537588909E+3	32.563738014E+0	75.000000000E+0	100.322079810E-12	50.000300000E+0
3.027870507E+3	-6.349978906E+0	50.000000745E-3	751.790397510E-9	376.540327333E-12	66.507900222E+3	33.311022065E+0	75.000000000E+0	95.665726729E-12	50.000300000E+0
3.066408728E+3	-6.299976563E+0	50.000000745E-3	751.882634354E-9	394.902547242E-12	66.499741397E+3	34.926883623E+0	75.000000000E+0	94.453768418E-12	50.000800000E+0
3.105066228E+3	-6.249983203E+0	50.000000745E-3	751.575960211E-9	344.540846078E-12	66.526876047E+3	30.497550978E+0	75.000000000E+0	95.861758809E-12	50.000800000E+0
3.143617346E+3	-6.199978516E+0	50.000000745E-3	751.474763225E-9	474.708015085E-12	66.535834857E+3	42.030811469E+0	75.000000000E+0	90.305239675E-12	50.003600000E+0
3.182212392E+3	-6.149992578E+0	50.000000745E-3	751.496801330E-9	411.080011315E-12	66.533883653E+3	36.395031351E+0	75.000000000E+0	80.394054608E-12	50.003600000E+0
3.220830962E+3	-6.099978516E+0	50.000000745E-3	751.436298863E-9	338.550268515E-12	66.539240679E+3	29.978426425E+0	75.000000000E+0	77.914977942E-12	49.997700000E+0
3.259408406E+3	-6.049989062E+0	50.000000745E-3	751.325420980E-9	343.335143009E-12	66.549060299E+3	30.411098170E+0	75.000000000E+0	79.272732822E-12	49.997700000E+0
3.297943373E+3	-5.999984766E+0	50.000000745E-3	750.723573169E-9	387.124095748E-12	66.602412036E+3	34.344730145E+0	75.000000000E+0	76.522173320E-12	50.001600000E+0
3.336474618E+3	-5.949983594E+0	50.000000745E-3	751.689094891E-9	360.109899025E-12	66.516863268E+3	31.866074788E+0	75.000000000E+0	76.145043049E-12	50.001600000E+0
3.375018502E+3	-5.899987500E+0	50.000000745E-3	751.588331540E-9	379.616834526E-12	66.525780998E+3	33.601248632E+0	75.000000000E+0	74.380088200E-12	49.998900000E+0
3.413607276E+3	-5.849985156E+0	50.000000745E-3	751.371056593E-9	406.656219961E-12	66.545018345E+3	36.015421914E+0	75.000000000E+0	73.635803011E-12	49.998900000E+0
3.452170094E+3	-5.799979687E+0	50.000000745E-3	751.435666996E-9	384.693932588E-12	66.539296631E+3	34.064477928E+0	75.000000000E+0	67.375323376E-12	49.998700000E+0
3.490806405E+3	-5.749979297E+0	50.000000745E-3	751.503000824E-9	507.553710988E-12	66.533334784E+3	44.935603633E+0	75.000000000E+0	63.679371498E-12	49.998700000E+0
3.529324038E+3	-5.699980469E+0	50.000000745E-3	751.038309942E-9	391.565010137E-12	66.574501038E+3	34.709607791E+0	75.000000000E+0	60.430953297E-12	49.999300000E+0
3.567898872E+3	-5.649988281E+0	50.000000745E-3	751.078912901E-9	384.847826214E-12	66.570902053E+3	34.110486267E+0	75.000000000E+0	64.167141739E-12	49.999300000E+0
3.606419097E+3	-5.599987500E+0	50.000000745E-3	751.718112877E-9	342.689164335E-12	66.514295570E+3	30.322175261E+0	75.000000000E+0	65.549961986E-12	50.002200000E+0
3.645033530E+3	-5.549992188E+0	50.000000745E-3	751.776594749E-9	403.051912446E-12	66.509121319E+3	35.657705667E+0	75.000000000E+0	67.888188821E-12	50.002200000E+0
3.683531513E+3	-5.499984375E+0	50.000000745E-3	751.645512164E-9	411.137000564E-12	66.520720121E+3	36.385675034E+0	75.000000000E+0	67.460736997E-12	49.997200000E+0
3.722093721E+3	-5.449980078E+0	50.000000745E-3	751.804569448E-9	440.632501812E-12	66.506646510E+3	38.979531689E+0	75.000000000E+0	64.755398613E-12	49.997200000E+0
3.760612813E+3	-5.399990625E+0	50.000000745E-3	751.948846387E-9	454.143766919E-12	66.493885835E+3	40.159359157E+0	75.000000000E+0	64.106663727E-12	50.000100000E+0
3.799176979E+3	-5.349979688E+0	50.000000745E-3	751.445737153E-9	431.172275764E-12	66.538404935E+3	38.179091401E+0	75.000000000E+0	75.073858241E-12	50.000100000E+0
3.837717161E+3	-5.299980859E+0	50.000000745E-3	751.575907191E-9	358.954471827E-12	66.526880740E+3	31.773399214E+0	75.000000000E+0	74.138503670E-12	49.999100000E+0
3.876286214E+3	-5.249986719E+0	50.000000745E-3	751.246647350E-9	428.573266458E-12	66.556038448E+3	37.969073008E+0	75.000000000E+0	73.454681920E-12	49.999100000E+0
3.914807271E+3	-5.199987891E+0	50.000000745E-3	751.480336503E-9	390.431293319E-12	66.535341401E+3	34.568408690E+0	75.000000000E+0	77.844572455E-12	50.001700000E+0
3.953371997E+3	-5.149971484E+0	50.000000745E-3	751.209914305E-9	361.610579092E-12	66.559292939E+3	32.039705554E+0	75.000000000E+0	71.302469484E-12	50.001700000E+0
3.991891299E+3	-5.099986328E+0	50.000000745E-3	751.604327221E-9	459.616030573E-12	66.524365193E+3	40.680533040E+0	75.000000000E+0	82.888188674E-12	49.999500000E+0
4.030454949E+3	-5.049982031E+0	50.000000745E-3	751.539823292E-9	437.962952036E-12	66.530074915E+3	38.770677356E+0	75.000000000E+0	76.632740431E-12	49.999500000E+0
4.069033300E+3	-4.999972266E+0	50.000000745E-3	751.449440549E-9	411.692641778E-12	66.538077011E+3	36.453865324E+0	75.000000000E+0	87.036736846E-12	49.996300000E+0
4.107632953E+3	-4.949982813E+0	50.000000745E-3	751.138400150E-9	367.825123397E-12	66.565629896E+3	32.596537503E+0	75.000000000E+0	85.668967059E-12	49.996300000E+0
4.146143105E+3	-4.899988281E+0	50.000000745E-3	751.359187758E-9	409.519317499E-12	66.546069523E+3	36.270137395E+0	75.000000000E+0	79.594511537E-12	50.002200000E+0
4.184690928E+3	-4.849973047E+0	50.000000745E-3	751.186824636E-9	421.738935938E-12	66.561338811E+3	37.369542814E+0	75.000000000E+0	84.090012037E-12	50.002200000E+0
4.223220852E+3	-4.800008594E+0	50.000000745E-3	751.419971793E-9	448.770452506E-12	66.540686463E+3	39.740085565E+0	75.000000000E+0	80.067242419E-12	50.003600000E+0
4.261872145E+3	-4.749989844E+0	50.000000745E-3	751.393154104E-9	423.554708770E-12	66.543061341E+3	37.509826664E+0	75.000000000E+0	85.533220090E-12	50.003600000E+0
4.300367995E+3	-4.699981250E+0	50.000000745E-3	751.427737774E-9	445.281416460E-12	66.539998767E+3	39.430305022E+0	75.000000000E+0	84.432048852E-12	50.000100000E+0
4.338914925E+3	-4.649987109E+0	50.000000745E-3	750.589048962E-9	366.550070656E-12	66.614348843E+3	32.531109145E+0	75.000000000E+0	86.604318855E-12	50.000100000E+0
4.377486383E+3	-4.599985156E+0	50.000000745E-3	751.191965198E-9	379.452374380E-12	66.560883318E+3	33.622145052E+0	75.000000000E+0	83.672750673E-12	50.002600000E+0
4.416098098E+3	-4.549982812E+0	50.000000745E-3	751.400795758E-9	363.487237688E-12	66.542384607E+3	32.189621979E+0	75.000000000E+0	85.633898583E-12	50.002600000E+0
4.454662225E+3	-4.499977344E+0	50.000000745E-3	751.076443159E-9	326.674191128E-12	66.571120956E+3	28.954532244E+0	75.000000000E+0	87.931903425E-12	49.998100000E+0
4.493181645E+3	-4.449989063E+0	50.000000745E-3	750.792367364E-9	422.195766081E-12	66.596309337E+3	37.449341604E+0	75.000000000E+0	86.805497512E-12	49.998100000E+0
4.531690999E+3	-4.399990234E+0	50.000000745E-3	750.559635255E-9	339.376780805E-12	66.616959395E+3	30.121855965E+0	75.000000000E+0	89.229289929E-12	50.001600000E+0
4.570265570E+3	-4.349972266E+0	50.000000745E-3	751.157626241E-9	377.104320388E-12	66.563926130E+3	33.417146081E+0	75.000000000E+0	84.985132126E-12	50.001600000E+0
4.608695713E+3	-4.300017969E+0	50.000000745E-3	750.871162104E-9	437.164279256E-12	66.589320870E+3	38.768931254E+0	75.000000000E+0	84.391732491E-12	50.000300000E+0
4.647222105E+3	-4.250014453E+0	50.000000745E-3	750.971977646E-9	357.882916471E-12	66.580381470E+3	31.729520954E+0	75.000000000E+0	89.928089975E-12	50.000300000E+0
4.685752076E+3	-4.200004687E+0	50.000000745E-3	751.031972254E-9	334.263384604E-12	66.575062837E+3	29.630703693E+0	75.000000000E+0	96.812134698E-12	50.001600000E+0
4.724316248E+3	-4.150012109E+0	50.000000745E-3	751.540507831E-9	462.026030968E-12	66.530014316E+3	40.900787295E+0	75.000000000E+0	92.075332081E-12	50.001600000E+0
4.762836441E+3	-4.100002344E+0	50.000000745E-3	751.331338920E-9	358.561339414E-12	66.548536118E+3	31.759266532E+0	75.000000000E+0	92.945214025E-12	50.002200000E+0
4.801482516E+3	-4.049992188E+0	50.000000745E-3	750.998541841E-9	446.740114269E-12	66.578026400E+3	39.604704223E+0	75.000000000E+0	95.866747873E-12	50.002200000E+0
4.840018106E+3	-3.999979297E+0	50.000000745E-3	750.760953283E-9	289.086383556E-12	66.599095926E+3	25.644503360E+0	75.000000000E+0	89.490577448E-12	49.996700000E+0
4.878615599E+3	-3.950023438E+0	50.000000745E-3	750.948328987E-9	334.160833345E-12	66.582478201E+3	29.628212146E+0	75.000000000E+0	93.246899785E-12	49.996700000E+0
4.917129776E+3	-3.900009375E+0	50.000000745E-3	751.316365711E-9	399.686149629E-12	66.549862384E+3	35.403272800E+0	75.000000000E+0	95.932123356E-12	50.000700000E+0
4.955752681E+3	-3.850014453E+0	50.000000745E-3	750.887626063E-9	338.910753663E-12	66.587860832E+3	30.054220254E+0	75.000000000E+0	95.921975224E-12	50.000700000E+0
4.994315929E+3	-3.800021094E+0	50.000000745E-3	751.267409961E-9	384.856481747E-12	66.554199054E+3	34.094138191E+0	75.000000000E+0	91.004128538E-12	49.997300000E+0
5.032860955E+3	-3.749988281E+0	50.000000745E-3	750.457661265E-9	294.289217388E-12	66.626011467E+3	26.127145853E+0	75.000000000E+0	88.987659602E-12	49.997300000E+0
5.071415605E+3	-3.699984766E+0	50.000000745E-3	751.113243855E-9	372.839427736E-12	66.567859313E+3	33.043116700E+0	75.000000000E+0	86.232044422E-12	50.000500000E+0
5.109975654E+3	-3.650019531E+0	50.000000745E-3	750.363039224E-9	279.132300160E-12	66.634413119E+3	24.787757434E+0	75.000000000E+0	88.585329350E-12	50.000500000E+0
5.148514410E+3	-3.600012891E+0	50.000000745E-3	750.445024651E-9	318.480729417E-12	66.627133371E+3	28.275832790E+0	75.000000000E+0	92.296335158E-12	49.998700000E+0
5.187112755E+3	-3.549988672E+0	50.000000745E-3	750.423344420E-9	344.795336189E-12	66.629058273E+3	30.613904429E+0	75.000000000E+0	89.243946261E-12	49.998700000E+0
5.225635201E+3	-3.499984375E+0	50.000000745E-3	750.543830177E-9	385.030405770E-12	66.618362226E+3	34.175345940E+0	75.000000000E+0	82.666675588E-12	49.998400000E+0
5.264193582E+3	-3.449983203E+0	50.000000745E-3	750.664557261E-9	430.983499030E-12	66.607648198E+3	38.241844516E+0	75.000000000E+0	88.333790282E-12	49.998400000E+0
5.302768281E+3	-3.399996094E+0	50.000000745E-3	750.142853033E-9	390.792189185E-12	66.653972031E+3	34.723854986E+0	75.000000000E+0	82.857755379E-12	49.999200000E+0
5.341367113E+3	-3.349983984E+0	50.000000745E-3	750.242857398E-9	344.675924586E-12	66.645087323E+3	30.618028370E+0	75.000000000E+0	76.340831573E-12	49.999200000E+0
5.379871982E+3	-3.299982813E+0	50.000000745E-3	750.792200794E-9	383.546050349E-12	66.596324112E+3	34.021074079E+0	75.000000000E+0	75.043472825E-12	50.001000000E+0
5.418436907E+3	-3.249977148E+0	50.000000745E-3	750.680262643E-9	383.605896289E-12	66.606254664E+3	34.036530985E+0	75.000000000E+0	76.712901309E-12	50.001000000E+0
5.456937829E+3	-3.199994531E+0	50.000000745E-3	751.190490850E-9	368.681320752E-12	66.561013956E+3	32.667882295E+0	75.000000000E+0	71.533542631E-12	50.001900000E+0
5.495461056E+3	-3.149980078E+0	50.000000745E-3	750.358403878E-9	366.693886479E-12	66.634824754E+3	32.563882456E+0	75.000000000E+0	65.690467996E-12	50.001900000E+0
5.533936288E+3	-3.099988672E+0	50.000000745E-3	750.500741716E-9	329.719867928E-12	66.622186982E+3	29.269336420E+0	75.000000000E+0	57.589529326E-12	49.998800000E+0
5.572481765E+3	-3.049973437E+0	50.000000745E-3	750.597349553E-9	352.096087119E-12	66.613612178E+3	31.247635248E+0	75.000000000E+0	62.462215955E-12	49.998800000E+0
5.610995604E+3	-2.999983008E+0	50.000000745E-3	750.971426804E-9	299.224428384E-12	66.580430307E+3	26.528960343E+0	75.000000000E+0	64.523895948E-12	50.000500000E+0
5.649609609E+3	-2.949988281E+0	50.000000745E-3	750.440577869E-9	412.434098610E-12	66.627528174E+3	36.617775392E+0	75.000000000E+0	64.996578258E-12	50.000500000E+0
5.688115108E+3	-2.899992578E+0	50.000000745E-3	750.527055235E-9	336.333125496E-12	66.619851205E+3	29.854303878E+0	75.000000000E+0	68.300289036E-12	50.001300000E+0
5.726703663E+3	-2.849984766E+0	50.000000745E-3	750.841652817E-9	288.541132216E-12	66.591937937E+3	25.590632987E+0	75.000000000E+0	63.759553193E-12	50.001300000E+0
5.765255381E+3	-2.799991406E+0	50.000000745E-3	750.349842441E-9	386.096659156E-12	66.635585052E+3	34.287708632E+0	75.000000000E+0	65.066974031E-12	50.001600000E+0
5.803868264E+3	-2.749999805E+0	50.000000745E-3	750.205073667E-9	396.939869625E-12	66.648443872E+3	35.264257134E+0	75.000000000E+0	67.867874862E-12	50.001600000E+0
5.842364066E+3	-2.699983203E+0	50.000000745E-3	750.621304962E-9	377.343249227E-12	66.611486264E+3	33.486119427E+0	75.000000000E+0	68.526580591E-12	50.000200000E+0
5.880969718E+3	-2.649998242E+0	50.000000745E-3	750.469243076E-9	317.964595300E-12	66.624983244E+3	28.228186604E+0	75.000000000E+0	69.461884855E-12	50.000200000E+0
