[Main]
Experiment = "RvsB_75.00Vg_50.0K"
Header length = 71    
Date = "20200225 13:16:52"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Gate Voltage]
Set initial gate voltage = TRUE
Initial gate voltage (V) = 7.500000E+1
Initial gate volt. ramp step (V) = 1.000000E-1
Initial voltage ramp delay (s) = 5.000000E-2
Delay after inital voltage set = 1.000000
Leak current threshold for initial set = 1.000000
Set final gate voltage = FALSE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Auto-range = TRUE
Manual range (V) = 5.000000
Check Compliance = TRUE
Measuement speed = 1.000000
Number of measurements = 0

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 5.000000E+1
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic magnetic field]
Initial field (T) = -9.000000E+0
Final field (T) = 9.000000E+0
Measurement interval (T) = 5.000000E-2
Ramp rate (G/s) = 1.000000E+2
Delay after field step (s) = 1.000000E+0
Measurement Pattern = "Linear"
Go to other field at finish = TRUE
Finish field (T) = 0.000000
Finish ramp rate (G/s) = 100.000000
Delay before setting finish field (s) = 0.000000
Stabilize finish field = TRUE

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 50.000000E-3
Final Voltage (V) = 50.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Magnetic Field (T)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Gate Voltage (V)	Gate Leak Current (A)	Temperature (K)
11.525673071E+3	4.500014453E+0	50.000000745E-3	751.351506649E-9	320.053771840E-12	66.546749827E+3	28.346969557E+0	75.000000000E+0	96.706372771E-12	50.003500000E+0
11.564241821E+3	4.550007812E+0	50.000000745E-3	752.747853849E-9	407.043488278E-12	66.423305612E+3	35.917968920E+0	75.000000000E+0	90.390573498E-12	50.003500000E+0
11.602778779E+3	4.600032031E+0	50.000000745E-3	777.531372477E-9	1.014566513E-9	64.306087851E+3	83.910187604E+0	75.000000000E+0	95.348656054E-12	50.002300000E+0
11.635958430E+3	4.650019141E+0	50.000000745E-3	781.901758920E-9	1.316508775E-9	63.946653367E+3	107.668680057E+0	75.000000000E+0	88.605391774E-12	50.002300000E+0
11.668814649E+3	4.700017188E+0	50.000000745E-3	779.740535777E-9	1.063829451E-9	64.123895643E+3	87.486651733E+0	75.000000000E+0	94.448405347E-12	50.000000000E+0
11.701763078E+3	4.750023828E+0	50.000000745E-3	779.625498997E-9	1.219794303E-9	64.133357374E+3	100.342413159E+0	75.000000000E+0	89.143304544E-12	50.000000000E+0
11.734649132E+3	4.800028125E+0	50.000000745E-3	753.509657217E-9	313.933147779E-12	66.356151200E+3	27.645824073E+0	75.000000000E+0	83.798010198E-12	50.000100000E+0
11.773172333E+3	4.850018359E+0	50.000000745E-3	750.819381265E-9	650.856081848E-12	66.593913254E+3	57.727669979E+0	75.000000000E+0	80.197561092E-12	50.000100000E+0
11.811717775E+3	4.900028516E+0	50.000000745E-3	751.363748672E-9	341.356106337E-12	66.545665576E+3	30.232719285E+0	75.000000000E+0	75.450729692E-12	49.997000000E+0
11.850299125E+3	4.950032031E+0	50.000000745E-3	750.697179868E-9	437.030620251E-12	66.604753669E+3	38.775044836E+0	75.000000000E+0	80.288172638E-12	49.997000000E+0
11.888855174E+3	5.000017578E+0	50.000000745E-3	750.900853339E-9	376.935451053E-12	66.586687873E+3	33.425029571E+0	75.000000000E+0	71.674353952E-12	50.002600000E+0
11.927441994E+3	5.050028906E+0	50.000000745E-3	750.543393605E-9	426.243851571E-12	66.618400976E+3	37.833500447E+0	75.000000000E+0	72.569436224E-12	50.002600000E+0
11.965993967E+3	5.100031250E+0	50.000000745E-3	750.443977695E-9	476.707166532E-12	66.627226324E+3	42.323847241E+0	75.000000000E+0	75.410640579E-12	50.000700000E+0
12.004597807E+3	5.150028906E+0	50.000000745E-3	750.470846327E-9	364.437132450E-12	66.624840911E+3	32.353776420E+0	75.000000000E+0	67.138723747E-12	50.000700000E+0
12.043127544E+3	5.200039844E+0	50.000000745E-3	750.534947476E-9	326.014264190E-12	66.619150665E+3	28.937750944E+0	75.000000000E+0	63.794778141E-12	49.999900000E+0
12.081676543E+3	5.250040234E+0	50.000000745E-3	750.021167275E-9	458.441742547E-12	66.664786178E+3	40.748077621E+0	75.000000000E+0	62.839395493E-12	49.999900000E+0
12.120114171E+3	5.300026172E+0	50.000000745E-3	750.221954542E-9	354.907121110E-12	66.646944204E+3	31.528636232E+0	75.000000000E+0	61.823660427E-12	50.000300000E+0
12.158717039E+3	5.350030469E+0	50.000000745E-3	749.759212257E-9	380.916954212E-12	66.688077889E+3	33.881036867E+0	75.000000000E+0	62.407002829E-12	50.000300000E+0
12.197300319E+3	5.400034375E+0	50.000000745E-3	750.003625748E-9	357.340523579E-12	66.666345373E+3	31.763295460E+0	75.000000000E+0	63.799892452E-12	49.997500000E+0
12.235895865E+3	5.450029687E+0	50.000000745E-3	750.162456813E-9	345.602005303E-12	66.652230182E+3	30.706874490E+0	75.000000000E+0	62.366737816E-12	49.997500000E+0
12.274400466E+3	5.500041797E+0	50.000000745E-3	749.999250529E-9	386.823852949E-12	66.666734280E+3	34.384411717E+0	75.000000000E+0	71.734848617E-12	50.001400000E+0
12.312939853E+3	5.550040234E+0	50.000000745E-3	749.505565681E-9	424.813192731E-12	66.710646371E+3	37.811010313E+0	75.000000000E+0	68.214869170E-12	50.001400000E+0
12.351524561E+3	5.600034766E+0	50.000000745E-3	749.688555666E-9	380.751221551E-12	66.694363102E+3	33.872679568E+0	75.000000000E+0	69.346290862E-12	49.996700000E+0
12.390119712E+3	5.650046484E+0	50.000000745E-3	750.137357598E-9	356.681532206E-12	66.654460331E+3	31.693415611E+0	75.000000000E+0	72.961763367E-12	49.996700000E+0
12.428624123E+3	5.700042969E+0	50.000000745E-3	750.144119347E-9	384.770533450E-12	66.653859512E+3	34.188685107E+0	75.000000000E+0	73.328839528E-12	50.001100000E+0
12.467291518E+3	5.750041797E+0	50.000000745E-3	749.917461015E-9	351.548383180E-12	66.674005266E+3	31.255624745E+0	75.000000000E+0	70.301688082E-12	50.001100000E+0
12.505846737E+3	5.800031641E+0	50.000000745E-3	750.235036572E-9	359.077614953E-12	66.645782065E+3	31.898015027E+0	75.000000000E+0	71.860545292E-12	50.000500000E+0
12.544450099E+3	5.850046094E+0	50.000000745E-3	749.918849954E-9	427.412038826E-12	66.673881778E+3	38.000404642E+0	75.000000000E+0	76.210216610E-12	50.000500000E+0
12.582983630E+3	5.900035547E+0	50.000000745E-3	750.061089982E-9	595.265748459E-12	66.661237882E+3	52.903893017E+0	75.000000000E+0	79.946477910E-12	49.998300000E+0
12.621572591E+3	5.950033203E+0	50.000000745E-3	750.728757571E-9	404.232207275E-12	66.601952091E+3	35.862025840E+0	75.000000000E+0	84.894533070E-12	49.998300000E+0
12.660066954E+3	6.000041016E+0	50.000000745E-3	750.159776576E-9	383.476397171E-12	66.652468323E+3	34.072272618E+0	75.000000000E+0	76.230404628E-12	49.999400000E+0
12.698601042E+3	6.050054688E+0	50.000000745E-3	749.958575885E-9	478.268807310E-12	66.670350007E+3	42.517480040E+0	75.000000000E+0	80.394031016E-12	49.999400000E+0
12.737114806E+3	6.100041406E+0	50.000000745E-3	749.936871465E-9	328.506645923E-12	66.672279558E+3	29.205507513E+0	75.000000000E+0	87.237853746E-12	49.999300000E+0
12.775773173E+3	6.150037109E+0	50.000000745E-3	749.714354492E-9	389.805759958E-12	66.692068046E+3	34.675809676E+0	75.000000000E+0	85.477910167E-12	49.999300000E+0
12.814340424E+3	6.200039844E+0	50.000000745E-3	750.305862386E-9	404.072883826E-12	66.639490975E+3	35.888312547E+0	75.000000000E+0	82.541252999E-12	49.997400000E+0
12.852921542E+3	6.250037500E+0	50.000000745E-3	750.058155241E-9	386.254177611E-12	66.661498706E+3	34.328381314E+0	75.000000000E+0	88.555306837E-12	49.997400000E+0
12.891422286E+3	6.300038672E+0	50.000000745E-3	749.944784242E-9	346.306512930E-12	66.671576089E+3	30.787334630E+0	75.000000000E+0	85.171152076E-12	49.998200000E+0
12.930026784E+3	6.350046484E+0	50.000000745E-3	749.769678263E-9	311.023633413E-12	66.687146993E+3	27.663533697E+0	75.000000000E+0	81.887585601E-12	49.998200000E+0
12.968640598E+3	6.400042188E+0	50.000000745E-3	750.099302336E-9	361.235957548E-12	66.657841954E+3	32.101362168E+0	75.000000000E+0	87.132325660E-12	50.000900000E+0
13.007251797E+3	6.450023437E+0	50.000000745E-3	750.786670970E-9	378.875434478E-12	66.596814619E+3	33.607278937E+0	75.000000000E+0	89.671744335E-12	50.000900000E+0
13.045799695E+3	6.500043750E+0	50.000000745E-3	750.697861792E-9	376.541898534E-12	66.604693166E+3	33.408191088E+0	75.000000000E+0	92.925224460E-12	49.998400000E+0
13.084437261E+3	6.550029688E+0	50.000000745E-3	750.047709856E-9	319.916197218E-12	66.662427054E+3	28.433378144E+0	75.000000000E+0	88.927543801E-12	49.998400000E+0
13.123023184E+3	6.600044531E+0	50.000000745E-3	750.073626595E-9	354.041422518E-12	66.660123716E+3	31.464171235E+0	75.000000000E+0	86.041175573E-12	50.000100000E+0
13.161600229E+3	6.650023437E+0	50.000000745E-3	750.168528443E-9	314.615636453E-12	66.651690719E+3	27.953270900E+0	75.000000000E+0	92.336909646E-12	50.000100000E+0
13.200108640E+3	6.700023437E+0	50.000000745E-3	749.510897742E-9	342.468571172E-12	66.710171788E+3	30.481394311E+0	75.000000000E+0	85.709312564E-12	50.001500000E+0
13.238693484E+3	6.750053125E+0	50.000000745E-3	749.832417202E-9	311.255772844E-12	66.681567238E+3	27.679548482E+0	75.000000000E+0	93.523616629E-12	50.001500000E+0
13.277282598E+3	6.800027344E+0	50.000000745E-3	749.489053506E-9	328.223179695E-12	66.712116089E+3	29.215187019E+0	75.000000000E+0	93.523627037E-12	50.000300000E+0
13.315872240E+3	6.850025000E+0	50.000000745E-3	749.888897115E-9	465.143520180E-12	66.676544935E+3	41.358343808E+0	75.000000000E+0	89.762318412E-12	50.000300000E+0
13.354404409E+3	6.900021875E+0	50.000000745E-3	749.472150113E-9	488.816019316E-12	66.713620696E+3	43.511538752E+0	75.000000000E+0	91.291040005E-12	49.999400000E+0
13.392975859E+3	6.950045313E+0	50.000000745E-3	749.525948310E-9	374.749143072E-12	66.708832240E+3	33.353185135E+0	75.000000000E+0	89.888058802E-12	49.999400000E+0
13.431521131E+3	7.000029687E+0	50.000000745E-3	749.574206924E-9	516.451121207E-12	66.704537434E+3	45.958936192E+0	75.000000000E+0	88.998005493E-12	49.998500000E+0
13.470159895E+3	7.050019531E+0	50.000000745E-3	749.471435172E-9	337.004699320E-12	66.713684336E+3	29.998241528E+0	75.000000000E+0	91.673214159E-12	49.998500000E+0
13.508678190E+3	7.100025000E+0	50.000000745E-3	749.163509480E-9	355.771538765E-12	66.741105396E+3	31.694797551E+0	75.000000000E+0	87.559792056E-12	50.004000000E+0
13.547224589E+3	7.150036719E+0	50.000000745E-3	749.508743484E-9	424.538179677E-12	66.710363528E+3	37.786212027E+0	75.000000000E+0	90.320493445E-12	50.004000000E+0
13.585758461E+3	7.200028125E+0	50.000000745E-3	749.341949865E-9	371.113861305E-12	66.725212373E+3	33.045862726E+0	75.000000000E+0	95.967526981E-12	50.001100000E+0
13.624365128E+3	7.250034375E+0	50.000000745E-3	749.298681224E-9	390.549913274E-12	66.729065455E+3	34.780563985E+0	75.000000000E+0	97.440847752E-12	50.001100000E+0
13.662871012E+3	7.300025000E+0	50.000000745E-3	749.311551521E-9	400.182765762E-12	66.727919306E+3	35.637196901E+0	75.000000000E+0	93.332538920E-12	49.998100000E+0
13.701492989E+3	7.350035938E+0	50.000000745E-3	749.524500943E-9	373.425513661E-12	66.708961058E+3	33.235508669E+0	75.000000000E+0	93.775039123E-12	49.998100000E+0
13.740068742E+3	7.400027344E+0	50.000000745E-3	749.553469239E-9	306.809485732E-12	66.706382929E+3	27.304457763E+0	75.000000000E+0	94.700226133E-12	50.000900000E+0
13.778662905E+3	7.450028125E+0	50.000000745E-3	749.375920770E-9	495.385397285E-12	66.722187569E+3	44.107632071E+0	75.000000000E+0	95.731106375E-12	50.000900000E+0
13.817166823E+3	7.500037500E+0	50.000000745E-3	749.280361220E-9	420.616519065E-12	66.730696990E+3	37.459988190E+0	75.000000000E+0	94.499143927E-12	50.000200000E+0
13.855713583E+3	7.550024219E+0	50.000000745E-3	749.101393237E-9	555.257587186E-12	66.746639636E+3	49.474715187E+0	75.000000000E+0	85.975773723E-12	50.000200000E+0
13.894235363E+3	7.600025781E+0	50.000000745E-3	749.313082574E-9	423.300873806E-12	66.727782963E+3	37.695763616E+0	75.000000000E+0	88.228534895E-12	49.998100000E+0
13.932810736E+3	7.650035938E+0	50.000000745E-3	750.487820144E-9	391.808389832E-12	66.623334054E+3	34.782151742E+0	75.000000000E+0	81.012667408E-12	49.998100000E+0
13.971323443E+3	7.700033594E+0	50.000000745E-3	751.052710745E-9	375.803086803E-12	66.573224528E+3	33.311141706E+0	75.000000000E+0	79.162189304E-12	50.000200000E+0
14.009638795E+3	7.750043750E+0	50.000000745E-3	750.793477996E-9	420.129878202E-12	66.596210823E+3	37.265984271E+0	75.000000000E+0	74.038082956E-12	50.000200000E+0
14.048201586E+3	7.800035937E+0	50.000000745E-3	750.778421153E-9	391.736643385E-12	66.597546408E+3	34.748866713E+0	75.000000000E+0	71.171926339E-12	50.000200000E+0
14.086826022E+3	7.850035156E+0	50.000000745E-3	750.233172441E-9	426.270710789E-12	66.645947662E+3	37.867181197E+0	75.000000000E+0	72.559779365E-12	50.000200000E+0
14.125323747E+3	7.900025781E+0	50.000000745E-3	750.191231553E-9	338.553198041E-12	66.649673633E+3	30.078277655E+0	75.000000000E+0	72.308398158E-12	50.002000000E+0
14.163868607E+3	7.950028906E+0	50.000000745E-3	749.920723265E-9	327.282326468E-12	66.673715226E+3	29.097913895E+0	75.000000000E+0	67.224579375E-12	50.002000000E+0
14.202392883E+3	8.000019531E+0	50.000000745E-3	750.518499061E-9	435.844157419E-12	66.620610695E+3	38.688192192E+0	75.000000000E+0	63.925865990E-12	49.997300000E+0
14.240945831E+3	8.050036719E+0	50.000000745E-3	749.825329206E-9	357.910776562E-12	66.682197570E+3	31.829115643E+0	75.000000000E+0	62.633522674E-12	49.997300000E+0
14.279429446E+3	8.100027344E+0	50.000000745E-3	750.239958045E-9	367.887443327E-12	66.645344878E+3	32.680191549E+0	75.000000000E+0	67.858126063E-12	49.996600000E+0
14.318060722E+3	8.150014063E+0	50.000000745E-3	749.990549394E-9	360.844407019E-12	66.667507725E+3	32.075867238E+0	75.000000000E+0	73.027427855E-12	49.996600000E+0
14.356599587E+3	8.200018750E+0	50.000000745E-3	749.834874824E-9	333.999624888E-12	66.681348686E+3	29.701933314E+0	75.000000000E+0	72.982144633E-12	50.003100000E+0
14.395222031E+3	8.250011719E+0	50.000000745E-3	750.257682196E-9	386.956683623E-12	66.643770443E+3	34.372526942E+0	75.000000000E+0	68.883934667E-12	50.003100000E+0
14.433762641E+3	8.300025781E+0	50.000000745E-3	749.697915892E-9	406.467350336E-12	66.693530401E+3	36.159554418E+0	75.000000000E+0	67.777633506E-12	49.999600000E+0
14.472426604E+3	8.350042969E+0	50.000000745E-3	749.756451479E-9	390.060615782E-12	66.688323450E+3	34.694584434E+0	75.000000000E+0	70.437748689E-12	49.999600000E+0
14.510930864E+3	8.400019531E+0	50.000000745E-3	749.710493027E-9	348.256596579E-12	66.692411551E+3	30.980054942E+0	75.000000000E+0	75.219851181E-12	50.002300000E+0
14.549550383E+3	8.450030469E+0	50.000000745E-3	749.358846475E-9	355.911147820E-12	66.723707847E+3	31.690706740E+0	75.000000000E+0	76.979803088E-12	50.002300000E+0
14.588055517E+3	8.500044531E+0	50.000000745E-3	749.718686668E-9	355.937867298E-12	66.691682673E+3	31.662669904E+0	75.000000000E+0	76.341185457E-12	50.002900000E+0
14.626669424E+3	8.550023438E+0	50.000000745E-3	750.172590252E-9	343.715241597E-12	66.651329834E+3	30.538409740E+0	75.000000000E+0	80.806575320E-12	50.002900000E+0
14.665268055E+3	8.600032031E+0	50.000000745E-3	749.327391493E-9	420.766683751E-12	66.726508750E+3	37.468658058E+0	75.000000000E+0	81.877545022E-12	50.001300000E+0
14.703824955E+3	8.650016406E+0	50.000000745E-3	749.686362908E-9	467.478950015E-12	66.694558176E+3	41.588460949E+0	75.000000000E+0	77.100507923E-12	50.001300000E+0
14.742365385E+3	8.700017969E+0	50.000000745E-3	750.126550789E-9	291.624148112E-12	66.655420599E+3	25.913401184E+0	75.000000000E+0	77.336888976E-12	49.998900000E+0
14.780907557E+3	8.750030469E+0	50.000000745E-3	749.897013333E-9	292.849742532E-12	66.675823288E+3	26.038239033E+0	75.000000000E+0	88.329175224E-12	49.998900000E+0
14.819432925E+3	8.800022656E+0	50.000000745E-3	749.885647756E-9	339.913577746E-12	66.676833854E+3	30.223756403E+0	75.000000000E+0	82.395552881E-12	50.002400000E+0
14.857995526E+3	8.850027344E+0	50.000000745E-3	749.585939427E-9	374.478810865E-12	66.703493376E+3	33.323790597E+0	75.000000000E+0	84.411989898E-12	50.002400000E+0
14.896488904E+3	8.900025781E+0	50.000000745E-3	749.482814703E-9	339.746701843E-12	66.712671410E+3	30.241400654E+0	75.000000000E+0	84.502523728E-12	49.997500000E+0
14.935118207E+3	8.950027344E+0	50.000000745E-3	749.982397953E-9	424.506505256E-12	66.668232323E+3	37.735683387E+0	75.000000000E+0	88.092926009E-12	49.997500000E+0
14.973700839E+3	9.000024219E+0	50.000000745E-3	749.732886695E-9	360.572307721E-12	66.690419525E+3	32.073714382E+0	75.000000000E+0	90.592126856E-12	49.998000000E+0
