[Main]
Experiment = "RvsB_75.00Vg_10.0K"
Header length = 71    
Date = "20200225 19:19:19"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Gate Voltage]
Set initial gate voltage = TRUE
Initial gate voltage (V) = 7.500000E+1
Initial gate volt. ramp step (V) = 1.000000E-1
Initial voltage ramp delay (s) = 5.000000E-2
Delay after inital voltage set = 1.000000
Leak current threshold for initial set = 1.000000
Set final gate voltage = FALSE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Auto-range = TRUE
Manual range (V) = 5.000000
Check Compliance = TRUE
Measuement speed = 1.000000
Number of measurements = 0

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 1.000000E+1
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic magnetic field]
Initial field (T) = -9.000000E+0
Final field (T) = 9.000000E+0
Measurement interval (T) = 5.000000E-2
Ramp rate (G/s) = 1.000000E+2
Delay after field step (s) = 1.000000E+0
Measurement Pattern = "Linear"
Go to other field at finish = TRUE
Finish field (T) = 0.000000
Finish ramp rate (G/s) = 100.000000
Delay before setting finish field (s) = 0.000000
Stabilize finish field = TRUE

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 50.000000E-3
Final Voltage (V) = 50.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Magnetic Field (T)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Gate Voltage (V)	Gate Leak Current (A)	Temperature (K)
11.213500878E+3	4.500015625E+0	50.000000745E-3	742.037080992E-9	335.150123776E-12	67.382078370E+3	30.433939872E+0	75.000000000E+0	66.243983909E-12	9.999500000E+0
11.252128763E+3	4.550026563E+0	50.000000745E-3	742.007362884E-9	508.814230775E-12	67.384777087E+3	46.207538139E+0	75.000000000E+0	64.981849762E-12	9.999500000E+0
11.290574291E+3	4.600027734E+0	50.000000745E-3	743.083039767E-9	335.795573482E-12	67.287231802E+3	30.406769340E+0	75.000000000E+0	70.945616049E-12	10.000200000E+0
11.329093220E+3	4.650022266E+0	50.000000745E-3	742.868292976E-9	371.466802327E-12	67.306683052E+3	33.656300269E+0	75.000000000E+0	74.591282456E-12	10.000200000E+0
11.367624846E+3	4.700033203E+0	50.000000745E-3	743.133299415E-9	305.769840290E-12	67.282681027E+3	27.684151212E+0	75.000000000E+0	76.446855790E-12	9.999500000E+0
11.405890108E+3	4.750020703E+0	50.000000745E-3	743.539896519E-9	544.597170617E-12	67.245888189E+3	49.253470613E+0	75.000000000E+0	74.903051817E-12	9.999500000E+0
11.444351244E+3	4.800028125E+0	50.000000745E-3	743.018107331E-9	571.037500897E-12	67.293112041E+3	51.717300222E+0	75.000000000E+0	77.075395372E-12	9.999400000E+0
11.482879828E+3	4.850029297E+0	50.000000745E-3	742.729856676E-9	416.983187678E-12	67.319228244E+3	37.794342227E+0	75.000000000E+0	77.387204284E-12	9.999400000E+0
11.520712306E+3	4.900025391E+0	50.000000745E-3	738.560779937E-9	556.659570890E-12	67.699236276E+3	51.025492876E+0	75.000000000E+0	78.825344169E-12	10.000200000E+0
11.559436222E+3	4.950025391E+0	50.000000745E-3	740.699666980E-9	393.369408330E-12	67.503744060E+3	35.849763466E+0	75.000000000E+0	86.855917597E-12	10.000200000E+0
11.597940861E+3	5.000029687E+0	50.000000745E-3	742.323456436E-9	478.858681922E-12	67.356083540E+3	43.450122859E+0	75.000000000E+0	80.625564558E-12	9.999800000E+0
11.636543387E+3	5.050025781E+0	50.000000745E-3	742.597146795E-9	647.072552522E-12	67.331258894E+3	58.670047071E+0	75.000000000E+0	74.852832960E-12	9.999800000E+0
11.674820347E+3	5.100027734E+0	50.000000745E-3	743.050655317E-9	634.054597244E-12	67.290164388E+3	57.419555147E+0	75.000000000E+0	83.476762308E-12	10.000200000E+0
11.713368402E+3	5.150028906E+0	50.000000745E-3	742.455190964E-9	381.754117526E-12	67.344132486E+3	34.626870659E+0	75.000000000E+0	87.021877204E-12	10.000200000E+0
11.751875504E+3	5.200036719E+0	50.000000745E-3	742.313939653E-9	467.073627522E-12	67.356947073E+3	42.381870968E+0	75.000000000E+0	81.988358464E-12	9.999900000E+0
11.790499112E+3	5.250038281E+0	50.000000745E-3	742.707312250E-9	327.305116127E-12	67.321271678E+3	29.667940898E+0	75.000000000E+0	85.674251027E-12	9.999900000E+0
11.829620965E+3	5.300021875E+0	50.000000745E-3	739.633413344E-9	657.476429473E-12	67.601057285E+3	60.092068544E+0	75.000000000E+0	84.759036595E-12	9.999400000E+0
11.868432006E+3	5.350027734E+0	50.000000745E-3	743.091693900E-9	339.262974136E-12	67.286448167E+3	30.720031877E+0	75.000000000E+0	87.464376713E-12	9.999400000E+0
11.905516119E+3	5.400036328E+0	50.000000745E-3	744.220833291E-9	553.754777547E-12	67.184360486E+3	49.990082152E+0	NaN	NaN	10.000200000E+0
12.011546371E+3	5.450039844E+0	50.000000745E-3	745.059598638E-9	693.176611830E-12	67.108726384E+3	62.435541619E+0	75.000000000E+0	89.440638923E-12	10.001000000E+0
12.056167858E+3	5.500024219E+0	50.000000745E-3	743.965835895E-9	677.508768992E-12	67.207388206E+3	61.203878799E+0	75.000000000E+0	87.404149890E-12	10.001000000E+0
12.094778164E+3	5.550042187E+0	50.000000745E-3	743.965296757E-9	473.971419518E-12	67.207436910E+3	42.817056674E+0	75.000000000E+0	94.957015168E-12	10.000400000E+0
12.133265093E+3	5.600029297E+0	50.000000745E-3	743.435168330E-9	538.310583595E-12	67.255361160E+3	48.698628015E+0	75.000000000E+0	89.315010943E-12	10.000400000E+0
12.171793421E+3	5.650025781E+0	50.000000745E-3	744.076261674E-9	374.610016218E-12	67.197414191E+3	33.830973673E+0	75.000000000E+0	94.499407605E-12	9.999700000E+0
12.210368648E+3	5.700043750E+0	50.000000745E-3	744.704181754E-9	490.609656942E-12	67.140754638E+3	44.232197706E+0	75.000000000E+0	92.221484616E-12	9.999700000E+0
12.248881300E+3	5.750039453E+0	50.000000745E-3	744.902161054E-9	671.723034488E-12	67.122910040E+3	60.528760921E+0	75.000000000E+0	89.063599551E-12	9.999900000E+0
12.287425919E+3	5.800029688E+0	50.000000745E-3	745.156319310E-9	451.711711222E-12	67.100015727E+3	40.675844976E+0	75.000000000E+0	92.719297518E-12	9.999900000E+0
12.326438168E+3	5.850037891E+0	50.000000745E-3	738.967008820E-9	528.944442350E-12	67.662020291E+3	48.431728567E+0	75.000000000E+0	93.559074377E-12	10.000100000E+0
12.365158346E+3	5.900041016E+0	50.000000745E-3	742.423280460E-9	483.930541720E-12	67.347027041E+3	43.898520072E+0	75.000000000E+0	95.122935917E-12	10.000100000E+0
12.403788224E+3	5.950042969E+0	50.000000745E-3	742.743695416E-9	487.991861035E-12	67.317973957E+3	44.228747541E+0	75.000000000E+0	103.334520801E-12	9.999600000E+0
12.442362326E+3	6.000039844E+0	50.000000745E-3	742.575349988E-9	401.829334993E-12	67.333235268E+3	36.435991514E+0	75.000000000E+0	89.541264681E-12	9.999600000E+0
12.480817787E+3	6.050039062E+0	50.000000745E-3	742.282016355E-9	663.294718934E-12	67.359843891E+3	60.191985980E+0	75.000000000E+0	96.827600105E-12	9.999700000E+0
12.519289019E+3	6.100041406E+0	50.000000745E-3	743.947924192E-9	438.930837045E-12	67.209006328E+3	39.653454826E+0	75.000000000E+0	89.863076702E-12	9.999700000E+0
12.557760761E+3	6.150032031E+0	50.000000745E-3	743.814270946E-9	325.597820352E-12	67.221082867E+3	29.425407549E+0	75.000000000E+0	103.565783033E-12	10.000000000E+0
12.596218738E+3	6.200056250E+0	50.000000745E-3	743.707210154E-9	345.468622786E-12	67.230759716E+3	31.230190660E+0	75.000000000E+0	95.389388055E-12	10.000000000E+0
12.634686205E+3	6.250039453E+0	50.000000745E-3	743.956045322E-9	544.181721504E-12	67.208272665E+3	49.160852645E+0	75.000000000E+0	95.786681364E-12	9.999300000E+0
12.673207270E+3	6.300038672E+0	50.000000745E-3	743.589490352E-9	648.406856686E-12	67.241403212E+3	58.634216139E+0	75.000000000E+0	96.616359357E-12	9.999300000E+0
12.711714383E+3	6.350035547E+0	50.000000745E-3	744.157904006E-9	463.807631199E-12	67.190041893E+3	41.877206441E+0	75.000000000E+0	94.926775468E-12	10.000500000E+0
12.750287417E+3	6.400039063E+0	50.000000745E-3	743.114732176E-9	430.887251440E-12	67.284362132E+3	39.014128786E+0	75.000000000E+0	93.010874003E-12	10.000500000E+0
12.788764477E+3	6.450024609E+0	50.000000745E-3	743.826555633E-9	454.051635574E-12	67.219972676E+3	41.032870238E+0	75.000000000E+0	100.322396224E-12	10.000000000E+0
12.827231591E+3	6.500017578E+0	50.000000745E-3	743.594825950E-9	329.285226950E-12	67.240920727E+3	29.776218270E+0	75.000000000E+0	89.138953163E-12	10.000000000E+0
12.865703681E+3	6.550021875E+0	50.000000745E-3	743.058956494E-9	358.037707600E-12	67.289412648E+3	32.422928005E+0	75.000000000E+0	84.909991538E-12	10.000400000E+0
12.904299429E+3	6.600037500E+0	50.000000745E-3	743.631034015E-9	749.148581336E-12	67.237646706E+3	67.736532418E+0	75.000000000E+0	87.223099576E-12	10.000400000E+0
12.942742554E+3	6.650014844E+0	50.000000745E-3	744.424193870E-9	421.564419332E-12	67.166007173E+3	38.035839036E+0	75.000000000E+0	84.095383435E-12	10.001000000E+0
12.981308782E+3	6.700021094E+0	50.000000745E-3	743.388590381E-9	567.628370912E-12	67.259575129E+3	51.357316420E+0	75.000000000E+0	82.073933066E-12	10.001000000E+0
13.019881378E+3	6.750015625E+0	50.000000745E-3	742.874210159E-9	571.919619358E-12	67.306146937E+3	51.817259787E+0	75.000000000E+0	71.825786985E-12	9.999200000E+0
13.058431709E+3	6.800024219E+0	50.000000745E-3	743.709723085E-9	359.666301642E-12	67.230532549E+3	32.513434004E+0	75.000000000E+0	76.844274693E-12	9.999200000E+0
13.096901295E+3	6.850025000E+0	50.000000745E-3	744.217767142E-9	623.620799489E-12	67.184637283E+3	56.297684718E+0	75.000000000E+0	68.597502678E-12	9.999500000E+0
13.135455136E+3	6.900025781E+0	50.000000745E-3	744.379708374E-9	423.910794954E-12	67.170021137E+3	38.252113453E+0	75.000000000E+0	70.302233479E-12	9.999500000E+0
13.174036732E+3	6.950024219E+0	50.000000745E-3	744.071954039E-9	302.219480968E-12	67.197803215E+3	27.293711448E+0	75.000000000E+0	67.435924206E-12	10.000300000E+0
13.213227422E+3	7.000024219E+0	50.000000745E-3	737.910280710E-9	375.154182107E-12	67.758916026E+3	34.448687580E+0	75.000000000E+0	68.959613020E-12	10.000300000E+0
13.251825408E+3	7.050026563E+0	50.000000745E-3	742.333055350E-9	508.960609750E-12	67.355212576E+3	46.180282308E+0	75.000000000E+0	66.767117529E-12	9.999800000E+0
13.290316310E+3	7.100025000E+0	50.000000745E-3	742.856341727E-9	513.067160793E-12	67.307765898E+3	46.487325219E+0	75.000000000E+0	77.226431500E-12	9.999800000E+0
13.328861134E+3	7.150028125E+0	50.000000745E-3	742.441538556E-9	536.909322442E-12	67.345370845E+3	48.701959080E+0	75.000000000E+0	72.459387102E-12	10.000400000E+0
13.367412400E+3	7.200028125E+0	50.000000745E-3	742.118552563E-9	363.738107477E-12	67.374681003E+3	33.022673904E+0	75.000000000E+0	74.923372367E-12	10.000400000E+0
13.405868635E+3	7.250032031E+0	50.000000745E-3	742.571412423E-9	557.761773759E-12	67.333592310E+3	50.575746995E+0	75.000000000E+0	74.294758540E-12	9.999400000E+0
13.444443193E+3	7.300021094E+0	50.000000745E-3	742.347635739E-9	403.929837352E-12	67.353889658E+3	36.648928864E+0	75.000000000E+0	73.057774413E-12	9.999400000E+0
13.482242493E+3	7.350028125E+0	50.000000745E-3	737.902587412E-9	703.611904626E-12	67.759622473E+3	64.610800719E+0	75.000000000E+0	76.451989184E-12	10.000200000E+0
13.520963537E+3	7.400039063E+0	50.000000745E-3	741.353744459E-9	542.862472179E-12	67.444187230E+3	49.386569485E+0	75.000000000E+0	74.259538102E-12	10.000200000E+0
13.559543325E+3	7.450032031E+0	50.000000745E-3	740.774009078E-9	616.010514838E-12	67.496969565E+3	56.128917135E+0	75.000000000E+0	77.191182613E-12	9.999600000E+0
13.598117489E+3	7.500028906E+0	50.000000745E-3	741.931951426E-9	452.118643744E-12	67.391626212E+3	41.067122913E+0	75.000000000E+0	80.711126671E-12	9.999600000E+0
13.636740216E+3	7.550016406E+0	50.000000745E-3	741.263223087E-9	548.846394152E-12	67.452423360E+3	49.943148648E+0	75.000000000E+0	80.997742541E-12	10.000000000E+0
13.675274248E+3	7.600036719E+0	50.000000745E-3	741.860683558E-9	491.116928902E-12	67.398100281E+3	44.618010844E+0	75.000000000E+0	88.439960216E-12	10.000000000E+0
13.713797174E+3	7.650030469E+0	50.000000745E-3	740.930191686E-9	622.792593646E-12	67.482741702E+3	56.722957443E+0	75.000000000E+0	89.189187286E-12	10.000000000E+0
13.752409894E+3	7.700028906E+0	50.000000745E-3	741.456805627E-9	591.125593048E-12	67.434812609E+3	53.762327479E+0	75.000000000E+0	85.402715455E-12	10.000000000E+0
13.790928342E+3	7.750023438E+0	50.000000745E-3	742.160534286E-9	542.708889464E-12	67.370869826E+3	49.265311555E+0	75.000000000E+0	88.429945311E-12	9.999400000E+0
13.829586312E+3	7.800032812E+0	50.000000745E-3	742.380902796E-9	428.155518451E-12	67.350871442E+3	38.843465897E+0	75.000000000E+0	91.271048358E-12	9.999400000E+0
13.868112814E+3	7.850027344E+0	50.000000745E-3	742.263552126E-9	605.982250413E-12	67.361519506E+3	54.993789018E+0	75.000000000E+0	86.232521818E-12	10.000200000E+0
13.906649891E+3	7.900039063E+0	50.000000745E-3	742.073964763E-9	707.670981126E-12	67.378729236E+3	64.255011885E+0	75.000000000E+0	88.937878590E-12	10.000200000E+0
13.945275219E+3	7.950036719E+0	50.000000745E-3	742.164318741E-9	512.008557372E-12	67.370526287E+3	46.477963306E+0	75.000000000E+0	85.186520338E-12	10.000600000E+0
13.983834537E+3	8.000039063E+0	50.000000745E-3	743.055220405E-9	581.788216904E-12	67.289750979E+3	52.685699748E+0	75.000000000E+0	91.462103169E-12	10.000600000E+0
14.022375432E+3	8.050027344E+0	50.000000745E-3	742.387487383E-9	458.115084324E-12	67.350274075E+3	41.560744236E+0	75.000000000E+0	90.637465588E-12	10.000200000E+0
14.060941337E+3	8.100026563E+0	50.000000745E-3	742.502918235E-9	473.393450010E-12	67.339803679E+3	42.933463565E+0	75.000000000E+0	90.612316261E-12	10.000200000E+0
14.099433342E+3	8.150016406E+0	50.000000745E-3	743.390779818E-9	466.852870687E-12	67.259377036E+3	42.239201914E+0	75.000000000E+0	90.270458469E-12	10.000000000E+0
14.138030568E+3	8.200044531E+0	50.000000745E-3	741.732480972E-9	473.801774839E-12	67.409749509E+3	43.059808999E+0	75.000000000E+0	95.731448463E-12	10.000000000E+0
14.176542604E+3	8.250034375E+0	50.000000745E-3	741.973017507E-9	483.605185174E-12	67.387896278E+3	43.922265755E+0	75.000000000E+0	96.249423015E-12	10.000200000E+0
14.215099644E+3	8.300023438E+0	50.000000745E-3	742.085203366E-9	616.587024030E-12	67.377708811E+3	55.983087620E+0	75.000000000E+0	90.355935928E-12	10.000200000E+0
14.253649980E+3	8.350043750E+0	50.000000745E-3	742.367736538E-9	647.020202010E-12	67.352065943E+3	58.701564154E+0	75.000000000E+0	98.914498120E-12	10.000800000E+0
14.292274434E+3	8.400017969E+0	50.000000745E-3	742.959277884E-9	421.755987081E-12	67.298440484E+3	38.203332323E+0	75.000000000E+0	104.838124293E-12	10.000800000E+0
14.330797892E+3	8.450030469E+0	50.000000745E-3	743.159076221E-9	514.916502373E-12	67.280347297E+3	46.616884887E+0	75.000000000E+0	96.339926314E-12	10.000100000E+0
14.369305925E+3	8.500043750E+0	50.000000745E-3	742.195862844E-9	513.040530376E-12	67.367662969E+3	46.567682832E+0	75.000000000E+0	92.146067859E-12	10.000100000E+0
14.407801447E+3	8.550016406E+0	50.000000745E-3	741.285049057E-9	318.939520363E-12	67.450437330E+3	29.020698796E+0	75.000000000E+0	94.574902076E-12	10.000200000E+0
14.446323434E+3	8.600026563E+0	50.000000745E-3	742.711823246E-9	363.600444276E-12	67.320862790E+3	32.957460556E+0	75.000000000E+0	93.307692822E-12	10.000200000E+0
14.484872571E+3	8.650015625E+0	50.000000745E-3	742.836220502E-9	404.442850942E-12	67.309589066E+3	36.647219597E+0	75.000000000E+0	102.067368446E-12	9.999800000E+0
14.523343655E+3	8.700022656E+0	50.000000745E-3	743.615184090E-9	580.726463878E-12	67.239079856E+3	52.510376219E+0	75.000000000E+0	97.923830850E-12	9.999800000E+0
14.561935917E+3	8.750020313E+0	50.000000745E-3	742.572210402E-9	444.540837815E-12	67.333519952E+3	40.309210274E+0	75.000000000E+0	103.334555496E-12	10.000500000E+0
14.600553533E+3	8.800022656E+0	50.000000745E-3	743.015913913E-9	368.019631560E-12	67.293310693E+3	33.330725418E+0	75.000000000E+0	97.380755543E-12	10.000500000E+0
14.639027146E+3	8.850038281E+0	50.000000745E-3	742.897207250E-9	413.171365634E-12	67.304063412E+3	37.431977831E+0	75.000000000E+0	97.028813456E-12	10.000300000E+0
14.677530089E+3	8.900025000E+0	50.000000745E-3	741.869271925E-9	762.841213617E-12	67.397320036E+3	69.302578442E+0	NaN	NaN	10.000300000E+0
14.777664753E+3	8.950030469E+0	50.000000745E-3	742.623560760E-9	737.585321088E-12	67.328864026E+3	66.872079497E+0	75.000000000E+0	102.660714651E-12	10.000300000E+0
14.816224448E+3	9.000000000E+0	50.000000745E-3	742.547838847E-9	542.725035450E-12	67.335729941E+3	49.215396649E+0	75.000000000E+0	99.055307012E-12	10.000300000E+0
