[Main]
Experiment = "RvsB_75.00Vg_10.0K"
Header length = 71    
Date = "20200225 19:19:19"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Gate Voltage]
Set initial gate voltage = TRUE
Initial gate voltage (V) = 7.500000E+1
Initial gate volt. ramp step (V) = 1.000000E-1
Initial voltage ramp delay (s) = 5.000000E-2
Delay after inital voltage set = 1.000000
Leak current threshold for initial set = 1.000000
Set final gate voltage = FALSE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Auto-range = TRUE
Manual range (V) = 5.000000
Check Compliance = TRUE
Measuement speed = 1.000000
Number of measurements = 0

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 1.000000E+1
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic magnetic field]
Initial field (T) = -9.000000E+0
Final field (T) = 9.000000E+0
Measurement interval (T) = 5.000000E-2
Ramp rate (G/s) = 1.000000E+2
Delay after field step (s) = 1.000000E+0
Measurement Pattern = "Linear"
Go to other field at finish = TRUE
Finish field (T) = 0.000000
Finish ramp rate (G/s) = 100.000000
Delay before setting finish field (s) = 0.000000
Stabilize finish field = TRUE

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 50.000000E-3
Final Voltage (V) = 50.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Magnetic Field (T)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Gate Voltage (V)	Gate Leak Current (A)	Temperature (K)
1.374406037E+3	-8.399950000E+0	50.000000745E-3	746.808699817E-9	601.384460976E-12	66.951550989E+3	53.914238563E+0	75.000000000E+0	82.968680537E-12	10.000200000E+0
1.413048528E+3	-8.349943750E+0	50.000000745E-3	746.966264647E-9	648.525849572E-12	66.937428250E+3	58.115947906E+0	75.000000000E+0	85.216516482E-12	10.000200000E+0
1.451304024E+3	-8.299949219E+0	50.000000745E-3	746.750976950E-9	555.749190274E-12	66.956726256E+3	49.830730121E+0	75.000000000E+0	82.119020611E-12	10.000100000E+0
1.489637477E+3	-8.249957812E+0	50.000000745E-3	746.861172220E-9	513.090678356E-12	66.946847158E+3	45.992219839E+0	75.000000000E+0	85.744596146E-12	10.000100000E+0
1.526665601E+3	-8.199958594E+0	50.000000745E-3	747.151193004E-9	494.530056416E-12	66.920860481E+3	44.294082936E+0	75.000000000E+0	92.905201587E-12	10.000900000E+0
1.565337282E+3	-8.149957813E+0	50.000000745E-3	747.391108610E-9	629.044893076E-12	66.899378611E+3	56.306145444E+0	75.000000000E+0	86.327864302E-12	10.000900000E+0
1.603885238E+3	-8.099971875E+0	50.000000745E-3	748.421191283E-9	419.853123768E-12	66.807302262E+3	37.477899974E+0	75.000000000E+0	95.142930340E-12	10.000100000E+0
1.641101940E+3	-8.049970312E+0	50.000000745E-3	748.194874370E-9	490.275533219E-12	66.827510396E+3	43.790587740E+0	75.000000000E+0	88.364440765E-12	10.000100000E+0
1.678179424E+3	-7.999971875E+0	50.000000745E-3	750.363878412E-9	623.614272127E-12	66.634338597E+3	55.378631299E+0	75.000000000E+0	95.912288528E-12	9.999600000E+0
1.716514555E+3	-7.949971094E+0	50.000000745E-3	749.809934277E-9	617.638975893E-12	66.683566674E+3	54.929079953E+0	75.000000000E+0	91.723528772E-12	9.999600000E+0
1.753534249E+3	-7.899962500E+0	50.000000745E-3	750.887116487E-9	497.108057813E-12	66.587906021E+3	44.083037129E+0	75.000000000E+0	87.705718382E-12	10.000400000E+0
1.790636974E+3	-7.849970312E+0	50.000000745E-3	751.202964723E-9	856.987514318E-12	66.559908697E+3	75.932888162E+0	75.000000000E+0	90.868750025E-12	10.000400000E+0
1.827699274E+3	-7.799972656E+0	50.000000745E-3	752.996667063E-9	448.986609019E-12	66.401357313E+3	39.592898028E+0	75.000000000E+0	91.527418977E-12	9.999600000E+0
1.864820712E+3	-7.749968750E+0	50.000000745E-3	747.696380222E-9	602.565274614E-12	66.872064741E+3	53.891907358E+0	75.000000000E+0	90.406118008E-12	9.999600000E+0
1.903383046E+3	-7.699963281E+0	50.000000745E-3	747.518855927E-9	380.198860025E-12	66.887945834E+3	34.020172941E+0	75.000000000E+0	97.979020730E-12	9.999900000E+0
1.940461665E+3	-7.649977344E+0	50.000000745E-3	749.149285867E-9	495.665640589E-12	66.742372566E+3	44.159290380E+0	75.000000000E+0	99.387027080E-12	9.999900000E+0
1.977584145E+3	-7.599984375E+0	50.000000745E-3	754.081133520E-9	542.314405717E-12	66.305863550E+3	47.685352926E+0	75.000000000E+0	88.500324430E-12	9.999900000E+0
2.014736822E+3	-7.549964062E+0	50.000000745E-3	753.506813787E-9	929.723807311E-12	66.356401601E+3	81.874676124E+0	75.000000000E+0	90.159696375E-12	9.999900000E+0
2.051781218E+3	-7.499996875E+0	50.000000745E-3	748.724346977E-9	403.501659453E-12	66.780252234E+3	35.989136328E+0	75.000000000E+0	95.203295941E-12	9.999400000E+0
2.088930522E+3	-7.449996094E+0	50.000000745E-3	749.877321330E-9	458.550159263E-12	66.677574215E+3	40.773352395E+0	75.000000000E+0	98.004161730E-12	9.999400000E+0
2.125972051E+3	-7.399993750E+0	50.000000745E-3	751.340492163E-9	594.648843136E-12	66.547725388E+3	52.669233627E+0	75.000000000E+0	93.136585944E-12	9.999500000E+0
2.163127564E+3	-7.349973438E+0	50.000000745E-3	752.530267217E-9	536.503643820E-12	66.442511249E+3	47.369057356E+0	75.000000000E+0	99.336730508E-12	9.999500000E+0
2.200219038E+3	-7.299985937E+0	50.000000745E-3	752.311836640E-9	607.092155756E-12	66.461802553E+3	53.632598907E+0	75.000000000E+0	94.408762058E-12	9.999900000E+0
2.237302596E+3	-7.249977344E+0	50.000000745E-3	745.935619231E-9	787.164752241E-12	67.029914454E+3	70.734772068E+0	75.000000000E+0	97.370549124E-12	9.999900000E+0
2.275847557E+3	-7.199977344E+0	50.000000745E-3	746.633968710E-9	603.931808055E-12	66.967219334E+3	54.167953171E+0	75.000000000E+0	101.096652577E-12	9.999300000E+0
2.314431317E+3	-7.149981250E+0	50.000000745E-3	746.345194366E-9	501.691055863E-12	66.993130153E+3	45.032586068E+0	75.000000000E+0	94.187511956E-12	9.999300000E+0
2.352949669E+3	-7.099971875E+0	50.000000745E-3	748.661049873E-9	464.332479177E-12	66.785898309E+3	41.421764551E+0	75.000000000E+0	98.240487273E-12	10.000500000E+0
2.390109092E+3	-7.049975781E+0	50.000000745E-3	747.269968518E-9	446.309610400E-12	66.910223683E+3	39.962365841E+0	75.000000000E+0	96.213987472E-12	10.000500000E+0
2.428653880E+3	-6.999978125E+0	50.000000745E-3	748.456894609E-9	471.135044093E-12	66.804115381E+3	42.051533057E+0	75.000000000E+0	97.782867914E-12	10.000600000E+0
2.467268927E+3	-6.949958594E+0	50.000000745E-3	748.289359731E-9	664.593300782E-12	66.819072188E+3	59.345368423E+0	75.000000000E+0	93.267268214E-12	10.000600000E+0
2.505779006E+3	-6.899985156E+0	50.000000745E-3	746.924194889E-9	480.444132428E-12	66.941198434E+3	43.058594467E+0	75.000000000E+0	92.422471065E-12	9.999400000E+0
2.544399577E+3	-6.849982031E+0	50.000000745E-3	748.046174477E-9	627.337844206E-12	66.840794661E+3	56.055042400E+0	75.000000000E+0	89.420414823E-12	9.999400000E+0
2.581517284E+3	-6.799967188E+0	50.000000745E-3	750.724609387E-9	592.254536797E-12	66.602320105E+3	52.543270528E+0	75.000000000E+0	78.925933150E-12	10.000300000E+0
2.618612430E+3	-6.749978125E+0	50.000000745E-3	752.180504877E-9	661.364197523E-12	66.473406876E+3	58.447581545E+0	75.000000000E+0	76.758677192E-12	10.000300000E+0
2.655663329E+3	-6.699982031E+0	50.000000745E-3	752.559300380E-9	486.306722957E-12	66.439947948E+3	42.933750661E+0	75.000000000E+0	83.295775832E-12	10.000100000E+0
2.692780468E+3	-6.650000781E+0	50.000000745E-3	751.165778177E-9	580.272240952E-12	66.563203753E+3	51.419780465E+0	75.000000000E+0	76.225712548E-12	10.000100000E+0
2.729841434E+3	-6.599979688E+0	50.000000745E-3	751.278988519E-9	684.975015709E-12	66.553173334E+3	60.679536692E+0	75.000000000E+0	74.390309190E-12	9.999700000E+0
2.768390708E+3	-6.549989062E+0	50.000000745E-3	750.071785193E-9	779.959640343E-12	66.660287365E+3	69.316477148E+0	75.000000000E+0	71.403393614E-12	9.999700000E+0
2.805465454E+3	-6.499976172E+0	50.000000745E-3	748.835449962E-9	520.255498645E-12	66.770344203E+3	46.388881188E+0	75.000000000E+0	74.350140974E-12	9.999600000E+0
2.843783895E+3	-6.449980469E+0	50.000000745E-3	747.705466497E-9	616.287929929E-12	66.871252098E+3	55.117887154E+0	75.000000000E+0	67.808009901E-12	9.999600000E+0
2.882111281E+3	-6.399973828E+0	50.000000745E-3	748.360934847E-9	417.140480811E-12	66.812681444E+3	37.241754298E+0	75.000000000E+0	65.605559527E-12	9.999400000E+0
2.919184879E+3	-6.349982031E+0	50.000000745E-3	747.674679123E-9	388.346151582E-12	66.874005689E+3	34.734709460E+0	75.000000000E+0	63.387970567E-12	9.999400000E+0
2.956227007E+3	-6.299973438E+0	50.000000745E-3	748.343066730E-9	501.254103899E-12	66.814276724E+3	44.753445172E+0	75.000000000E+0	63.810368101E-12	10.000200000E+0
2.994502980E+3	-6.249988672E+0	50.000000745E-3	747.418662987E-9	399.382355027E-12	66.896912294E+3	35.746292806E+0	75.000000000E+0	64.192490906E-12	10.000200000E+0
3.031511262E+3	-6.199989453E+0	50.000000745E-3	747.652839507E-9	573.838707013E-12	66.875959139E+3	51.328654015E+0	75.000000000E+0	75.451358356E-12	9.999900000E+0
3.069842343E+3	-6.149983984E+0	50.000000745E-3	747.610652020E-9	609.338946519E-12	66.879732933E+3	54.510226545E+0	75.000000000E+0	72.544871846E-12	9.999900000E+0
3.106914122E+3	-6.099982813E+0	50.000000745E-3	748.109005313E-9	530.091784257E-12	66.835180956E+3	47.357778175E+0	75.000000000E+0	75.918980477E-12	9.999900000E+0
3.144057082E+3	-6.049980078E+0	50.000000745E-3	748.094732917E-9	619.943989577E-12	66.836456060E+3	55.387182125E+0	75.000000000E+0	76.547534283E-12	9.999900000E+0
3.182389890E+3	-5.999978125E+0	50.000000745E-3	746.414285407E-9	539.049865362E-12	66.986929005E+3	48.377014973E+0	75.000000000E+0	76.557583190E-12	9.999300000E+0
3.220969610E+3	-5.949985547E+0	50.000000745E-3	746.722260179E-9	452.290952116E-12	66.959301217E+3	40.557363448E+0	75.000000000E+0	80.122804225E-12	9.999300000E+0
3.259236939E+3	-5.899989453E+0	50.000000745E-3	746.030499287E-9	461.513394731E-12	67.021389598E+3	41.461132035E+0	75.000000000E+0	75.124532983E-12	9.999400000E+0
3.297536562E+3	-5.849977734E+0	50.000000745E-3	747.014380393E-9	386.542007900E-12	66.933116761E+3	34.634489010E+0	75.000000000E+0	78.025975958E-12	9.999400000E+0
3.334609803E+3	-5.799974219E+0	50.000000745E-3	746.271041927E-9	348.641222790E-12	66.999786855E+3	31.300809362E+0	75.000000000E+0	79.770846872E-12	10.000600000E+0
3.371767446E+3	-5.749991406E+0	50.000000745E-3	746.469359237E-9	324.917569448E-12	66.981986771E+3	29.155415516E+0	75.000000000E+0	79.081938220E-12	10.000600000E+0
3.408849936E+3	-5.699987891E+0	50.000000745E-3	746.690823420E-9	397.499903297E-12	66.962120300E+3	35.647198960E+0	75.000000000E+0	87.922101197E-12	10.000300000E+0
3.447147475E+3	-5.649983594E+0	50.000000745E-3	746.333805343E-9	439.672356338E-12	66.994152465E+3	39.466893586E+0	75.000000000E+0	85.503456398E-12	10.000300000E+0
3.484254885E+3	-5.599977344E+0	50.000000745E-3	745.517209947E-9	427.488709494E-12	67.067533892E+3	38.457346296E+0	75.000000000E+0	90.637594652E-12	10.000400000E+0
3.521361396E+3	-5.549987500E+0	50.000000745E-3	745.732641252E-9	446.129082832E-12	67.048159058E+3	40.111069372E+0	75.000000000E+0	79.901696370E-12	10.000400000E+0
3.559721834E+3	-5.499986719E+0	50.000000745E-3	746.412859530E-9	353.642191823E-12	66.987056971E+3	31.737729795E+0	75.000000000E+0	85.724702337E-12	9.999300000E+0
3.596811428E+3	-5.449978906E+0	50.000000745E-3	746.010993893E-9	309.352174630E-12	67.023141957E+3	27.792827297E+0	75.000000000E+0	85.885652062E-12	9.999300000E+0
3.633845793E+3	-5.399977344E+0	50.000000745E-3	747.012204577E-9	466.911134891E-12	66.933311717E+3	41.835874092E+0	75.000000000E+0	87.218214595E-12	10.000200000E+0
3.670965355E+3	-5.349985156E+0	50.000000745E-3	746.660416167E-9	488.972261739E-12	66.964847289E+3	43.853875372E+0	75.000000000E+0	87.670773419E-12	10.000200000E+0
3.708075134E+3	-5.299987109E+0	50.000000745E-3	748.299569637E-9	483.005426736E-12	66.818160499E+3	43.129163018E+0	75.000000000E+0	89.491147826E-12	9.999500000E+0
3.746475056E+3	-5.249987891E+0	50.000000745E-3	746.679236517E-9	407.553763745E-12	66.963159413E+3	36.549948514E+0	75.000000000E+0	90.084590482E-12	9.999500000E+0
3.783533741E+3	-5.200001172E+0	50.000000745E-3	748.717726060E-9	717.528910861E-12	66.780842773E+3	63.998999507E+0	75.000000000E+0	86.308091229E-12	9.999700000E+0
3.820711679E+3	-5.149985938E+0	50.000000745E-3	750.067704423E-9	701.045338196E-12	66.660650032E+3	62.303892929E+0	75.000000000E+0	91.799241819E-12	9.999700000E+0
3.857751269E+3	-5.099987500E+0	50.000000745E-3	751.801009873E-9	587.794364991E-12	66.506961401E+3	51.998356787E+0	75.000000000E+0	86.665077198E-12	10.000600000E+0
3.894875976E+3	-5.049998438E+0	50.000000745E-3	750.642831650E-9	537.508247502E-12	66.609576002E+3	47.696714008E+0	75.000000000E+0	94.655447369E-12	10.000600000E+0
3.931990497E+3	-4.999986328E+0	50.000000745E-3	748.586546630E-9	932.002974179E-12	66.792545191E+3	83.157854027E+0	75.000000000E+0	86.815941935E-12	10.000900000E+0
3.969074412E+3	-4.949980469E+0	50.000000745E-3	748.946333450E-9	545.418953211E-12	66.760458676E+3	48.618195805E+0	75.000000000E+0	89.199501258E-12	10.000900000E+0
4.006145122E+3	-4.899989063E+0	50.000000745E-3	748.890990239E-9	462.292839781E-12	66.765392289E+3	41.214493435E+0	75.000000000E+0	91.190779927E-12	10.000100000E+0
4.044489915E+3	-4.849984766E+0	50.000000745E-3	747.744352468E-9	455.953185943E-12	66.867774501E+3	40.774062311E+0	75.000000000E+0	89.928599289E-12	10.000100000E+0
4.082759449E+3	-4.799979297E+0	50.000000745E-3	747.049875178E-9	405.500671463E-12	66.929936550E+3	36.329748674E+0	75.000000000E+0	94.157574793E-12	10.000400000E+0
4.121365682E+3	-4.749989844E+0	50.000000745E-3	746.094050806E-9	462.734762198E-12	67.015680786E+3	41.563774806E+0	75.000000000E+0	90.366083366E-12	10.000400000E+0
4.159863142E+3	-4.699972266E+0	50.000000745E-3	747.249524902E-9	526.669376581E-12	66.912054245E+3	47.160324257E+0	75.000000000E+0	98.326270043E-12	10.000400000E+0
4.198451031E+3	-4.649990625E+0	50.000000745E-3	745.576876927E-9	406.709327187E-12	67.062166615E+3	36.582154715E+0	75.000000000E+0	94.630262654E-12	10.000400000E+0
4.236955952E+3	-4.599978516E+0	50.000000745E-3	746.026488137E-9	390.329946513E-12	67.021749951E+3	35.066578050E+0	75.000000000E+0	88.585960789E-12	10.000000000E+0
4.275563012E+3	-4.549990625E+0	50.000000745E-3	745.389153810E-9	914.813816430E-12	67.079055939E+3	82.325919089E+0	75.000000000E+0	91.467348973E-12	10.000000000E+0
4.314057353E+3	-4.499985937E+0	50.000000745E-3	746.720441800E-9	494.904017412E-12	66.959464274E+3	44.378734018E+0	75.000000000E+0	93.352962166E-12	9.999300000E+0
4.352617396E+3	-4.449979297E+0	50.000000745E-3	744.878130483E-9	374.840289508E-12	67.125075497E+3	33.778925307E+0	75.000000000E+0	100.060981029E-12	9.999300000E+0
4.391162730E+3	-4.399984766E+0	50.000000745E-3	744.750110781E-9	442.165532671E-12	67.136614042E+3	39.859674110E+0	75.000000000E+0	96.722026915E-12	9.999300000E+0
4.429753545E+3	-4.349978906E+0	50.000000745E-3	744.708912876E-9	434.984805983E-12	67.140328094E+3	39.216695389E+0	75.000000000E+0	90.265325076E-12	9.999300000E+0
4.468300918E+3	-4.300007031E+0	50.000000745E-3	744.895382930E-9	487.004811488E-12	67.123520820E+3	43.884655957E+0	75.000000000E+0	93.533883416E-12	10.000100000E+0
4.506831033E+3	-4.250011328E+0	50.000000745E-3	744.504216186E-9	316.433412423E-12	67.158787899E+3	28.544209646E+0	75.000000000E+0	92.553354564E-12	10.000100000E+0
4.545402480E+3	-4.200007031E+0	50.000000745E-3	744.893352176E-9	490.124491321E-12	67.123703815E+3	44.166015298E+0	75.000000000E+0	99.422256539E-12	9.999300000E+0
4.583752858E+3	-4.150017578E+0	50.000000745E-3	745.016535569E-9	399.568319489E-12	67.112605369E+3	35.993927200E+0	75.000000000E+0	94.911623005E-12	9.999300000E+0
4.622209849E+3	-4.100000391E+0	50.000000745E-3	745.855183752E-9	375.099348155E-12	67.037143180E+3	33.713768111E+0	75.000000000E+0	86.715119807E-12	10.000100000E+0
4.660681688E+3	-4.049986719E+0	50.000000745E-3	745.992143882E-9	362.266543818E-12	67.024835523E+3	32.548406460E+0	75.000000000E+0	80.384199297E-12	10.000100000E+0
4.699306587E+3	-3.999987891E+0	50.000000745E-3	745.342189001E-9	535.623170665E-12	67.083282663E+3	48.207871617E+0	75.000000000E+0	77.960476269E-12	9.999400000E+0
4.737847593E+3	-3.950009766E+0	50.000000745E-3	745.531580123E-9	374.344104918E-12	67.066241160E+3	33.675102017E+0	75.000000000E+0	75.913874492E-12	9.999400000E+0
4.776300421E+3	-3.899996094E+0	50.000000745E-3	745.888060152E-9	468.244053785E-12	67.034188394E+3	42.081864281E+0	75.000000000E+0	75.823402418E-12	10.000400000E+0
4.814857641E+3	-3.850019141E+0	50.000000745E-3	745.531232140E-9	452.308632401E-12	67.066272464E+3	40.688642770E+0	75.000000000E+0	71.267556440E-12	10.000400000E+0
4.853331890E+3	-3.800012500E+0	50.000000745E-3	744.931625139E-9	695.169220057E-12	67.120255145E+3	62.636534475E+0	75.000000000E+0	71.358070147E-12	9.999600000E+0
4.891897827E+3	-3.749992578E+0	50.000000745E-3	745.045835041E-9	543.183380144E-12	67.109966117E+3	48.927215645E+0	75.000000000E+0	67.958826760E-12	9.999600000E+0
4.930366453E+3	-3.699994922E+0	50.000000745E-3	745.405505756E-9	441.557478453E-12	67.077584427E+3	39.734894379E+0	75.000000000E+0	68.869000780E-12	10.000800000E+0
4.969026548E+3	-3.650003125E+0	50.000000745E-3	744.935431342E-9	433.418035177E-12	67.119912198E+3	39.051680511E+0	75.000000000E+0	69.291392416E-12	10.000800000E+0
5.007574696E+3	-3.600010547E+0	50.000000745E-3	745.141174624E-9	382.806909583E-12	67.101379507E+3	34.472490036E+0	75.000000000E+0	69.351723669E-12	10.000200000E+0
5.046204198E+3	-3.549985547E+0	50.000000745E-3	745.417313598E-9	499.391490423E-12	67.076521880E+3	44.937840352E+0	75.000000000E+0	64.212567902E-12	10.000200000E+0
5.084643037E+3	-3.499988672E+0	50.000000745E-3	744.936998803E-9	433.944049950E-12	67.119770968E+3	39.098910770E+0	75.000000000E+0	69.366761987E-12	10.000600000E+0
5.123248108E+3	-3.449987500E+0	50.000000745E-3	744.601457655E-9	375.760670225E-12	67.150017276E+3	33.887034786E+0	75.000000000E+0	69.422070176E-12	10.000600000E+0
5.161745835E+3	-3.399988281E+0	50.000000745E-3	744.442398115E-9	651.437109843E-12	67.164364727E+3	58.773331225E+0	75.000000000E+0	69.271224173E-12	9.999900000E+0
5.200302558E+3	-3.349973047E+0	50.000000745E-3	744.972789442E-9	409.483541094E-12	67.116546341E+3	36.891442817E+0	75.000000000E+0	70.734520324E-12	9.999900000E+0
5.238808321E+3	-3.299985937E+0	50.000000745E-3	744.735261724E-9	475.346990360E-12	67.137952659E+3	42.852575104E+0	75.000000000E+0	68.471702613E-12	9.999800000E+0
5.277324890E+3	-3.249985742E+0	50.000000745E-3	743.804691596E-9	531.009973019E-12	67.221948598E+3	47.990454368E+0	75.000000000E+0	71.901123944E-12	9.999800000E+0
5.315784453E+3	-3.199977148E+0	50.000000745E-3	744.331680146E-9	486.707427054E-12	67.174355303E+3	43.924312918E+0	75.000000000E+0	76.869343529E-12	9.999100000E+0
5.354438225E+3	-3.149982422E+0	50.000000745E-3	743.901319813E-9	508.280788901E-12	67.213216879E+3	45.924353123E+0	75.000000000E+0	79.117080942E-12	9.999100000E+0
5.392986859E+3	-3.099990820E+0	50.000000745E-3	744.497205979E-9	552.210087360E-12	67.159420268E+3	49.813631315E+0	75.000000000E+0	79.378585649E-12	10.000000000E+0
5.431522540E+3	-3.049979883E+0	50.000000745E-3	743.180675753E-9	504.271412362E-12	67.278391886E+3	45.650500349E+0	75.000000000E+0	78.780219154E-12	10.000000000E+0
5.470064247E+3	-2.999974219E+0	50.000000745E-3	744.287037059E-9	399.015434194E-12	67.178384488E+3	36.014616566E+0	75.000000000E+0	85.528550214E-12	10.000300000E+0
5.508632736E+3	-2.949985156E+0	50.000000745E-3	743.857407626E-9	355.801112162E-12	67.217184681E+3	32.151254825E+0	75.000000000E+0	79.625091937E-12	10.000300000E+0
5.547124905E+3	-2.899980664E+0	50.000000745E-3	743.662958692E-9	610.806526327E-12	67.234760264E+3	55.223175883E+0	75.000000000E+0	83.064639889E-12	10.000100000E+0
5.585711579E+3	-2.849984766E+0	50.000000745E-3	743.785866934E-9	467.947987141E-12	67.223649935E+3	42.293317302E+0	75.000000000E+0	80.696184457E-12	10.000100000E+0
5.624237094E+3	-2.799972656E+0	50.000000745E-3	743.510860700E-9	389.764587504E-12	67.248514296E+3	35.253135926E+0	75.000000000E+0	87.685848860E-12	9.999700000E+0
5.662820717E+3	-2.749987891E+0	50.000000745E-3	744.399350956E-9	536.518731185E-12	67.168248711E+3	48.410874523E+0	75.000000000E+0	86.489056195E-12	9.999700000E+0
5.701357706E+3	-2.699982031E+0	50.000000745E-3	743.348476526E-9	655.913064978E-12	67.263204707E+3	59.351456487E+0	75.000000000E+0	84.497757402E-12	10.000200000E+0
5.739978024E+3	-2.649989844E+0	50.000000745E-3	743.947045693E-9	496.380551106E-12	67.209085693E+3	44.843625885E+0	75.000000000E+0	90.361040872E-12	10.000200000E+0
