[Main]
Experiment = "RvsB_75.00Vg_2.0K"
Header length = 71    
Date = "20200220 11:57:12"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Gate Voltage]
Set initial gate voltage = TRUE
Initial gate voltage (V) = 7.500000E+1
Initial gate volt. ramp step (V) = 1.000000E-1
Initial voltage ramp delay (s) = 5.000000E-2
Delay after inital voltage set = 1.000000
Leak current threshold for initial set = 1.000000
Set final gate voltage = FALSE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Auto-range = TRUE
Manual range (V) = 5.000000
Check Compliance = TRUE
Measuement speed = 1.000000
Number of measurements = 0

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 2.000000E+0
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic magnetic field]
Initial field (T) = -9.000000E+0
Final field (T) = 9.000000E+0
Measurement interval (T) = 1.000000E-1
Ramp rate (G/s) = 1.000000E+2
Delay after field step (s) = 1.000000E+0
Measurement Pattern = "Linear"
Go to other field at finish = TRUE
Finish field (T) = 0.000000
Finish ramp rate (G/s) = 100.000000
Delay before setting finish field (s) = 0.000000
Stabilize finish field = TRUE

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Magnetic Field (T)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Gate Voltage (V)	Gate Leak Current (A)	Temperature (K)
2.650590818E+3	-4.499978125E+0	100.000001490E-3	1.128601966E-6	1.152518898E-9	88.605198704E+3	90.482888549E+0	75.000000000E+0	90.929939967E-12	2.000700000E+0
2.689150143E+3	-4.400006250E+0	100.000001490E-3	1.127411928E-6	2.073450961E-9	88.698725843E+3	163.128004751E+0	75.000000000E+0	91.060565338E-12	2.000300000E+0
2.727462788E+3	-4.300003906E+0	100.000001490E-3	1.124388202E-6	1.575933929E-9	88.937256092E+3	124.653779851E+0	NaN	NaN	2.000300000E+0
2.816005920E+3	-4.199985156E+0	100.000001490E-3	1.124329967E-6	1.825786402E-9	88.941862680E+3	144.431660015E+0	75.000000000E+0	92.905989846E-12	1.999000000E+0
2.853907038E+3	-4.100017578E+0	100.000001490E-3	1.129938362E-6	1.901059883E-9	88.500404002E+3	148.897119876E+0	75.000000000E+0	87.374534344E-12	1.999000000E+0
2.892775913E+3	-3.999992188E+0	100.000001490E-3	1.125504094E-6	1.622180096E-9	88.849078387E+3	128.057469760E+0	75.000000000E+0	95.395016886E-12	1.999100000E+0
2.931119361E+3	-3.900017188E+0	100.000001490E-3	1.127466566E-6	1.723682601E-9	88.694427419E+3	135.596962238E+0	75.000000000E+0	83.271187168E-12	1.999100000E+0
2.970303311E+3	-3.800010156E+0	100.000001490E-3	1.125687045E-6	2.258489564E-9	88.834638326E+3	178.230800961E+0	75.000000000E+0	88.340001286E-12	2.000200000E+0
3.008196249E+3	-3.699990234E+0	100.000001490E-3	1.123157571E-6	1.587897625E-9	89.034703676E+3	125.875476573E+0	75.000000000E+0	90.311138776E-12	2.000200000E+0
3.047088078E+3	-3.600017188E+0	100.000001490E-3	1.123007797E-6	2.174856110E-9	89.046578115E+3	172.450712308E+0	75.000000000E+0	97.260540594E-12	1.999200000E+0
3.085669246E+3	-3.499999609E+0	100.000001490E-3	1.125226778E-6	2.356191232E-9	88.870975565E+3	186.093165848E+0	75.000000000E+0	83.366652817E-12	1.999200000E+0
3.124519281E+3	-3.399983984E+0	100.000001490E-3	1.122404178E-6	2.000853496E-9	89.094466514E+3	158.824225894E+0	75.000000000E+0	97.718093339E-12	2.000400000E+0
3.162424317E+3	-3.299990234E+0	100.000001490E-3	1.120928447E-6	887.227302602E-12	89.211761673E+3	70.612099160E+0	75.000000000E+0	97.501818425E-12	2.000400000E+0
3.200665639E+3	-3.199975977E+0	100.000001490E-3	1.122593105E-6	1.545682199E-9	89.079472356E+3	122.652236222E+0	75.000000000E+0	85.518807313E-12	1.999900000E+0
3.238975593E+3	-3.099988672E+0	100.000001490E-3	1.120905310E-6	2.368769450E-9	89.213603182E+3	188.531944604E+0	75.000000000E+0	91.070298525E-12	1.999900000E+0
3.278186021E+3	-3.000008203E+0	100.000001490E-3	1.126770801E-6	1.650220753E-9	88.749194982E+3	129.978309092E+0	75.000000000E+0	93.896330294E-12	1.999600000E+0
3.317411870E+3	-2.899980664E+0	100.000001490E-3	1.121320881E-6	2.466449026E-9	89.180539806E+3	196.160848503E+0	75.000000000E+0	89.114172985E-12	1.999600000E+0
3.355973633E+3	-2.799986914E+0	100.000001490E-3	1.123699097E-6	2.396860630E-9	88.991796614E+3	189.820330299E+0	75.000000000E+0	91.467592528E-12	2.000000000E+0
3.394256088E+3	-2.699981055E+0	100.000001490E-3	1.126019014E-6	1.619903868E-9	88.808448392E+3	127.760852437E+0	75.000000000E+0	91.688827364E-12	2.000000000E+0
3.432824573E+3	-2.600001563E+0	100.000001490E-3	1.124819849E-6	1.972936507E-9	88.903126673E+3	155.936281185E+0	75.000000000E+0	100.790498170E-12	1.999300000E+0
3.471408638E+3	-2.499981641E+0	100.000001490E-3	1.125056575E-6	2.155578576E-9	88.884420283E+3	170.300193131E+0	75.000000000E+0	93.287899627E-12	1.999300000E+0
3.510600616E+3	-2.399988086E+0	100.000001490E-3	1.125027741E-6	960.913309734E-12	88.886698389E+3	75.920271501E+0	75.000000000E+0	97.753279082E-12	2.000800000E+0
3.548535781E+3	-2.299986523E+0	100.000001490E-3	1.124076709E-6	1.071661479E-9	88.961901491E+3	84.813644928E+0	75.000000000E+0	96.737483302E-12	2.000800000E+0
3.586375992E+3	-2.199983008E+0	100.000001490E-3	1.122394790E-6	1.762930209E-9	89.095211759E+3	139.940635604E+0	75.000000000E+0	92.644274197E-12	2.001000000E+0
3.625306134E+3	-2.099983984E+0	100.000001490E-3	1.123257416E-6	1.291068784E-9	89.026789426E+3	102.327130932E+0	75.000000000E+0	97.180050118E-12	2.001000000E+0
3.663181407E+3	-1.999995703E+0	100.000001490E-3	1.122302775E-6	2.254229479E-9	89.102516475E+3	178.969101567E+0	75.000000000E+0	95.973211323E-12	1.999600000E+0
3.701075267E+3	-1.899979102E+0	100.000001490E-3	1.123866097E-6	933.069655651E-12	88.978572977E+3	73.872863237E+0	75.000000000E+0	88.530881237E-12	1.999600000E+0
3.738921352E+3	-1.799977539E+0	100.000001490E-3	1.125815282E-6	2.489742718E-9	88.824519557E+3	196.435600368E+0	75.000000000E+0	83.557668423E-12	1.999600000E+0
3.779754845E+3	-1.700013281E+0	100.000001490E-3	1.124233695E-6	1.714978287E-9	88.949479071E+3	135.689248539E+0	75.000000000E+0	93.021455816E-12	1.999600000E+0
3.818662621E+3	-1.599978125E+0	100.000001490E-3	1.124825706E-6	1.345742796E-9	88.902663702E+3	106.363251234E+0	75.000000000E+0	61.537712773E-12	1.999200000E+0
3.857298942E+3	-1.499985449E+0	100.000001490E-3	1.121572666E-6	1.746740175E-9	89.160519466E+3	138.858824014E+0	75.000000000E+0	64.524666686E-12	1.999200000E+0
3.895611902E+3	-1.400013574E+0	100.000001490E-3	1.124005417E-6	1.683764691E-9	88.967544077E+3	133.273743223E+0	75.000000000E+0	72.087644187E-12	2.000300000E+0
3.934528775E+3	-1.299999121E+0	100.000001490E-3	1.121278419E-6	1.659501433E-9	89.183917015E+3	131.992942686E+0	75.000000000E+0	66.717101115E-12	2.000300000E+0
3.973747731E+3	-1.200021680E+0	100.000001490E-3	1.122995434E-6	1.593085340E-9	89.047558393E+3	126.323184888E+0	75.000000000E+0	58.238931386E-12	2.000000000E+0
4.012416925E+3	-1.100006250E+0	100.000001490E-3	1.122756921E-6	1.488918744E-9	89.066475264E+3	118.113495528E+0	75.000000000E+0	62.975720819E-12	2.000000000E+0
4.050963329E+3	-1.000012500E+0	100.000001490E-3	1.122730963E-6	1.151122587E-9	89.068534488E+3	91.320899837E+0	75.000000000E+0	69.030189898E-12	1.999600000E+0
4.089348463E+3	-900.014355469E-3	100.000001490E-3	1.121590036E-6	1.316624071E-9	89.159138598E+3	104.663080290E+0	75.000000000E+0	82.853648942E-12	1.999600000E+0
4.127210135E+3	-799.985791016E-3	100.000001490E-3	1.119665115E-6	1.776908213E-9	89.312420399E+3	141.738785211E+0	75.000000000E+0	67.109304225E-12	2.000300000E+0
4.165137862E+3	-700.019287109E-3	100.000001490E-3	1.116093053E-6	1.533294786E-9	89.598265362E+3	123.090590693E+0	75.000000000E+0	78.730249403E-12	2.000300000E+0
4.203685483E+3	-600.022314453E-3	100.000001490E-3	1.115831485E-6	903.984435164E-12	89.619268553E+3	72.604533006E+0	75.000000000E+0	77.528437836E-12	2.000600000E+0
4.241636815E+3	-500.019824219E-3	100.000001490E-3	1.117376113E-6	2.578480148E-9	89.495381504E+3	206.521386957E+0	75.000000000E+0	57.856827315E-12	2.000600000E+0
4.281127123E+3	-400.020654297E-3	100.000001490E-3	1.113718665E-6	1.336996072E-9	89.789283971E+3	107.790166145E+0	75.000000000E+0	63.398252273E-12	1.999400000E+0
4.319081073E+3	-300.011718750E-3	100.000001490E-3	1.113931050E-6	1.828545955E-9	89.772164528E+3	147.363275640E+0	75.000000000E+0	64.640306649E-12	1.999400000E+0
4.357635568E+3	-200.016857910E-3	100.000001490E-3	1.111945871E-6	1.002998053E-9	89.932436522E+3	81.120908011E+0	75.000000000E+0	88.214121424E-12	1.999700000E+0
4.395970416E+3	-100.020953369E-3	100.000001490E-3	1.116811192E-6	1.520874692E-9	89.540651306E+3	121.936556017E+0	75.000000000E+0	76.100383634E-12	1.999700000E+0
4.434885258E+3	-6.529989839E-6	100.000001490E-3	1.113660146E-6	2.634787781E-9	89.794002133E+3	212.441955938E+0	75.000000000E+0	78.468834902E-12	2.000000000E+0
4.474070898E+3	99.983941650E-3	100.000001490E-3	1.115085767E-6	1.273216300E-9	89.679201760E+3	102.396627082E+0	75.000000000E+0	70.966309912E-12	2.000000000E+0
4.511915187E+3	199.989660645E-3	100.000001490E-3	1.110364374E-6	1.430306115E-9	90.060527736E+3	116.010677724E+0	75.000000000E+0	78.473925275E-12	1.999800000E+0
4.549809919E+3	299.982299805E-3	100.000001490E-3	1.115870164E-6	2.170801485E-9	89.616162075E+3	174.338291240E+0	75.000000000E+0	86.630266849E-12	1.999800000E+0
4.588702602E+3	399.988012695E-3	100.000001490E-3	1.116258542E-6	1.057467473E-9	89.584982069E+3	84.866723132E+0	75.000000000E+0	77.226900569E-12	2.000000000E+0
4.626604729E+3	499.974121094E-3	100.000001490E-3	1.116134634E-6	1.857520041E-9	89.594927424E+3	149.107794212E+0	75.000000000E+0	92.483520495E-12	2.000000000E+0
4.664861339E+3	599.990722656E-3	100.000001490E-3	1.118922574E-6	983.922106515E-12	89.371690038E+3	78.588799209E+0	75.000000000E+0	76.377089028E-12	1.999600000E+0
4.703227674E+3	699.975732422E-3	100.000001490E-3	1.117301960E-6	1.807278728E-9	89.501321068E+3	144.771815897E+0	75.000000000E+0	85.026189214E-12	1.999600000E+0
4.742125125E+3	799.985791016E-3	100.000001490E-3	1.120844564E-6	1.936636725E-9	89.218438227E+3	154.154919967E+0	75.000000000E+0	84.749617046E-12	1.999300000E+0
4.781075342E+3	899.973046875E-3	100.000001490E-3	1.120448821E-6	1.815739021E-9	89.249950237E+3	144.633663111E+0	75.000000000E+0	84.819993737E-12	1.999300000E+0
4.818907165E+3	999.985351563E-3	100.000001490E-3	1.116674954E-6	1.479977539E-9	89.551575566E+3	118.686570294E+0	75.000000000E+0	76.945325805E-12	2.000800000E+0
4.856812459E+3	1.099986621E+0	100.000001490E-3	1.120081151E-6	1.473377443E-9	89.279246742E+3	117.439730255E+0	75.000000000E+0	87.052661954E-12	2.000800000E+0
4.894644313E+3	1.199981445E+0	100.000001490E-3	1.118607417E-6	2.179529961E-9	89.396869686E+3	174.183679573E+0	75.000000000E+0	86.605165400E-12	1.999500000E+0
4.932541390E+3	1.299987109E+0	100.000001490E-3	1.121775520E-6	1.551687083E-9	89.144396313E+3	123.308278592E+0	75.000000000E+0	84.643943243E-12	1.999500000E+0
4.970809265E+3	1.399982031E+0	100.000001490E-3	1.120864886E-6	2.304998984E-9	89.216820641E+3	183.469643442E+0	75.000000000E+0	90.758642962E-12	1.999900000E+0
5.009719962E+3	1.499986523E+0	100.000001490E-3	1.123409515E-6	1.484961321E-9	89.014736101E+3	117.662738632E+0	75.000000000E+0	83.432072362E-12	1.999900000E+0
5.047989218E+3	1.599982520E+0	100.000001490E-3	1.119196973E-6	718.311350080E-12	89.349778349E+3	57.345544572E+0	75.000000000E+0	94.922346372E-12	1.998700000E+0
5.085869930E+3	1.699993750E+0	100.000001490E-3	1.125420036E-6	2.068485442E-9	88.855714558E+3	163.313914854E+0	75.000000000E+0	81.214528158E-12	1.998700000E+0
5.125068607E+3	1.799976562E+0	100.000001490E-3	1.123965667E-6	1.664090947E-9	88.970690539E+3	131.725839246E+0	75.000000000E+0	103.752428350E-12	2.000600000E+0
5.163375162E+3	1.899983398E+0	100.000001490E-3	1.122901848E-6	1.565521586E-9	89.054979872E+3	124.158218796E+0	75.000000000E+0	92.252113934E-12	2.000600000E+0
5.201217156E+3	1.999984766E+0	100.000001490E-3	1.122899711E-6	2.023713897E-9	89.055149391E+3	160.497096703E+0	75.000000000E+0	70.337672492E-12	1.999300000E+0
5.239881773E+3	2.099983984E+0	100.000001490E-3	1.121916141E-6	776.129557566E-12	89.133222933E+3	61.661407982E+0	75.000000000E+0	94.117677887E-12	1.999300000E+0
5.277761598E+3	2.199988477E+0	100.000001490E-3	1.122132230E-6	1.712458796E-9	89.116058510E+3	135.997856724E+0	75.000000000E+0	86.449147146E-12	2.000700000E+0
5.317004410E+3	2.299983203E+0	100.000001490E-3	1.121452727E-6	1.365001584E-9	89.170055157E+3	108.535352082E+0	75.000000000E+0	94.499860021E-12	2.000700000E+0
5.355900216E+3	2.399984766E+0	100.000001490E-3	1.123913155E-6	1.335813562E-9	88.974847408E+3	105.749992593E+0	75.000000000E+0	100.358174202E-12	1.999300000E+0
5.393816612E+3	2.499977344E+0	100.000001490E-3	1.124415686E-6	1.056829790E-9	88.935082202E+3	83.589410361E+0	75.000000000E+0	102.334384369E-12	1.999300000E+0
5.431680706E+3	2.599979687E+0	100.000001490E-3	1.121893077E-6	1.241294616E-9	89.135055333E+3	98.621576823E+0	75.000000000E+0	83.949773522E-12	1.999900000E+0
5.469657930E+3	2.699984375E+0	100.000001490E-3	1.123564440E-6	2.124169918E-9	89.002462085E+3	168.264806018E+0	75.000000000E+0	96.878347011E-12	1.999900000E+0
5.508843366E+3	2.799975000E+0	100.000001490E-3	1.128327123E-6	1.003855487E-9	88.626781596E+3	78.849900174E+0	75.000000000E+0	90.607758796E-12	2.000500000E+0
5.547480705E+3	2.899995898E+0	100.000001490E-3	1.121920868E-6	1.903524101E-9	89.132847361E+3	151.228600816E+0	75.000000000E+0	92.387851189E-12	2.000500000E+0
5.585369107E+3	3.000003711E+0	100.000001490E-3	1.122829562E-6	1.339708367E-9	89.060713068E+3	106.263128875E+0	75.000000000E+0	89.335474088E-12	2.000000000E+0
5.623265457E+3	3.100016016E+0	100.000001490E-3	1.123751633E-6	2.323160490E-9	88.987636184E+3	183.966416054E+0	75.000000000E+0	93.655025402E-12	2.000000000E+0
5.661110322E+3	3.200018359E+0	100.000001490E-3	1.124876845E-6	1.931826568E-9	88.898622079E+3	152.671575380E+0	75.000000000E+0	101.936955751E-12	1.999500000E+0
5.698993347E+3	3.300020703E+0	100.000001490E-3	1.122321590E-6	2.060861565E-9	89.101022709E+3	163.611637449E+0	NaN	NaN	1.999500000E+0
5.793738191E+3	3.400020313E+0	100.000001490E-3	1.124896899E-6	3.116951045E-9	88.897037202E+3	246.322763676E+0	75.000000000E+0	81.480907091E-12	2.000500000E+0
5.833680653E+3	3.500016016E+0	100.000001490E-3	1.123867512E-6	2.026889525E-9	88.978460947E+3	160.472216322E+0	75.000000000E+0	85.302534480E-12	2.000500000E+0
5.871525558E+3	3.600018359E+0	100.000001490E-3	1.122248020E-6	1.431166786E-9	89.106863793E+3	113.635115898E+0	75.000000000E+0	96.848129516E-12	1.999300000E+0
5.909416801E+3	3.700011328E+0	100.000001490E-3	1.121186365E-6	1.038785748E-9	89.191239384E+3	82.636206787E+0	75.000000000E+0	98.537667609E-12	1.999300000E+0
5.947293451E+3	3.800024609E+0	100.000001490E-3	1.125093101E-6	2.540016316E-9	88.881534688E+3	200.659437023E+0	75.000000000E+0	86.006575126E-12	2.000300000E+0
