[Main]
Experiment = "RvsB_75.00Vg_1.8K"
Header length = 71    
Date = "20200220 18:08:59"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Gate Voltage]
Set initial gate voltage = TRUE
Initial gate voltage (V) = 7.500000E+1
Initial gate volt. ramp step (V) = 1.000000E-1
Initial voltage ramp delay (s) = 5.000000E-2
Delay after inital voltage set = 1.000000
Leak current threshold for initial set = 1.000000
Set final gate voltage = FALSE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Auto-range = TRUE
Manual range (V) = 5.000000
Check Compliance = TRUE
Measuement speed = 1.000000
Number of measurements = 0

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 1.800000E+0
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Dynamic magnetic field]
Initial field (T) = -9.000000E+0
Final field (T) = 9.000000E+0
Measurement interval (T) = 2.000000E-1
Ramp rate (G/s) = 1.000000E+2
Delay after field step (s) = 1.000000E+0
Measurement Pattern = "Linear"
Go to other field at finish = TRUE
Finish field (T) = 0.000000
Finish ramp rate (G/s) = 100.000000
Delay before setting finish field (s) = 0.000000
Stabilize finish field = TRUE

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Magnetic Field (T)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Gate Voltage (V)	Gate Leak Current (A)	Temperature (K)
1.527826930E+3	-6.599971875E+0	100.000001490E-3	1.121058481E-6	1.142451775E-9	89.201413858E+3	90.903655197E+0	75.000000000E+0	114.407657653E-12	1.799900000E+0
1.577803664E+3	-6.399972656E+0	100.000001490E-3	1.123974060E-6	2.144344482E-9	88.970026113E+3	169.739134839E+0	75.000000000E+0	95.676339767E-12	1.799900000E+0
1.630735700E+3	-6.199974219E+0	100.000001490E-3	1.121494214E-6	851.496360475E-12	89.166756492E+3	67.700009218E+0	75.000000000E+0	111.636916378E-12	1.800300000E+0
1.681040898E+3	-5.999980078E+0	100.000001490E-3	1.120472390E-6	1.359216880E-9	89.248072819E+3	108.264592792E+0	75.000000000E+0	98.271087795E-12	1.800300000E+0
1.731929757E+3	-5.799987500E+0	100.000001490E-3	1.122669532E-6	1.639058823E-9	89.073408188E+3	130.044105974E+0	75.000000000E+0	94.016889413E-12	1.799800000E+0
1.783829666E+3	-5.599985547E+0	100.000001490E-3	1.123984986E-6	1.878985491E-9	88.969161264E+3	148.731313318E+0	75.000000000E+0	92.226799461E-12	1.799800000E+0
1.834406734E+3	-5.399982813E+0	100.000001490E-3	1.122352620E-6	867.220213876E-12	89.098559309E+3	68.844737628E+0	75.000000000E+0	86.137225824E-12	1.800200000E+0
1.884376826E+3	-5.199991016E+0	100.000001490E-3	1.123306642E-6	1.598961605E-9	89.022888059E+3	126.718898124E+0	75.000000000E+0	78.991698599E-12	1.800200000E+0
1.935583478E+3	-4.999987500E+0	100.000001490E-3	1.123339261E-6	1.646110006E-9	89.020303069E+3	130.447867948E+0	75.000000000E+0	65.399619401E-12	1.799800000E+0
1.988247888E+3	-4.799984375E+0	100.000001490E-3	1.123478286E-6	851.883559593E-12	89.009287248E+3	67.491779228E+0	75.000000000E+0	83.296172737E-12	1.799800000E+0
2.038126365E+3	-4.599996094E+0	100.000001490E-3	1.122264845E-6	1.079662570E-9	89.105527913E+3	85.722994628E+0	75.000000000E+0	84.327060612E-12	1.799900000E+0
2.088058339E+3	-4.400012891E+0	100.000001490E-3	1.124752317E-6	1.774078652E-9	88.908464519E+3	140.235860317E+0	75.000000000E+0	77.322253808E-12	1.799900000E+0
2.138940079E+3	-4.199999219E+0	100.000001490E-3	1.123027369E-6	1.327505529E-9	89.045026224E+3	105.258133445E+0	75.000000000E+0	82.215036688E-12	1.799900000E+0
2.188878953E+3	-4.000005078E+0	100.000001490E-3	1.124082219E-6	1.470654308E-9	88.961465452E+3	116.389673476E+0	75.000000000E+0	78.272660228E-12	1.799900000E+0
2.240845716E+3	-3.800021094E+0	100.000001490E-3	1.123301248E-6	1.645110214E-9	89.023315589E+3	130.377461980E+0	75.000000000E+0	76.839551041E-12	1.800000000E+0
2.291476997E+3	-3.600005078E+0	100.000001490E-3	1.121000699E-6	1.471646231E-9	89.206011723E+3	117.109374738E+0	75.000000000E+0	81.319955283E-12	1.800000000E+0
2.341770446E+3	-3.399983984E+0	100.000001490E-3	1.121808884E-6	1.430388809E-9	89.141745002E+3	113.662279080E+0	75.000000000E+0	86.750782946E-12	1.799900000E+0
2.392395490E+3	-3.199983594E+0	100.000001490E-3	1.120604650E-6	2.175567183E-9	89.237539265E+3	173.247774654E+0	75.000000000E+0	94.705969456E-12	1.799900000E+0
2.442262934E+3	-3.000012500E+0	100.000001490E-3	1.125804930E-6	1.410183446E-9	88.825336270E+3	111.262631226E+0	75.000000000E+0	81.672019842E-12	1.800400000E+0
2.492907908E+3	-2.800006445E+0	100.000001490E-3	1.123600667E-6	1.824857057E-9	88.999592521E+3	144.545601767E+0	75.000000000E+0	96.375497860E-12	1.800400000E+0
2.542791722E+3	-2.599984180E+0	100.000001490E-3	1.120520194E-6	1.519010650E-9	89.244265306E+3	120.982192156E+0	75.000000000E+0	88.827616790E-12	1.799900000E+0
2.593763959E+3	-2.399988086E+0	100.000001490E-3	1.121464844E-6	1.560291072E-9	89.169091685E+3	124.060721502E+0	75.000000000E+0	88.837676104E-12	1.799900000E+0
2.643627061E+3	-2.199979687E+0	100.000001490E-3	1.120019557E-6	1.104697797E-9	89.284156555E+3	88.062757837E+0	75.000000000E+0	90.406580833E-12	1.800200000E+0
2.693575406E+3	-1.999996680E+0	100.000001490E-3	1.122039374E-6	1.932923955E-9	89.123433424E+3	153.531884323E+0	75.000000000E+0	94.122724892E-12	1.800200000E+0
2.745989200E+3	-1.799980859E+0	100.000001490E-3	1.118973419E-6	1.051276649E-9	89.367629075E+3	83.960977108E+0	75.000000000E+0	95.143536799E-12	1.800400000E+0
2.796006189E+3	-1.600008691E+0	100.000001490E-3	1.118634365E-6	1.826232136E-9	89.394716117E+3	145.941791595E+0	75.000000000E+0	90.693228622E-12	1.800400000E+0
2.847203658E+3	-1.400012500E+0	100.000001490E-3	1.119643182E-6	1.512930668E-9	89.314169986E+3	120.686794728E+0	75.000000000E+0	95.912868620E-12	1.800100000E+0
2.897193229E+3	-1.200005371E+0	100.000001490E-3	1.119598079E-6	1.181259287E-9	89.317768042E+3	94.236891803E+0	75.000000000E+0	97.592470910E-12	1.800100000E+0
2.947826094E+3	-1.000016797E+0	100.000001490E-3	1.121802263E-6	1.036647373E-9	89.142271163E+3	82.375570387E+0	75.000000000E+0	99.623938959E-12	1.799500000E+0
2.997792413E+3	-800.015185547E-3	100.000001490E-3	1.122480963E-6	2.847236220E-9	89.088371885E+3	225.977675818E+0	75.000000000E+0	92.971222040E-12	1.799500000E+0
3.051180398E+3	-600.020117188E-3	100.000001490E-3	1.119121090E-6	1.334864593E-9	89.355836798E+3	106.581802274E+0	75.000000000E+0	101.142619974E-12	1.800100000E+0
3.101167525E+3	-400.016308594E-3	100.000001490E-3	1.115549880E-6	1.487900377E-9	89.641891660E+3	119.562743719E+0	75.000000000E+0	109.142983540E-12	1.800100000E+0
3.151026763E+3	-200.021215820E-3	100.000001490E-3	1.115697040E-6	1.220171332E-9	89.630067962E+3	98.023061404E+0	75.000000000E+0	100.232388361E-12	1.800400000E+0
3.201019926E+3	-25.031629205E-6	100.000001490E-3	1.112360269E-6	2.280378604E-9	89.898933148E+3	184.296049893E+0	75.000000000E+0	97.109592589E-12	1.800400000E+0
3.251917679E+3	199.975512695E-3	100.000001490E-3	1.114463281E-6	2.029180917E-9	89.729292295E+3	163.376372024E+0	75.000000000E+0	103.355020376E-12	1.800200000E+0
3.302249477E+3	399.974951172E-3	100.000001490E-3	1.115740740E-6	1.044596091E-9	89.626557417E+3	83.911564883E+0	75.000000000E+0	102.208496527E-12	1.800200000E+0
3.352882842E+3	599.988525391E-3	100.000001490E-3	1.121488548E-6	2.250509769E-9	89.167206973E+3	178.933321016E+0	75.000000000E+0	97.330785098E-12	1.800300000E+0
3.404138263E+3	799.984765625E-3	100.000001490E-3	1.121455735E-6	1.612998514E-9	89.169815959E+3	128.253640439E+0	75.000000000E+0	95.269011430E-12	1.800300000E+0
3.454448201E+3	999.973339844E-3	100.000001490E-3	1.119781465E-6	1.557096012E-9	89.303140493E+3	124.179197732E+0	75.000000000E+0	93.991713024E-12	1.800300000E+0
3.504360866E+3	1.199985840E+0	100.000001490E-3	1.123884835E-6	2.013753873E-9	88.977089416E+3	159.427329916E+0	75.000000000E+0	95.118125182E-12	1.800300000E+0
3.557004704E+3	1.399988574E+0	100.000001490E-3	1.118582355E-6	1.474246892E-9	89.398872601E+3	117.824145387E+0	75.000000000E+0	81.098583404E-12	1.800300000E+0
3.607673004E+3	1.599973730E+0	100.000001490E-3	1.118648700E-6	772.315587979E-12	89.393570526E+3	61.717363065E+0	75.000000000E+0	105.411580853E-12	1.800300000E+0
3.657979173E+3	1.799985156E+0	100.000001490E-3	1.122352021E-6	2.046554585E-9	89.098606887E+3	162.466997068E+0	75.000000000E+0	90.788579259E-12	1.799900000E+0
3.710815765E+3	1.999984766E+0	100.000001490E-3	1.119876901E-6	2.015733097E-9	89.295530094E+3	160.728340153E+0	75.000000000E+0	99.658842290E-12	1.799900000E+0
3.763751068E+3	2.199980859E+0	100.000001490E-3	1.121438702E-6	1.907656894E-9	89.171170326E+3	151.687290188E+0	75.000000000E+0	93.488868036E-12	1.800700000E+0
3.814996928E+3	2.399983789E+0	100.000001490E-3	1.120897287E-6	1.931693318E-9	89.214241669E+3	153.746963643E+0	75.000000000E+0	108.961647344E-12	1.800700000E+0
3.864864095E+3	2.599996094E+0	100.000001490E-3	1.121284087E-6	1.340731035E-9	89.183466247E+3	106.637597396E+0	75.000000000E+0	97.848577157E-12	1.800000000E+0
3.914814188E+3	2.799986914E+0	100.000001490E-3	1.121528626E-6	1.425442929E-9	89.164020619E+3	113.325883837E+0	75.000000000E+0	91.869730573E-12	1.800000000E+0
3.965689436E+3	3.000015820E+0	100.000001490E-3	1.123615922E-6	1.181970775E-9	88.998384161E+3	93.620504139E+0	75.000000000E+0	86.740596823E-12	1.800300000E+0
4.015659917E+3	3.200015039E+0	100.000001490E-3	1.122069324E-6	1.907045979E-9	89.121054630E+3	151.468314170E+0	75.000000000E+0	90.220307267E-12	1.800300000E+0
4.066244916E+3	3.400016797E+0	100.000001490E-3	1.120701349E-6	1.693697057E-9	89.229839460E+3	134.851552157E+0	75.000000000E+0	82.772964351E-12	1.800000000E+0
4.116171455E+3	3.600017188E+0	100.000001490E-3	1.123838221E-6	865.505426346E-12	88.980780008E+3	68.527076685E+0	75.000000000E+0	88.399956105E-12	1.800000000E+0
4.166039752E+3	3.800022266E+0	100.000001490E-3	1.121746920E-6	1.403010506E-9	89.146669113E+3	111.499047755E+0	75.000000000E+0	71.101807948E-12	1.800200000E+0
4.217331476E+3	4.000017188E+0	100.000001490E-3	1.123111744E-6	2.407936909E-9	89.038336616E+3	190.897030705E+0	75.000000000E+0	50.414241878E-12	1.800200000E+0
4.269453258E+3	4.200028516E+0	100.000001490E-3	1.119047315E-6	897.342295601E-12	89.361727736E+3	71.657432915E+0	75.000000000E+0	57.187938760E-12	1.800000000E+0
4.319408196E+3	4.400037109E+0	100.000001490E-3	1.124662661E-6	2.627387083E-9	88.915552143E+3	207.720573659E+0	75.000000000E+0	69.065332620E-12	1.800000000E+0
4.372039295E+3	4.600024609E+0	100.000001490E-3	1.122591593E-6	1.223696896E-9	89.079592346E+3	97.102473704E+0	75.000000000E+0	67.948993134E-12	1.800300000E+0
4.421952933E+3	4.800029297E+0	100.000001490E-3	1.121611796E-6	1.276230091E-9	89.157408880E+3	101.448084343E+0	75.000000000E+0	68.808908918E-12	1.800300000E+0
4.473641011E+3	5.000019922E+0	100.000001490E-3	1.124108323E-6	1.374854338E-9	88.959399626E+3	108.802874256E+0	75.000000000E+0	78.694997394E-12	1.800000000E+0
4.523544555E+3	5.200030469E+0	100.000001490E-3	1.121146438E-6	1.059728689E-9	89.194415750E+3	84.308238530E+0	75.000000000E+0	77.734564619E-12	1.800000000E+0
4.573428783E+3	5.400029688E+0	100.000001490E-3	1.123209133E-6	1.366887376E-9	89.030616395E+3	108.345651771E+0	75.000000000E+0	82.375972016E-12	1.799800000E+0
4.624032014E+3	5.600029297E+0	100.000001490E-3	1.120004493E-6	1.835060164E-9	89.285357446E+3	146.288701266E+0	75.000000000E+0	73.515692145E-12	1.799800000E+0
4.673895040E+3	5.800039453E+0	100.000001490E-3	1.121418204E-6	1.810367729E-9	89.172800215E+3	143.956607108E+0	75.000000000E+0	81.345139652E-12	1.800000000E+0
4.724838322E+3	6.000037109E+0	100.000001490E-3	1.121761351E-6	876.989475532E-12	89.145522258E+3	69.693687287E+0	75.000000000E+0	97.969508374E-12	1.800000000E+0
4.774701114E+3	6.200045313E+0	100.000001490E-3	1.125040652E-6	2.572378835E-9	88.885678291E+3	203.235000514E+0	75.000000000E+0	89.395944119E-12	1.800100000E+0
4.824658380E+3	6.400039063E+0	100.000001490E-3	1.125031614E-6	3.360567734E-9	88.886392388E+3	265.511420808E+0	75.000000000E+0	88.118627672E-12	1.800100000E+0
4.875557684E+3	6.600048437E+0	100.000001490E-3	1.122821935E-6	1.668817604E-9	89.061318100E+3	132.369248278E+0	75.000000000E+0	90.094921801E-12	1.799600000E+0
4.925472977E+3	6.800024219E+0	100.000001490E-3	1.125144524E-6	1.374626240E-9	88.877472492E+3	108.584544690E+0	75.000000000E+0	87.314134048E-12	1.799600000E+0
4.975341657E+3	7.000018750E+0	100.000001490E-3	1.118971165E-6	1.064490159E-9	89.367809133E+3	85.016626285E+0	75.000000000E+0	72.329052296E-12	1.799800000E+0
5.025230738E+3	7.200019531E+0	100.000001490E-3	1.120511133E-6	1.212708855E-9	89.244986993E+3	96.588229082E+0	75.000000000E+0	94.047299115E-12	1.799800000E+0
5.075116885E+3	7.400026562E+0	100.000001490E-3	1.120349257E-6	1.663049661E-9	89.257881767E+3	132.494656560E+0	75.000000000E+0	97.627630979E-12	1.799900000E+0
5.126371253E+3	7.600039062E+0	100.000001490E-3	1.119089192E-6	1.558446859E-9	89.358383733E+3	124.440744644E+0	75.000000000E+0	97.919220649E-12	1.799900000E+0
5.177281916E+3	7.800039844E+0	100.000001490E-3	1.121473767E-6	1.757572440E-9	89.168382184E+3	139.744589300E+0	75.000000000E+0	98.200857862E-12	1.799900000E+0
5.228725525E+3	8.000030469E+0	100.000001490E-3	1.121433936E-6	1.102722907E-9	89.171549255E+3	87.683729575E+0	75.000000000E+0	93.036583299E-12	1.799900000E+0
5.278590164E+3	8.200039063E+0	100.000001490E-3	1.120526730E-6	1.547873825E-9	89.243744729E+3	123.279572698E+0	75.000000000E+0	75.361186215E-12	1.799900000E+0
5.328539737E+3	8.400042188E+0	100.000001490E-3	1.122340498E-6	2.343434362E-9	89.099521615E+3	186.038800949E+0	75.000000000E+0	88.500742845E-12	1.799900000E+0
5.379939671E+3	8.600054688E+0	100.000001490E-3	1.122107488E-6	1.238115649E-9	89.118023478E+3	98.331417098E+0	75.000000000E+0	96.953722308E-12	1.800200000E+0
5.430271981E+3	8.800047656E+0	100.000001490E-3	1.121108705E-6	3.039263257E-9	89.197417739E+3	241.809231509E+0	75.000000000E+0	92.493433745E-12	1.800200000E+0
5.481923781E+3	9.000024219E+0	100.000001490E-3	1.120875149E-6	1.122027242E-9	89.216003747E+3	89.307704548E+0	75.000000000E+0	96.561496299E-12	1.800300000E+0
