[Main]
Experiment = "IvsV_300.0K"
Header length = 55    
Date = "20201116 15:44:37"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 3.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = -10.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 100.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 10.000000E-6
Auto-range = 1
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
120.705771446E+0	-8.100000381E+0	-591.156946667E-12	34.960575798E-12	13.701945697E+9	810.322730399E+6	-2.645193778E+0	-3.550788608E+0	245.052045066E-3	192.794925446E-3	4.474604914E+9	6.006507456E+9	414.529587190E+6	326.131540082E+6	299.996800000E+0
127.209842682E+0	-8.000000000E+0	-549.209640000E-12	40.917165219E-12	14.566386708E+9	1.085223580E+9	-2.611305054E+0	-3.505964429E+0	245.082419171E-3	193.138378058E-3	4.754659904E+9	6.383654207E+9	446.245661621E+6	351.666037869E+6	299.996800000E+0
133.537959576E+0	-7.900000095E+0	-549.823166667E-12	24.771366486E-12	14.368256149E+9	647.337835894E+6	-2.606040710E+0	-3.488441054E+0	243.982206924E-3	193.248595909E-3	4.739779747E+9	6.344660003E+9	443.746683872E+6	351.474087716E+6	299.996800000E+0
139.854774475E+0	-7.800000191E+0	-509.953603333E-12	29.093981147E-12	15.295509513E+9	872.642653144E+6	-2.598433069E+0	-3.462831563E+0	243.851251757E-3	191.457782518E-3	5.095430353E+9	6.790483566E+9	478.183211498E+6	375.441572070E+6	299.996800000E+0
146.172484875E+0	-7.699999809E+0	-491.791246667E-12	30.352460751E-12	15.657049330E+9	966.324590961E+6	-2.584838463E+0	-3.440867902E+0	244.543213806E-3	193.302210325E-3	5.255966796E+9	6.996602574E+9	497.250033350E+6	393.057443855E+6	299.996800000E+0
152.499915600E+0	-7.599999905E+0	-476.133486667E-12	45.465545946E-12	15.961910089E+9	1.524188021E+9	-2.570692682E+0	-3.415670832E+0	243.162550300E-3	192.119288649E-3	5.399100786E+9	7.173767289E+9	510.702475481E+6	403.498796092E+6	299.996800000E+0
158.821286678E+0	-7.500000000E+0	-498.419466667E-12	29.546871562E-12	15.047566360E+9	892.036808955E+6	-2.556321974E+0	-3.392166292E+0	243.009251281E-3	193.129015228E-3	5.128856606E+9	6.805846318E+9	487.559711314E+6	387.482889703E+6	299.996800000E+0
165.134582043E+0	-7.400000095E+0	-453.847496667E-12	37.490952404E-12	16.305036713E+9	1.346909171E+9	-2.541020300E+0	-3.365984324E+0	243.544579991E-3	192.218557884E-3	5.598841723E+9	7.416553685E+9	536.622063094E+6	423.531162552E+6	299.996800000E+0
171.461362839E+0	-7.300000191E+0	-463.883233333E-12	23.693552105E-12	15.736719213E+9	803.777222053E+6	-2.353367975E+0	-3.515805662E+0	253.222178752E-3	181.856082529E-3	5.073190419E+9	7.579074666E+9	545.874824862E+6	392.029867563E+6	299.996800000E+0
177.795168400E+0	-7.199999809E+0	-449.894803333E-12	35.378725055E-12	16.003740777E+9	1.258498521E+9	-2.627894343E+0	-3.236657506E+0	235.234525662E-3	195.040670284E-3	5.841130690E+9	7.194254040E+9	522.865620851E+6	433.525057055E+6	299.996800000E+0
184.119496346E+0	-7.099999905E+0	-447.577906667E-12	42.329213522E-12	15.863159908E+9	1.500241797E+9	-2.365144342E+0	-3.416540029E+0	252.020594258E-3	183.770715245E-3	5.284318790E+9	7.633397399E+9	563.076484572E+6	410.589335416E+6	299.997400000E+0
190.635257244E+0	-7.000000000E+0	-454.393386667E-12	33.525041538E-12	15.405153784E+9	1.136588770E+9	-2.403750583E+0	-3.302819102E+0	248.165949053E-3	190.028892583E-3	5.290021056E+9	7.268633740E+9	546.147801300E+6	418.203473375E+6	299.997400000E+0
196.965416431E+0	-6.900000095E+0	-436.844323333E-12	31.300851349E-12	15.795100741E+9	1.131753519E+9	-2.635860841E+0	-3.112651792E+0	231.037481493E-3	200.207414763E-3	6.033867674E+9	7.125311296E+9	528.878296345E+6	458.303803138E+6	299.997400000E+0
203.282999992E+0	-6.800000191E+0	-437.270663333E-12	29.658681637E-12	15.551009388E+9	1.054775624E+9	-2.523524687E+0	-3.146411426E+0	238.851294130E-3	192.077827771E-3	5.771081618E+9	7.195569449E+9	546.232149006E+6	439.265296936E+6	299.997400000E+0
209.607645035E+0	-6.699999809E+0	-415.274073333E-12	42.230752635E-12	16.133922726E+9	1.640718127E+9	-2.466683048E+0	-3.148642065E+0	240.577642337E-3	193.276545469E-3	5.939891763E+9	7.582081973E+9	579.322567397E+6	465.419244494E+6	299.997400000E+0
215.931167603E+0	-6.599999905E+0	-450.764683333E-12	39.404339336E-12	14.641785722E+9	1.279935883E+9	-2.430759711E+0	-3.136795555E+0	241.135577010E-3	192.567957523E-3	5.392524750E+9	6.958831673E+9	534.947802980E+6	427.202850273E+6	299.997400000E+0
222.257233620E+0	-6.500000000E+0	-409.226230000E-12	25.159479996E-12	15.883634830E+9	976.535626153E+6	-2.412063666E+0	-3.117021917E+0	242.275457514E-3	192.621272535E-3	5.894205916E+9	7.616867367E+9	592.033060818E+6	470.696300516E+6	299.997400000E+0
228.585093021E+0	-6.400000095E+0	-352.097186667E-12	29.127152523E-12	18.176799866E+9	1.503671265E+9	-2.391574670E+0	-3.093137385E+0	241.769469199E-3	193.054457001E-3	6.792370858E+9	8.784896620E+9	686.655498408E+6	548.298777472E+6	299.997400000E+0
234.903916836E+0	-6.300000191E+0	-338.654383333E-12	30.749783152E-12	18.603037494E+9	1.689153890E+9	-2.373962920E+0	-3.069941923E+0	240.163545242E-3	192.059405956E-3	7.009987283E+9	9.065117931E+9	709.170047877E+6	567.125114594E+6	299.997400000E+0
241.233102798E+0	-6.199999809E+0	-316.317316667E-12	37.478699843E-12	19.600570322E+9	2.322363820E+9	-2.191971489E+0	-3.218634657E+0	253.330906933E-3	181.406104275E-3	6.929660101E+9	10.175334981E+9	800.875872376E+6	573.494066613E+6	299.997400000E+0
247.554206848E+0	-6.099999905E+0	-309.128390000E-12	40.132673751E-12	19.732900963E+9	2.561829007E+9	-2.469907897E+0	-2.941625308E+0	233.811692309E-3	196.494820506E-3	7.989909620E+9	9.515869145E+9	756.357875473E+6	635.641457928E+6	300.002000000E+0
254.057236195E+0	-6.000000000E+0	-268.918160000E-12	30.656327758E-12	22.311620755E+9	2.543496351E+9	-2.186802114E+0	-3.100096501E+0	249.822686046E-3	182.956991998E-3	8.131849904E+9	11.528029571E+9	928.991504500E+6	680.344503318E+6	300.002000000E+0
260.387300968E+0	-5.900000095E+0	-279.737636667E-12	25.691334994E-12	21.091191610E+9	1.937032412E+9	-2.444362693E+0	-2.860583830E+0	232.010490974E-3	197.297078901E-3	8.738054422E+9	10.225952662E+9	829.386040929E+6	705.293292859E+6	300.002000000E+0
266.711354733E+0	-5.800000191E+0	-278.851540000E-12	41.637770201E-12	20.799598922E+9	3.105770620E+9	-2.357368605E+0	-2.886811931E+0	240.884952959E-3	194.575809386E-3	8.453848254E+9	10.352504888E+9	863.846593635E+6	697.775631386E+6	300.002000000E+0
273.038722038E+0	-5.699999809E+0	-240.601306667E-12	30.223189863E-12	23.690643614E+9	2.975905783E+9	-2.139304524E+0	-3.055931127E+0	249.385950018E-3	182.921376476E-3	8.891491713E+9	12.701224152E+9	1.036511204E+9	760.267593763E+6	300.002000000E+0
279.360128880E+0	-5.599999905E+0	-236.154590000E-12	31.420485673E-12	23.713279952E+9	3.155063694E+9	-2.401716489E+0	-2.799497410E+0	233.137529100E-3	197.651682913E-3	10.170102936E+9	11.854511952E+9	987.224212326E+6	836.958887450E+6	300.002000000E+0
285.681802750E+0	-5.500000000E+0	-213.698680000E-12	47.732375461E-12	25.737173482E+9	5.748731943E+9	-2.313705766E+0	-2.813926977E+0	240.126366274E-3	192.392934217E-3	10.826953941E+9	13.167732142E+9	1.123667990E+9	900.300059020E+6	300.002000000E+0
292.002525806E+0	-5.400000095E+0	-199.471723333E-12	36.617252511E-12	27.071506703E+9	4.969547464E+9	-2.269508869E+0	-2.809100915E+0	240.748068724E-3	193.151104684E-3	11.377596938E+9	14.082702389E+9	1.206928304E+9	968.313209793E+6	300.002000000E+0
298.332189083E+0	-5.300000191E+0	-184.477013333E-12	34.858180010E-12	28.729867722E+9	5.428702919E+9	-2.244751830E+0	-2.793491382E+0	242.395515121E-3	192.831563692E-3	12.168192610E+9	15.142761320E+9	1.313960535E+9	1.045287758E+9	300.002000000E+0
304.652980328E+0	-5.199999809E+0	-118.080145667E-12	36.338111244E-12	44.037884438E+9	13.552266002E+9	-2.221089260E+0	-2.768188927E+0	240.661520373E-3	191.646554276E-3	18.810014569E+9	23.443305486E+9	2.038120118E+9	1.623020985E+9	300.002000000E+0
310.979784966E+0	-5.099999905E+0	-83.101122533E-12	46.637711781E-12	61.371010994E+9	34.442417084E+9	-2.204572246E+0	-2.740256073E+0	241.279491949E-3	190.206756383E-3	26.528790211E+9	32.974958578E+9	2.903444437E+9	2.288859050E+9	299.996700000E+0
317.531860352E+0	-5.000000000E+0	-105.812903333E-12	28.743666299E-12	47.253216219E+9	12.836153586E+9	-2.000701351E+0	-2.858165601E+0	252.597950209E-3	182.011164681E-3	18.907914709E+9	27.011503430E+9	2.387213112E+9	1.720122584E+9	299.996700000E+0
323.865597248E+0	-4.900000095E+0	-102.285709000E-12	28.218169823E-12	47.905031341E+9	13.215847287E+9	-2.285980631E+0	-2.606303067E+0	234.584926314E-3	197.747142844E-3	22.348973808E+9	25.480617897E+9	2.293428169E+9	1.933282223E+9	299.996700000E+0
330.199875355E+0	-4.800000191E+0	-83.817250333E-12	30.253081802E-12	57.267449978E+9	20.670170423E+9	-2.207238261E+0	-2.625411570E+0	240.493748441E-3	193.908597665E-3	26.333937854E+9	31.323045784E+9	2.869263159E+9	2.313468849E+9	299.996700000E+0
336.758748055E+0	-4.699999809E+0	-57.118124567E-12	29.757940662E-12	82.285611527E+9	42.869936010E+9	-2.140772960E+0	-2.595398307E+0	241.875163488E-3	193.474183786E-3	37.479748782E+9	45.439137338E+9	4.234648202E+9	3.387264292E+9	299.996700000E+0
343.086458683E+0	-4.599999905E+0	-58.686100667E-12	28.838515892E-12	78.383123983E+9	38.517688873E+9	-2.130905377E+0	-2.585206738E+0	242.224711524E-3	189.488621986E-3	36.310222565E+9	44.051431412E+9	4.127463041E+9	3.228850100E+9	299.996700000E+0
349.413705826E+0	-4.500000000E+0	-47.559953600E-12	30.302423550E-12	94.617417793E+9	60.284690210E+9	-2.119215259E+0	-2.565177214E+0	242.990450110E-3	193.007365086E-3	44.558816790E+9	53.935654260E+9	5.109139764E+9	4.058190778E+9	299.996700000E+0
355.736599445E+0	-4.400000095E+0	-16.909307767E-12	35.033100362E-12	260.211722211E+9	539.112748168E+9	-2.106138723E+0	-2.545983344E+0	240.690065399E-3	190.496699201E-3	124.554993739E+9	150.566976413E+9	14.234176154E+9	11.265789341E+9	299.996700000E+0
362.057763577E+0	-4.300000191E+0	-20.963809767E-12	37.445876925E-12	205.115398327E+9	366.380254667E+9	-2.087651578E+0	-2.520576474E+0	241.847382134E-3	191.709757354E-3	99.583596759E+9	120.234656855E+9	11.536423237E+9	9.144795697E+9	299.996700000E+0
368.404072285E+0	-4.199999809E+0	162.354933333E-15	40.198155705E-12	NaN	NaN	-2.076608659E+0	-2.493689086E+0	242.974046646E-3	191.022546531E-3	NaN	NaN	NaN	NaN	299.996700000E+0
374.728087425E+0	-4.099999905E+0	42.246250333E-12	37.995158870E-12	-97.050031004E+9	87.284228002E+9	-2.064042560E+0	-2.468200809E+0	241.926963347E-3	189.584150781E-3	-48.857414407E+9	-58.424139173E+9	5.726590205E+9	4.487597107E+9	299.997400000E+0
381.198012829E+0	-4.000000000E+0	42.928322670E-12	41.328111903E-12	-93.178576548E+9	89.705220215E+9	-2.030150247E+0	-2.425084131E+0	242.061283033E-3	190.761710006E-3	-47.291627541E+9	-56.491471826E+9	5.638731448E+9	4.443726150E+9	299.997400000E+0
387.537593842E+0	-3.900000095E+0	45.552402600E-12	28.903786297E-12	-85.615683757E+9	54.324630223E+9	-2.022203096E+0	-2.407941230E+0	239.332153144E-3	191.660735229E-3	-44.392896552E+9	-52.860905073E+9	5.253996265E+9	4.207478076E+9	299.997400000E+0
393.869294643E+0	-3.799999952E+0	42.500884323E-12	40.289166102E-12	-89.409903178E+9	84.757070298E+9	-2.012013305E+0	-2.381947477E+0	242.533995083E-3	190.306708799E-3	-47.340504495E+9	-56.044656841E+9	5.706563497E+9	4.477711742E+9	299.997400000E+0
400.193654537E+0	-3.700000048E+0	75.521567667E-12	36.058743939E-12	-48.992627696E+9	23.392160300E+9	-2.003321762E+0	-2.358248003E+0	241.308913561E-3	191.697637196E-3	-26.526485394E+9	-31.226152685E+9	3.195231786E+9	2.538316445E+9	299.997400000E+0
406.523748398E+0	-3.599999905E+0	85.608402667E-12	25.859044562E-12	-42.051945749E+9	12.702294462E+9	-1.987722102E+0	-2.330918709E+0	240.064343173E-3	190.159238229E-3	-23.218773396E+9	-27.227686022E+9	2.804214723E+9	2.221268384E+9	299.997400000E+0
412.848726749E+0	-3.500000000E+0	110.023172667E-12	38.272338237E-12	-31.811480392E+9	11.065848293E+9	-1.968106942E+0	-2.302891499E+0	238.122051893E-3	190.900563253E-3	-17.888112970E+9	-20.930967930E+9	2.164289996E+9	1.735094150E+9	299.997400000E+0
419.182496071E+0	-3.400000095E+0	125.732040333E-12	32.072499882E-12	-27.041636216E+9	6.897946395E+9	-1.957446002E+0	-2.278261874E+0	241.893224930E-3	191.456780171E-3	-15.568394472E+9	-18.119978554E+9	1.923878944E+9	1.522736604E+9	299.997400000E+0
425.504049778E+0	-3.299999952E+0	157.285570333E-12	31.977164821E-12	-20.980945330E+9	4.265560696E+9	-1.946833756E+0	-2.249525559E+0	241.124721058E-3	188.803342786E-3	-12.377700965E+9	-14.302173772E+9	1.533037777E+9	1.200385658E+9	299.997400000E+0
431.822487354E+0	-3.200000048E+0	160.915571667E-12	26.458987546E-12	-19.886205011E+9	3.269844213E+9	-1.931542326E+0	-2.219946744E+0	241.338959709E-3	188.910183699E-3	-12.003451910E+9	-13.795723563E+9	1.499786237E+9	1.173970808E+9	299.997400000E+0
438.149408817E+0	-3.099999905E+0	213.512270000E-12	25.506968549E-12	-14.519071455E+9	1.734502186E+9	-1.752150039E+0	-2.363883081E+0	251.978453173E-3	178.793327403E-3	-8.206320129E+9	-11.071415619E+9	1.180159122E+9	837.391347126E+6	300.005800000E+0
444.678115368E+0	-3.000000000E+0	186.165783333E-12	32.872732749E-12	-16.114669121E+9	2.845491808E+9	-1.993890359E+0	-2.067749614E+0	231.134759096E-3	194.234381393E-3	-10.710294468E+9	-11.107033616E+9	1.241553388E+9	1.043340929E+9	300.005800000E+0
451.012051582E+0	-2.900000095E+0	234.588930000E-12	34.524240051E-12	-12.362050057E+9	1.819311694E+9	-1.920609911E+0	-2.088642797E+0	237.342768920E-3	191.431895928E-3	-8.187129339E+9	-8.903415846E+9	1.011738998E+9	816.031242089E+6	300.005800000E+0
457.335217953E+0	-2.799999952E+0	245.355436667E-12	26.886627089E-12	-11.412015117E+9	1.250555516E+9	-1.886721357E+0	-2.082495625E+0	240.236609160E-3	191.485541978E-3	-7.689747507E+9	-8.487668557E+9	979.137093613E+6	780.441406066E+6	300.005800000E+0
463.663701057E+0	-2.700000048E+0	210.735356667E-12	38.439834716E-12	-12.812278349E+9	2.337063272E+9	-1.865176412E+0	-2.064793002E+0	239.989569720E-3	191.567565762E-3	-8.850799609E+9	-9.798037855E+9	1.138819672E+9	909.043308118E+6	300.005800000E+0
469.986296177E+0	-2.599999905E+0	265.308070000E-12	28.129051673E-12	-9.799927702E+9	1.039028601E+9	-1.846680984E+0	-2.041872277E+0	239.727939820E-3	191.385642169E-3	-6.960515689E+9	-7.696231318E+9	903.583294017E+6	721.371355833E+6	300.005800000E+0
476.315875530E+0	-2.500000000E+0	299.843883333E-12	30.810440335E-12	-8.337672165E+9	856.737005695E+6	-1.828031242E+0	-2.018938759E+0	240.397993420E-3	191.727925698E-3	-6.096610080E+9	-6.733299799E+9	801.743863330E+6	639.425835761E+6	300.005800000E+0
482.645519257E+0	-2.400000095E+0	273.775370000E-12	43.333907010E-12	-8.766311211E+9	1.387555480E+9	-1.652830220E+0	-2.160959525E+0	251.629114978E-3	177.232135730E-3	-6.037176465E+9	-7.893184566E+9	919.107935011E+6	647.363331954E+6	300.005800000E+0
488.968480110E+0	-2.299999952E+0	296.999150000E-12	32.808143412E-12	-7.744129747E+9	855.458742344E+6	-1.928947565E+0	-1.890065864E+0	233.808029355E-3	195.650303661E-3	-6.494791535E+9	-6.363876342E+9	787.234675099E+6	658.757116513E+6	300.005800000E+0
495.290379524E+0	-2.200000048E+0	339.747220000E-12	41.108604431E-12	-6.475402647E+9	783.508297567E+6	-1.842424475E+0	-1.898740597E+0	237.750987445E-3	190.201504081E-3	-5.422927303E+9	-5.588686192E+9	699.787881840E+6	559.832407402E+6	300.005800000E+0
501.616590023E+0	-2.099999905E+0	389.548293333E-12	32.746056538E-12	-5.390858953E+9	453.164280466E+6	-1.800783226E+0	-1.889071801E+0	240.054874601E-3	191.758336892E-3	-4.622747055E+9	-4.849390520E+9	616.239061264E+6	492.258187685E+6	299.996600000E+0
508.090948105E+0	-2.000000000E+0	386.021400000E-12	24.430751374E-12	-5.181059910E+9	327.901993308E+6	-1.756705769E+0	-1.856632427E+0	239.162897931E-3	192.905743324E-3	-4.550798918E+9	-4.809661917E+9	619.558651234E+6	499.728106588E+6	299.996600000E+0
514.426268101E+0	-1.899999976E+0	409.635810000E-12	30.589181397E-12	-4.638266308E+9	346.358316347E+6	-1.742632076E+0	-1.838415916E+0	239.864917992E-3	189.861327486E-3	-4.254100920E+9	-4.487927742E+9	585.556516633E+6	463.488110295E+6	299.996600000E+0
520.757400990E+0	-1.799999952E+0	397.863523333E-12	43.534403835E-12	-4.524164309E+9	495.036072708E+6	-1.733094178E+0	-1.816178078E+0	239.969061265E-3	191.611366900E-3	-4.356001686E+9	-4.564826811E+9	603.144161733E+6	481.600739104E+6	299.996600000E+0
527.083981991E+0	-1.700000048E+0	470.085763333E-12	36.118175838E-12	-3.616361482E+9	277.856489352E+6	-1.722536027E+0	-1.793186789E+0	241.149279315E-3	191.020897123E-3	-3.664301625E+9	-3.814594971E+9	512.989965076E+6	406.353291298E+6	299.996600000E+0
533.408095360E+0	-1.600000024E+0	465.333786667E-12	32.300782200E-12	-3.438392117E+9	238.673309509E+6	-1.710806767E+0	-1.767183571E+0	240.008813895E-3	190.922822008E-3	-3.676515258E+9	-3.797668731E+9	515.777750878E+6	410.292197727E+6	299.996600000E+0
539.729612350E+0	-1.500000000E+0	455.997463333E-12	34.137234359E-12	-3.289491983E+9	246.260489985E+6	-1.698844729E+0	-1.739804509E+0	241.025688079E-3	191.505252560E-3	-3.725557412E+9	-3.815381991E+9	528.568045789E+6	419.969995360E+6	299.996600000E+0
546.054729939E+0	-1.399999976E+0	480.719066667E-12	32.444237316E-12	-2.912303824E+9	196.554459676E+6	-1.684488625E+0	-1.705346392E+0	240.184403247E-3	186.573858361E-3	-3.504101963E+9	-3.547490646E+9	499.635691408E+6	388.114121736E+6	299.996600000E+0
