[Main]
Experiment = "IvsV_400.0K"
Header length = 55    
Date = "20201116 23:49:53"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 4.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = -10.000000E+0
Final Voltage (V) = 10.000000E+0
Voltage step (V) = 100.000000E-3
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 10.000000E-6
Auto-range = 1
Manual range (V) = 10.000000E+0
Measurement Type = "Static"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	Temperature (K)
1.157800131E+3	8.199999809E+0	2.316237067E-6	84.071781043E-12	3.540224758E+6	128.498505183E+0	-727.498744400E-3	568.892603833E-3	225.815730671E-6	306.696614539E-6	-314.086478828E+3	245.610698499E+3	97.492495013E+0	132.411582110E+0	399.999400000E+0
1.164131890E+3	8.300000191E+0	2.340375167E-6	96.763873044E-12	3.546440036E+6	146.629172239E+0	-735.925024600E-3	574.427109767E-3	262.470468185E-6	287.498812037E-6	-314.447459143E+3	245.442319654E+3	112.148886180E+0	122.843045052E+0	399.999400000E+0
1.170470381E+3	8.399999619E+0	2.364589267E-6	115.631678434E-12	3.552413832E+6	173.717938970E+0	-744.259203667E-3	579.552576433E-3	222.219605549E-6	265.401908380E-6	-314.752001186E+3	245.096509827E+3	93.978099572E+0	112.240173007E+0	399.999400000E+0
1.176806181E+3	8.500000000E+0	2.388589300E-6	91.936316039E-12	3.558585815E+6	136.969243775E+0	-752.580649100E-3	584.935425200E-3	198.482617326E-6	227.837703298E-6	-315.073273208E+3	244.887400777E+3	83.096167820E+0	95.385884588E+0	399.999400000E+0
1.183147521E+3	8.600000381E+0	2.412290600E-6	109.596627182E-12	3.565076439E+6	161.970681862E+0	-761.006627833E-3	590.103787567E-3	183.734526521E-6	270.256803701E-6	-315.470543986E+3	244.623839087E+3	76.166000282E+0	112.033269831E+0	399.999400000E+0
1.189481870E+3	8.699999809E+0	2.435842267E-6	103.135308959E-12	3.571659762E+6	151.226636487E+0	-769.157544567E-3	594.983820700E-3	188.773384616E-6	258.817303791E-6	-315.766564647E+3	244.262048016E+3	77.498197317E+0	106.253720667E+0	399.999400000E+0
1.195825626E+3	8.800000191E+0	2.459213900E-6	92.647403522E-12	3.578379331E+6	134.810377353E+0	-777.435258600E-3	599.893446200E-3	159.410941184E-6	242.525628561E-6	-316.131613684E+3	243.937075258E+3	64.821909629E+0	98.619167922E+0	399.999400000E+0
1.202163339E+3	8.899999619E+0	2.482718333E-6	104.017681963E-12	3.584780238E+6	150.190428662E+0	-785.598172133E-3	605.012033267E-3	214.818855807E-6	260.966194937E-6	-316.426620606E+3	243.689356599E+3	86.525665406E+0	105.113089727E+0	399.996200000E+0
1.208695446E+3	9.000000000E+0	2.506134067E-6	94.923538498E-12	3.591188564E+6	136.021584176E+0	-793.716019200E-3	609.667180500E-3	196.517624621E-6	230.138681932E-6	-316.709321244E+3	243.269978494E+3	78.414649573E+0	91.830155853E+0	399.996200000E+0
1.215041274E+3	9.100000381E+0	2.529446433E-6	104.693866808E-12	3.597625260E+6	148.905821761E+0	-801.964460333E-3	614.653639567E-3	175.774783924E-6	290.784906813E-6	-317.051371306E+3	242.999271092E+3	69.491403972E+0	114.959899123E+0	399.996200000E+0
1.221370069E+3	9.199999809E+0	2.552701200E-6	92.985130439E-12	3.604025340E+6	131.280843332E+0	-810.032446133E-3	619.232544700E-3	223.601077237E-6	190.325124152E-6	-317.323643728E+3	242.579329183E+3	87.593909243E+0	74.558324395E+0	399.996200000E+0
1.227906779E+3	9.300000191E+0	2.575963433E-6	96.944592541E-12	3.610299770E+6	135.871121313E+0	-818.224241100E-3	624.133885133E-3	209.009444382E-6	222.251791674E-6	-317.638142884E+3	242.291438247E+3	81.138358440E+0	86.279094182E+0	399.996200000E+0
1.234238599E+3	9.399999619E+0	2.599503033E-6	75.322517279E-12	3.616075649E+6	104.778458446E+0	-826.323251100E-3	628.816074733E-3	219.103808317E-6	224.899205926E-6	-317.877394450E+3	241.898573177E+3	84.286806173E+0	86.516231388E+0	399.996200000E+0
1.240564615E+3	9.500000000E+0	2.623190867E-6	147.821125207E-12	3.621543564E+6	204.079943782E+0	-834.387431367E-3	633.552856933E-3	188.300846569E-6	299.456039760E-6	-318.081098089E+3	241.519923306E+3	71.783128312E+0	114.157167733E+0	399.996200000E+0
1.246903520E+3	9.600000381E+0	2.646857333E-6	126.017331412E-12	3.626942888E+6	172.679372707E+0	-842.476960033E-3	638.100800367E-3	233.512712334E-6	233.678021201E-6	-318.293301805E+3	241.078652911E+3	88.222628924E+0	88.285083695E+0	399.996200000E+0
1.253236909E+3	9.699999809E+0	2.670286967E-6	133.427878836E-12	3.632568308E+6	181.510785229E+0	-850.438970167E-3	642.715786000E-3	198.545927116E-6	247.330073560E-6	-318.482238345E+3	240.691653752E+3	74.353779049E+0	92.623031400E+0	399.996200000E+0
1.259568542E+3	9.800000191E+0	2.693458933E-6	131.941453404E-12	3.638444258E+6	178.232390187E+0	-858.449466833E-3	647.307840533E-3	194.515047174E-6	289.411603798E-6	-318.716374774E+3	240.325862230E+3	72.217565587E+0	107.449792613E+0	399.996200000E+0
1.265906443E+3	9.899999619E+0	2.716282833E-6	120.782244451E-12	3.644686590E+6	162.064650012E+0	-866.525243000E-3	652.142750500E-3	167.005020601E-6	229.632378022E-6	-319.011419712E+3	240.086467616E+3	61.482927533E+0	84.539200117E+0	400.001600000E+0
1.272446333E+3	10.000000000E+0	2.738840533E-6	113.462961702E-12	3.651180081E+6	151.258790222E+0	-874.547321867E-3	656.418449433E-3	194.500557700E-6	189.246476833E-6	-319.312976138E+3	239.670196729E+3	71.015656199E+0	69.097296659E+0	400.001600000E+0
