[Main]
Experiment = "RvsT_75.00Vg"
Header length = 66    
Date = "20191121 22:36:05"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Gate Voltage]
Set initial gate voltage = TRUE
Initial gate voltage (V) = 7.500000E+1
Initial gate volt. ramp step (V) = 1.000000E-1
Initial voltage ramp delay (s) = 1.000000E-1
Delay after inital voltage set = 1.000000
Leak current threshold for initial set = 1.000000
Set final gate voltage = FALSE
Gate voltage source type = "Keithley 2400"
GPIB = "GPIB0::16::INSTR"
Gate leak limit (A) = 1.000000E-6
Auto-range = FALSE
Manual range (V) = 5.000000
Check Compliance = TRUE
Measuement speed = 1.000000
Number of measurements = 1

[Dynamic Temperature]
Initial temperature (K) = 4.000000E+0
Final temperature (K) = 3.000000E+2
Ramp rate (K/min) = 1.000000E+1
Step control = "Step Control"
Temperature interval (K) = 1.000000
Stability Temperature (K) = 0.200000
Stability time (s) = FALSE
Go to other temperature at finish = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+0
Speed = 1.000000

[Dynamic Voltage]
Voltage source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial Voltage (V) = 100.000000E-3
Final Voltage (V) = 100.000000E-3
Voltage step (V) = 1.000000E-12
Number of measurement sequences = 1.000000E+0
Samples/sequence = 30.000000E+0
Pre-measuement delay (s) = 1.000000E+0
Current limit (A) = 100.000000E-6
Auto-range = 0
Manual range (V) = 10.000000E+0
Measurement Type = "Subtract bias"
Pattern = "Linear"
Check compliance = 0
Measurement Speed = 1.000000
Time (s)	Temperature (K)	Voltage 1 (V)	Current (A)	STD_Current (A)	Resistance 1 (Ohms)	STD_Resistance 1 (Ohms)	Voltage 2 (V)	STD_Voltage 2 (V)	Resistance 2 (Ohms)	STD_Resistance 2 (Ohms)	Gate Voltage (V)	Gate Leak Current (A)
7.336946503E+3	166.933700000E+0	100.000001490E-3	1.443770271E-9	18.858935038E-12	69.263097814E+6	904.734145472E+3	298.654288667E-6	553.273992590E-6	206.857209003E+3	383.214700959E+3	75.000000000E+0	336.661781786E-12
7.376089336E+3	167.942700000E+0	100.000001490E-3	1.392848492E-9	18.124373601E-12	71.795318759E+6	934.233110881E+3	71.198763667E-6	533.518142153E-6	51.117378565E+3	383.041045089E+3	75.000000000E+0	326.857013677E-12
7.415313171E+3	168.953500000E+0	100.000001490E-3	1.452798624E-9	20.951499842E-12	68.832665320E+6	992.668600005E+3	-6.527656667E-6	633.314681757E-6	-4.493160000E+3	435.927368818E+3	75.000000000E+0	355.719259604E-12
7.455498832E+3	169.977600000E+0	100.000001490E-3	1.490831379E-9	16.384587538E-12	67.076668029E+6	737.188359868E+3	233.801238333E-6	599.171254563E-6	156.826078148E+3	401.904107362E+3	75.000000000E+0	328.817695294E-12
7.494596455E+3	170.938700000E+0	100.000001490E-3	1.518954173E-9	20.450844271E-12	65.834771879E+6	886.383994352E+3	-131.697854000E-6	508.468150039E-6	-86.702980459E+3	334.748841670E+3	75.000000000E+0	342.092715266E-12
7.533724204E+3	171.951200000E+0	100.000001490E-3	1.550154204E-9	21.758681789E-12	64.509712154E+6	905.488173686E+3	-49.322288667E-6	526.844910405E-6	-31.817665973E+3	339.866130136E+3	75.000000000E+0	343.802541991E-12
7.572960712E+3	172.906600000E+0	100.000001490E-3	1.616202176E-9	16.597753790E-12	61.873448130E+6	635.415713215E+3	114.864142667E-6	490.509181697E-6	71.070404674E+3	303.494939588E+3	75.000000000E+0	352.702422823E-12
7.612247110E+3	173.953300000E+0	100.000001490E-3	1.729160331E-9	17.080601300E-12	57.831538064E+6	571.258446458E+3	78.930574667E-6	520.129372793E-6	45.646764653E+3	300.798811729E+3	75.000000000E+0	317.001230821E-12
7.651479557E+3	174.954000000E+0	100.000001490E-3	1.659701480E-9	17.657582102E-12	60.251799925E+6	641.019554995E+3	185.619835333E-6	498.676691368E-6	111.839290140E+3	300.461677879E+3	75.000000000E+0	351.746493044E-12
7.690621406E+3	175.937800000E+0	100.000001490E-3	1.681733605E-9	37.148890602E-12	59.462450648E+6	1.313504153E+6	82.664734667E-6	419.600975988E-6	49.154476322E+3	249.505019547E+3	75.000000000E+0	336.963706937E-12
7.729878089E+3	176.947000000E+0	100.000001490E-3	1.745735192E-9	24.202180891E-12	57.282457239E+6	794.141286882E+3	-31.833417667E-6	528.700223045E-6	-18.234963591E+3	302.852474675E+3	75.000000000E+0	334.147265413E-12
7.768953689E+3	177.942000000E+0	100.000001490E-3	1.703177304E-9	23.781324356E-12	58.713794055E+6	819.815868258E+3	128.299449333E-6	372.136939619E-6	75.329473333E+3	218.495713075E+3	75.000000000E+0	331.382199459E-12
7.808159563E+3	178.946000000E+0	100.000001490E-3	1.704239996E-9	26.700320820E-12	58.677182645E+6	919.295172935E+3	24.500374333E-6	476.840262048E-6	14.376129182E+3	279.796427316E+3	75.000000000E+0	355.819901321E-12
7.847362232E+3	179.932100000E+0	100.000001490E-3	1.781223922E-9	21.283051556E-12	56.141173625E+6	670.805886714E+3	77.348570333E-6	446.876580477E-6	43.424394520E+3	250.881753196E+3	75.000000000E+0	333.292782262E-12
7.886509237E+3	180.941300000E+0	100.000001490E-3	1.817893046E-9	27.762678271E-12	55.008737562E+6	840.087862293E+3	165.632424333E-6	480.567313545E-6	91.112304261E+3	264.354008376E+3	75.000000000E+0	366.278923858E-12
7.925763146E+3	181.927700000E+0	100.000001490E-3	1.854265120E-9	25.619774842E-12	53.929721479E+6	745.129327215E+3	-293.893793667E-6	434.823513547E-6	-158.496102008E+3	234.499106288E+3	75.000000000E+0	321.878745879E-12
7.964739297E+3	182.940700000E+0	100.000001490E-3	1.899153313E-9	23.213180136E-12	52.655044116E+6	643.597868406E+3	390.303698667E-6	416.063549120E-6	205.514581658E+3	219.078442077E+3	75.000000000E+0	339.226619017E-12
8.003972893E+3	183.953400000E+0	100.000001490E-3	1.918640199E-9	31.583516001E-12	52.120247228E+6	857.972570124E+3	81.487339000E-6	455.966243033E-6	42.471401913E+3	237.650729602E+3	75.000000000E+0	345.511980138E-12
8.043190012E+3	184.945200000E+0	100.000001490E-3	1.923975686E-9	26.725368007E-12	51.975709590E+6	721.978960905E+3	437.040318000E-6	354.076318615E-6	227.154803091E+3	184.033676349E+3	75.000000000E+0	345.360962051E-12
8.082239274E+3	185.938000000E+0	100.000001490E-3	1.951085604E-9	18.478122168E-12	51.253518200E+6	485.406057589E+3	-443.332648667E-6	815.205659713E-6	-227.223576384E+3	417.821574941E+3	75.000000000E+0	345.411199643E-12
8.121460554E+3	186.939900000E+0	100.000001490E-3	2.011435142E-9	22.827999538E-12	49.715747438E+6	564.229507591E+3	310.652300000E-6	1.028671797E-3	154.443110576E+3	511.411864810E+3	75.000000000E+0	332.638944167E-12
8.160566714E+3	187.931500000E+0	100.000001490E-3	1.985173771E-9	31.198498292E-12	50.373424719E+6	791.656241009E+3	240.897006667E-6	1.092768468E-3	121.348070494E+3	550.464893542E+3	75.000000000E+0	333.293087573E-12
8.199688275E+3	188.938700000E+0	100.000001490E-3	2.109265268E-9	29.178825966E-12	47.409874438E+6	655.851350988E+3	-216.298873000E-6	1.068660130E-3	-102.547022572E+3	506.650418451E+3	75.000000000E+0	351.143919497E-12
8.238788468E+3	189.952100000E+0	100.000001490E-3	2.123967473E-9	22.627395417E-12	47.081700999E+6	501.578427644E+3	-11.306146667E-6	984.882138180E-6	-5.323126089E+3	463.699256585E+3	75.000000000E+0	322.230520045E-12
8.277871277E+3	190.933000000E+0	100.000001490E-3	2.118862351E-9	35.241134021E-12	47.195138199E+6	784.954336194E+3	3.536338177E-3	1.395668964E-3	1.668979665E+6	658.687886335E+3	75.000000000E+0	323.839260963E-12
8.317095685E+3	191.951500000E+0	100.000001490E-3	2.069066008E-9	41.846682238E-12	48.330986593E+6	977.490051261E+3	22.391483333E-6	1.621978266E-3	10.822024646E+3	783.918086554E+3	75.000000000E+0	338.874567296E-12
8.356200035E+3	192.919100000E+0	100.000001490E-3	2.169064781E-9	21.296814832E-12	46.102819219E+6	452.657390673E+3	46.809466667E-6	1.744693754E-3	21.580483473E+3	804.352995572E+3	75.000000000E+0	351.646795016E-12
8.395455389E+3	193.934800000E+0	100.000001490E-3	2.544681546E-9	32.152389274E-12	39.297648713E+6	496.531010276E+3	118.357863333E-6	1.589045974E-3	46.511856664E+3	624.457695510E+3	75.000000000E+0	329.974159108E-12
8.434570619E+3	194.930500000E+0	100.000001490E-3	2.579822701E-9	41.865390301E-12	38.762354276E+6	629.035898624E+3	30.728870000E-6	1.488921997E-3	11.911233277E+3	577.141210787E+3	75.000000000E+0	353.004209197E-12
8.473775082E+3	195.929000000E+0	100.000001490E-3	2.669516572E-9	35.198719346E-12	37.459966549E+6	493.925702917E+3	131.959290000E-6	1.430344972E-3	49.431905156E+3	535.806739957E+3	75.000000000E+0	338.471778383E-12
8.512977223E+3	196.942900000E+0	100.000001490E-3	2.683227714E-9	35.116714551E-12	37.268548234E+6	487.751733893E+3	163.145193333E-6	1.437170736E-3	60.801844163E+3	535.612660814E+3	75.000000000E+0	325.699800463E-12
8.552147314E+3	197.939600000E+0	100.000001490E-3	2.710902800E-9	28.297362182E-12	36.888080787E+6	385.050833341E+3	62.258920000E-6	1.296272509E-3	22.966120365E+3	478.170043392E+3	75.000000000E+0	321.174392637E-12
8.591287582E+3	198.950100000E+0	100.000001490E-3	2.765800438E-9	27.256167526E-12	36.155899073E+6	356.305982406E+3	86.816503333E-6	1.364588173E-3	31.389286856E+3	493.379115282E+3	75.000000000E+0	304.279129670E-12
8.630342752E+3	199.938400000E+0	100.000001490E-3	2.784927855E-9	35.993020715E-12	35.907573443E+6	464.077384412E+3	168.173480000E-6	1.319458561E-3	60.387014943E+3	473.785544733E+3	75.000000000E+0	350.942414018E-12
8.669328532E+3	200.932800000E+0	100.000001490E-3	2.931664122E-9	44.846987705E-12	34.110320048E+6	521.800943063E+3	118.586986667E-6	1.168385349E-3	40.450400085E+3	398.539976097E+3	75.000000000E+0	322.632615068E-12
8.708496954E+3	201.936600000E+0	100.000001490E-3	2.918802518E-9	41.948245501E-12	34.260626017E+6	492.384511208E+3	109.252996667E-6	1.171218051E-3	37.430760043E+3	401.266630345E+3	75.000000000E+0	352.350371102E-12
8.747651035E+3	202.922300000E+0	100.000001490E-3	2.632251390E-9	37.599125587E-12	37.990292980E+6	542.654019471E+3	1.695756667E-6	1.111346174E-3	644.222916301E+0	422.203661414E+3	75.000000000E+0	307.195408000E-12
8.786828852E+3	203.947000000E+0	100.000001490E-3	2.670892032E-9	45.793964578E-12	37.440675358E+6	641.941696065E+3	201.680376667E-6	1.030246594E-3	75.510493962E+3	385.731276729E+3	75.000000000E+0	338.119754417E-12
8.825864669E+3	204.924400000E+0	100.000001490E-3	2.635501301E-9	27.153051987E-12	37.943446066E+6	390.923868264E+3	129.194521333E-6	1.031879990E-3	49.020852792E+3	391.530821799E+3	75.000000000E+0	354.663215463E-12
8.865027607E+3	205.937800000E+0	100.000001490E-3	2.735239582E-9	32.366787096E-12	36.559869246E+6	432.622250609E+3	122.046591000E-6	981.266991124E-6	44.620073423E+3	358.749923559E+3	75.000000000E+0	329.974131352E-12
8.904188197E+3	206.936900000E+0	100.000001490E-3	2.710313553E-9	30.284130548E-12	36.896100588E+6	412.264597776E+3	193.009132000E-6	905.098344728E-6	71.212842426E+3	333.945990715E+3	75.000000000E+0	355.970308785E-12
8.943257711E+3	207.941500000E+0	100.000001490E-3	2.784093907E-9	31.776434430E-12	35.918329210E+6	409.956154943E+3	75.912419667E-6	853.685898539E-6	27.266472401E+3	306.629706884E+3	75.000000000E+0	321.928927960E-12
8.982388201E+3	208.952200000E+0	100.000001490E-3	3.166436924E-9	32.310328143E-12	31.581239066E+6	322.255020970E+3	157.186747000E-6	838.542766871E-6	49.641521611E+3	264.822191932E+3	75.000000000E+0	324.493182324E-12
9.021494039E+3	209.941100000E+0	100.000001490E-3	2.920535474E-9	36.441931793E-12	34.240296820E+6	427.244446278E+3	87.465754000E-6	783.067333954E-6	29.948533339E+3	268.124575450E+3	75.000000000E+0	302.418395881E-12
9.060596015E+3	210.943800000E+0	100.000001490E-3	2.916635154E-9	33.841635335E-12	34.286085233E+6	397.820478807E+3	150.494986667E-6	857.395367136E-6	51.598838631E+3	293.967301982E+3	75.000000000E+0	317.755266543E-12
9.099879456E+3	211.936200000E+0	100.000001490E-3	3.001205923E-9	39.780085006E-12	33.319940066E+6	441.645819079E+3	109.191113000E-6	726.120686350E-6	36.382412867E+3	241.942973894E+3	75.000000000E+0	353.355622540E-12
9.138916554E+3	212.921400000E+0	100.000001490E-3	3.308693517E-9	51.504805330E-12	30.223410233E+6	470.472968439E+3	193.053150000E-6	747.455703353E-6	58.347244623E+3	225.906600167E+3	75.000000000E+0	346.064593648E-12
9.177978030E+3	213.929200000E+0	100.000001490E-3	2.955209272E-9	33.283090647E-12	33.838551613E+6	381.107216761E+3	100.736717667E-6	823.085916052E-6	34.087845693E+3	278.520348375E+3	75.000000000E+0	301.563690686E-12
9.217026816E+3	214.931600000E+0	100.000001490E-3	3.070858733E-9	35.668114306E-12	32.564181610E+6	378.233925035E+3	108.841995000E-6	717.461899612E-6	35.443504391E+3	233.635592489E+3	75.000000000E+0	315.392073569E-12
9.256207338E+3	215.934700000E+0	100.000001490E-3	3.077912019E-9	43.000179383E-12	32.489558139E+6	453.897583623E+3	218.318973000E-6	652.929332972E-6	70.930868604E+3	212.133852081E+3	75.000000000E+0	353.909151984E-12
9.295510863E+3	216.939900000E+0	100.000001490E-3	3.493048813E-9	61.924708429E-12	28.628286301E+6	507.521760166E+3	149.403580667E-6	661.998714578E-6	42.771684180E+3	189.518884497E+3	75.000000000E+0	336.309535776E-12
9.334603215E+3	217.933500000E+0	100.000001490E-3	3.130290057E-9	37.320462960E-12	31.945921842E+6	380.870964448E+3	163.298793667E-6	615.971553961E-6	52.167304216E+3	196.777788266E+3	75.000000000E+0	355.618839931E-12
9.373566571E+3	218.926400000E+0	100.000001490E-3	3.213714929E-9	31.727902279E-12	31.116637190E+6	307.203857754E+3	169.628873000E-6	607.165961840E-6	52.782800195E+3	188.929626673E+3	75.000000000E+0	332.437521955E-12
9.412614368E+3	219.943000000E+0	100.000001490E-3	3.238769308E-9	36.862938102E-12	30.875926004E+6	351.422790880E+3	189.872882333E-6	580.377213732E-6	58.625009778E+3	179.196836387E+3	75.000000000E+0	355.970530830E-12
9.451637629E+3	220.920300000E+0	100.000001490E-3	3.611767492E-9	43.634827202E-12	27.687275470E+6	334.498132398E+3	152.143713667E-6	608.849182096E-6	42.124448485E+3	168.573747730E+3	75.000000000E+0	295.579977161E-12
9.490798786E+3	221.931700000E+0	100.000001490E-3	3.282936241E-9	34.114943430E-12	30.460537198E+6	316.533562342E+3	91.101318667E-6	513.342705230E-6	27.749950647E+3	156.366943349E+3	75.000000000E+0	345.963951931E-12
9.530051217E+3	222.940100000E+0	100.000001490E-3	3.305757405E-9	36.091365098E-12	30.250254095E+6	330.264091092E+3	221.105597000E-6	549.218410652E-6	66.885003914E+3	166.139962284E+3	75.000000000E+0	334.801270041E-12
9.569162895E+3	223.920800000E+0	100.000001490E-3	3.402618345E-9	54.153473634E-12	29.389132530E+6	467.734977082E+3	165.680196000E-6	479.797221917E-6	48.691971653E+3	141.008239325E+3	75.000000000E+0	324.643978367E-12
9.608296903E+3	224.927100000E+0	100.000001490E-3	3.461308880E-9	50.943357670E-12	28.890805458E+6	425.213318644E+3	144.938033000E-6	527.266741032E-6	41.873764525E+3	152.331606127E+3	75.000000000E+0	323.235688215E-12
9.647576979E+3	225.928400000E+0	100.000001490E-3	3.443851589E-9	48.683617600E-12	29.037256367E+6	410.481882987E+3	119.835933667E-6	489.194083475E-6	34.797066760E+3	142.048538034E+3	75.000000000E+0	334.449135053E-12
9.686610111E+3	226.932900000E+0	100.000001490E-3	3.448645630E-9	39.910788094E-12	28.996891015E+6	335.577759142E+3	116.871096333E-6	478.090835262E-6	33.888983927E+3	138.631476388E+3	75.000000000E+0	313.129189244E-12
9.725667618E+3	227.927100000E+0	100.000001490E-3	3.519732861E-9	32.172223533E-12	28.411247509E+6	259.693857949E+3	220.896651000E-6	484.986432432E-6	62.759493320E+3	137.790693651E+3	75.000000000E+0	325.248050714E-12
9.764697513E+3	228.932600000E+0	100.000001490E-3	3.575312155E-9	43.590469194E-12	27.969586193E+6	341.007255412E+3	142.842755667E-6	464.154665133E-6	39.952527071E+3	129.822137197E+3	75.000000000E+0	318.509302266E-12
9.803887382E+3	229.922700000E+0	100.000001490E-3	3.559037969E-9	30.265369637E-12	28.097480936E+6	238.935536448E+3	162.050067667E-6	438.861520339E-6	45.531986191E+3	123.309030176E+3	75.000000000E+0	300.759278593E-12
9.843030560E+3	230.941600000E+0	100.000001490E-3	3.547319435E-9	33.493599054E-12	28.190300682E+6	266.171300757E+3	162.451689000E-6	403.578262902E-6	45.795618909E+3	113.769924104E+3	75.000000000E+0	329.169302926E-12
9.882215020E+3	231.916600000E+0	100.000001490E-3	4.034983295E-9	39.945871609E-12	24.783250434E+6	245.351335453E+3	193.222181000E-6	387.108020496E-6	47.886736298E+3	95.937948740E+3	75.000000000E+0	326.403903905E-12
9.921292968E+3	232.927300000E+0	100.000001490E-3	3.762665854E-9	35.895787068E-12	26.576901952E+6	253.543325486E+3	212.221120000E-6	449.881607264E-6	56.401798144E+3	119.564591882E+3	75.000000000E+0	331.281502230E-12
9.960340067E+3	233.930000000E+0	100.000001490E-3	3.793917922E-9	38.889953495E-12	26.357977041E+6	270.185207578E+3	216.947243667E-6	399.193291575E-6	57.182903825E+3	105.219274575E+3	75.000000000E+0	336.108529897E-12
9.999459603E+3	234.921500000E+0	100.000001490E-3	4.195946420E-9	82.340638303E-12	23.832525843E+6	467.685998305E+3	-237.590383000E-6	972.324062309E-6	-56.623788585E+3	231.729379974E+3	75.000000000E+0	319.263782078E-12
10.038661644E+3	235.931400000E+0	100.000001490E-3	3.799317762E-9	73.396187011E-12	26.320515357E+6	508.466411249E+3	160.046393667E-6	380.557768967E-6	42.125034996E+3	100.164764532E+3	75.000000000E+0	344.707123956E-12
10.077864692E+3	236.922600000E+0	100.000001490E-3	4.143862962E-9	186.246092791E-12	24.132072513E+6	1.084617000E+6	174.147604667E-6	399.109746734E-6	42.025425612E+3	96.313452053E+3	75.000000000E+0	344.908740457E-12
10.116978005E+3	237.931900000E+0	100.000001490E-3	3.943764230E-9	79.743734191E-12	25.356485748E+6	512.713423419E+3	188.941729667E-6	361.156026289E-6	47.908982041E+3	91.576474969E+3	75.000000000E+0	336.662031586E-12
10.156084059E+3	238.909400000E+0	100.000001490E-3	4.164126751E-9	239.964740855E-12	24.014639194E+6	1.383883588E+6	207.636081333E-6	341.733559545E-6	49.863055026E+3	82.066080108E+3	75.000000000E+0	321.476262277E-12
10.195338441E+3	239.938400000E+0	100.000001490E-3	4.330322238E-9	231.379128924E-12	23.092969988E+6	1.233910778E+6	235.390535333E-6	402.769484372E-6	54.358664870E+3	93.011434762E+3	75.000000000E+0	338.019362500E-12
10.234542786E+3	240.914000000E+0	100.000001490E-3	4.402163884E-9	205.585518567E-12	22.716101475E+6	1.060864980E+6	180.372111667E-6	341.457789373E-6	40.973511308E+3	77.565896772E+3	75.000000000E+0	339.326899912E-12
10.273707469E+3	241.919700000E+0	100.000001490E-3	4.233101054E-9	98.753032383E-12	23.623343791E+6	551.103506594E+3	193.079971333E-6	379.206536341E-6	45.611944740E+3	89.581262423E+3	75.000000000E+0	326.806415263E-12
10.312843941E+3	242.909300000E+0	100.000001490E-3	4.446231832E-9	202.810036029E-12	22.490955322E+6	1.025900500E+6	251.217546667E-6	409.619518870E-6	56.501225341E+3	92.127341608E+3	75.000000000E+0	323.940180236E-12
10.351956646E+3	243.933000000E+0	100.000001490E-3	4.360368137E-9	189.974496324E-12	22.933843738E+6	999.192104055E+3	213.591565000E-6	359.814185000E-6	48.984755026E+3	82.519221707E+3	75.000000000E+0	328.968602359E-12
10.391010441E+3	244.927200000E+0	100.000001490E-3	4.390338368E-9	197.938085949E-12	22.777288015E+6	1.026912373E+6	236.832801000E-6	312.268076403E-6	53.944088393E+3	71.126198081E+3	75.000000000E+0	332.337463105E-12
10.430100252E+3	245.922000000E+0	100.000001490E-3	4.258600161E-9	38.155826838E-12	23.481894921E+6	210.390992942E+3	211.145906000E-6	372.190802898E-6	49.581059038E+3	87.397451939E+3	75.000000000E+0	315.240833437E-12
10.469334351E+3	246.930600000E+0	100.000001490E-3	4.505615380E-9	196.444735673E-12	22.194526841E+6	967.680902782E+3	283.735070333E-6	387.677544396E-6	62.973655404E+3	86.043195365E+3	75.000000000E+0	319.012011252E-12
10.508536411E+3	247.910400000E+0	100.000001490E-3	4.363970403E-9	139.254371983E-12	22.914912858E+6	731.215270646E+3	220.393890667E-6	319.066656660E-6	50.503067238E+3	73.113845242E+3	75.000000000E+0	344.153899823E-12
10.547587667E+3	248.937200000E+0	100.000001490E-3	4.530201778E-9	141.312026187E-12	22.074072281E+6	688.563563638E+3	197.572172333E-6	359.233381713E-6	43.612223477E+3	79.297435154E+3	75.000000000E+0	331.734056891E-12
10.586665415E+3	249.905300000E+0	100.000001490E-3	4.419444743E-9	165.208470456E-12	22.627277249E+6	845.856907856E+3	227.144024000E-6	334.446237474E-6	51.396507299E+3	75.676076274E+3	75.000000000E+0	343.701789252E-12
10.625904655E+3	250.925000000E+0	100.000001490E-3	4.441240261E-9	122.028374684E-12	22.516233216E+6	618.660370028E+3	252.129665333E-6	345.859048849E-6	56.770102608E+3	77.874428878E+3	75.000000000E+0	311.871972691E-12
10.666039560E+3	251.959900000E+0	100.000001490E-3	4.370574324E-9	118.749982547E-12	22.880288511E+6	621.665177133E+3	219.850858000E-6	347.197465226E-6	50.302509854E+3	79.439780561E+3	75.000000000E+0	303.122277279E-12
10.705225576E+3	252.926700000E+0	100.000001490E-3	4.573444466E-9	184.132609990E-12	21.865358207E+6	880.326743879E+3	232.318721333E-6	330.977554435E-6	50.797319845E+3	72.369426784E+3	75.000000000E+0	333.996802437E-12
10.744305441E+3	253.927600000E+0	100.000001490E-3	4.546328716E-9	169.019573264E-12	21.995770154E+6	817.740184893E+3	274.065886667E-6	339.379457409E-6	60.282901604E+3	74.649124290E+3	75.000000000E+0	323.185977980E-12
10.783535538E+3	254.928800000E+0	100.000001490E-3	4.658768078E-9	203.228187422E-12	21.464902269E+6	936.357661161E+3	270.896384667E-6	309.187129252E-6	58.147643354E+3	66.366714135E+3	75.000000000E+0	344.908546168E-12
10.823566019E+3	255.943800000E+0	100.000001490E-3	4.633325846E-9	122.783853775E-12	21.582769013E+6	571.946727437E+3	199.709979667E-6	321.394572402E-6	43.102942966E+3	69.365847149E+3	75.000000000E+0	318.308324143E-12
10.863753355E+3	256.958400000E+0	100.000001490E-3	4.621669706E-9	132.540909655E-12	21.637202103E+6	620.514799069E+3	289.830624667E-6	325.240890556E-6	62.711237082E+3	70.373027764E+3	75.000000000E+0	343.350153864E-12
10.902708423E+3	257.913600000E+0	100.000001490E-3	4.769325900E-9	188.518887776E-12	20.967324017E+6	828.783078845E+3	281.730644667E-6	319.083925666E-6	59.071376243E+3	66.903359585E+3	75.000000000E+0	313.431003374E-12
10.941741402E+3	258.912400000E+0	100.000001490E-3	4.873318224E-9	189.823712389E-12	20.519899767E+6	799.283644658E+3	305.548148667E-6	307.537215277E-6	62.698172913E+3	63.106327381E+3	75.000000000E+0	331.784322238E-12
10.981802439E+3	259.964500000E+0	100.000001490E-3	4.940726990E-9	116.644759948E-12	20.239936693E+6	477.841127813E+3	266.672085333E-6	302.478688001E-6	53.974260446E+3	61.221494050E+3	75.000000000E+0	335.756894509E-12
11.021914385E+3	260.956400000E+0	100.000001490E-3	4.865339757E-9	142.311480845E-12	20.553549492E+6	601.192560212E+3	346.821421333E-6	297.121618679E-6	71.284111420E+3	61.069038036E+3	75.000000000E+0	336.511263299E-12
11.060980651E+3	261.903900000E+0	100.000001490E-3	4.921092356E-9	150.698601390E-12	20.320691884E+6	622.280507011E+3	361.264448000E-6	320.141261142E-6	73.411434269E+3	65.054918300E+3	75.000000000E+0	334.298949634E-12
11.099910783E+3	262.909500000E+0	100.000001490E-3	5.079275027E-9	159.481506692E-12	19.687849342E+6	618.168510280E+3	325.619000333E-6	321.693606079E-6	64.107377258E+3	63.334551563E+3	75.000000000E+0	327.912530462E-12
11.138893744E+3	263.900300000E+0	100.000001490E-3	5.093553160E-9	157.058734922E-12	19.632660805E+6	605.369331026E+3	317.808889000E-6	329.466938211E-6	62.394340256E+3	64.683125480E+3	75.000000000E+0	303.927272238E-12
11.178105522E+3	264.910400000E+0	100.000001490E-3	4.998369593E-9	147.706948413E-12	20.006524052E+6	591.213306840E+3	287.206242667E-6	306.890235307E-6	57.459985162E+3	61.398067825E+3	75.000000000E+0	328.264276872E-12
11.217192901E+3	265.921500000E+0	100.000001490E-3	5.111563328E-9	156.202126212E-12	19.563486760E+6	597.832410935E+3	307.901927000E-6	286.176667635E-6	60.236351825E+3	55.986133649E+3	75.000000000E+0	319.515247593E-12
11.257302091E+3	266.954700000E+0	100.000001490E-3	5.155381597E-9	134.947111818E-12	19.397206512E+6	507.740687411E+3	349.537111667E-6	281.349794786E-6	67.800434375E+3	54.573999902E+3	75.000000000E+0	334.248323464E-12
11.297548779E+3	267.956200000E+0	100.000001490E-3	5.278129018E-9	166.279189790E-12	18.946107825E+6	596.867459680E+3	329.524923333E-6	285.866524377E-6	62.432146355E+3	54.160579137E+3	75.000000000E+0	326.956850483E-12
11.337675118E+3	268.952300000E+0	100.000001490E-3	5.238180036E-9	138.945319871E-12	19.090600322E+6	506.387628893E+3	372.072197667E-6	269.243755242E-6	71.030815109E+3	51.400248440E+3	75.000000000E+0	330.527216708E-12
11.376717288E+3	269.906000000E+0	100.000001490E-3	5.216571267E-9	135.673029552E-12	19.169679923E+6	498.566667148E+3	371.056616000E-6	282.648154380E-6	71.130364560E+3	54.182745695E+3	75.000000000E+0	329.974214619E-12
11.415875002E+3	270.927000000E+0	100.000001490E-3	5.336886537E-9	136.982931149E-12	18.737516863E+6	480.939582362E+3	384.363352333E-6	246.305001617E-6	72.020146886E+3	46.151440525E+3	75.000000000E+0	307.196157401E-12
11.456086290E+3	271.952500000E+0	100.000001490E-3	5.403424148E-9	163.813344953E-12	18.506783616E+6	561.062401424E+3	384.023850333E-6	260.053932541E-6	71.070461954E+3	48.127617862E+3	75.000000000E+0	307.346564865E-12
11.496423165E+3	272.951400000E+0	100.000001490E-3	5.348170285E-9	105.680562422E-12	18.697983828E+6	369.474669258E+3	350.691842333E-6	255.249788632E-6	65.572302987E+3	47.726563487E+3	75.000000000E+0	340.382860786E-12
11.535579985E+3	273.921800000E+0	100.000001490E-3	5.430648245E-9	123.730956760E-12	18.414008232E+6	419.541600483E+3	372.790818667E-6	287.203340347E-6	68.645731016E+3	52.885645947E+3	75.000000000E+0	327.561033853E-12
11.574655965E+3	274.911400000E+0	100.000001490E-3	5.501367631E-9	120.523611853E-12	18.177298481E+6	398.227097972E+3	402.809163000E-6	265.965267493E-6	73.219822777E+3	48.345299808E+3	75.000000000E+0	321.778020895E-12
11.613759372E+3	275.925100000E+0	100.000001490E-3	5.498818300E-9	103.547270984E-12	18.185725740E+6	342.452172191E+3	412.719539333E-6	249.351678128E-6	75.056042379E+3	45.346411636E+3	75.000000000E+0	307.547654010E-12
