[Main]
Experiment = "VvsI_400.0K"
Header length = 61    
Date = "20201125 17:49:30"
Comments = ""

[System]
System = "PPMS"
Magnet stability range (G) = 5.000000E+1
Magnet check interval (s) = 1.000000E+0
Magnet approach mode = "Linear Approach"
Magnet mode = "Persistent"
Temperature stability time (s) = 1.000000E+0
Temperature approach mode = "Fast Settle"

[Static Temperature]
Set initial temperature = TRUE
Initial temperature (K) = 4.000000E+2
Delay after setting initial temperature (s) = 1.000000E+1
Initial temperature stabilization (K) = 2.000000E-1
Initial temperature ramp rate (K/min) = 1.000000E+1
Wait for initial temperature to stabilize = TRUE
Set final temperature = FALSE

[Measure Voltage Configuration1]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::7::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration2]
Voltage meter = "Keithley 2182A"
Auto-range = "Manual"
GPIB = "GPIB0::8::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Measure Voltage Configuration3]
Voltage meter = "Keithley 6430"
Auto-range = "Manual"
GPIB = "GPIB0::9::INSTR"
Range (V) = 1.000000E+1
Speed = 1.000000

[Dynamic Current]
Operating mode = "Linear"
Current source = "Keithley 6430"
GPIB = "GPIB0::9::INSTR"
Initial current (A) = -1.000000E-9
Final current (A) = 1.000000E-9
Current step (A) = 1.000000E-11
Number of measurement sequences = 1.000000E+0
Samples/sequence = 3.000000E+1
Pre-measuement delay (s) = 1.000000E+0
Output limit (V) = 10.000000
Auto-range = 1
Manual range (A) = 0.000010
Check output compliance = "Abort"
Inital delay (s) = 1.000000
Time (s)	Current (A)	Voltage 1 (V)	Voltage 2 (V)	Voltage 3 (V)	STD_Voltage 1 (V)	STD_Voltage 2 (V)	STD_Voltage 3 (V)	Resistance 1 (Ohms)	Resistance 2 (Ohms)	Resistance 3 (Ohms)	STD_Resistance 1 (Ohms)	STD_Resistance 2 (Ohms)	STD_Resistance 3 (Ohms)	dI/dV 1 (A/V)	dI/dV 2 (A/V)	dI/dV 3 (A/V)	Temperature (K)
169.824624062E+0	-900.000000000E-12	-2.184617533E-3	-1.309336621E-3	805.999293333E-6	298.513719911E-6	178.774645638E-6	16.644977284E-6	2.427352815E+6	1.454818468E+6	-895.554770370E+3	331.681911012E+3	198.638495154E+3	18.494419205E+3	731.239947736E-9	2.416352715E-6	605.882023864E-9	399.999500000E+0
186.640198231E+0	-890.000000000E-12	-2.212079163E-3	-1.314545181E-3	818.600880000E-6	260.688913844E-6	190.243722384E-6	14.776087674E-6	2.485482205E+6	1.477017058E+6	-919.776269663E+3	292.908891960E+3	213.756991443E+3	16.602345701E+3	-364.144453289E-9	-1.919916322E-6	793.550865023E-9	400.008300000E+0
203.637531757E+0	-880.000000000E-12	-2.206353376E-3	-1.305217674E-3	821.113303333E-6	257.207032328E-6	169.588320383E-6	20.759835836E-6	2.507219745E+6	1.483201902E+6	-933.083299242E+3	292.280718554E+3	192.714000435E+3	23.590722541E+3	1.746484806E-6	1.072097790E-6	3.980220955E-6	400.008300000E+0
220.459138393E+0	-870.000000000E-12	-2.180933952E-3	-1.296941422E-3	842.454116667E-6	276.075927595E-6	163.819222628E-6	17.214565410E-6	2.506820634E+6	1.490737267E+6	-968.338065134E+3	317.328652408E+3	188.297957044E+3	19.786856793E+3	393.399950020E-9	1.208276403E-6	468.585702138E-9	400.008300000E+0
237.272785664E+0	-860.000000000E-12	-2.197601763E-3	-1.295053767E-3	853.873910000E-6	287.426733948E-6	166.902550259E-6	11.682730843E-6	2.555350887E+6	1.505876474E+6	-992.876639535E+3	334.217132498E+3	194.072732859E+3	13.584570747E+3	-599.958806828E-9	5.297579148E-6	875.672589521E-9	400.008300000E+0
254.088922501E+0	-850.000000000E-12	-2.188848558E-3	-1.299192206E-3	866.954986667E-6	271.091636844E-6	144.018900377E-6	12.849346346E-6	2.575115950E+6	1.528461419E+6	-1.019947043E+6	318.931337463E+3	169.434000443E+3	15.116878054E+3	1.142438640E-6	-2.416370037E-6	764.463067897E-9	399.999500000E+0
271.165935993E+0	-840.000000000E-12	-2.182119661E-3	-1.295380461E-3	883.723523333E-6	313.894820995E-6	160.832310563E-6	8.400503592E-6	2.597761502E+6	1.542119596E+6	-1.052051813E+6	373.684310708E+3	191.467036385E+3	10.000599514E+3	1.486127814E-6	2.623469894E-6	596.354959218E-9	399.999500000E+0
287.995639801E+0	-830.000000000E-12	-2.199788817E-3	-1.288357104E-3	902.268126667E-6	287.655590670E-6	175.036126756E-6	18.181481325E-6	2.650347972E+6	1.552237475E+6	-1.087070032E+6	346.573000807E+3	210.886899706E+3	21.905399187E+3	-565.958010519E-9	1.423820614E-6	539.240436706E-9	399.999500000E+0
304.816968918E+0	-820.000000000E-12	-2.186660253E-3	-1.292168278E-3	902.842473333E-6	287.391094209E-6	175.541926953E-6	15.437702273E-6	2.666658846E+6	1.575814973E+6	-1.101027407E+6	350.476944157E+3	214.075520674E+3	18.826466186E+3	761.697966952E-9	-2.623863637E-6	17.411087380E-6	399.999500000E+0
321.631350994E+0	-810.000000000E-12	-2.168953896E-3	-1.278974049E-3	925.317216667E-6	286.305241624E-6	140.318526659E-6	10.109446871E-6	2.677720859E+6	1.578980307E+6	-1.142366934E+6	353.463261264E+3	173.232748961E+3	12.480798606E+3	564.768902589E-9	757.907112269E-9	444.943902214E-9	400.011800000E+0
338.652931213E+0	-800.000000000E-12	-2.161038707E-3	-1.295416317E-3	940.350060000E-6	280.506171693E-6	153.128319271E-6	10.791321680E-6	2.701298384E+6	1.619270396E+6	-1.175437575E+6	350.632714616E+3	191.410399088E+3	13.489152100E+3	1.263393710E-6	-608.188602692E-9	665.210152083E-9	400.011800000E+0
355.472308636E+0	-790.000000000E-12	-2.164229641E-3	-1.292258370E-3	947.738276667E-6	329.616091320E-6	156.627568958E-6	11.175845698E-6	2.739531192E+6	1.635770089E+6	-1.199668705E+6	417.235558633E+3	198.262745517E+3	14.146640124E+3	-3.133878343E-6	3.166614928E-6	1.353506597E-6	400.011800000E+0
372.449931145E+0	-780.000000000E-12	-2.168224109E-3	-1.282803155E-3	959.657656667E-6	256.233766373E-6	200.817369920E-6	11.952544655E-6	2.779774498E+6	1.644619429E+6	-1.230330329E+6	328.504828683E+3	257.458166565E+3	15.323775198E+3	-2.503462706E-6	1.057617336E-6	838.969812188E-9	400.011800000E+0
389.268149376E+0	-770.000000000E-12	-2.173621153E-3	-1.281424191E-3	976.926106667E-6	287.551611741E-6	159.368387112E-6	7.991963900E-6	2.822884615E+6	1.664187261E+6	-1.268735203E+6	373.443651612E+3	206.971931314E+3	10.379173896E+3	-1.852865896E-6	7.251824438E-6	579.090769583E-9	400.001100000E+0
406.315642357E+0	-760.000000000E-12	-2.142383632E-3	-1.281514761E-3	1.000393983E-3	277.180079298E-6	171.342507645E-6	8.765154086E-6	2.818925832E+6	1.686203633E+6	-1.316307873E+6	364.710630656E+3	225.450667953E+3	11.533097482E+3	320.127836008E-9	-110.412242509E-6	426.114392113E-9	400.001100000E+0
423.131958961E+0	-750.000000000E-12	-2.141052719E-3	-1.285870657E-3	1.015919933E-3	256.392890198E-6	162.681066614E-6	14.180762753E-6	2.854736959E+6	1.714494209E+6	-1.354559911E+6	341.857186930E+3	216.908088819E+3	18.907683671E+3	7.513639133E-6	-2.295739101E-6	644.082970768E-9	400.001100000E+0
439.953218460E+0	-740.000000000E-12	-2.158922419E-3	-1.274418765E-3	1.023740440E-3	314.258581655E-6	167.426798236E-6	11.808741586E-6	2.917462728E+6	1.722187520E+6	-1.383433027E+6	424.673758994E+3	226.252430049E+3	15.957758901E+3	-559.606505597E-9	873.218154694E-9	1.278689531E-6	400.001100000E+0
456.753752708E+0	-730.000000000E-12	-2.143077319E-3	-1.283837613E-3	1.039185400E-3	348.980987098E-6	154.876251784E-6	13.742266173E-6	2.935722355E+6	1.758681662E+6	-1.423541644E+6	478.056146709E+3	212.159249019E+3	18.825022154E+3	631.109959593E-9	-1.061700926E-6	647.460401322E-9	399.989300000E+0
473.785264015E+0	-720.000000000E-12	-2.150535398E-3	-1.280752088E-3	1.056304967E-3	290.063672137E-6	153.924720998E-6	13.899799206E-6	2.986854719E+6	1.778822344E+6	-1.467090231E+6	402.866211301E+3	213.784334719E+3	19.305276675E+3	-1.340827966E-6	3.240939548E-6	584.126934677E-9	399.989300000E+0
490.599876881E+0	-710.000000000E-12	-2.155950656E-3	-1.283511258E-3	1.062335733E-3	325.546844893E-6	176.870728704E-6	13.770501809E-6	3.036550220E+6	1.807762335E+6	-1.496247512E+6	458.516682948E+3	249.113702399E+3	19.395072970E+3	-1.846633857E-6	-3.624278316E-6	1.658163970E-6	399.989300000E+0
507.413928032E+0	-700.000000000E-12	-2.133976532E-3	-1.279101016E-3	1.084770133E-3	272.082682201E-6	176.655039124E-6	14.245668142E-6	3.048537903E+6	1.827287166E+6	-1.549671619E+6	388.689546001E+3	252.364341606E+3	20.350954488E+3	455.080712205E-9	2.267449269E-6	445.744035945E-9	399.989300000E+0
524.232486248E+0	-690.000000000E-12	-2.111092829E-3	-1.272330784E-3	1.111439200E-3	303.839295214E-6	172.807660255E-6	10.865527375E-6	3.059554825E+6	1.843957658E+6	-1.610781449E+6	440.346804658E+3	250.445884428E+3	15.747141123E+3	436.992205953E-9	1.477054330E-6	374.966253037E-9	400.013700000E+0
541.229501724E+0	-680.000000000E-12	-2.145976538E-3	-1.281841243E-3	1.126965067E-3	281.997587083E-6	191.095649217E-6	11.059091753E-6	3.155847850E+6	1.885060651E+6	-1.657301569E+6	414.702333945E+3	281.023013554E+3	16.263370226E+3	-286.666767446E-9	-1.051473998E-6	644.086427811E-9	400.013700000E+0
558.054687977E+0	-670.000000000E-12	-2.105440026E-3	-1.267304740E-3	1.137554300E-3	307.726710188E-6	146.707705340E-6	9.230124541E-6	3.142447800E+6	1.891499612E+6	-1.697842239E+6	459.293597296E+3	218.966724389E+3	13.776305285E+3	246.691182562E-9	687.923360935E-9	944.355430201E-9	400.013700000E+0
574.866149426E+0	-660.000000000E-12	-2.114958719E-3	-1.276941503E-3	1.156868733E-3	309.372874324E-6	174.236975813E-6	6.112963856E-6	3.204482908E+6	1.934759853E+6	-1.752831414E+6	468.746779279E+3	263.995417898E+3	9.262066448E+3	-1.050564400E-6	-1.037692879E-6	517.747522147E-9	400.013700000E+0
591.694849014E+0	-650.000000000E-12	-2.099183700E-3	-1.263565857E-3	1.169004567E-3	255.562445736E-6	178.393273709E-6	9.771843463E-6	3.229513384E+6	1.943947473E+6	-1.798468564E+6	393.172993440E+3	274.451190322E+3	15.033605328E+3	633.913644649E-9	747.627478958E-9	824.006042711E-9	400.005600000E+0
608.683096886E+0	-640.000000000E-12	-2.122199514E-3	-1.259845101E-3	1.189298333E-3	280.894794005E-6	182.585981171E-6	9.776452009E-6	3.315936741E+6	1.968507971E+6	-1.858278646E+6	438.898115632E+3	285.290595579E+3	15.275706264E+3	-434.483866405E-9	2.687625848E-6	492.762145355E-9	400.005600000E+0
625.497216225E+0	-630.000000000E-12	-2.114595089E-3	-1.262040448E-3	1.200231967E-3	333.852525429E-6	178.114789006E-6	8.514854867E-6	3.356500141E+6	2.003238806E+6	-1.905130106E+6	529.924643538E+3	282.721887311E+3	13.515642647E+3	1.315023818E-6	-4.555089249E-6	914.609050361E-9	400.005600000E+0
642.319241524E+0	-620.000000000E-12	-2.111713690E-3	-1.256179378E-3	1.218472133E-3	312.707696579E-6	153.584598222E-6	11.958844731E-6	3.405989822E+6	2.026095772E+6	-1.965277634E+6	504.367252547E+3	247.717093907E+3	19.288459243E+3	3.470535959E-6	1.706173202E-6	548.240604527E-9	400.005600000E+0
659.140828133E+0	-610.000000000E-12	-2.097344038E-3	-1.254364105E-3	1.230092733E-3	286.630757673E-6	184.426901312E-6	26.265699314E-6	3.438268915E+6	2.056334598E+6	-2.016545464E+6	469.886487989E+3	302.339182478E+3	43.058523466E+3	695.911093182E-9	5.508812263E-6	860.540763816E-9	399.998700000E+0
676.252878189E+0	-600.000000000E-12	-2.094699657E-3	-1.242132084E-3	1.235751567E-3	253.855725791E-6	178.049422266E-6	28.034618361E-6	3.491166094E+6	2.070220139E+6	-2.059585944E+6	423.092876318E+3	296.749037109E+3	46.724363936E+3	3.781602855E-6	817.526370131E-9	1.767148706E-6	399.998700000E+0
693.074149609E+0	-590.000000000E-12	-2.087569478E-3	-1.251732890E-3	1.269590767E-3	275.370828923E-6	192.360507297E-6	20.596997899E-6	3.538253353E+6	2.121581169E+6	-2.151848757E+6	466.730218513E+3	326.034758131E+3	34.910165931E+3	1.402489400E-6	-1.041579217E-6	295.515260408E-9	399.998700000E+0
709.888259411E+0	-580.000000000E-12	-2.094991911E-3	-1.246596998E-3	1.278201000E-3	329.553608784E-6	137.586556438E-6	20.344380180E-6	3.612055020E+6	2.149305170E+6	-2.203794828E+6	568.195877213E+3	237.218200756E+3	35.076517551E+3	-1.347267069E-6	1.947081694E-6	1.161408711E-6	399.998700000E+0
726.700772762E+0	-570.000000000E-12	-2.072471849E-3	-1.233873783E-3	1.301741367E-3	261.166852361E-6	156.089831715E-6	13.962559210E-6	3.635915524E+6	2.164690847E+6	-2.283756784E+6	458.187460283E+3	273.841810027E+3	24.495717912E+3	444.048497911E-9	785.964826974E-9	424.802219167E-9	400.001500000E+0
743.739470959E+0	-560.000000000E-12	-2.057518971E-3	-1.244000804E-3	1.316144833E-3	294.188650436E-6	182.874026916E-6	9.191673740E-6	3.674141019E+6	2.221430008E+6	-2.350258631E+6	525.336875779E+3	326.560762351E+3	16.413703107E+3	668.767577720E-9	-987.457154645E-9	694.277303612E-9	400.001500000E+0
760.556443214E+0	-550.000000000E-12	-2.090871099E-3	-1.243638650E-3	1.327199033E-3	321.163110502E-6	166.409947784E-6	13.898953668E-6	3.801583816E+6	2.261161181E+6	-2.413089152E+6	583.932928185E+3	302.563541425E+3	25.270824851E+3	-299.830943321E-9	27.612511781E-6	904.633532956E-9	400.001500000E+0
777.372266293E+0	-540.000000000E-12	-2.047361830E-3	-1.229010059E-3	1.346424200E-3	294.246740668E-6	156.080173959E-6	7.676492852E-6	3.791410796E+6	2.275944554E+6	-2.493378148E+6	544.901371608E+3	289.037359184E+3	14.215727504E+3	229.836083893E-9	683.592866581E-9	520.151537481E-9	400.001500000E+0
794.191538334E+0	-530.000000000E-12	-2.051464838E-3	-1.233492776E-3	1.376716867E-3	275.163792396E-6	154.793440355E-6	13.220494072E-6	3.870688373E+6	2.327344860E+6	-2.597578994E+6	519.176966786E+3	292.063095009E+3	24.944328437E+3	-2.437236291E-6	-2.230790275E-6	330.112898611E-9	400.000000000E+0
811.189735413E+0	-520.000000000E-12	-2.064666404E-3	-1.232186706E-3	1.384948433E-3	290.807446969E-6	175.469794991E-6	7.148258986E-6	3.970512315E+6	2.369589820E+6	-2.663362372E+6	559.245090326E+3	337.441913444E+3	13.746651896E+3	-757.485892204E-9	7.656561367E-6	1.214835572E-6	400.000000000E+0
828.011446476E+0	-510.000000000E-12	-2.043676773E-3	-1.235453210E-3	1.403727900E-3	277.641999639E-6	154.319376220E-6	10.605318664E-6	4.007209359E+6	2.422457275E+6	-2.752407647E+6	544.396077724E+3	302.587012195E+3	20.794742478E+3	476.425732192E-9	-3.061377246E-6	532.496485523E-9	400.000000000E+0
844.831169605E+0	-500.000000000E-12	-2.068259695E-3	-1.235054031E-3	1.407671200E-3	250.134758500E-6	190.841841705E-6	12.836263218E-6	4.136519390E+6	2.470108061E+6	-2.815342400E+6	500.269517001E+3	381.683683411E+3	25.672526436E+3	-406.786472967E-9	25.051397116E-6	2.535947049E-6	400.000000000E+0
861.651519299E+0	-490.000000000E-12	-2.034761634E-3	-1.223166376E-3	1.431569200E-3	263.561721419E-6	153.195331865E-6	9.466219230E-6	4.152574763E+6	2.496257910E+6	-2.921569796E+6	537.881064120E+3	312.643534418E+3	19.318814755E+3	298.524738506E-9	841.208800222E-9	418.445058164E-9	400.022800000E+0
878.684055805E+0	-480.000000000E-12	-2.038754689E-3	-1.227521644E-3	1.447816267E-3	303.345294841E-6	150.628231051E-6	7.260085954E-6	4.247405602E+6	2.557336758E+6	-3.016283889E+6	631.969364253E+3	313.808814689E+3	15.125179072E+3	-2.504347965E-6	-2.296069955E-6	615.495720253E-9	400.022800000E+0
895.501785755E+0	-470.000000000E-12	-2.047397740E-3	-1.232240195E-3	1.475725333E-3	295.484266349E-6	176.804758732E-6	8.404060141E-6	4.356165404E+6	2.621787648E+6	-3.139841135E+6	628.689928402E+3	376.180337727E+3	17.880979023E+3	-1.156998842E-6	-2.119294673E-6	358.306500158E-9	400.022800000E+0
912.323111057E+0	-460.000000000E-12	-2.032846428E-3	-1.240770700E-3	1.478284567E-3	294.568393728E-6	186.059369720E-6	11.635809679E-6	4.419231364E+6	2.697327608E+6	-3.213662101E+6	640.366073323E+3	404.476890696E+3	25.295238432E+3	687.223239453E-9	-1.172263541E-6	3.907420191E-6	400.022800000E+0
929.145720959E+0	-450.000000000E-12	-2.027595147E-3	-1.232458461E-3	1.505390100E-3	280.473760310E-6	166.186411222E-6	7.451398570E-6	4.505766993E+6	2.738796579E+6	-3.345311333E+6	623.275022911E+3	369.303136049E+3	16.558663488E+3	1.904297256E-6	1.203045293E-6	368.928361491E-9	399.993600000E+0
946.184483051E+0	-440.000000000E-12	-2.027686299E-3	-1.213311816E-3	1.514917900E-3	310.638848934E-6	188.352156287E-6	10.993607611E-6	4.608377952E+6	2.757526855E+6	-3.442995227E+6	705.997383941E+3	428.073082471E+3	24.985471843E+3	-109.706462076E-6	522.284731774E-9	1.049560234E-6	399.993600000E+0
963.003970623E+0	-430.000000000E-12	-2.012732883E-3	-1.212930597E-3	1.530341333E-3	272.299836893E-6	159.120572278E-6	8.189014598E-6	4.680774147E+6	2.820768829E+6	-3.558933333E+6	633.255434634E+3	370.047842507E+3	19.044219996E+3	668.743516532E-9	26.231595257E-6	648.364069392E-9	399.993600000E+0
979.971719265E+0	-420.000000000E-12	-2.021103518E-3	-1.223293250E-3	1.546865233E-3	332.697590551E-6	178.714458739E-6	11.602643295E-6	4.812151233E+6	2.912602975E+6	-3.683012460E+6	792.137120359E+3	425.510616045E+3	27.625341178E+3	-1.194652496E-6	-965.003846023E-9	605.184006197E-9	399.993600000E+0
996.800028801E+0	-410.000000000E-12	-2.028669987E-3	-1.211732350E-3	1.567467767E-3	327.307121463E-6	169.613910169E-6	13.727363583E-6	4.947975578E+6	2.955444755E+6	-3.823092114E+6	798.310052349E+3	413.692463826E+3	33.481374593E+3	-1.321620428E-6	864.984560026E-9	485.377202804E-9	399.993200000E+0
1.013831602E+3	-400.000000000E-12	-2.008009985E-3	-1.198229826E-3	1.582479267E-3	255.116320744E-6	148.013211680E-6	19.245259769E-6	5.020024963E+6	2.995574564E+6	-3.956198167E+6	637.790801861E+3	370.033029200E+3	48.113149423E+3	484.027066471E-9	740.602275545E-9	666.155947107E-9	399.993200000E+0
1.030647707E+3	-390.000000000E-12	-1.986128571E-3	-1.194146246E-3	1.602852267E-3	287.716435479E-6	164.946253915E-6	9.823937289E-6	5.092637362E+6	3.061913452E+6	-4.109877607E+6	737.734449945E+3	422.939112601E+3	25.189582792E+3	457.008849961E-9	2.448832062E-6	490.845727188E-9	399.993200000E+0
1.047468209E+3	-380.000000000E-12	-2.008009947E-3	-1.191532975E-3	1.630153500E-3	324.367279952E-6	137.311287707E-6	12.606041446E-6	5.284236702E+6	3.135613093E+6	-4.289877632E+6	853.598105136E+3	361.345493965E+3	33.173793280E+3	-457.009657543E-9	3.826621885E-6	366.283818680E-9	399.993200000E+0
1.064293056E+3	-370.000000000E-12	-2.003286970E-3	-1.194218796E-3	1.657825867E-3	317.389939284E-6	176.488381120E-6	15.084933188E-6	5.414289107E+6	3.227618367E+6	-4.480610450E+6	857.810646713E+3	476.995624648E+3	40.770089698E+3	2.117308638E-6	-3.723257239E-6	361.371331930E-9	399.989100000E+0
1.081343831E+3	-360.000000000E-12	-1.983210529E-3	-1.218810594E-3	1.677354833E-3	308.312326645E-6	220.426023612E-6	7.009950504E-6	5.508918135E+6	3.385584983E+6	-4.659318981E+6	856.423129570E+3	612.294510033E+3	19.472084735E+3	498.096251223E-9	-406.639639137E-9	512.059863212E-9	399.989100000E+0
1.098164294E+3	-350.000000000E-12	-1.975969980E-3	-1.193438074E-3	1.686113433E-3	306.345063823E-6	147.292864705E-6	22.179206758E-6	5.645628513E+6	3.409823068E+6	-4.817466952E+6	875.271610921E+3	420.836756300E+3	63.369162164E+3	1.381110742E-6	394.127184396E-9	1.141734980E-6	399.989100000E+0
1.114995588E+3	-340.000000000E-12	-1.954161011E-3	-1.202495439E-3	1.701840267E-3	265.630826286E-6	210.293745012E-6	13.801681824E-6	5.747532386E+6	3.536751292E+6	-5.005412549E+6	781.267136134E+3	618.511014742E+3	40.593181835E+3	458.526962264E-9	-1.104073786E-6	635.855915050E-9	399.989100000E+0
1.131817906E+3	-330.000000000E-12	-1.961381806E-3	-1.198774460E-3	1.718242467E-3	280.077782692E-6	201.296909308E-6	10.726075166E-6	5.943581230E+6	3.632649880E+6	-5.206795354E+6	848.720553613E+3	609.990634265E+3	32.503258078E+3	-1.384889124E-6	2.687464777E-6	609.674311983E-9	400.006600000E+0
1.148842420E+3	-320.000000000E-12	-1.993422312E-3	-1.185906720E-3	1.738594633E-3	351.230210180E-6	147.194423592E-6	10.877652775E-6	6.229444726E+6	3.705958501E+6	-5.433108229E+6	1.097594407E+6	459.982573727E+3	33.992664922E+3	-312.104930427E-9	777.137243992E-9	491.348177508E-9	400.006600000E+0
1.165656173E+3	-310.000000000E-12	-1.966214382E-3	-1.185598258E-3	1.759866000E-3	280.936515324E-6	173.560957499E-6	16.120251827E-6	6.342627038E+6	3.824510511E+6	-5.676987097E+6	906.246823626E+3	559.874056447E+3	52.000812345E+3	367.539895721E-9	32.418904111E-6	470.115538729E-9	400.006600000E+0
1.182489549E+3	-300.000000000E-12	-1.959831619E-3	-1.185797786E-3	1.795844867E-3	363.696229682E-6	154.556571731E-6	28.273692763E-6	6.532772062E+6	3.952659286E+6	-5.986149556E+6	1.212320766E+6	515.188572438E+3	94.245642544E+3	1.566719617E-6	-50.118446595E-6	277.940939403E-9	400.006600000E+0
